"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Method"
"LINP1",-1.72702111232959,-0.440519496068866,-7.40376740024912,4.22728122798348e-07,0.000694726477191298,5.95598729512019,"Paired_Limma"
"STAT4",-1.00910081374121,4.09712119131884,-7.3892716627022,4.35070790835679e-07,0.000694726477191298,6.59788112633717,"Paired_Limma"
"AC114971.1",0.712441454085477,6.19886370332756,7.30035982876896,5.19388788292841e-07,0.000780580244240811,6.36949093361526,"Paired_Limma"
"IL1RAPL2",-1.86121412438467,5.27675338215368,-7.09818392097321,7.80106627385299e-07,0.00110727467905928,6.00934603416084,"Paired_Limma"
"PKP2",-0.778665635180715,2.80492263409579,-7.05960935119082,8.43592064459757e-07,0.00113436492920433,5.97659809362132,"Paired_Limma"
"GRIP2",-0.830466956681687,2.18739639725662,-6.96685900532393,1.01903273026245e-06,0.00121743147439977,5.78241068503474,"Paired_Limma"
"ADAMTS20",-1.0820142904533,1.57169290093191,-6.96073037623117,1.03187668231938e-06,0.00121743147439977,5.71700634708436,"Paired_Limma"
"NPIPA2",1.39899335319799,-1.63639704832179,6.95299884550912,1.04831862056421e-06,0.00121743147439977,4.97579721255561,"Paired_Limma"
"SLC39A12",1.27266629464257,2.06124486473295,6.8168124423523,1.38674409302584e-06,0.00154043151446596,5.49759043806496,"Paired_Limma"
"NKX2-1",-1.24002912164922,-0.24432927991125,-6.54589256279191,2.43725620943633e-06,0.00259456078728703,4.63176498716835,"Paired_Limma"
"AF123462.1",0.83536695772438,1.64675608641675,6.50968914247825,2.6299504025608e-06,0.00261768711087938,4.87955007897929,"Paired_Limma"
"LINC02769",-1.59796124894916,-0.873689255601491,-6.50359548697745,2.66389545120607e-06,0.00261768711087938,4.36866361580846,"Paired_Limma"
"AC011306.1",-0.980063146947711,0.945936680955646,-6.4856156036866,2.76670692623565e-06,0.00261802204660721,4.75811330038436,"Paired_Limma"
"LINC02082",-0.679647870374438,3.55397964276008,-6.44618402265411,3.00673430155168e-06,0.002743537666798,4.71781424157477,"Paired_Limma"
"MYO1B",-1.2903881280394,2.74896681015032,-6.41179809756995,3.23351900610969e-06,0.00284873024438264,4.68440610569928,"Paired_Limma"
"MTNR1B",-1.1994593332941,-0.542480630835637,-6.34148425306999,3.75370276667563e-06,0.00317342285173166,4.22303394264901,"Paired_Limma"
"AC087457.1",-0.810654572358833,3.83124410182483,-6.32951479276578,3.85048762783989e-06,0.00317342285173166,4.46246263475722,"Paired_Limma"
"CNTN5",-0.768703297900709,7.81574570903793,-6.27574340796721,4.31798954684118e-06,0.00344750984163267,4.26772439748144,"Paired_Limma"
"SVIP",0.484659049452798,5.32042962101531,6.24075362284904,4.65319577244774e-06,0.00360256056940204,4.19397358860046,"Paired_Limma"
"LPAR3",1.18255125325991,-0.92955063083845,6.22365701056221,4.82659950805924e-06,0.0036269056126884,4.00017034990215,"Paired_Limma"
"DPP10",-0.927316117391188,9.71177991405415,-6.20181547231019,5.05783566656452e-06,0.00369207552700163,4.13634715829189,"Paired_Limma"
"THSD4",-0.827732910428245,5.24103387395311,-6.18650048826677,5.22674013656033e-06,0.00370938843747167,4.09867834546624,"Paired_Limma"
"RMRP",1.8587873664931,2.53387729147268,6.15558106012235,5.58563017494731e-06,0.00385695311728997,4.1548890327795,"Paired_Limma"
"TARID",0.915761670972022,5.83316925007375,6.11853576556444,6.04917877820954e-06,0.00406711759485462,3.92074995100725,"Paired_Limma"
"LINC01727",0.924280784748938,1.08230037282469,6.08952604492188,6.43965169858281e-06,0.00411467652600985,4.01959063942178,"Paired_Limma"
"CRABP1",-0.926854083377612,0.72476042672907,-6.08238429322108,6.53969088955644e-06,0.00411467652600985,3.94684083488143,"Paired_Limma"
"NGF-AS1",-0.865822156663101,-0.316705084658533,-6.03989485919976,7.16877091828896e-06,0.00411467652600985,3.71229009193235,"Paired_Limma"
"VSTM2A",-0.552367721474425,2.80605656618818,-6.03493971499715,7.24607341464457e-06,0.00411467652600985,3.89393147903709,"Paired_Limma"
"TLE2",-0.639172654970321,1.96999116056871,-6.0282388384332,7.35197307313024e-06,0.00411467652600985,3.90518612466621,"Paired_Limma"
"ST8SIA2",-0.794331584280916,0.42136671629735,-6.02476458246548,7.40750368208637e-06,0.00411467652600985,3.81870683142771,"Paired_Limma"
"VIP",-3.6371105979632,-2.03515097371207,-6.02158356119569,7.45872486809482e-06,0.00411467652600985,2.72523062345592,"Paired_Limma"
"NR2F2",-1.31020176889911,0.672571042639831,-6.01798049916289,7.51718104254644e-06,0.00411467652600985,3.81308043317543,"Paired_Limma"
"DLX6-AS1",-0.62090896539085,4.97568241346533,-6.01478803057537,7.56936853585123e-06,0.00411467652600985,3.73709705397444,"Paired_Limma"
"SCN5A",-0.624270190394613,1.00952176774124,-5.97493197287823,8.25308920109056e-06,0.0043476557005618,3.76907741974397,"Paired_Limma"
"KCTD11",0.735481912765913,-0.321091016462289,5.97020405969613,8.33829618879518e-06,0.0043476557005618,3.64593877165831,"Paired_Limma"
"SYT13",-0.923221722739411,1.23317754723077,-5.93401600754483,9.02110733838607e-06,0.00460474422862846,3.69581077849042,"Paired_Limma"
"SOX1-OT",-0.49507744623028,4.29682567284297,-5.92540714455379,9.19182573329882e-06,0.00460474422862846,3.5709795087445,"Paired_Limma"
"PCDH17",0.543047227716009,6.66027569244105,5.90416775186783,9.62732917663121e-06,0.0047301660218029,3.45406746231863,"Paired_Limma"
"NHS",-0.67253915651299,4.0604226893467,-5.86663931585973,1.04492659548315e-05,0.00498464480777236,3.46267098091248,"Paired_Limma"
"GLUD2",-0.626702539764944,-0.123449897401032,-5.8590391973603,1.06242974346158e-05,0.00498464480777236,3.41839946430035,"Paired_Limma"
"CUX2",-0.84144120434505,3.5908741847454,-5.84904692202688,1.08590034868706e-05,0.00498464480777236,3.4600313177641,"Paired_Limma"
"TMEM178A",-0.424897696491013,5.2528532522267,-5.8462487591765,1.09256765131806e-05,0.00498464480777236,3.35755719475932,"Paired_Limma"
"PFN1",0.647025767959378,2.86065431742213,5.82587188254632,1.1424030489709e-05,0.00507466033372644,3.43614009788562,"Paired_Limma"
"AC068633.1",-0.765481197718939,4.3014881974976,-5.8220435789412,1.15202277723642e-05,0.00507466033372644,3.35223267197893,"Paired_Limma"
"HLA-B",0.685324854770907,2.35996401226324,5.81366329410102,1.17337146470404e-05,0.00508109619520737,3.43886100453958,"Paired_Limma"
"DYNLRB1",1.05850623058952,1.87263306135221,5.7937080576696,1.22585435243362e-05,0.00517019217708361,3.41516362381855,"Paired_Limma"
"AL606753.2",-2.82765741486713,-2.63593432263058,-5.79053482403539,1.23441904889467e-05,0.00517019217708361,2.51041104003532,"Paired_Limma"
"TMEM219",0.39580922605375,3.73422065250758,5.75654966564132,1.33008324774694e-05,0.00544780713028184,3.22702364559199,"Paired_Limma"
"AL138701.2",-0.955990576550185,6.38355716428844,-5.74936114538578,1.35127261928532e-05,0.00544780713028184,3.13106121894416,"Paired_Limma"
"KCNJ3",-0.928017271577238,3.88437063130514,-5.74487523455143,1.36467046200649e-05,0.00544780713028184,3.21908412090117,"Paired_Limma"
"AC012447.1",0.814632692673514,1.28935299148431,5.69378578267858,1.52720812360919e-05,0.00600286774616786,3.21289349913213,"Paired_Limma"
"NPM2",-0.494611856778999,3.15984607489949,-5.63470598677142,1.7400974214934e-05,0.00673602257905074,3.01741393649918,"Paired_Limma"
"NPNT",-0.824140395345265,2.9529020140554,-5.62235104179179,1.78832867796202e-05,0.00681059939290914,3.01223211380336,"Paired_Limma"
"EPHA5-AS1",-0.624116686047502,2.62829348421744,-5.61624290412949,1.81267665551615e-05,0.00681059939290914,3.01588487197145,"Paired_Limma"
"AL592156.2",-0.794266609817486,2.16249099186453,-5.6082683562922,1.84497561944765e-05,0.00683149015960404,3.02501414868509,"Paired_Limma"
"GDF7",1.42197250353817,-1.05367677391194,5.56497441908928,2.03088969606171e-05,0.00741245726352579,2.75336253274614,"Paired_Limma"
"KIAA2013",0.305182832380955,3.5086140591982,5.53242549343307,2.18319615008167e-05,0.00784321504617145,2.75637552046089,"Paired_Limma"
"LINC01735",-1.34818060787178,0.737299694795892,-5.52687574861885,2.21030757886549e-05,0.00784321504617145,2.84025605677075,"Paired_Limma"
"AL024497.2",0.7694230572475,0.308314080000637,5.51842014955386,2.25227772995204e-05,0.00788266352363627,2.82098892949127,"Paired_Limma"
"AL683807.1",0.709794266952111,0.408864230482157,5.50726223982976,2.30891055795363e-05,0.00796377209782885,2.80465620698212,"Paired_Limma"
"PRSS12",-0.96303834339561,0.683109211004288,-5.50167884122828,2.33779368013294e-05,0.00796377209782885,2.7891259949441,"Paired_Limma"
"ARAF",0.362968257282581,2.0540073997051,5.492550576262,2.38581205022518e-05,0.00798563203750259,2.76984511141474,"Paired_Limma"
"SFTA3",-0.993582068750728,1.68625520893808,-5.47406651516046,2.4861555890626e-05,0.00798563203750259,2.7532740576692,"Paired_Limma"
"PABPC4",0.477112813664303,4.20395542398316,5.47110933757613,2.50260463072161e-05,0.00798563203750259,2.57071923433386,"Paired_Limma"
"AL139379.1",-0.940154313128758,6.18007285038303,-5.4704608903218,2.50622639768289e-05,0.00798563203750259,2.51889713176767,"Paired_Limma"
"AL121578.3",-0.598218560824783,4.76952294658594,-5.46981655819905,2.50983048335271e-05,0.00798563203750259,2.55335774441664,"Paired_Limma"
"AC005540.1",-1.72183137189346,-2.96719423643135,-5.46591848753203,2.53174760279349e-05,0.00798563203750259,1.9471063118143,"Paired_Limma"
"GFRA2",-0.845909738508953,1.47271713733236,-5.43300595304763,2.72477268130289e-05,0.00848966063836678,2.66801313956581,"Paired_Limma"
"SOX9-AS1",-0.534687120750231,5.56804746172905,-5.40141475563034,2.92418951766349e-05,0.00900121903455236,2.37264734141564,"Paired_Limma"
"COL5A3",0.67617499797783,4.36420736319238,5.37646872050083,3.09214631252157e-05,0.00940491025459686,2.36239100689657,"Paired_Limma"
"AC096669.1",-1.95724421083269,-2.57435235882328,-5.36724599035271,3.15670604791596e-05,0.00943142500211297,1.83573412413703,"Paired_Limma"
"PRSS35",0.807914228542374,0.784147592250309,5.36129010031443,3.19912700806673e-05,0.00943142500211297,2.5172595511812,"Paired_Limma"
"LINC02786",-1.96328551070302,-3.1202372070572,-5.35772698744903,3.2247829832189e-05,0.00943142500211297,1.7260777961811,"Paired_Limma"
"LHX6",-0.879177984779633,1.41239605810243,-5.35445549346116,3.2485240134093e-05,0.00943142500211297,2.50270186801995,"Paired_Limma"
"KMO",-0.928450277011137,0.79444037981663,-5.34594493235856,3.3111234666522e-05,0.00950515656735923,2.47388354757148,"Paired_Limma"
"GRIA4",-0.566579049052658,7.45374297656948,-5.33534861303359,3.39078808903354e-05,0.00962569387630198,2.20926185753715,"Paired_Limma"
"RIT2",-0.500454142010863,7.00587253272617,-5.28874484217462,3.76504651555749e-05,0.0105706783984592,2.10319915364874,"Paired_Limma"
"ZIC1",0.44797198171878,5.11610539260118,5.22941777836916,4.30316534127423e-05,0.0119501707939364,1.98675365965203,"Paired_Limma"
"MEI4",0.377580984038373,3.29935449552369,5.22156352454835,4.38005949393668e-05,0.0120329182807084,2.08598384880478,"Paired_Limma"
"LINC02006",0.448948143313897,3.00604245904302,5.20533968922724,4.54335551464671e-05,0.0122770352352871,2.07461826948789,"Paired_Limma"
"FAM131B",0.445965382898975,3.1710181304712,5.2032314972502,4.56502543094554e-05,0.0122770352352871,2.05736088091446,"Paired_Limma"
"LINGO2",-0.624863956132812,6.57347989625518,-5.19792569009476,4.6200304245956e-05,0.0122955372206243,1.90286972583198,"Paired_Limma"
"AC010624.5",0.903211663028338,3.39340906755694,5.14164872627906,5.24671050762106e-05,0.0137978192585663,1.90064689683379,"Paired_Limma"
"RN7SL832P",0.568230247882383,0.665204133239391,5.13780720101331,5.29252137985634e-05,0.0137978192585663,2.04661066401336,"Paired_Limma"
"TH",-1.35958519224603,-1.22257007465089,-5.12414656806367,5.45875057754508e-05,0.013984565110412,1.80405590903037,"Paired_Limma"
"AL024497.1",1.03182265809817,0.398697571042643,5.122944878355,5.47362523402558e-05,0.013984565110412,2.01145318154391,"Paired_Limma"
"GDE1",0.393532309176277,3.949969908726,5.11203175122712,5.61061176386934e-05,0.0141926257381285,1.79028407630381,"Paired_Limma"
"FOXRED2",0.346231664788348,2.46156344834972,5.09031514316138,5.8936785426708e-05,0.0147006340562187,1.86851929421599,"Paired_Limma"
"AC021683.3",-0.864437738660137,-0.282246633859624,-5.08227046292528,6.0021887255518e-05,0.0147006340562187,1.87362886775032,"Paired_Limma"
"SGCB",0.292752373802349,4.77347429819862,5.08110121657678,6.01812831371488e-05,0.0147006340562187,1.67136892640971,"Paired_Limma"
"ANK1",-0.696544480092332,2.46411327248248,-5.07938569212071,6.04159292302228e-05,0.0147006340562187,1.86578288720619,"Paired_Limma"
"PLA2G4F",-1.07943821094653,-1.35607094229828,-5.03633481135977,6.66190842806732e-05,0.0160570847574238,1.63431984918445,"Paired_Limma"
"TERC",1.10626954149711,-1.75081487529754,5.03212301680999,6.72597295734603e-05,0.0160599890735733,1.60883175522549,"Paired_Limma"
"LINC00615",-1.99103125927992,-3.07741088697655,-5.01710541340112,6.95954325392558e-05,0.0163691055578024,1.18391347338011,"Paired_Limma"
"CBX4",0.373040404443542,3.35926128647215,5.0155896941619,6.98357080825262e-05,0.0163691055578024,1.6247586575161,"Paired_Limma"
"TSPEAR",-0.612691441514216,2.0490273485682,-5.00741777773527,7.11457421488128e-05,0.0165245687832729,1.73388287056441,"Paired_Limma"
"EXPH5",-0.583736942717603,4.23543417921917,-4.99820363693498,7.26528405724727e-05,0.0167225894034784,1.53237603615968,"Paired_Limma"
"SELENOT",0.221975500970139,5.4582869748691,4.98410928652853,7.50211841662659e-05,0.0170578751132706,1.42657472439251,"Paired_Limma"
"OPN3",-0.457421908481792,2.77600505692149,-4.98163585710525,7.54448271086765e-05,0.0170578751132706,1.61600369071167,"Paired_Limma"
"AC019211.1",-0.65297874188725,1.92267529180742,-4.9717534904149,7.71618495495853e-05,0.0172930534573891,1.65902252562264,"Paired_Limma"
"LMO7DN",-1.45073235906554,-2.46116824982927,-4.96675026625523,7.80462220262898e-05,0.0173391558830407,1.23984724061389,"Paired_Limma"
"MYLPF",0.826416236647573,0.165442418410256,4.9579944303644,7.9618757782148e-05,0.0175360314015181,1.66199639415196,"Paired_Limma"
"MACC1",0.515570845010819,0.489201714219162,4.94839776090722,8.13793023166513e-05,0.0176880185866136,1.64704510409522,"Paired_Limma"
"ZNF358",0.346519929914964,3.12205755510756,4.9453539644999,8.19459157323431e-05,0.0176880185866136,1.48947812298954,"Paired_Limma"
"EBF1",-1.01899733066507,5.34118578233699,-4.93825423441318,8.3283175328911e-05,0.0176880185866136,1.3503603794111,"Paired_Limma"
"ASB18",0.755064247198686,3.66254611756607,4.93365247460906,8.41617473812973e-05,0.0176880185866136,1.40921876991786,"Paired_Limma"
"SEMA6D",-0.454570121973115,8.60027658306057,-4.93253587274995,8.43763449330828e-05,0.0176880185866136,1.32033086584338,"Paired_Limma"
"AC021979.3",1.40114005284817,-1.53374821391655,4.93208720876147,8.44627291700988e-05,0.0176880185866136,1.45305655469765,"Paired_Limma"
"CASC6",-0.841312695365943,-0.415239824732182,-4.92152256308938,8.65229639563413e-05,0.0179553126393748,1.53166308777084,"Paired_Limma"
"CLEC6A",-1.19660420509164,-2.1859701298179,-4.91659153354255,8.75019653068233e-05,0.0179553126393748,1.23071589431951,"Paired_Limma"
"TTN",-0.757895302607842,5.67040997284655,-4.91486483661319,8.78474335559845e-05,0.0179553126393748,1.27923038778765,"Paired_Limma"
"B3GAT2",-0.326574487171739,4.30664552877632,-4.90244452974072,9.0373559604959e-05,0.0180349920198572,1.30733192803997,"Paired_Limma"
"AC079070.1",-1.3655768784805,-2.68530814338672,-4.89986529496299,9.09073182383347e-05,0.0180349920198572,1.123689553285,"Paired_Limma"
"AL627171.2",1.34536304653853,4.14717379307492,4.89924502808553,9.10361555736637e-05,0.0180349920198572,1.30306249667525,"Paired_Limma"
"TOP1MT",-0.253916464159739,2.90094302073186,-4.89552215088702,9.18133476529598e-05,0.0180349920198572,1.41051980742704,"Paired_Limma"
"AC069280.2",0.833897533704439,-0.876434374518251,4.89347220275965,9.22441680370061e-05,0.0180349920198572,1.46807054524429,"Paired_Limma"
"GALNT14",-0.453018949884473,3.52651281834335,-4.89238892804342,9.24726586011698e-05,0.0180349920198572,1.34821694615361,"Paired_Limma"
"CER1",-1.28056493466591,-0.585801788295576,-4.87775929446969,9.5615273852573e-05,0.0181331376514731,1.41251417533179,"Paired_Limma"
"FER1L6-AS1",-0.962749133802619,1.2785038900107,-4.87575916513202,9.60532648928952e-05,0.0181331376514731,1.48798505407513,"Paired_Limma"
"CPNE8",-0.757013052200365,5.52179709630312,-4.87121742824714,9.70553941149558e-05,0.0181331376514731,1.18275749219216,"Paired_Limma"
"LINC02462",-2.29664050643592,4.07688789719833,-4.86963538887276,9.74069545401097e-05,0.0181331376514731,1.32459202506191,"Paired_Limma"
"TRPC6",-0.829545878686505,6.37104233183134,-4.86779692998248,9.78171196012403e-05,0.0181331376514731,1.16325720829852,"Paired_Limma"
"TMEM109",0.391486262700825,1.66709955870333,4.86748913288112,9.78859609625516e-05,0.0181331376514731,1.43900016412393,"Paired_Limma"
"KCNC2",-1.45748904370636,2.46768121092187,-4.86608811335117,9.81999320052129e-05,0.0181331376514731,1.42930990093796,"Paired_Limma"
"CXCR4",0.762670801010794,1.10767090813425,4.86027752107463,9.95130378870585e-05,0.0181331376514731,1.44978680132135,"Paired_Limma"
"AC087516.2",0.854784043586176,1.08169723840536,4.85953465185144,9.9682194168883e-05,0.0181331376514731,1.44904803989948,"Paired_Limma"
"MAST1",-0.438663224196447,3.00532521106911,-4.85782200658486,0.000100073286972394,0.0181331376514731,1.31967767279694,"Paired_Limma"
"IRX1",-1.73259363041596,-3.02897971830471,-4.84890675761365,0.000102134415670726,0.0183762829997985,0.94841425404744,"Paired_Limma"
"TSPYL6",-0.916198921776032,-1.33412339668874,-4.83764619964078,0.000104799415923848,0.0187239180240446,1.25564108639898,"Paired_Limma"
"AP006623.1",-0.593913568670744,0.484348800304426,-4.83341273519093,0.000105819479048986,0.0187748740987677,1.40341667435087,"Paired_Limma"
"AC025946.1",0.802630761395402,-0.186516010364981,4.82976382352207,0.000106706767579365,0.018801732447484,1.38465551533714,"Paired_Limma"
"EXOC1L",-1.75328860440886,-2.58470337941195,-4.81069503917059,0.000111467839789526,0.0193767144187743,0.952046352189735,"Paired_Limma"
"AP003555.2",-1.45160682615284,-1.94272092877068,-4.80925421803757,0.000111836216052869,0.0193767144187743,1.09169622504041,"Paired_Limma"
"RBM15B",0.380797435610891,1.86628733237114,4.80766002250633,0.000112245243805182,0.0193767144187743,1.29439064899009,"Paired_Limma"
"SMAD9",-0.382673215819557,3.85393335029025,-4.79256070916155,0.00011619530972573,0.0199239863636421,1.09602658001906,"Paired_Limma"
"AC092661.1",-1.32827077587909,0.537313945118515,-4.78510729116162,0.000118196804716257,0.0200409051952388,1.29677878088319,"Paired_Limma"
"SCN7A",-0.507135452259474,2.83126531328007,-4.7835958736504,0.00011860691248195,0.0200409051952388,1.17628960937006,"Paired_Limma"
"AP000757.1",-1.98875202335357,-1.4509889465427,-4.77976707724613,0.000119652281270178,0.0200409051952388,1.02111421552414,"Paired_Limma"
"SRRM4",-0.457529859365229,5.27084314879726,-4.77825771431574,0.000120066940459184,0.0200409051952388,0.981197825205489,"Paired_Limma"
"GM2A",0.395639496176173,2.77747649219719,4.77310294767989,0.000121494089454582,0.0200409051952388,1.13763078516882,"Paired_Limma"
"LINC01789",-1.14233152805371,-1.44522929032434,-4.77193591658974,0.000121819572303147,0.0200409051952388,1.07874504640964,"Paired_Limma"
"ZBP1",1.00173968002333,-2.53983503138417,4.76997647034949,0.000122368046125377,0.0200409051952388,0.954611089915102,"Paired_Limma"
"HAPLN1",-0.555256197801304,1.4789199902854,-4.76521097646921,0.000123712431305198,0.0201320312574299,1.23813492690894,"Paired_Limma"
"AL136018.1",0.82383530290353,0.143314843329946,4.75949340851638,0.000125345163973531,0.0202686303440489,1.24710931523616,"Paired_Limma"
"PCSK1",-0.565181495696381,2.1189374320514,-4.75668093566414,0.000126156296752003,0.020271491985641,1.17919635196107,"Paired_Limma"
"ADAMTS4",0.407943672189346,4.32061019527119,4.74286190730861,0.000130219685093249,0.0207664401465445,0.933187581232649,"Paired_Limma"
"G6PC3",0.395240689772377,1.64563572706833,4.74071705194244,0.000130862141907458,0.0207664401465445,1.16291519901036,"Paired_Limma"
"AP000439.2",1.26775125757424,-1.7966296530452,4.72366442094367,0.00013608551876784,0.0213684309102142,1.0362444076592,"Paired_Limma"
"AC011754.2",-0.707765590263581,-0.159394622319689,-4.72288770538431,0.000136328397916353,0.0213684309102142,1.15302600444916,"Paired_Limma"
"BAG1",0.365546558198106,2.60828524702145,4.71893778726725,0.000137570344908612,0.0213719224542483,1.03405638973357,"Paired_Limma"
"DPP10-AS2",-1.91792339304301,-2.57507648341334,-4.71750494986708,0.000138023688009353,0.0213719224542483,0.744871997991107,"Paired_Limma"
"MAS1",0.57744368291384,-1.10532628042888,4.70876831838631,0.000140820825521592,0.0216736823569346,1.07746435517759,"Paired_Limma"
"IL18BP",-0.409923821284578,1.10162888326256,-4.67392024202822,0.000152560631341398,0.0232493179733296,1.05631460019075,"Paired_Limma"
"AC092448.1",-0.842595492121953,-2.00730037575938,-4.66984524191228,0.000153996597639683,0.0232493179733296,0.831450667695431,"Paired_Limma"
"HS3ST3B1",0.617160294813535,-0.0865120386429429,4.66955020092354,0.000154101094697604,0.0232493179733296,1.05445787223135,"Paired_Limma"
"LINC02280",-0.669643661615352,0.351136765743532,-4.66001211109758,0.000157518194170694,0.0232493179733296,1.03799825048367,"Paired_Limma"
"LINGO1",0.438924716543277,4.91782197856338,4.65456401763872,0.000159504302913601,0.0232493179733296,0.698643116656744,"Paired_Limma"
"AC008877.1",-1.13443895729679,-2.5117197900082,-4.65199135473916,0.000160450954055666,0.0232493179733296,0.681430450817213,"Paired_Limma"
"SLC39A7",0.325943230238469,2.25744160643521,4.64917793130747,0.000161492701969374,0.0232493179733296,0.91328564638543,"Paired_Limma"
"AC073365.1",-0.691845447544254,4.22871618832051,-4.64910626918946,0.000161519325987033,0.0232493179733296,0.749906387181801,"Paired_Limma"
"AC067956.1",-0.5781888111219,1.56432064607871,-4.64861007451449,0.000161703794773174,0.0232493179733296,0.977924248594565,"Paired_Limma"
"IL12A",0.63255140265905,-0.205726375965141,4.64663492923972,0.000162440202663392,0.0232493179733296,1.00401172727563,"Paired_Limma"
"DCHS2",-0.509336258926606,4.32102457936349,-4.64567874837494,0.000162797919791419,0.0232493179733296,0.733003312818369,"Paired_Limma"
"MAPK3",0.376598573390167,3.00549699245439,4.64563246900491,0.000162815253575259,0.0232493179733296,0.82958858165195,"Paired_Limma"
"RBMX",0.277958117441459,6.60442393896007,4.64543804683104,0.000162888094141688,0.0232493179733296,0.642560912987055,"Paired_Limma"
"IRX2",-1.7947611858466,-2.34213402058125,-4.64044130594117,0.000164771478199799,0.0233874805362593,0.689951812822297,"Paired_Limma"
"SERTM1",-1.49831788580485,-1.76039437400839,-4.62919998389074,0.000169089469949096,0.023820310881616,0.756039998850761,"Paired_Limma"
"ZNF385D",0.498994809340726,6.78313091203794,4.6276709595366,0.000169685568141771,0.023820310881616,0.602997046276396,"Paired_Limma"
"AC061961.1",-0.690979926640072,0.63257001089538,-4.6159880589283,0.000174310889742006,0.0240924483325748,0.944413048222698,"Paired_Limma"
"SCIN",0.779218109719749,4.35095921027013,4.61011622574321,0.000176683487917105,0.0240924483325748,0.624533806565497,"Paired_Limma"
"AC100779.1",-0.447202652971914,1.13412132815467,-4.60929885383267,0.00017701633646427,0.0240924483325748,0.914033963408034,"Paired_Limma"
"EXD1",0.473975624188073,-0.128406310877804,4.6070864210235,0.00017792046117367,0.0240924483325748,0.923008847909438,"Paired_Limma"
"FGL1",0.922778682364954,2.07150130297193,4.60386431477233,0.000179245548852038,0.0240924483325748,0.817055421873699,"Paired_Limma"
"COL21A1",-0.721428523235468,2.81545542326265,-4.60335983807914,0.000179453915342617,0.0240924483325748,0.781707762816344,"Paired_Limma"
"HIGD1A",0.439713769871378,2.00398034940895,4.60284597517105,0.000179666410288296,0.0240924483325748,0.832376408130309,"Paired_Limma"
"Z69720.1",-0.696977611115057,0.062247098750356,-4.60263293157758,0.000179754583588413,0.0240924483325748,0.911596221592547,"Paired_Limma"
"SMPD1",0.454823203021387,2.43336521267895,4.600476646467,0.000180649479404045,0.0240924483325748,0.786377321928863,"Paired_Limma"
"FOXP2",-0.499832320423782,6.7541723679749,-4.59950534383117,0.000181054056121741,0.0240924483325748,0.548482227442202,"Paired_Limma"
"TENM2",-0.440045634014447,9.46702711514873,-4.59229633575491,0.000184085576607181,0.0241899012604314,0.566388531073136,"Paired_Limma"
"CRNDE",0.418628625104618,4.53414064316108,4.59168880078797,0.000184343387442261,0.0241899012604314,0.574503293016593,"Paired_Limma"
"RORC",-1.6497116777885,-2.31951276896403,-4.59102186643072,0.000184626824759643,0.0241899012604314,0.61665468358022,"Paired_Limma"
"CBLN1",-0.908147723327985,-0.797610194593835,-4.58453533512353,0.000187406573627406,0.0242974450434327,0.829998655606014,"Paired_Limma"
"TACR1",-0.491932849479361,4.66265393369738,-4.5831083664819,0.000188023740697679,0.0242974450434327,0.56680761021144,"Paired_Limma"
"AC007611.1",0.35935127215543,1.49944982764645,4.58246958070661,0.000188300681772268,0.0242974450434327,0.823518827345488,"Paired_Limma"
