TF,Activity_Score,Up_Targets,Down_Targets,Total_Targets,Up_Pvalue,Down_Pvalue,P_value,Significant,Up_FDR,Down_FDR,FDR
STAT1,9.756833598640407,27,8,290,4.875492150475868e-12,0.02785172254878789,4.158956199207965e-12,TRUE,1.3943907550360983e-9,0.995699081119167,1.189461472973478e-9
SPI1,8.308376793656818,14,0,102,4.916128275799369e-9,1,4.916128275799369e-9,TRUE,7.030063434393097e-7,1,7.030063434393097e-7
CEBPA,7.914413327292432,16,0,147,1.2178300124943717e-8,1,1.2178300124943717e-8,TRUE,1.1609979452446344e-6,1,1.1609979452446344e-6
REL,5.962950180330156,6,0,20,1.089055016056926e-6,1,1.089055016056926e-6,TRUE,7.786743364807022e-5,1,7.786743364807022e-5
STAT4,4.683640293889045,4,0,10,2.0718566617559408e-5,1,2.0718566617559408e-5,TRUE,0.0011851020105243981,1,9.875850087703317e-4
STAT2,-4.3119855306680295,2,6,39,0.1577291577405039,7.69000201436552e-6,1.7736137247283272e-5,TRUE,0.5383617816420831,0.0021993405761085386,9.875850087703317e-4
CEBPB,3.978569427616199,6,0,42,1.0505834920177986e-4,1,1.0505834920177986e-4,TRUE,0.0032724396524722236,1,0.0029749451386111123
RELA,3.9414943867190737,3,0,6,1.1442096686965817e-4,1,1.1442096686965817e-4,TRUE,0.0032724396524722236,1,0.0029749451386111123
STAT3,3.9414943867190737,3,0,6,1.1442096686965817e-4,1,1.1442096686965817e-4,TRUE,0.0032724396524722236,1,0.0029749451386111123
RELA,3.9414943867190737,3,0,6,1.1442096686965817e-4,1,1.1442096686965817e-4,TRUE,0.0032724396524722236,1,0.0029749451386111123
STAT3,3.9414943867190737,3,0,6,1.1442096686965817e-4,1,1.1442096686965817e-4,TRUE,0.0032724396524722236,1,0.0029749451386111123
NFKB1,3.7043629587165285,3,0,7,1.9753180911530663e-4,1,1.9753180911530663e-4,TRUE,0.004707841450581475,1,0.004345699800536746
NFKB1,3.7043629587165285,3,0,7,1.9753180911530663e-4,1,1.9753180911530663e-4,TRUE,0.004707841450581475,1,0.004345699800536746
SIX5,-3.6341805525047617,0,4,25,1,2.3217713482547706e-4,2.3217713482547706e-4,TRUE,1,0.03320133028004322,0.004743047182863317
BATF,3.599317722921501,6,0,49,2.5158357090286117e-4,1,2.5158357090286117e-4,TRUE,0.005534838559862945,1,0.0047968600852145524
IRF9,-3.427099259526707,0,3,12,1,3.740250937556805e-4,3.740250937556805e-4,TRUE,1,0.03565705893804154,0.006685698550882789
