TF,Activity_Score,Up_Targets,Down_Targets,Total_Targets,Up_Pvalue,Down_Pvalue,P_value,Significant,Up_FDR,Down_FDR,FDR
ZBTB11,4.077019087242101,15,4,22,8.053806503481687e-5,0.9616571799848779,8.105823308974669e-4,FALSE,0.007061612123583289,1,0.06984870266107729
NCOA2,3.989932603701028,13,3,18,9.871902283669007e-5,0.96456933632821,9.769049323227594e-4,FALSE,0.007061612123583289,1,0.06984870266107729
FOXP1,3.784879956311948,72,61,174,4.8648117126055896e-5,0.2964462714171976,1.7517552792647631e-4,FALSE,0.007061612123583289,0.7372449671473913,0.050100200986972224
STAT2,-3.643417895325518,5,24,39,0.9915649876200814,2.253737276933657e-4,0.002102033649559906,FALSE,1,0.03601207141965547,0.07239219838964676
MEF2A,3.6247910041355422,46,35,102,9.87638059242418e-5,0.4162831397731671,4.5632798401640685e-4,FALSE,0.007061612123583289,0.8143526709426845,0.06525490171434618
SPI1,-3.5988833840985976,11,51,102,0.9999895219247557,2.5183266727031795e-4,0.0023386840759259376,FALSE,1,0.03601207141965547,0.07239219838964676
HOXB13,3.475477295992927,24,9,46,3.295392001357812e-4,0.9848824059496035,0.0029317423025834745,FALSE,0.018849642247766685,1,0.07239219838964676
TBX21,-3.347027553876261,16,40,77,0.9285916315075559,4.176353115012376e-4,0.0034340764794152183,FALSE,1,0.036237322101719524,0.07239219838964676
ARNT,3.208095151129018,30,18,63,4.988336702972347e-4,0.8054728586719215,0.003543674047045646,FALSE,0.022002893351974494,0.9844668272656819,0.07239219838964676
SPIB,-3.095826339551666,16,33,61,0.6319407977128486,5.06815693730343e-4,0.002897333745664071,FALSE,1,0.036237322101719524,0.07239219838964676
GABPA,3.024459526749335,26,10,54,9.395008964000911e-4,0.9939321200657105,0.007448221461135114,FALSE,0.03358715704630326,1,0.12038008382092841
SOX13,-2.9485355653731644,8,24,42,0.9229496424529569,0.0010390643403532629,0.007623713309552381,FALSE,1,0.059434480268206635,0.12038008382092841
