"","Control_DLPFC_vs_NAC_full","Control_Male_vs_Female_full","DLPFC_OUD_vs_Control_full","Female_OUD_vs_Control_full","Male_OUD_vs_Control_full","NAC_OUD_vs_Control_full","OUD_DLPFC_vs_NAC_full","OUD_Male_vs_Female_full","Pooled_OUD_vs_Control_full"
"BHLHE40",-1.0994261752454,2.38852066816205,-2.67413692725038,-2.13623831782608,-0.471158970347827,-0.568242343867633,-1.77683264856056,4.4503009505011,-1.4763537056434
"CDX2",-2.69768599233936,0.213118734892547,0,1.719751971505,0,1.24040033672037,-1.90464740301099,-0.30985137570411,1.74327443825143
"CEBPA",-0.612956830984549,-1.66871146054326,2.87529685288683,2.96762179750465,1.55322912534967,0.694153109652445,-1.84796806206701,-3.11918767787972,1.94959869967581
"CEBPB",-0.89771562533146,-1.65708716157246,5.2036521999124,4.74241257925459,3.8871895838593,3.54898703883356,-0.0263579041941685,-3.10317367920593,4.58702891003923
"CEBPD",-0.0550878752062608,0.224625409563007,2.66714433294892,3.02176114792759,1.79821448178864,2.1217074316864,-0.124196296251947,-0.930806452577915,2.93966859334278
"CEBPG",1.85965997060491,0.786320510749328,0.0410454768820548,0.514718885744099,-0.0826344369614724,0.464383443514779,1.32869664986171,-0.095031132058601,0.234892601829555
"CLOCK",0.703269692867094,-1.55702177656048,-0.239375047606994,0.0267852038763965,-1.74768839142563,-1.10708476979545,0.923139216948371,-2.44346655899514,-0.725009540054969
"CREB1",-0.424095694999408,1.18588044247906,-1.19143032762207,-1.62430553063557,-1.83485594764541,-2.30840711184017,-0.718670019046356,2.2212034527623,-2.68849609890597
"CREB3",0.179462823626602,0.48900455494499,0.35991107514107,1.01842070734391,-0.10062041255041,0.297671480652143,0.418706934300319,-0.552982228838723,0.514970683086416
"CREB3L1",-0.260755163465879,-0.101563344871173,1.96755483549795,0.723241842657315,0.0762452301940275,0.0168266565555088,0.408700977101242,-1.19943643483046,0.367170406883686
"CREM",1.08365732785919,-0.381645564718741,0.559024630233684,0.704449443963463,-0.275923659451272,0.176887291185183,1.14012187659776,-1.75013225763674,0.14624003839312
"CTCF",-0.697648640632245,-1.01220747671262,-1.30475450142396,-0.447269374350667,-0.737985628457438,-0.40986989292955,-1.01203274735379,-0.502277768254738,-0.33150244358671
"CTCFL",-0.0589616399230578,-2.58452078437721,0.265948118160469,-3.75004322051251,-1.75739967480205,-4.94257305232649,1.79722251790223,-1.61936287461227,-3.79809455575246
"CUX1",1.94749819856337,-1.52856232175636,0.802259271347462,-0.320593470940286,-0.889407875176713,-1.0173445038425,2.69033366816425,-2.37541574988742,-0.292274657270837
"DUX4",-0.403391154290066,1.25237316877217,0.49223042939778,1.27834548396984,0.203600193350426,0.882872017427186,-0.535163118470987,-0.167695656203544,0.900901218554857
"E2F1",0.286855322206799,1.33970485092015,2.42521436027818,2.44931783851373,0.908064102646985,1.84230302112515,0.542526321910652,-1.08313736586949,1.91285354777754
"E2F2",-1.16084326919281,-0.280383155669969,0.43831868378645,-0.529000005519335,-0.257817431698797,-1.34877954158418,-0.140432117907952,-0.0173567939094084,-0.845487175235525
"E2F3",-0.793245665721915,-1.40180389661643,1.14588336371362,0.0664003048174168,0.862896537914684,0.338261832096801,-0.644715639832065,-0.451918529862824,0.469381642925094
"E2F4",1.37107484065197,2.72153832308565,2.60242967758818,1.83038715699429,1.3746450688251,0.744409044810375,1.70845620643865,1.36814388246301,1.62224234552962
"E2F5",0.2177845448319,0.179786213214518,1.53598336001625,1.52170593965253,1.34454190452653,1.19635284281316,0.188781219494904,-1.01310772886066,1.28241077360131
"E2F6",-0.137838047563424,1.86047722213117,-1.05263859436993,0.855705585932707,1.75046217541851,1.69346637431593,-1.66301181603672,1.61458752769482,1.33149221324467
"E2F7",-0.896783443807574,-0.469612457024654,0.968292519929547,0.770337078974673,0.681873246559096,0.581470321071652,-0.789707645393906,-0.934583409479979,0.736606074788487
"EBF1",0.333485417599558,-0.19527049489143,0.1881286625544,0.331031431133556,-0.961101925003197,-0.874275884038367,0.711506853721644,-1.69987990973962,-0.375516959587843
"EGR1",-1.23247885856271,-1.72790622399224,2.46972612178394,1.04479497165943,0.504364847025182,0.179465028405067,-0.0728572695922825,-0.94834767303045,1.87868284537448
"EHF",1.97748157400819,-0.781497646142943,-1.00286374561426,-1.8477908805083,-1.61705260742016,-1.66216497874028,2.33035902020856,0.121821243793879,-1.61578525594456
"ELF1",0.571741528514225,-0.67993850833237,1.74742597228729,1.37273637761163,-0.0751539391471811,0.152135025834156,0.948347318084618,-2.46722489346877,0.879135719615112
"ELF3",-0.567656145124132,-0.684980767042283,0.339340620506857,0.186986797665086,0.942215839309187,0.437379458517043,-0.502576239550918,-0.66390562376475,0.433825996779453
