"","Control_DLPFC_vs_NAC_full","Control_Male_vs_Female_full","DLPFC_OUD_vs_Control_full","Female_OUD_vs_Control_full","Male_OUD_vs_Control_full","NAC_OUD_vs_Control_full","OUD_DLPFC_vs_NAC_full","OUD_Male_vs_Female_full","Pooled_OUD_vs_Control_full"
"ELF5",-0.180002029670312,0.739645891537527,-0.069736590885136,-0.165546054897179,0.0769650703488312,-0.301921948850006,-0.122455914673395,0.92003615102781,-0.14158761249126
"ELK1",-0.255693790819062,-1.90754007961379,0.331222164203683,-0.852832513143653,0.259811784694257,-0.622481106956868,-0.00162697811296519,-0.108147746058041,-0.478938664382251
"ELK4",0.23500895410743,0.028958681939618,0.0333443000449538,-0.130613244009925,-0.131944586245445,-0.260598910780708,0.214899981500861,-0.0156850798867794,-0.248616941265479
"EOMES",-0.59149646977189,0.507566427314032,0.427512391783397,0.597031602788363,0.531602824702915,0.429614887459064,-0.719416970010864,0.170081891658852,0.659540472614741
"EPAS1",-0.746913417684332,-1.96976106223308,0,1.94324337552231,2.62315899925302,2.49085514829195,-0.740124311454439,-2.0123235330758,2.75351663244118
"ERG",-0.754624647977236,-0.896552377768164,0,1.19823534999351,0,1.56277247271611,-0.63114686660242,-0.483028920830714,1.93416893376321
"ESR1",-1.41414373300728,-1.75415878996199,1.84853436302869,-0.428310412867145,1.12519228502394,-0.673403294168705,-1.34751909482191,-1.49795084446981,0.0459864777675553
"ESR2",-0.849559022332549,-0.673097276634048,0.13574793448499,0.0132822627192569,0.0048841368116742,-0.310305841711512,-0.5523783260729,-0.895181192113393,-0.0241692346539642
"ESRRA",-0.343138463974675,-1.71659707094183,-0.773348574710688,-1.28877211860799,-1.22753881342224,-1.50688124834008,-0.200890558555568,-1.81561615727583,-1.49765979593474
"ETS1",0.337318518526349,-1.62870871784851,1.66757783872596,0.85081395490336,1.41675583595537,1.44426036453919,0.435755584311872,-0.342736712868658,1.43423333185711
"ETS2",-0.745350258293525,-2.20150968556987,3.46055659766581,3.2429461153081,4.12026720291318,4.26245382060714,-0.994944671557964,-2.89759657432458,4.28490694819794
"ETV1",0.0059249832406418,0.994019828553069,-1.62327660994539,-0.534408649291781,-1.38725320980097,-0.702570577434146,-0.137850078705694,0.36843418333349,-1.01129804597005
"ETV4",-0.755984259743878,-0.773562150907981,0,-0.236936648757313,0.485424676028794,-0.0948670197445881,-0.628359004383226,0.00429368490333844,-0.0625978716871138
"FLI1",-0.968633552745073,-1.92424260903909,0,-0.0629128095531895,1.71115402748924,1.36162613223558,-1.33063209619241,-1.1595629548085,0.65734223068387
"FOS",-1.82572591559724,-1.19043214796411,0.348893937846638,1.0522022779685,-0.538368812944843,-0.630051889017396,-1.45302662857146,-2.83751507425969,0.0652074878975888
"FOXA1",0.894601285548645,-0.330165005285313,-0.68651764381067,-1.60042876284225,-0.574700912284576,-2.11516243646018,1.83453873873028,0.145778536474608,-1.67260404238516
"FOXJ2",-1.37549244821454,0.960413082141132,0.538706988480969,-0.264563692765146,1.08443367024787,0.230286697483936,-1.20134241439226,1.54317880734314,0.550746942604784
"FOXK2",1.69145220714767,-1.10770789078577,1.35445706710865,1.53566191391347,-0.733762348632144,0.124642564449185,1.95463354371855,-3.7011156446628,0.659256156544395
"FOXL2",-1.66788574595045,-2.57445926170168,3.2931266492378,2.2433702799653,3.75539996957854,2.56586979870679,-1.15991797189499,-0.713672299681707,3.98635453608754
