TF,Activity_Score,Up_Targets,Down_Targets,Total_Targets,Up_Pvalue,Down_Pvalue,P_value,Significant,Up_FDR,Down_FDR,FDR
ZEB2,-1.0404649991971493,1,3,53,0.6980188632127331,0.06359195255104148,0.1826483173156478,FALSE,1,0.842674405047931,0.4231030217061173
ASCL1,-1.0251902091789142,1,3,54,0.7047721250744792,0.0665056449536156,0.19031394601546614,FALSE,1,0.842674405047931,0.4354383084833865
BATF,1.0176394110970315,3,0,49,0.09601975398210359,1,0.09601975398210359,FALSE,0.34761581821369153,1,0.2815517851357916
FOS,-1.0032941331136136,0,1,6,1,0.09924436718828811,0.09924436718828811,FALSE,1,0.8595436954181191,0.2815517851357916
EGR1,-1.0032941331136136,0,1,6,1,0.09924436718828811,0.09924436718828811,FALSE,1,0.8595436954181191,0.2815517851357916
EGR1,-1.0032941331136136,0,1,6,1,0.09924436718828811,0.09924436718828811,FALSE,1,0.8595436954181191,0.2815517851357916
FOS,-1.0032941331136136,0,1,6,1,0.09924436718828811,0.09924436718828811,FALSE,1,0.8595436954181191,0.2815517851357916
ATF2,1.0024863740832746,2,0,24,0.09942912691858374,1,0.09942912691858374,FALSE,0.3554591287339369,1,0.2815517851357916
FOXP1,0.9975589170454251,7,1,174,0.09576020971259692,0.9522347047422972,0.30956361499784085,FALSE,0.34761581821369153,1,0.543160698707868
SOX6,-0.9780300295746374,0,2,32,1,0.10518891377494466,0.10518891377494466,FALSE,1,0.8595436954181191,0.29494146411406047
HBP1,0.9458494157703874,3,1,39,0.05588100721480158,0.4933028688237925,0.12656118939064867,FALSE,0.23162272555700364,1,0.34357271697668873
HMBOX1,0.9166859164012249,2,0,27,0.12114739598827762,1,0.12114739598827762,FALSE,0.41247803872199285,1,0.33315533896776345
CUX1,0.9079766149910975,3,1,41,0.06312050996328392,0.510677958961534,0.14295006874926067,FALSE,0.25072869235415557,1,0.3674202338618336
PRDM1,0.889892663252211,3,1,42,0.06689488484891094,0.5191412921485632,0.15142099194538547,FALSE,0.2620813296820347,1,0.3832425105874358
PRDM14,-0.8742088490974044,2,6,196,0.9350715223765251,0.12492115231404428,0.367625657817847,FALSE,1,0.9883344514682886,0.6148592873444693
ARID2,0.8419849411984497,2,0,30,0.14388484682701178,1,0.14388484682701178,FALSE,0.4676257521877883,1,0.3674202338618336
E2F7,0.8419849411984497,2,0,30,0.14388484682701178,1,0.14388484682701178,FALSE,0.4676257521877883,1,0.3674202338618336
BHLHE40,0.8162037045682964,4,2,58,0.04042942958531742,0.2647898408190933,0.05927543104185001,FALSE,0.1856626656360069,1,0.209598932841824
IRF1,0.7972482110312624,2,0,32,0.15949673197744685,1,0.15949673197744685,FALSE,0.50494188098664194,1,0.3995627058242123
TCF4,0.7940832472820614,3,0,62,0.160663325768477,1,0.160663325768477,FALSE,0.50494188098664194,1,0.3995627058242123
E2F3,0.788931418276942,2,1,13,0.032951259533551436,0.20267651967587053,0.040129916514969576,FALSE,0.1653343899402756,1,0.15722131675727807
NFE2,-0.7648700057931682,2,3,48,0.29069495664726086,0.04995368044696659,0.07597738424765499,FALSE,0.7105876718044155,0.842674405047931,0.23878606477834424
E2F2,0.7568934127891109,2,1,14,0.037885004810669656,0.21645157960370554,0.047590986038695486,FALSE,0.17762477665330365,1,0.17676651957229753
MBD1,-0.7545187097339484,0,2,44,1,0.17598728455183477,0.17598728455183477,FALSE,1,1,0.4194363615152062
TCF12,-0.7455766779699008,1,3,77,0.8245591448181118,0.14813072030154464,0.37895535973117467,FALSE,1,1,0.6253145515795147
MAFK,-0.7453934813504864,2,3,50,0.3072472353588327,0.055219758430292525,0.08612912594539131,FALSE,0.7262207381208773,0.842674405047931,0.2620524470253395
MITF,0.736498220991442,2,0,35,0.18344326815230258,1,0.18344326815230258,FALSE,0.564137362274823,1,0.4231030217061173
NFATC1,0.736498220991442,2,0,35,0.18344326815230258,1,0.18344326815230258,FALSE,0.564137362274823,1,0.4231030217061173
PDX1,0.7346143759542494,3,1,52,0.10983380583594554,0.5961429447143458,0.24397003280085416,FALSE,0.38307888376927346,1,0.4779138998701664
ELF3,0.7212283661079002,3,1,53,0.11459967817629611,0.6031311569685661,0.2537988557982373,FALSE,0.3948856380532613,1,0.48816173176659283
TEAD1,-0.7179176171340605,1,4,128,0.9447685296732244,0.18088718544974938,0.4728188984695283,FALSE,1,1,0.7120121433562181
ZFX,-0.7087429948303963,2,3,54,0.3400959845401952,0.0665056449536156,0.10831895805589363,FALSE,0.7719639014166335,0.842674405047931,0.3007691456697629
KLF13,-0.7032138489262987,1,2,31,0.5034385731222332,0.09970860470725293,0.20037685710652783,FALSE,0.9794791286595829,0.8595436954181191,0.43623899021996765
DUX4,0.6996653249095649,2,0,37,0.19968004923699556,1,0.19968004923699556,FALSE,0.5837380371082757,1,0.43623899021996765
ARNTL,0.694512845121949,1,0,10,0.20206316669132618,1,0.20206316669132618,FALSE,0.5837380371082757,1,0.43623899021996765
GATA4,0.694512845121949,1,0,10,0.20206316669132618,1,0.20206316669132618,FALSE,0.5837380371082757,1,0.43623899021996765
POU2F2,0.694512845121949,1,0,10,0.20206316669132618,1,0.20206316669132618,FALSE,0.5837380371082757,1,0.43623899021996765
KLF3,-0.6931965619427543,0,1,13,1,0.20267651967587053,0.20267651967587053,FALSE,1,1,0.43623899021996765
STAT2,0.6653927813548713,2,0,39,0.21607634183204733,1,0.21607634183204733,FALSE,0.6118597402372825,1,0.45186242165445095
ELK4,-0.664639240478361,0,1,14,1,0.21645157960370554,0.21645157960370554,FALSE,1,1,0.45186242165445095
ZNF592,-0.664639240478361,0,1,14,1,0.21645157960370554,0.21645157960370554,FALSE,1,1,0.45186242165445095
ZNF217,0.6578205395575716,1,0,11,0.2198768266573755,1,0.2198768266573755,FALSE,0.6165173767059744,1,0.45568675669572023
TEAD4,0.6518625131093031,3,0,73,0.22291407283967776,1,0.22291407283967776,FALSE,0.6189652896325033,1,0.4586577326053802
CLOCK,-0.645176597592404,0,2,52,1,0.22637236202531544,0.22637236202531544,FALSE,1,1,0.45916663503007243
PBX3,-0.645176597592404,0,2,52,1,0.22637236202531544,0.22637236202531544,FALSE,1,1,0.45916663503007243
MEF2B,-0.638720017734766,1,2,36,0.5564929194944603,0.12786145001512825,0.2592075060814725,FALSE,1,0.9883344514682886,0.4909493161543122
NR1H3,0.6247141561329403,1,0,12,0.23729350097505753,1,0.23729350097505753,FALSE,0.6320104743698827,1,0.47458700195011505
RUNX3,0.6247141561329403,1,0,12,0.23729350097505753,1,0.23729350097505753,FALSE,0.6320104743698827,1,0.47458700195011505
MAFF,0.6182152592425121,2,0,42,0.240871124847263,1,0.240871124847263,FALSE,0.6320104743698827,1,0.4779138998701664
SOX10,-0.6138695808492194,0,1,16,1,0.24329345125180069,0.24329345125180069,FALSE,1,1,0.4779138998701664
EPAS1,0.5946160337445983,1,0,13,0.254322021095183,1,0.254322021095183,FALSE,0.6436822834798437,1,0.48816173176659283
FLI1,0.5946160337445983,1,0,13,0.254322021095183,1,0.254322021095183,FALSE,0.6436822834798437,1,0.48816173176659283
ESR2,-0.5911355748943485,0,1,17,1,0.25636835994769813,0.25636835994769813,FALSE,1,1,0.4888090063002778
KDM5B,-0.5698961220981839,0,1,18,1,0.26921786629667577,0.26921786629667577,FALSE,1,1,0.5065546694792715
TGIF2,-0.5499883598238744,0,1,19,1,0.28184584719741057,0.28184584719741057,FALSE,1,1,0.524077621916548
SPIB,-0.546638719208933,0,2,61,1,0.2840280818079194,0.2840280818079194,FALSE,1,1,0.524077621916548
TCF7,-0.546638719208933,0,2,61,1,0.2840280818079194,0.2840280818079194,FALSE,1,1,0.524077621916548
ETV4,0.5417415527274116,1,0,15,0.28724894828996317,1,0.28724894828996317,FALSE,0.7105876718044155,1,0.5266230718649324
EHF,-0.5312745061468163,0,1,20,1,0.2942561130190665,0.2942561130190665,FALSE,1,1,0.5320516122244318
ELF5,-0.5312745061468163,0,1,20,1,0.2942561130190665,0.2942561130190665,FALSE,1,1,0.5320516122244318
HINFP,0.5183222926816761,1,0,16,0.3031640549567298,1,0.3031640549567298,FALSE,0.7262207381208773,1,0.5385398740225138
XBP1,0.5183222926816761,1,0,16,0.3031640549567298,1,0.3031640549567298,FALSE,0.7262207381208773,1,0.5385398740225138
BHLHE22,-0.5136369607092264,0,1,21,1,0.3064524087403486,0.3064524087403486,FALSE,1,1,0.5410209191341957
CDX2,0.49658466730183765,1,0,17,0.3187244150188334,1,0.3187244150188334,FALSE,0.7410990463039542,1,0.5524556526993113
PPARA,0.4910022103262719,3,2,32,0.03396000614049508,0.10518891377494466,0.02370011495032666,FALSE,0.16745796131347576,0.8595436954181191,0.11042593228616919
THAP11,-0.4892692677685813,0,3,116,1,0.32413858523834305,0.32413858523834305,FALSE,1,1,0.5584556348082296
IRF2,0.48453003455552024,3,1,76,0.24066354958044425,0.7344129943154931,0.4830549307625951,FALSE,0.6320104743698827,1,0.7121325267943412
TAL1,0.476334259849253,1,0,18,0.33393792184778337,1,0.33393792184778337,FALSE,0.7640499651877283,1,0.5718936865177607
CTCFL,-0.4693780640330014,1,2,54,0.7047721250744792,0.23915014836186707,0.46865064000959905,FALSE,1,1,0.7120121433562181
OTX2,-0.4662356064974114,0,1,24,1,0.3417939676102226,0.3417939676102226,FALSE,1,1,0.5818635400983552
THAP1,-0.4619534489062694,1,2,55,0.7113746275370791,0.24555281788595504,0.4794616628645269,FALSE,1,1,0.7120121433562181
TP63,0.45740821725633135,1,0,19,0.34881229349122744,1,0.34881229349122744,FALSE,0.7793774682694613,1,0.5868253878734767
HNF4A,0.42515215556046915,3,1,84,0.28894132719018956,0.7690628248984874,0.5564493268326446,FALSE,0.7105876718044155,1,0.7801201346771389
RFX2,0.42299832169786256,1,0,21,0.3775736500308523,1,0.3775736500308523,FALSE,0.8305704730903476,1,0.6253145515795147
USF1,0.41971824966145094,2,0,59,0.3804361257861383,1,0.3804361257861383,FALSE,0.8305704730903476,1,0.6253145515795147
POU4F2,-0.4132589522343053,0,1,28,1,0.3861366707204532,0.3861366707204532,FALSE,1,1,0.6310576447202836
LEF1,0.4072957132127007,1,0,22,0.3914752289607536,1,0.3914752289607536,FALSE,0.8418189134043274,1,0.6325531948179408
ZBED1,0.4072957132127007,1,0,22,0.3914752289607536,1,0.3914752289607536,FALSE,0.8418189134043274,1,0.6325531948179408
FOXL2,0.3924732778707042,1,0,23,0.40506686812463466,1,0.40506686812463466,FALSE,0.8518317962032759,1,0.6398501647757526
NCOA3,0.3924732778707042,1,0,23,0.40506686812463466,1,0.40506686812463466,FALSE,0.8518317962032759,1,0.6398501647757526
SREBF1,0.3924732778707042,1,0,23,0.40506686812463466,1,0.40506686812463466,FALSE,0.8518317962032759,1,0.6398501647757526
BACH1,-0.390216359018822,0,1,30,1,0.40717737758456984,0.40717737758456984,FALSE,1,1,0.6398501647757526
TEAD2,-0.390216359018822,0,1,30,1,0.40717737758456984,0.40717737758456984,FALSE,1,1,0.6398501647757526
NFE2L1,-0.37942015346373226,0,1,31,1,0.4174263366804807,0.4174263366804807,FALSE,1,1,0.650269908437802
VDR,0.3784545528389457,1,0,24,0.4183554655683761,1,0.4183554655683761,FALSE,0.8733552054931063,1,0.650269908437802
KLF9,-0.3780898143393572,1,2,68,0.7849194734811336,0.3286512508270556,0.6074895528172971,FALSE,1,1,0.8299306031410264
MAFG,0.3766443755419777,2,1,37,0.19968004923699556,0.47531229741707137,0.3184074568840649,FALSE,0.5837380371082757,1,0.5524556526993113
MYB,0.36517244679624505,1,0,25,0.43134776608483427,1,0.43134776608483427,FALSE,0.8875213028795871,1,0.6668403302716898
MAZ,-0.3562155418097828,1,2,72,0.8035351198061951,0.3538256565835366,0.641885555590841,FALSE,1,1,0.8700439284311874
HNF1A,0.34058803610892496,1,0,27,0.4564697095597273,1,0.4564697095597273,FALSE,0.9258889144261135,1,0.6984586392847434
NEUROD1,-0.34038373305321473,0,1,35,1,0.4566844949169476,0.4566844949169476,FALSE,1,1,0.6984586392847434
FOXJ2,-0.3230209493675872,0,1,37,1,0.47531229741707137,0.47531229741707137,FALSE,1,1,0.7120121433562181
NRF1,-0.3214780797405694,1,2,79,0.8323257927645777,0.39702264044176183,0.6963596758760909,FALSE,1,1,0.9135727857823944
SOX11,0.3183213235355016,1,0,29,0.48048371911800736,1,0.48048371911800736,FALSE,0.9604782221159199,1,0.7120121433562181
ZNF639,0.3183213235355016,1,0,29,0.48048371911800736,1,0.48048371911800736,FALSE,0.9604782221159199,1,0.7120121433562181
SIX2,-0.30688635887250343,0,1,39,1,0.4933028688237925,0.4933028688237925,FALSE,1,1,0.719819492263289
FOXA1,0.2980535121639926,1,0,31,0.5034385731222332,1,0.5034385731222332,FALSE,0.9794791286595829,1,0.7271890500654479
ZNF263,-0.29634292288174235,4,6,317,0.9255669978351276,0.46780508480937955,0.7954160004566064,FALSE,1,1,1
MBD2,0.28858636843327073,1,0,32,0.5145334712236782,1,0.5145334712236782,FALSE,0.982416327190622,1,0.7357828638498598
ATF3,0.27728281247206393,2,1,50,0.3072472353588327,0.5817960873312154,0.4865248895685596,FALSE,0.7262207381208773,1,0.7135698380338874
KLF6,0.27114470147910674,2,1,51,0.3154962248474671,0.5890319719703261,0.49857997341427046,FALSE,0.7396059041506197,1,0.7238267634339155
SP4,0.2674214426798366,3,2,60,0.14997773247926224,0.27761838654742577,0.17398993598432244,FALSE,0.48195091560751685,1,0.41816068648332955
CREM,0.26517722554909234,2,1,52,0.32372272160792737,0.5961429447143458,0.5104729130203325,FALSE,0.746650793386026,1,0.7336444880593723
PBX2,-0.2584079682832857,0,1,46,1,0.551559071354998,0.551559071354998,FALSE,1,1,0.7791753074228752
JUNB,-0.25726704272829126,3,3,52,0.10983380583594554,0.060739189134869906,0.0400936969923335,FALSE,0.38307888376927346,0.842674405047931,0.15722131675727807
CTCF,0.2526994111145142,3,1,117,0.48638906746221056,0.8703285212513503,0.7872157724342312,FALSE,0.9604782221159199,1,1
MYOD1,-0.25234207374406203,0,1,47,1,0.5593168798259778,0.5593168798259778,FALSE,1,1,0.7803152567328275
USF2,0.2395060865555552,1,0,38,0.5760947446436873,1,0.5760947446436873,FALSE,1,1,0.7998208590684202
ZNF143,-0.22986113157377483,0,1,51,1,0.5890319719703261,0.5890319719703261,FALSE,1,1,0.8138316134469239
RFX1,0.22560588896762648,1,0,40,0.5948317081863503,1,0.5948317081863503,FALSE,1,1,0.8178935987562317
LYL1,-0.21185927012959882,3,3,84,0.28894132719018956,0.17739868375177398,0.2035389891914222,FALSE,0.7105876718044155,1,0.43623899021996765
RUNX2,0.20049194883831595,2,1,65,0.4273986072815832,0.6781488841378787,0.648785321249249,FALSE,0.8857681281342955,1,0.8711389759496959
SNAI2,0.19634375505387286,2,1,66,0.4350459843144039,0.6837210002630674,0.6581109339215078,FALSE,0.8887367965279964,1,0.8733025053018451
HOXB13,0.18961553128212827,1,0,46,0.6462260616819422,1,0.6462260616819422,FALSE,1,1,0.8711389759496959
MAF,-0.17162626843933693,2,2,39,0.21607634183204733,0.1455395240056608,0.14023861879946678,FALSE,0.6118597402372825,1,0.3674202338618336
