TF,Activity_Score,Up_Targets,Down_Targets,Total_Targets,Up_Pvalue,Down_Pvalue,P_value,Significant,Up_FDR,Down_FDR,FDR
TGIF2,-1.3272930175330235,0,3,19,1,0.04706596662036901,0.04706596662036901,FALSE,1,0.48074523047948337,0.24474302642591886
ELF1,1.3154369346830852,6,4,51,0.00869435785464497,0.17975229592513634,0.011660681353541057,FALSE,0.14672819606283324,1,0.11910553096831221
EHF,-1.2705083956927088,0,3,20,1,0.05364035016965251,0.05364035016965251,FALSE,1,0.5290048327076076,0.2522482188153143
ZNF217,1.2595576887379167,2,0,11,0.05501008439865164,1,0.05501008439865164,FALSE,0.3486259975287217,1,0.2522482188153143
PPARG,1.259344629408851,4,0,41,0.05503707826473722,1,0.05503707826473722,FALSE,0.3486259975287217,1,0.2522482188153143
SP3,1.255615281720181,6,1,77,0.05370038842218777,0.9673702089036647,0.20558529780264853,FALSE,0.3486259975287217,1,0.5599751921100713
STAT5A,1.2273266633973734,3,1,21,0.03592819828408519,0.606404062738415,0.10515370856138885,FALSE,0.285429575256899,1,0.36666602556498756
IRF2,1.2210916612616842,6,2,76,0.05096117383351365,0.8478735438119502,0.1789578358344943,FALSE,0.347021326580593,1,0.5169893035218723
NR2C2,-1.207954719398048,3,8,88,0.6020253775842124,0.037295813061155404,0.10769211939670964,FALSE,1,0.41025394367270945,0.36666602556498756
RBPJ,1.200965440383396,5,0,61,0.06295562787227253,1,0.06295562787227253,FALSE,0.3689986884104995,1,0.2673903539206518
ERG,1.1903712063117278,2,0,12,0.06451026021162579,1,0.06451026021162579,FALSE,0.3689986884104995,1,0.2673903539206518
KLF4,1.1903712063117278,2,0,12,0.06451026021162579,1,0.06451026021162579,FALSE,0.3689986884104995,1,0.2673903539206518
ZBTB33,1.1903712063117278,2,0,12,0.06451026021162579,1,0.06451026021162579,FALSE,0.3689986884104995,1,0.2673903539206518
HMBOX1,1.1689905464004766,3,0,27,0.06776562584800147,1,0.06776562584800147,FALSE,0.3800189998534984,1,0.27687098560754886
TFAP4,-1.1598371007348922,2,5,40,0.41285347779648096,0.028573197733511007,0.06417259411305615,FALSE,0.9984699690399518,0.33581045104849316,0.2673903539206518
CEBPG,1.1384665620257028,4,0,45,0.07269983714128461,1,0.07269983714128461,FALSE,0.3946290755398875,1,0.2887799086445472
E2F5,1.1277831931974533,2,0,13,0.07451038489214659,1,0.07451038489214659,FALSE,0.3946290755398875,1,0.2919173983445743
HHEX,-1.097595325926682,0,2,11,1,0.07987386024505612,0.07987386024505612,FALSE,1,0.7369007751640662,0.3087016760822439
CEBPD,1.0707668160438983,2,0,14,0.08496365444549778,1,0.08496365444549778,FALSE,0.43957837092779867,1,0.31973164699226797
ETS2,1.0596229770609473,3,0,30,0.08717200256059587,1,0.08717200256059587,FALSE,0.43957837092779867,1,0.32123034798569905
NFE2,1.0574548622624205,4,0,48,0.08760827672337247,1,0.08760827672337247,FALSE,0.43957837092779867,1,0.32123034798569905
PPARA,0.9945692173508183,3,0,32,0.10125833515930688,1,0.10125833515930688,FALSE,0.48266473092602946,1,0.3575294303155774
XBP1,0.970390543990316,2,0,16,0.10705561630847125,1,0.10705561630847125,FALSE,0.5019328895774227,1,0.36666602556498756
TEAD4,0.9259991733931237,5,1,73,0.11395396626575355,0.9610115762436054,0.3517199730661386,FALSE,0.5078033930164528,1,0.7464894678681084
ZNF592,-0.9156514604258749,0,2,14,1,0.12143630368738974,0.12143630368738974,FALSE,1,0.9647439681831518,0.4023777729943661
NFE2L1,0.9000464215830284,3,1,31,0.09410607891777129,0.7475910609083232,0.2570856701749653,FALSE,0.4640403201807343,1,0.6005834300572692
MAFB,0.8944430501977998,4,1,53,0.1154098620491938,0.9050779241610027,0.34041854803267646,FALSE,0.5078033930164528,1,0.7375735207374656
KLF1,-0.8900259035726423,2,5,51,0.5394520925755523,0.06949074673031459,0.16058511732867992,FALSE,1,0.6624784521623325,0.4784098287083589
NFKB2,0.8845134379912759,2,0,18,0.13046276000736953,1,0.13046276000736953,FALSE,0.5487110200309954,1,0.4176729033982986
TBX21,0.8718836942556625,5,0,77,0.1343124606950296,1,0.1343124606950296,FALSE,0.548762339411121,1,0.42212487647009306
ZEB1,-0.8656477421587329,0,2,15,1,0.13625494031838187,0.13625494031838187,FALSE,1,1,0.4235751405549697
TCF12,0.85747640299761,5,1,77,0.1343124606950296,0.9673702089036647,0.3950856145527986,FALSE,0.548762339411121,1,0.7568020784442947
BACH1,-0.8548313299389342,0,3,30,1,0.13969107839713507,0.13969107839713507,FALSE,1,1,0.4250175363997939
KLF13,-0.8322372523649135,2,4,31,0.29776864360839816,0.04381690623982119,0.06966180895736593,FALSE,0.9252275286618467,0.46413463646625414,0.280609540307136
BHLHE40,0.7997243344316773,4,1,58,0.14653786045736378,0.9240047009085035,0.40613861080315516,FALSE,0.5888428933124066,1,0.7568020784442947
THAP11,-0.7707421958516898,3,8,116,0.7788896528835587,0.13204858101374806,0.33678354111439157,FALSE,1,1,0.7352678836543205
RELB,0.7697462375803956,2,1,13,0.07451038489214659,0.4384933832713246,0.14445171312124636,FALSE,0.3946290755398875,1,0.4348756837123838
RARA,0.7402308461844479,3,1,38,0.14824016894578068,0.8150734512822002,0.3761814489540639,FALSE,0.5888428933124066,1,0.7523628979081278
CREB3,0.7229184517873509,3,2,25,0.05607271288923496,0.2962579547221591,0.08468177648180965,FALSE,0.3486259975287217,1,0.31973164699226797
FOXO3,0.7181524942699624,4,3,38,0.04351310324361645,0.22739062294798973,0.05556516708169511,FALSE,0.32129284293548716,1,0.2522482188153143
ARNT,0.7162598140280605,4,1,63,0.18050109995868652,0.9391601723085952,0.4703804590243836,FALSE,0.6968840179103825,1,0.8104145257889983
HIF1A,0.7139066363444253,1,0,6,0.1932383691887689,1,0.1932383691887689,FALSE,0.708540687025486,1,0.5369465628396164
HIF1A,0.7139066363444253,1,0,6,0.1932383691887689,1,0.1932383691887689,FALSE,0.708540687025486,1,0.5369465628396164
TWIST1,0.7053434464496339,2,1,15,0.09582593156498254,0.486212921469936,0.18945768641703792,FALSE,0.46451214284042386,1,0.5369465628396164
AHR,0.6973726271010356,3,0,44,0.20073697390174447,1,0.20073697390174447,FALSE,0.7267186650113787,1,0.5520266782297973
AR,0.6890607526103982,8,6,138,0.11393875578880151,0.5568423085072851,0.2384023194418552,FALSE,0.5078033930164528,1,0.57296691899471075
HOXB13,0.6593230668039166,3,0,46,0.2191174338870107,1,0.2191174338870107,FALSE,0.7736739023664823,1,0.5667072956373252
ZNF740,-0.6432274485573057,0,3,38,1,0.22739062294798973,0.22739062294798973,FALSE,1,1,0.5667072956373252
JUN,-0.6311252221550632,0,1,6,1,0.23381629680141391,0.23381629680141391,FALSE,1,1,0.5667072956373252
CREB1,-0.6311252221550632,0,1,6,1,0.23381629680141391,0.23381629680141391,FALSE,1,1,0.5667072956373252
CREB1,-0.6311252221550632,0,1,6,1,0.23381629680141391,0.23381629680141391,FALSE,1,1,0.5667072956373252
NPAS4,-0.6311252221550632,0,1,6,1,0.23381629680141391,0.23381629680141391,FALSE,1,1,0.5667072956373252
NR4A1,-0.6311252221550632,0,1,6,1,0.23381629680141391,0.23381629680141391,FALSE,1,1,0.5667072956373252
ELK1,-0.6311252221550632,0,1,6,1,0.23381629680141391,0.23381629680141391,FALSE,1,1,0.5667072956373252
CREB1,-0.6311252221550632,0,1,6,1,0.23381629680141391,0.23381629680141391,FALSE,1,1,0.5667072956373252
ELK1,-0.6311252221550632,0,1,6,1,0.23381629680141391,0.23381629680141391,FALSE,1,1,0.5667072956373252
JUN,-0.6311252221550632,0,1,6,1,0.23381629680141391,0.23381629680141391,FALSE,1,1,0.5667072956373252
NR4A1,-0.6311252221550632,0,1,6,1,0.23381629680141391,0.23381629680141391,FALSE,1,1,0.5667072956373252
TAL1,0.6251151729658422,2,1,18,0.13046276000736953,0.5503028157384076,0.26089618386651003,FALSE,0.5487110200309954,1,0.6017444240792087
CUX1,-0.624134284023152,2,4,41,0.42510621905432344,0.10100972167996977,0.17811259886041436,FALSE,1,0.8754175878930713,0.5169893035218723
MYBL2,0.6106059735812883,2,0,27,0.24512862346556938,1,0.24512862346556938,FALSE,0.8446600760379861,1,0.5793949281913459
SMAD4,0.6106059735812883,2,0,27,0.24512862346556938,1,0.24512862346556938,FALSE,0.8446600760379861,1,0.5793949281913459
POU4F2,0.5878875757347142,2,0,28,0.2582928737658885,1,0.2582928737658885,FALSE,0.8794257368695727,1,0.6005834300572692
NEUROD1,-0.5679542594702924,1,3,35,0.7144268357595703,0.1931983886748133,0.41136093529535217,FALSE,1,1,0.7568020784442947
SOX11,0.5662856517294853,2,0,29,0.27146531525609774,1,0.27146531525609774,FALSE,0.8822622745823177,1,0.6211126413059516
CREM,0.5560587873244099,4,3,52,0.109568868377716,0.3942266355428029,0.17891490303563123,FALSE,0.5054305863875287,1,0.5169893035218723
ZBED1,0.5393035147471266,2,1,22,0.1801093981748733,0.6235049271960333,0.35785111909847545,FALSE,0.6968840179103825,1,0.7523628979081278
WT1,0.5261210373589726,2,0,31,0.29776864360839816,1,0.29776864360839816,FALSE,0.9252275286618467,1,0.675887556126999
ARNTL,0.5216345385482151,1,0,10,0.30086069987955155,1,0.30086069987955155,FALSE,0.9252275286618467,1,0.6775288202011949
NR5A2,0.5074221216514878,2,0,32,0.3108693308383367,1,0.3108693308383367,FALSE,0.9358803012606768,1,0.6928420449608178
PROX1,-0.5051420879596276,0,2,26,1,0.31250567762218706,0.31250567762218706,FALSE,1,1,0.6928420449608178
ZEB2,0.5009725534222118,3,1,53,0.2855705504646973,0.9050779241610027,0.6081649574541864,FALSE,0.9074797492544825,1,0.8473100335250987
MXI1,-0.4955387578582844,2,5,77,0.7584802750406539,0.2423290798196271,0.4951432142420778,FALSE,1,1,0.8168894446769731
SMAD5,0.48752138029224196,1,0,11,0.3254457614276419,1,0.3254457614276419,FALSE,0.9695571642531832,1,0.7159806751408123
ONECUT1,0.47637937842997774,3,1,55,0.30490591250648486,0.9131565200748568,0.6344233599055409,FALSE,0.9276924572005816,1,0.8581135215242085
RUNX3,0.4569665962518929,1,0,12,0.34916717062909775,1,0.34916717062909775,FALSE,0.9939868288560022,1,0.7464894678681084
HNF4A,0.4555490419935463,4,1,84,0.34193874313462047,0.9761068331334102,0.7000154924713913,FALSE,0.987823035722237,1,0.9103360973551016
BCL11A,0.44053811752015776,2,0,36,0.36262845737134763,1,0.36262845737134763,FALSE,0.9939868288560022,1,0.7523628979081278
TBP,0.43705230702841846,3,2,46,0.2191174338870107,0.5994172545959562,0.3979613453773821,FALSE,0.7736739023664823,1,0.7568020784442947
E2F3,0.4293925790542549,1,0,13,0.37205523610717683,1,0.37205523610717683,FALSE,0.9939868288560022,1,0.7523628979081278
SOX9,0.4293925790542549,1,0,13,0.37205523610717683,1,0.37205523610717683,FALSE,0.9939868288560022,1,0.7523628979081278
DUX4,0.42556164796616514,2,0,37,0.3753516696379309,1,0.3753516696379309,FALSE,0.9939868288560022,1,0.7523628979081278
HNF4G,-0.41907366891897196,2,4,56,0.5904356493261934,0.22495668446766415,0.4009567010791006,FALSE,1,1,0.7568020784442947
FOXA2,-0.41302373636453743,0,1,11,1,0.38634586074432953,0.38634586074432953,FALSE,1,1,0.7568020784442947
FOXA1,-0.4066461113635521,0,2,31,1,0.39206122147665223,0.39206122147665223,FALSE,1,1,0.7568020784442947
ELK4,0.40435036492505116,1,0,14,0.3941392039273063,1,0.3941392039273063,FALSE,0.9984699690399518,1,0.7568020784442947
EBF1,-0.4024635826409765,4,6,75,0.2703506707005309,0.10701973437024695,0.13143552904142264,FALSE,0.8822622745823177,0.8826594722795671,0.4176729033982986
TCF4,0.4001580085679064,3,1,62,0.3726489137105804,0.9363923740250152,0.7163292223409802,FALSE,0.9939868288560022,1,0.9187002582489701
ZNF143,0.3912286785320308,3,2,51,0.26634054732648665,0.6556407922640739,0.4793633920923243,FALSE,0.8822622745823177,1,0.8160591079666949
SP1,0.3853277133325302,13,11,321,0.34074333609800683,0.82747538654316255,0.6389144101837304,FALSE,0.987823035722237,1,0.8581135215242085
HSF1,-0.3840521310908361,0,1,12,1,0.41299792428322,0.41299792428322,FALSE,1,1,0.7568020784442947
IRF9,-0.3840521310908361,0,1,12,1,0.41299792428322,0.41299792428322,FALSE,1,1,0.7568020784442947
NR1H3,-0.3840521310908361,0,1,12,1,0.41299792428322,0.41299792428322,FALSE,1,1,0.7568020784442947
REST,-0.3840521310908361,0,1,12,1,0.41299792428322,0.41299792428322,FALSE,1,1,0.7568020784442947
JUNB,0.3827249190558585,3,2,52,0.2759388133845747,0.6660973585329248,0.4951437014070659,FALSE,0.8867247261571726,1,0.8168894446769731
ETV4,0.3814840645992645,1,0,15,0.4154472948103296,1,0.4154472948103296,FALSE,0.9984699690399518,1,0.7568020784442947
TFAP2C,0.3814840645992645,1,0,15,0.4154472948103296,1,0.4154472948103296,FALSE,0.9984699690399518,1,0.7568020784442947
TCF7L2,-0.37668872402687287,1,2,20,0.5112699671230007,0.2147640366441493,0.35236390965802317,FALSE,1,1,0.7464894678681084
FOXM1,0.3640874868189237,2,1,34,0.33690122151414936,0.7790943815491767,0.6135652234669321,FALSE,0.987823035722237,1,0.8473100335250987
GLI2,0.3605067971048103,1,0,16,0.43600674004378637,1,0.43600674004378637,FALSE,1,1,0.7693810283165573
HINFP,0.3605067971048103,1,0,16,0.43600674004378637,1,0.43600674004378637,FALSE,1,1,0.7693810283165573
EPAS1,-0.3580369556170577,0,1,13,1,0.4384933832713246,0.4384933832713246,FALSE,1,1,0.7693810283165573
KLF3,-0.3580369556170577,0,1,13,1,0.4384933832713246,0.4384933832713246,FALSE,1,1,0.7693810283165573
MYCN,-0.3580369556170577,0,1,13,1,0.4384933832713246,0.4384933832713246,FALSE,1,1,0.7693810283165573
NR1H2,-0.3580369556170577,0,1,13,1,0.4384933832713246,0.4384933832713246,FALSE,1,1,0.7693810283165573
SMAD1,0.3411839323548038,1,0,17,0.455843816136729,1,0.455843816136729,FALSE,1,1,0.7949471427750273
NFYB,-0.33156670872751165,3,5,76,0.5025669638507986,0.23422175360849246,0.36955875642303926,FALSE,1,1,0.7523628979081278
TEAD1,0.3267234102933285,5,1,128,0.4696924206263786,0.9966368993019928,0.8234319403215217,FALSE,1,1,0.9895022476132571
NCOA2,0.32332113079761704,1,0,18,0.4749838782619854,1,0.4749838782619854,FALSE,1,1,0.8134454442091487
USF2,0.32239974975407115,2,1,38,0.3879689752319391,0.8150734512822002,0.6802931925661366,FALSE,0.9984699690399518,1,0.89249473887117
MEF2A,0.31502021629640137,4,0,102,0.48414983000951484,1,0.48414983000951484,FALSE,1,1,0.8168894446769731
MEIS2,0.3077897223889892,3,2,62,0.3726489137105804,0.7569890231225864,0.6390845457505469,FALSE,0.9939868288560022,1,0.8581135215242085
TP63,0.3067556211026293,1,0,19,0.4934513925282653,1,0.4934513925282653,FALSE,1,1,0.8168894446769731
ATF4,-0.29368267027388606,0,1,16,1,0.5085308795238878,0.5085308795238878,FALSE,1,1,0.8168894446769731
SREBF2,-0.29368267027388606,0,1,16,1,0.5085308795238878,0.5085308795238878,FALSE,1,1,0.8168894446769731
ATF1,0.29134971772884427,1,0,20,0.5112699671230007,1,0.5112699671230007,FALSE,1,1,0.8168894446769731
ELF5,0.29134971772884427,1,0,20,0.5112699671230007,1,0.5112699671230007,FALSE,1,1,0.8168894446769731
NCOA1,0.29134971772884427,1,0,20,0.5112699671230007,1,0.5112699671230007,FALSE,1,1,0.8168894446769731
RUNX2,0.28840798868318035,3,2,65,0.4013657895781838,0.7797373563994386,0.6765192225435446,FALSE,0.9984699690399518,1,0.8916336297117685
FOXK2,0.2680471179021353,2,0,51,0.5394520925755523,1,0.5394520925755523,FALSE,1,1,0.8241749781272564
ATF7,-0.26394698281998064,1,2,28,0.633029462924859,0.34472830256961706,0.5504105623157551,FALSE,1,1,0.8241749781272564
HOXA9,0.26356316223912796,1,0,22,0.5450506197078033,1,0.5450506197078033,FALSE,1,1,0.8241749781272564
ZBTB11,0.26356316223912796,1,0,22,0.5450506197078033,1,0.5450506197078033,FALSE,1,1,0.8241749781272564
PBX3,0.2596431350314119,2,0,52,0.5499926237431916,1,0.5499926237431916,FALSE,1,1,0.8241749781272564
KDM5B,-0.2593982650254338,0,1,18,1,0.5503028157384076,0.5503028157384076,FALSE,1,1,0.8241749781272564
SREBF1,0.250993874235957,1,0,23,0.5610558897221438,1,0.5610558897221438,FALSE,1,1,0.831409245909498
ESR1,-0.24527169072679844,5,8,156,0.6447591496513141,0.3665437537466973,0.577245722260932,FALSE,1,1,0.8380318607442971
GATA3,0.24245840556971507,3,2,73,0.4757664697589289,0.831480822335432,0.7624516956653895,FALSE,1,1,0.942989316605007
ATF2,0.23920169850482953,1,0,24,0.5764986591069192,1,0.5764986591069192,FALSE,1,1,0.8380318607442971
OTX2,0.23920169850482953,1,0,24,0.5764986591069192,1,0.5764986591069192,FALSE,1,1,0.8380318607442971
VDR,0.23920169850482953,1,0,24,0.5764986591069192,1,0.5764986591069192,FALSE,1,1,0.8380318607442971
ZNF24,-0.2302335003260415,0,1,20,1,0.588527146084989,0.588527146084989,FALSE,1,1,0.8415938189015343
TP73,-0.22836053750883722,3,4,42,0.1827493053960793,0.10801776758666032,0.09722231186153248,FALSE,0.6968840179103825,0.8826594722795671,0.3501493707509196
BHLHE22,-0.2172378977141222,0,1,21,1,0.606404062738415,0.606404062738415,FALSE,1,1,0.8473100335250987
RFX2,-0.2172378977141222,0,1,21,1,0.606404062738415,0.606404062738415,FALSE,1,1,0.8473100335250987
RUNX1,-0.2172378977141222,0,1,21,1,0.606404062738415,0.606404062738415,FALSE,1,1,0.8473100335250987
MYOD1,-0.21382202965316346,0,2,47,1,0.6111924352835301,0.6111924352835301,FALSE,1,1,0.8473100335250987
ZKSCAN1,-0.21382202965316346,0,2,47,1,0.6111924352835301,0.6111924352835301,FALSE,1,1,0.8473100335250987
ELF3,0.2082172049067061,2,1,53,0.560362116812936,0.9050779241610027,0.8514932285383984,FALSE,1,1,1
SP2,-0.20516011019571365,0,1,22,1,0.6235049271960333,0.6235049271960333,FALSE,1,1,0.8532172687945719
SOX13,-0.20217485723560663,2,3,42,0.43722406473723596,0.27449168943145397,0.37446209631337146,FALSE,1,1,0.7523628979081278
SPIB,0.19579639867866175,2,0,61,0.6370941266023575,1,0.6370941266023575,FALSE,1,1,0.8581135215242085
E2F7,0.18150915600634454,1,0,30,0.6584015490571216,1,0.6584015490571216,FALSE,1,1,0.8758271768852873
FOXO1,0.17442858056563848,3,3,43,0.191689624437545,0.28643572746251594,0.21425269208166417,FALSE,0.708540687025486,1,0.5667072956373252
MYB,-0.17361378832452176,0,1,25,1,0.6704805928770422,0.6704805928770422,FALSE,1,1,0.8877659701983059
KLF6,-0.17076284166895428,3,4,51,0.26634054732648665,0.17975229592513634,0.19337586004363808,FALSE,0.8822622745823177,1,0.5369465628396164
