"","Control_DLPFC_vs_NAC_full","Control_Male_vs_Female_full","DLPFC_OUD_vs_Control_full","Female_OUD_vs_Control_full","Male_OUD_vs_Control_full","NAC_OUD_vs_Control_full","OUD_DLPFC_vs_NAC_full","OUD_Male_vs_Female_full","Pooled_OUD_vs_Control_full"
"SREBF2",0.228050831341712,0,0,0,0,-0.293682670273886,1.12542050033217,0,0
"SRF",-0.0675290251757646,0,-0.10168007345178,0,0,0,0.0390325023371603,0,-0.112062997453082
"STAT1",-0.805116889839896,-0.299512850020201,10.7028330108248,9.75683359864041,6.92146580457696,10.221685965437,-0.136799308543415,0,10.1316302606322
"STAT2",-3.64341789532552,0,0.665392781354871,-4.31198553066803,0.526927368655563,0.104627498766648,-1.93673199652249,0,-0.629570297206012
"STAT3",-0.125260335021982,0,3.67727817671,3.94149438671907,2.92817593778937,1.7733783998154,0.0674401704643342,0,2.90979066446262
"STAT4",0.0851797050922043,0,4.33444421340904,4.68364029388905,2.46136662470403,2.36482978585034,0.017490321959044,0,3.32504719152625
"STAT5A",0.00868783338103665,0,2.96434875718786,2.20670367328808,0.762169466928261,1.22732666339737,0.0730798271353718,0,2.02549186327997
"STAT5B",0.0848489034651229,0,3.44290738071168,2.55316026748804,0,1.76401380662462,0.0348454738202017,0,2.47222211128206
"STAT6",-0.27450460081338,0,1.70188103494617,1.87106114944713,2.46136662470403,1.33668112501977,0.0829911423716438,0,1.22114833317751
"TAL1",0.18950198603693,0,0.476334259849253,-1.14189948730394,0.823425185040383,0.625115172965842,-0.0168170433195914,0,0.407273030164354
"TBP",0.522208360841668,-0.982222182540025,2.4553696616103,1.29318295621744,2.08619203356214,0.437052307028418,0.269643785580336,0,0.810090418377991
"TBX21",-3.34702755387626,0,-0.126776581863581,0.78343134286729,0.8164444203722,0.871883694255662,-3.44555735757157,0,0.169537464618368
"TCF12",1.67743243994384,0,-0.745576677969901,0.388071925528975,0,0.85747640299761,0.375723960408308,0,0.169537464618368
"TCF3",-0.631242689507649,0,1.36572370899492,0.618924416703046,0,0.0683105609587467,-0.366937996785019,0,0.333144720094698
"TCF4",-0.325496169316621,0,0.794083247282061,0,0.367185852202415,0.400158008567906,-0.417649354392169,0,0.0341273260884579
"TCF7",-1.24238173943788,0,-0.546638719208933,0,0,0.0702587758493552,-0.93384032739306,0,0.144756974832815
"TCF7L2",-0.322456741939016,0,2.02238676315275,1.29721984490515,0,-0.376688724026873,0.229504021830351,0,0.369447014213788
"TEAD1",0.288081205967497,0,-0.71791761713406,0.069292176597041,0,0.326723410293329,-2.08991707553781,0,0.212101815623824
"TEAD2",-1.75904285939729,0,-0.390216359018822,0,-1.11161181616198,0.0484591636826762,-1.00876410424475,0,-0.183690287973007
"TEAD4",-0.999605086124695,0,0.651862513109303,-0.0933292164579873,1.55007327160048,0.925999173393124,-1.42983991957779,0,1.48771011933709
"TFAP2A",-0.219337594774502,0,1.37017163206247,2.2706018622966,1.73511611980641,0.134811677387521,0.173356036627187,0,0.89574589865567
"TFAP2C",-0.21104122929402,0,1.36572370899492,1.5290366151492,0.896889478167226,0.381484064599264,-0.0305988110480444,0,0.910739384136005
"TFAP4",-0.999646114827892,0,-1.50127336489199,0,-0.992321781583062,-1.15983710073489,0.15714105741058,0,-0.378450216479794
"TFDP1",-0.439279430681539,0,0,0,0,0,-0.0703900316748222,0,0
"TGIF2",-0.772092625370666,0,-0.549988359823874,0,0,-1.32729301753302,-0.117928582352657,0,0
"THAP1",-0.508836343469024,0,-0.461953448906269,-2.32901794369513,0,-3.25350255115189,0.340872366749623,0,-2.90361446352442
"THAP11",2.7895436373257,0,-0.489269267768581,-0.378059799172242,0,-0.77074219585169,3.61580798272305,0,-0.547361611866663
"TP53",0.239896978332678,0,3.67727817671,2.3272748396547,1.27752334074197,1.7733783998154,0.0674401704643342,0,1.65143276994777
"TP63",-0.772092625370666,0,0.457408217256331,0.531337295519191,0.80184398864255,0.306755621102629,-0.338077561642163,0,0.262384340330938
"TP73",-2.10620336598992,0,-0.167785679622803,0.359959720086328,0.500252774983093,-0.228360537508837,-1.42491634796202,0,0.147015519983946
"TWIST1",-1.00053461837712,0,1.36572370899492,1.5290366151492,2.10623752891077,0.705343446449634,-0.445824161425225,0,1.67200893288471
"USF1",-1.31934710307721,0,0.419718249661451,0.536277948958015,0,-0.0794341699599269,-0.449887807573199,0,0.362741196064049
"USF2",-0.810232356456576,0,0.239506086555555,0.81997833200725,0.536365945295126,0.322399749754071,-0.404799880080381,0,0.696978174977201
"VDR",-0.379177052157339,0,0.378454552838946,0.4484544225353,0.709842712888164,0.23920169850483,-0.043099209659492,0,0.591828695034792
"WT1",-0.173835564170486,0,1.50473089621887,1.73581898310258,1.50076758108464,0.526121037358973,-0.0699448720130515,0,1.44355400616004
"XBP1",-0.263350315406434,0,0.518322292681676,0.594682473593853,0,0.970390543990316,-0.287871502717871,0,-0.099841444791544
"YY1",0.581238531586678,0,0.169916451846808,0.416125293729584,0.315609863021978,0.114610776708114,0.823630994695327,0,0.271703787173442
"ZBED1",-1.13802310914512,0,0.407295713212701,1.22260262464568,0,0.539303514747127,-0.561656868941711,0,-0.0886255869437594
"ZBTB11",4.0770190872421,0,0,0.478848929852452,0,0.263563162239128,2.04634381365351,0,0.222005517988013
"ZBTB33",1.62164416066336,0,0,0,0,1.19037120631173,1.60708672906037,0,0
"ZBTB7A",-2.62821645018792,0,-0.040412613377224,-0.172362252030216,0,-5.14096357170132,0.164780952835714,0,-0.543967862447267
"ZEB1",-1.54568132657593,0,0,0,0,-0.865647742158733,-1.55900177279382,0,0
"ZEB2",-2.10157273700465,0,-1.04046499919715,0.283932655300994,0,0.500972553422212,-2.46505137234615,0,0.112242254601062
"ZFX",0.498353147812677,0,-0.708742994830396,-0.644091152751556,0,0.0264565518348631,-0.0304525181930751,0,-1.45657395767577
"ZKSCAN1",-0.524072291098136,0,0,0,0,-0.213822029653163,-0.0610739644228656,-1.17124425494918,-0.316124373301039
"ZNF143",-0.0180467881970986,0,-0.229861131573775,0,0,0.391228678532031,0.512940114201678,0,0.206968170309777
"ZNF217",0.246510028627068,0,0.657820539557572,0.738355902884006,1.02392518699056,1.25955768873792,0.222797430986294,0,1.14559936650773
"ZNF24",0.99235125780666,0,0,0,0,-0.230233500326042,1.10824467224022,0,0
"ZNF263",0.229854327036511,-0.273096577489118,-0.296342922881742,-0.672659737198169,0.0249927956037582,-9.32350803621471,3.73408429311999,0,-3.99496536768974
"ZNF274",0.00684382050847349,0,1.22116311360772,1.38100772176778,0.823425185040383,2.50448314695652,-0.212191135083773,0,2.27474303224179
"ZNF384",0.365266095137526,0,-0.0544012219328302,0.153523157368636,0,-0.104083478364952,1.43878466672421,-1.02969695717516,0.068177077980399
"ZNF592",0.425852034021373,0,-0.664639240478361,0,0,-0.915651460425875,0.416128918685514,0,-0.103802358883875
"ZNF639",1.37199641238736,0,0.318321323535502,1.01326956865406,0.637040450814742,1.746985554441,0.0462591170051992,0,1.53812137990485
"ZNF740",0.451829532806665,0,0,0,0,-0.643227448557306,1.40943047637594,0,-0.16330396165116
