ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BIOCARTA_HIF_PATHWAY,BIOCARTA_HIF_PATHWAY,3/40,5/602,0.6,9.03,4.8063174926496215,0.002483849726231264,0.06292419306452536,0.06100683538111878,EDN1/VEGFA/NOS3,3
BIOCARTA_MSP_PATHWAY,BIOCARTA_MSP_PATHWAY,3/40,5/602,0.6,9.03,4.8063174926496215,0.002483849726231264,0.06292419306452536,0.06100683538111878,CCL2/IL1B/MST1R,3
BIOCARTA_P53_PATHWAY,BIOCARTA_P53_PATHWAY,3/40,5/602,0.6,9.03,4.8063174926496215,0.002483849726231264,0.06292419306452536,0.06100683538111878,GADD45A/CDK2/CDKN1A,3
BIOCARTA_P53HYPOXIA_PATHWAY,BIOCARTA_P53HYPOXIA_PATHWAY,3/40,8/602,0.375,5.64375,3.5246798520291174,0.012075012806114298,0.22942524331617167,0.2224344464284213,GADD45A/CDKN1A/HIC1,3
BIOCARTA_IL1R_PATHWAY,BIOCARTA_IL1R_PATHWAY,4/40,16/602,0.25,3.7625,2.9854688481062954,0.017026505362661055,0.258802881512448,0.25091692113395236,IRAK3/IL1R1/IL1B/IL6,4
BIOCARTA_LDL_PATHWAY,BIOCARTA_LDL_PATHWAY,2/40,5/602,0.4,6.0200000000000005,3.004696614333885,0.03790491205470741,0.48012888602629383,0.465498919970091,CCL2/IL6,2
BIOCARTA_ATM_PATHWAY,BIOCARTA_ATM_PATHWAY,2/40,7/602,0.2857142857142857,4.3,2.341011520314618,0.07311922907317775,0.5844913160993429,0.5666813313982548,GADD45A/CDKN1A,2
BIOCARTA_NPP1_PATHWAY,BIOCARTA_NPP1_PATHWAY,2/40,8/602,0.25,3.7625,2.0967812847871734,0.093467301162199,0.5844913160993429,0.5666813313982548,SPP1/COL4A1,2
BIOCARTA_RACCYCD_PATHWAY,BIOCARTA_RACCYCD_PATHWAY,2/40,8/602,0.25,3.7625,2.0967812847871734,0.093467301162199,0.5844913160993429,0.5666813313982548,CDK2/CDKN1A,2
BIOCARTA_CELLCYCLE_PATHWAY,BIOCARTA_CELLCYCLE_PATHWAY,2/40,9/602,0.2222222222222222,3.344444444444444,1.889004218469267,0.11523455095824657,0.5844913160993429,0.5666813313982548,CDK2/CDKN1A,2
BIOCARTA_NFKB_PATHWAY,BIOCARTA_NFKB_PATHWAY,2/40,9/602,0.2222222222222222,3.344444444444444,1.889004218469267,0.11523455095824657,0.5844913160993429,0.5666813313982548,TNFRSF1A/IL1R1,2
BIOCARTA_INTRINSIC_PATHWAY,BIOCARTA_INTRINSIC_PATHWAY,2/40,10/602,0.2,3.0100000000000002,1.7085759068054747,0.1381534828155943,0.5844913160993429,0.5666813313982548,F12/COL4A1,2
BIOCARTA_VEGF_PATHWAY,BIOCARTA_VEGF_PATHWAY,2/40,10/602,0.2,3.0100000000000002,1.7085759068054747,0.1381534828155943,0.5844913160993429,0.5666813313982548,VEGFA/NOS3,2
BIOCARTA_CARDIACEGF_PATHWAY,BIOCARTA_CARDIACEGF_PATHWAY,2/40,11/602,0.18181818181818182,2.7363636363636363,1.5493243912990329,0.16198435415375256,0.5844913160993429,0.5666813313982548,EDN1/MYC,2
BIOCARTA_G1_PATHWAY,BIOCARTA_G1_PATHWAY,2/40,11/602,0.18181818181818182,2.7363636363636363,1.5493243912990329,0.16198435415375256,0.5844913160993429,0.5666813313982548,CDK2/CDKN1A,2
BIOCARTA_TH1TH2_PATHWAY,BIOCARTA_TH1TH2_PATHWAY,2/40,11/602,0.18181818181818182,2.7363636363636363,1.5493243912990329,0.16198435415375256,0.5844913160993429,0.5666813313982548,IL4R/IL12A,2
BIOCARTA_VIP_PATHWAY,BIOCARTA_VIP_PATHWAY,2/40,11/602,0.18181818181818182,2.7363636363636363,1.5493243912990329,0.16198435415375256,0.5844913160993429,0.5666813313982548,EGR2/MYC,2
BIOCARTA_G2_PATHWAY,BIOCARTA_G2_PATHWAY,2/40,12/602,0.16666666666666666,2.5083333333333333,1.4068928415767838,0.18651281275781617,0.5844913160993429,0.5666813313982548,GADD45A/CDKN1A,2
BIOCARTA_LAIR_PATHWAY,BIOCARTA_LAIR_PATHWAY,2/40,12/602,0.16666666666666666,2.5083333333333333,1.4068928415767838,0.18651281275781617,0.5844913160993429,0.5666813313982548,SELPLG/IL6,2
BIOCARTA_NO1_PATHWAY,BIOCARTA_NO1_PATHWAY,2/40,14/602,0.14285714285714285,2.15,1.1605724823108508,0.23691910607723027,0.5844913160993429,0.5666813313982548,VEGFA/NOS3,2
BIOCARTA_HES_PATHWAY,BIOCARTA_HES_PATHWAY,1/40,5/602,0.2,3.0100000000000002,1.2030757360181494,0.29175585874211996,0.5844913160993429,0.5666813313982548,HES1,1
BIOCARTA_PCAF_PATHWAY,BIOCARTA_PCAF_PATHWAY,1/40,5/602,0.2,3.0100000000000002,1.2030757360181494,0.29175585874211996,0.5844913160993429,0.5666813313982548,IRF1,1
BIOCARTA_PLATELETAPP_PATHWAY,BIOCARTA_PLATELETAPP_PATHWAY,1/40,5/602,0.2,3.0100000000000002,1.2030757360181494,0.29175585874211996,0.5844913160993429,0.5666813313982548,COL4A1,1
BIOCARTA_RANKL_PATHWAY,BIOCARTA_RANKL_PATHWAY,1/40,5/602,0.2,3.0100000000000002,1.2030757360181494,0.29175585874211996,0.5844913160993429,0.5666813313982548,FOSL1,1
BIOCARTA_STEM_PATHWAY,BIOCARTA_STEM_PATHWAY,1/40,5/602,0.2,3.0100000000000002,1.2030757360181494,0.29175585874211996,0.5844913160993429,0.5666813313982548,IL6,1
BIOCARTA_ACE2_PATHWAY,BIOCARTA_ACE2_PATHWAY,1/40,6/602,0.16666666666666666,2.5083333333333333,0.9898033013915623,0.33920940254499243,0.5844913160993429,0.5666813313982548,COL4A1,1
BIOCARTA_ARF_PATHWAY,BIOCARTA_ARF_PATHWAY,1/40,6/602,0.16666666666666666,2.5083333333333333,0.9898033013915623,0.33920940254499243,0.5844913160993429,0.5666813313982548,MYC,1
BIOCARTA_CDK5_PATHWAY,BIOCARTA_CDK5_PATHWAY,1/40,6/602,0.16666666666666666,2.5083333333333333,0.9898033013915623,0.33920940254499243,0.5844913160993429,0.5666813313982548,EGR1,1
BIOCARTA_CYTOKINE_PATHWAY,BIOCARTA_CYTOKINE_PATHWAY,1/40,6/602,0.16666666666666666,2.5083333333333333,0.9898033013915623,0.33920940254499243,0.5844913160993429,0.5666813313982548,IL6,1
BIOCARTA_EXTRINSIC_PATHWAY,BIOCARTA_EXTRINSIC_PATHWAY,1/40,6/602,0.16666666666666666,2.5083333333333333,0.9898033013915623,0.33920940254499243,0.5844913160993429,0.5666813313982548,F3,1
BIOCARTA_FLUMAZENIL_PATHWAY,BIOCARTA_FLUMAZENIL_PATHWAY,1/40,6/602,0.16666666666666666,2.5083333333333333,0.9898033013915623,0.33920940254499243,0.5844913160993429,0.5666813313982548,GABRA6,1
BIOCARTA_NTHI_PATHWAY,BIOCARTA_NTHI_PATHWAY,1/40,6/602,0.16666666666666666,2.5083333333333333,0.9898033013915623,0.33920940254499243,0.5844913160993429,0.5666813313982548,IL1B,1
BIOCARTA_SODD_PATHWAY,BIOCARTA_SODD_PATHWAY,1/40,6/602,0.16666666666666666,2.5083333333333333,0.9898033013915623,0.33920940254499243,0.5844913160993429,0.5666813313982548,TNFRSF1A,1
BIOCARTA_VITCB_PATHWAY,BIOCARTA_VITCB_PATHWAY,1/40,6/602,0.16666666666666666,2.5083333333333333,0.9898033013915623,0.33920940254499243,0.5844913160993429,0.5666813313982548,COL4A1,1
BIOCARTA_WNT_PATHWAY,BIOCARTA_WNT_PATHWAY,1/40,6/602,0.16666666666666666,2.5083333333333333,0.9898033013915623,0.33920940254499243,0.5844913160993429,0.5666813313982548,MYC,1
BIOCARTA_IL2RB_PATHWAY,BIOCARTA_IL2RB_PATHWAY,2/40,19/602,0.10526315789473684,1.5842105263157893,0.689780598555858,0.36413599262555973,0.5844913160993429,0.5666813313982548,MYC/SOCS3,2
BIOCARTA_CDMAC_PATHWAY,BIOCARTA_CDMAC_PATHWAY,1/40,7/602,0.14285714285714285,2.15,0.8158070449581246,0.38355776479029546,0.5844913160993429,0.5666813313982548,MYC,1
BIOCARTA_IL6_PATHWAY,BIOCARTA_IL6_PATHWAY,1/40,7/602,0.14285714285714285,2.15,0.8158070449581246,0.38355776479029546,0.5844913160993429,0.5666813313982548,IL6,1
