ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BIOCARTA_INFLAM_PATHWAY,BIOCARTA_INFLAM_PATHWAY,3/25,10/602,0.3,7.224,4.127889512254202,0.00627590614323851,0.17188569312314878,0.1421610995755366,CSF3/IL6/HLA-DRB5,3
BIOCARTA_LDL_PATHWAY,BIOCARTA_LDL_PATHWAY,2/25,5/602,0.4,9.632,4.031146689909289,0.015346936885995427,0.17188569312314878,0.1421610995755366,CCL2/IL6,2
BIOCARTA_MSP_PATHWAY,BIOCARTA_MSP_PATHWAY,2/25,5/602,0.4,9.632,4.031146689909289,0.015346936885995427,0.17188569312314878,0.1421610995755366,CCL2/IL1B,2
BIOCARTA_P53_PATHWAY,BIOCARTA_P53_PATHWAY,2/25,5/602,0.4,9.632,4.031146689909289,0.015346936885995427,0.17188569312314878,0.1421610995755366,CDK2/CDKN1A,2
BIOCARTA_STEM_PATHWAY,BIOCARTA_STEM_PATHWAY,2/25,5/602,0.4,9.632,4.031146689909289,0.015346936885995427,0.17188569312314878,0.1421610995755366,CSF3/IL6,2
BIOCARTA_IL1R_PATHWAY,BIOCARTA_IL1R_PATHWAY,3/25,16/602,0.1875,4.515,2.9638474486474937,0.024794698384642898,0.22280522162167876,0.1842749953262005,IL1R1/IL1B/IL6,3
BIOCARTA_ERYTH_PATHWAY,BIOCARTA_ERYTH_PATHWAY,2/25,8/602,0.25,6.02,2.972862493884885,0.039786646718156925,0.22280522162167876,0.1842749953262005,CSF3/IL6,2
BIOCARTA_IL17_PATHWAY,BIOCARTA_IL17_PATHWAY,2/25,8/602,0.25,6.02,2.972862493884885,0.039786646718156925,0.22280522162167876,0.1842749953262005,CSF3/IL6,2
BIOCARTA_P53HYPOXIA_PATHWAY,BIOCARTA_P53HYPOXIA_PATHWAY,2/25,8/602,0.25,6.02,2.972862493884885,0.039786646718156925,0.22280522162167876,0.1842749953262005,CDKN1A/HIC1,2
BIOCARTA_RACCYCD_PATHWAY,BIOCARTA_RACCYCD_PATHWAY,2/25,8/602,0.25,6.02,2.972862493884885,0.039786646718156925,0.22280522162167876,0.1842749953262005,CDK2/CDKN1A,2
