gene,logFC,logCPM,PValue,FDR,contrast,significant_fdr05,significant_fdr10,significant_nominal,significant_strict,significant,direction
CHRM5,-3.0984085427923698,5.660731571093786,6.506191322623008e-8,0.00173995074540907,OUD_vs_Control_Male,TRUE,TRUE,TRUE,TRUE,TRUE,Down
STMN4,-2.1698831605259534,5.955469190807278,1.9853426959935627e-6,0.02654700985947792,OUD_vs_Control_Male,TRUE,TRUE,TRUE,TRUE,TRUE,Down
NPIPB2,-2.582453885924771,3.002768165747119,3.797685343088316e-6,0.02833446909804664,OUD_vs_Control_Male,TRUE,TRUE,TRUE,TRUE,TRUE,Down
HSPA1A,-2.052616870764314,5.530819851196842,5.6021281741110105e-6,0.02833446909804664,OUD_vs_Control_Male,TRUE,TRUE,TRUE,TRUE,TRUE,Down
AC011586.2,3.696885068121326,3.9139032234332376,6.166109079009634e-6,0.02833446909804664,OUD_vs_Control_Male,TRUE,TRUE,TRUE,TRUE,TRUE,Up
CALY,3.61363142238025,2.3343606003076,6.35705846719814e-6,0.02833446909804664,OUD_vs_Control_Male,TRUE,TRUE,TRUE,TRUE,TRUE,Up
AP006219.2,-9.189184936683668,2.5541568042208924,7.701804777262707e-6,0.02883054876692736,OUD_vs_Control_Male,TRUE,TRUE,TRUE,TRUE,TRUE,Down
GNA14-AS1,2.384758500303019,3.86746886067904,9.77279651740413e-6,0.02883054876692736,OUD_vs_Control_Male,TRUE,TRUE,TRUE,TRUE,TRUE,Up
LERFS,-1.6758832509834714,4.720497333599346,9.93872297396284e-6,0.02883054876692736,OUD_vs_Control_Male,TRUE,TRUE,TRUE,TRUE,TRUE,Down
AP006219.3,-7.40509637471981,4.014839453982072,1.0780596330601415e-5,0.02883054876692736,OUD_vs_Control_Male,TRUE,TRUE,TRUE,TRUE,TRUE,Down
ZDHHC20,-0.9372177428659464,8.154419261056486,1.30707266004027e-5,0.03177731286132448,OUD_vs_Control_Male,FALSE,TRUE,TRUE,FALSE,TRUE,Down
