gene,log_fc,p_value,adj_p_value,oud_mean,ctrl_mean,significant
CCDC82,0.0,0.0,0.0,1.2308636376330993,1.2308636376330993,False
TLR1,0.0,5.958092040027848e-61,1.268578858771011e-60,0.2524859031685534,0.2524859031685534,False
HSPB1,0.0,0.6699781436269701,0.6820272924604377,0.10119671060924469,0.10119671060924469,False
GSG1L,0.0,2.3815586542721068e-14,3.37490598149094e-14,0.17743459192225197,0.17743459192225197,False
ADAM9,0.0,1.0723293938152927e-206,4.576085606608645e-206,0.5222304464683002,0.5222304464683002,False
ITM2A,0.0,0.0,0.0,0.4850274720013051,0.4850274720013051,False
PCSK2,0.0,0.0015549639247483277,0.0017873148560325605,0.11626840883102206,0.11626840883102206,False
LAPTM5,0.0,3.0699614005059824e-16,4.449219421023163e-16,0.15598348081801294,0.15598348081801294,False
INPP5A,0.0,9.566567617609958e-45,1.8361934006928903e-44,0.6623760226864859,0.6623760226864859,False
SCLT1,0.0,6.156302530316093e-21,9.456685914464044e-21,1.3264716037662918,1.3264716037662918,False
LGR5,0.0,0.0,0.0,0.7957367590719804,0.7957367590719804,False
FRMPD2,0.0,5.13418108135835e-38,9.334874693378817e-38,0.15024708699106362,0.15024708699106362,False
AP000477.3,0.0,0.0,0.0,0.2232714284839513,0.2232714284839513,False
TNFAIP8,0.0,0.5922619181195417,0.604554526831788,0.11930080724128415,0.11930080724128415,False
EMP1,0.0,5.029173092308603e-22,7.849905971345375e-22,0.045549181839336025,0.045549181839336025,False
NIPAL3,0.0,0.0,0.0,1.1886493325103886,1.1886493325103886,False
MYO18A,0.0,2.0465795186108693e-193,8.342036081294305e-193,1.3668461796176585,1.3668461796176585,False
KNOP1,0.0,0.0,0.0,0.8653560850561002,0.8653560850561002,False
HSPA12A,0.0,0.0,0.0,1.0620440311307662,1.0620440311307662,False
C2orf72,0.0,0.000628422348176076,0.0007312905525710736,0.3654379433231858,0.3654379433231858,False
C6orf62,0.0,1.5413687471281991e-204,6.522011623955708e-204,0.6427730011045454,0.6427730011045454,False
NEDD9,0.0,4.006766549639914e-05,4.815825179855666e-05,0.22524302585046987,0.22524302585046987,False
PRH1,0.0,1.3459860869290862e-08,1.7533470520135732e-08,1.4048952380673523,1.4048952380673523,False
FAM222A,0.0,0.4827646982402589,0.49616104649564124,1.042670272522004,1.042670272522004,False
RGS16,0.0,1.9611933667482128e-163,7.201444431143989e-163,0.07257287987287898,0.07257287987287898,False
GSK3B,0.0,1.4784211494681758e-18,2.2022162107271737e-18,2.1849616761440394,2.1849616761440394,False
SENP6,0.0,1.1615670080955175e-33,2.0224614186224915e-33,2.94370410070858,2.94370410070858,False
ZDHHC21,0.0,0.0002669534968059606,0.0003132031640273296,1.5245784132735385,1.5245784132735385,False
GATAD2B,0.0,9.358112477719782e-228,4.305879974410943e-227,1.9674571531204872,1.9674571531204872,False
ZMAT3,0.0,3.1223400659355747e-38,5.697700850247399e-38,0.45347042004475424,0.45347042004475424,False
GTF2I,0.0,6.0046900342075405e-15,8.565891632250415e-15,4.0271705134216536,4.0271705134216536,False
ZNF706,0.0,7.181117393532545e-94,1.8930889438135005e-93,1.4207197672410905,1.4207197672410905,False
MYH9,0.0,1.4268829044162373e-35,2.5344278941673843e-35,0.5284260886916143,0.5284260886916143,False
HAMP,0.0,2.394610512937918e-191,9.668683093961984e-191,0.07267105194798715,0.07267105194798715,False
ITGA6,0.0,7.204754453730377e-41,1.3391736902844567e-40,0.22529989785330584,0.22529989785330584,False
VSTM2B,0.0,0.05118127067632845,0.0556923511167883,0.8485044313354214,0.8485044313354214,False
CAMSAP2,0.0,2.415806804319925e-20,3.671438912340312e-20,1.8217002894841947,1.8217002894841947,False
WAC,0.0,6.281241708755788e-110,1.8206497706538516e-109,2.1984106310019125,2.1984106310019125,False
ARID5B,0.0,2.3859688862024586e-195,9.845813835773556e-195,1.2744732712503708,1.2744732712503708,False
P2RY13,0.0,9.477629293816844e-194,3.8789751543588716e-193,0.1350453634548638,0.1350453634548638,False
PPP1R3C,0.0,1.6101651787664944e-35,2.851532193801348e-35,0.13126881543279884,0.13126881543279884,False
NEK6,0.0,5.902015616017717e-40,1.0889327704829736e-39,0.23169236448731706,0.23169236448731706,False
FGD6,0.0,0.057086767764453206,0.061961035923791465,0.21235723727509953,0.21235723727509953,False
ZCCHC7,0.0,0.01781787964919131,0.019761049518511622,2.9939097316014536,2.9939097316014536,False
MSN,0.0,0.003811834889010312,0.004334914581891939,0.2980472261240159,0.2980472261240159,False
COG5,0.0,3.233077983929492e-139,1.0681975717828717e-138,2.0609078964973557,2.0609078964973557,False
GPR155,0.0,0.0,0.0,0.6776825785613688,0.6776825785613688,False
TMEM135,0.0,0.0,0.0,2.0749192849355356,2.0749192849355356,False
AMPD3,0.0,5.276774137338981e-130,1.6751663928060258e-129,1.1048562634332342,1.1048562634332342,False
NTN1,0.0,2.091886096005788e-42,3.940170545943915e-42,0.186915264363256,0.186915264363256,False
CFAP54,0.0,1.5539553303195962e-67,3.47381966539403e-67,0.1523015013766728,0.1523015013766728,False
ROCK2,0.0,5.061548339824829e-49,9.983330058826093e-49,1.0270667856358302,1.0270667856358302,False
NUCKS1,0.0,4.6056843206709755e-53,9.367493533568085e-53,1.8763876542255977,1.8763876542255977,False
TRPC4,0.0,0.016721909150799383,0.01857989905644376,0.03622312619248463,0.03622312619248463,False
PTPRS,0.0,4.3594300812413123e-17,6.385883908068328e-17,1.385108347013411,1.385108347013411,False
CDYL,0.0,2.447760959395204e-175,9.330727926538262e-175,1.4115942209875647,1.4115942209875647,False
BCL11B,0.0,1.0666775192035484e-05,1.3008262429311565e-05,0.09341279130974203,0.09341279130974203,False
KDM7A,0.0,2.087422637815558e-55,4.3039642016815626e-55,0.49345618467567093,0.49345618467567093,False
PIK3CD,0.0,1.2929641519546556e-52,2.6244197942246055e-52,0.18178194815665372,0.18178194815665372,False
UBL3,0.0,4.1654090826132396e-232,1.9434256995085098e-231,1.8175522145853145,1.8175522145853145,False
REPS1,0.0,4.3817770149255626e-21,6.7446542046057914e-21,1.1269502807946121,1.1269502807946121,False
PLSCR4,0.0,3.5174244912617088e-12,4.853851643875403e-12,0.17852383751500608,0.17852383751500608,False
LINC00513,0.0,6.200784966626006e-224,2.814274568816644e-223,0.6547045758840008,0.6547045758840008,False
EDA,0.0,0.0003999984387753731,0.00046746993234363825,1.1149772155749231,1.1149772155749231,False
FP700111.1,0.0,5.782675087183195e-07,7.27685623387147e-07,0.3839014391594104,0.3839014391594104,False
RPS20,0.0,4.63864785069396e-289,2.4761465395163485e-288,0.37308270358306184,0.37308270358306184,False
FBXW7,0.0,2.356813759507235e-16,3.42062954935738e-16,1.2834144057812398,1.2834144057812398,False
SLC7A1,0.0,6.965008245212756e-41,1.2962174153621754e-40,0.24471257854942294,0.24471257854942294,False
RIF1,0.0,1.428666064307174e-86,3.6260560007796295e-86,1.8895459097763128,1.8895459097763128,False
BCL2L1,0.0,0.0,0.0,1.2844319014044208,1.2844319014044208,False
TAPT1-AS1,0.0,3.584448249377278e-76,8.447246463575675e-76,1.6282233510058732,1.6282233510058732,False
MIR4435-2HG,0.0,1.6047691995653688e-10,2.1656804312623063e-10,0.1431891818294721,0.1431891818294721,False
CHN1,0.0,4.599543273210515e-06,5.655176155586699e-06,0.6575001470384143,0.6575001470384143,False
ECPAS,0.0,4.83064330782749e-05,5.803736453136753e-05,2.0122770937999372,2.0122770937999372,False
ZBTB7C,0.0,4.110520914175365e-62,8.820860330848423e-62,0.20000272555922585,0.20000272555922585,False
SH2B3,0.0,9.187680355121135e-38,1.6694755339408483e-37,0.24199417432695774,0.24199417432695774,False
CPA6,0.0,2.9273054817386587e-67,6.534164021738078e-67,0.06444104237849793,0.06444104237849793,False
UBR5,0.0,2.3217051118858346e-238,1.1038217647634712e-237,2.449936251143311,2.449936251143311,False
RBMS3-AS3,0.0,7.4515068694091355e-06,9.13174861447198e-06,0.150064533302664,0.150064533302664,False
LINC02073,0.0,2.3847691063338482e-21,3.6839893506702086e-21,0.5651484525169591,0.5651484525169591,False
GABBR1,0.0,0.2174035217466463,0.2294092737389866,0.38692332038540594,0.38692332038540594,False
EML6,0.0,0.003791162465339906,0.004313040347371907,0.37371642191001236,0.37371642191001236,False
CPNE2,0.0,0.0,0.0,1.072739981146339,1.072739981146339,False
POU2F1,0.0,6.214342176246036e-98,1.6780401916055904e-97,2.579757218822704,2.579757218822704,False
HLA-E,0.0,5.876806033282897e-19,8.815209049924345e-19,0.14339892067113394,0.14339892067113394,False
ADAM22,0.0,0.00015021088943818636,0.0001779047249563992,1.3726235618238594,1.3726235618238594,False
SMURF1,0.0,6.855038398636706e-282,3.5765417732017597e-281,1.9761925524267228,1.9761925524267228,False
FARS2,0.0,0.0,0.0,1.8339695116750854,1.8339695116750854,False
EML1,0.0,5.4523567220626395e-303,3.06886869909717e-302,0.4299889152115365,0.4299889152115365,False
PLCXD3,0.0,1.0897349078795918e-298,6.0428922802934855e-298,0.15211911811634968,0.15211911811634968,False
GPR34,0.0,6.641194104782103e-244,3.203148282049246e-243,0.15195096525043353,0.15195096525043353,False
PODXL,0.0,0.04001600598338063,0.0437971608719963,0.06183104506126008,0.06183104506126008,False
FRAS1,0.0,9.046195162052759e-05,0.00010786401226612988,0.08195226104283287,0.08195226104283287,False
HCLS1,0.0,1.2651390722137257e-06,1.5755156565550758e-06,0.16047888718521433,0.16047888718521433,False
TTL,0.0,0.0,0.0,1.301730053878479,1.301730053878479,False
IQSEC1,0.0,0.019720626886030743,0.021847075575366408,1.1400363763147425,1.1400363763147425,False
LINC01268,0.0,6.013061612816904e-212,2.6068186182732245e-211,0.1486918024021068,0.1486918024021068,False
PLEKHA2,0.0,3.3194985316390115e-19,4.994230488925293e-19,0.2737802868224151,0.2737802868224151,False
NCKAP1,0.0,0.0,0.0,1.3713519289869807,1.3713519289869807,False
TLK1,0.0,1.251434757638271e-95,3.3401283566857765e-95,0.7990514166107433,0.7990514166107433,False
DYM,0.0,8.532692798348753e-61,1.81546655284016e-60,2.974697838744861,2.974697838744861,False
ITPK1,0.0,2.926133089811587e-94,7.741092830189384e-94,1.3975265714885756,1.3975265714885756,False
PWWP2A,0.0,9.060862418684388e-105,2.549961281055644e-104,1.5941745081529988,1.5941745081529988,False
TRA2A,0.0,7.088800197246626e-101,1.947472581661161e-100,2.7583649785115765,2.7583649785115765,False
ARHGAP35,0.0,0.0,0.0,1.710468584313854,1.710468584313854,False
HSP90AB1,0.0,1.0417343748234819e-252,5.131696427701881e-252,1.018090836097885,1.018090836097885,False
GLTP,0.0,9.716780955295348e-166,3.5943702670636307e-165,1.141865358344595,1.141865358344595,False
LINC01135,0.0,3.243842961011007e-96,8.67337690109895e-96,1.131516342458742,1.131516342458742,False
AC098617.1,0.0,3.659314462734549e-71,8.399344596942348e-71,0.5695706452021537,0.5695706452021537,False
UBE2K,0.0,9.046929789703828e-07,1.1313376143856392e-06,1.4837105921974494,1.4837105921974494,False
RPS18,0.0,0.0,0.0,0.47003750745051087,0.47003750745051087,False
RAC1,0.0,4.189395958368102e-77,9.904009357844212e-77,0.77254078458993,0.77254078458993,False
NMNAT2,0.0,5.65147248713592e-26,9.159598844628719e-26,0.3676089014549804,0.3676089014549804,False
PPM1L,0.0,1.6499967215117675e-260,8.277575525978767e-260,0.9808329349508494,0.9808329349508494,False
DPH6-DT,0.0,0.0,0.0,1.1568377092623796,1.1568377092623796,False
PPARG,0.0,1.4398165227168305e-60,3.0569352923924215e-60,0.12604296867795275,0.12604296867795275,False
UNC5D,0.0,4.8910919010726064e-05,5.874009488878231e-05,0.15907455520491012,0.15907455520491012,False
AC138305.1,0.0,2.037281720540612e-11,2.7844397091671234e-11,0.04293577263268299,0.04293577263268299,False
AL355612.1,0.0,2.377825776807492e-37,4.310258205693339e-37,0.1016293118649339,0.1016293118649339,False
HELZ,0.0,3.550858254291265e-09,4.680393129557907e-09,1.2467060574115238,1.2467060574115238,False
RFX3-AS1,0.0,0.0,0.0,1.3690992955095407,1.3690992955095407,False
TMEM117,0.0,8.037385974833502e-146,2.7525294434361307e-145,1.549079792342464,1.549079792342464,False
BASP1,0.0,0.1794881589418034,0.1902701331538552,0.24977253847311306,0.24977253847311306,False
CORO1C,0.0,0.0,0.0,1.1111499242311023,1.1111499242311023,False
DUSP1,0.0,6.960645748624777e-52,1.4052447675554732e-51,0.10513587311015746,0.10513587311015746,False
LSS,0.0,5.1166153266557e-160,1.8538461328462683e-159,1.0541552022346825,1.0541552022346825,False
KSR2,0.0,1.108009760317854e-18,1.654569079618498e-18,0.17766623407924034,0.17766623407924034,False
ZBTB44,0.0,1.3008310547555475e-104,3.654019816729066e-104,1.4611439394056112,1.4611439394056112,False
PTCSC3,0.0,7.73515292313393e-06,9.47548336847766e-06,0.3547814535307094,0.3547814535307094,False
TPK1,0.0,0.5273790933420743,0.5405320396399805,0.5962520777650688,0.5962520777650688,False
ZFAND6,0.0,1.0422036749047519e-40,1.932392475101518e-40,0.8155094272384289,0.8155094272384289,False
WDR17,0.0,0.00011280973566551924,0.00013429730436371337,0.5656625667672188,0.5656625667672188,False
CKB,0.0,1.2856390079600343e-255,6.396213969950419e-255,0.7786623860513806,0.7786623860513806,False
STARD13-AS,0.0,1.262605879963347e-65,2.7749579779414225e-65,0.6252271098181927,0.6252271098181927,False
ZMAT4,0.0,0.3510372417139228,0.3652832900248936,0.05870404178257581,0.05870404178257581,False
USP34,0.0,0.0008806601422490096,0.0010212525808840466,4.1306705172940195,4.1306705172940195,False
RPS25,0.0,1.99789824734e-313,1.152633604236e-312,0.4910641392456226,0.4910641392456226,False
STARD9,0.0,3.572062576369595e-143,1.2054204419694921e-142,1.3515784699933875,1.3515784699933875,False
SCARB1,0.0,8.727427130318167e-05,0.00010410449857238369,0.5680017325064383,0.5680017325064383,False
MAN1A1,0.0,1.6219809576914316e-20,2.4763068056357735e-20,0.1984246649800483,0.1984246649800483,False
XPO1,0.0,3.784449923e-315,2.1875433083e-314,1.398765355574367,1.398765355574367,False
GNG12-AS1,0.0,2.3960008880112584e-33,4.159723763908435e-33,0.21531573644590798,0.21531573644590798,False
TM6SF1,0.0,1.5322200968836164e-91,3.986695828838551e-91,0.18352906543126252,0.18352906543126252,False
GALNT10,0.0,1.1958176907676534e-175,4.5816769761212776e-175,1.0872833452140602,1.0872833452140602,False
RIC8B,0.0,0.008433149728070846,0.009471901603973246,0.7517922896765893,0.7517922896765893,False
SPATS2L,0.0,1.0218830819336948e-267,5.169728913661188e-267,1.578522060241498,1.578522060241498,False
PRKCQ,0.0,5.5605931152242436e-11,7.555153689163375e-11,1.273980141115344,1.273980141115344,False
NIN,0.0,3.985268828334494e-156,1.425006732419962e-155,1.181376432524406,1.181376432524406,False
REEP3,0.0,0.0,0.0,1.6002331838966133,1.6002331838966133,False
RPL35,0.0,1.0207845784151448e-222,4.5912349853754635e-222,0.3904687501618611,0.3904687501618611,False
SHISA6,0.0,0.00042426266124498207,0.0004956339500525491,0.2083340029469412,0.2083340029469412,False
PMP2,0.0,1.1089562258957956e-66,2.4680034700945003e-66,0.5048911699220929,0.5048911699220929,False
ID4,0.0,0.016502766954250302,0.01836361307965538,0.1571234167851465,0.1571234167851465,False
ZNF516,0.0,0.9684459961285009,0.9700627674075134,0.2910938873209547,0.2910938873209547,False
RUFY3,0.0,6.143984483114176e-150,2.1357999361926452e-149,2.2085322960993294,2.2085322960993294,False
TJP2,0.0,4.151369793082785e-177,1.596680689647225e-176,1.1394235013773029,1.1394235013773029,False
C2orf27A,0.0,1.5099519589723677e-18,2.248067432713203e-18,0.22636084981218518,0.22636084981218518,False
SWAP70,0.0,3.8266199667779925e-27,6.293782840095382e-27,0.3929236887674467,0.3929236887674467,False
LCP2,0.0,1.9809419719511853e-09,2.629568989315733e-09,0.14712817401182288,0.14712817401182288,False
SLC6A15,0.0,0.0,0.0,0.8492394323070048,0.8492394323070048,False
TSBP1-AS1,0.0,3.4452440916705483e-143,1.1639338147535637e-142,0.662410278762285,0.662410278762285,False
EXT1,0.0,0.02395084977937246,0.02650407574257373,1.748630479262317,1.748630479262317,False
ABI3BP,0.0,1.244199204459885e-143,4.212864123453335e-143,0.2182143353638633,0.2182143353638633,False
DDIT4,0.0,7.82551812749652e-236,3.691282135611566e-235,0.14829866161033908,0.14829866161033908,False
C3orf70,0.0,4.23060165962628e-38,7.706013951960437e-38,0.30629445623489193,0.30629445623489193,False
LINC02223,0.0,2.0061552115110637e-60,4.247329311597171e-60,0.14802830727846858,0.14802830727846858,False
TERF2IP,0.0,0.0,0.0,1.4053351224965842,1.4053351224965842,False
SMIM35,0.0,0.9634434851402349,0.9653742336074497,0.13087603822893829,0.13087603822893829,False
MIRLET7BHG,0.0,0.0,0.0,1.8881274216110764,1.8881274216110764,False
CFLAR,0.0,3.0193572131845147e-52,6.107937720535094e-52,0.9701075699289138,0.9701075699289138,False
KLF13,0.0,0.0,0.0,1.1616493188042867,1.1616493188042867,False
TTC7A,0.0,1.7020379067194904e-200,7.121497517654771e-200,1.3248178279546148,1.3248178279546148,False
AC077690.1,0.0,0.0,0.0,1.0347707833928346,1.0347707833928346,False
AGFG1,0.0,1.9942620994467702e-122,6.142491066057813e-122,1.3689682220552868,1.3689682220552868,False
RTN3,0.0,0.0,0.0,2.179278866117835,2.179278866117835,False
BMERB1,0.0,1.196039773033222e-72,2.7664759592133125e-72,1.2776169529614998,1.2776169529614998,False
SEMA3E,0.0,0.030765054504978444,0.033832537945357524,0.11845208999696615,0.11845208999696615,False
ADGRD1,0.0,0.05338265043199954,0.0580246200347821,0.06679012400943839,0.06679012400943839,False
ATE1,0.0,0.0,0.0,2.4610739121092133,2.4610739121092133,False
CNOT2,0.0,2.58247e-318,1.4956395e-317,2.2495927239649953,2.2495927239649953,False
KLHL2,0.0,9.867939990759475e-205,4.1813305045591e-204,1.2229165741025134,1.2229165741025134,False
RPL3,0.0,0.0,0.0,0.5178009164687081,0.5178009164687081,False
SLC15A2,0.0,8.39620482421173e-112,2.450254326131828e-111,0.2621099131200312,0.2621099131200312,False
FAM66D,0.0,4.770311153031969e-257,2.3811869316299346e-256,0.9612860347897072,0.9612860347897072,False
CARMN,0.0,0.14123260129742646,0.15067489469853462,0.027176964372380985,0.027176964372380985,False
EML5,0.0,3.519427001319433e-54,7.211940576474247e-54,0.9890531764729338,0.9890531764729338,False
DIS3L2,0.0,0.0,0.0,2.041972710940047,2.041972710940047,False
PIP5K1B,0.0,1.9289908897055595e-108,5.5377728891068694e-108,0.253990689365873,0.253990689365873,False
POGZ,0.0,1.552285156440062e-104,4.352201373196435e-104,2.8527636957669853,2.8527636957669853,False
CCL3,0.0,1.1552632936158577e-08,1.5088332089018602e-08,0.017831304005442666,0.017831304005442666,False
ZNF827,0.0,0.0,0.0,1.4438005528798166,1.4438005528798166,False
B3GAT1,0.0,0.0,0.0,1.217800938537041,1.217800938537041,False
VAV1,0.0,2.565455682851676e-35,4.5272747344441334e-35,0.17993389259363432,0.17993389259363432,False
AC008415.1,0.0,0.07375192119329846,0.07978931250627314,0.058316716629128844,0.058316716629128844,False
GPI,0.0,0.0,0.0,1.129479424872028,1.129479424872028,False
HNRNPC,0.0,4.705422093384682e-199,1.9605925389102844e-198,1.8561421098323032,1.8561421098323032,False
TMEM64,0.0,0.0,0.0,1.12027030160184,1.12027030160184,False
KIAA1671,0.0,2.465666370773078e-08,3.188361686344498e-08,0.21473037199929934,0.21473037199929934,False
RAPH1,0.0,0.00014505567748517194,0.00017186691645162554,0.6678440033566106,0.6678440033566106,False
PHACTR2,0.0,9.334851617341711e-08,1.1937150405807816e-07,0.3748777061470158,0.3748777061470158,False
COL4A1,0.0,1.2110763026773249e-18,1.8048827163596498e-18,0.04557746565276568,0.04557746565276568,False
CCDC91,0.0,0.0,0.0,2.1170606931253655,2.1170606931253655,False
SHB,0.0,1.5151392149224776e-175,5.790340948748322e-175,1.1140237904347627,1.1140237904347627,False
AL354771.1,0.0,2.1281527115694817e-22,3.328706013925154e-22,0.16003532588638733,0.16003532588638733,False
TFEB,0.0,1.5048839797789004e-61,3.215564059356625e-61,1.4569715929099605,1.4569715929099605,False
SHOC1,0.0,9.64782630359153e-223,4.345867704320509e-222,0.4391615654769689,0.4391615654769689,False
CMYA5,0.0,9.8998730515265e-21,1.5160601916579633e-20,0.24763165775288257,0.24763165775288257,False
SCMH1,0.0,5.9581301364133104e-300,3.3223773994869757e-299,0.9855128540427865,0.9855128540427865,False
HERC4,0.0,7.321366825512969e-06,8.975929904592933e-06,2.0976298012487993,2.0976298012487993,False
CBL,0.0,2.013883577695389e-44,3.8506378158611645e-44,0.5121953401682396,0.5121953401682396,False
SYNPO2,0.0,4.133205602683008e-20,6.262432731337891e-20,0.1643079099487016,0.1643079099487016,False
EPB41L4A,0.0,0.0,0.0,0.6190422143376104,0.6190422143376104,False
AC044781.1,0.0,8.189807778413527e-141,2.7208663715659558e-140,0.13809793623081257,0.13809793623081257,False
CADPS2,0.0,5.848636780054866e-07,7.356775823968384e-07,0.24195720708575302,0.24195720708575302,False
DYRK1A,0.0,0.028040233597124938,0.030926728232123096,2.2921742919784496,2.2921742919784496,False
CYFIP2,0.0,8.23712765244432e-114,2.432222732020961e-113,0.7553876598060315,0.7553876598060315,False
SUPT3H,0.0,3.349723460421461e-16,4.85232756217498e-16,2.3459671589199185,2.3459671589199185,False
AP003464.1,0.0,7.413742410894632e-11,1.0050260837182059e-10,0.09462073654415994,0.09462073654415994,False
TMCC3,0.0,2.032626873439225e-12,2.811378801437379e-12,1.2882389671184677,1.2882389671184677,False
TMEM131L,0.0,3.2632278120526598e-46,6.3240849070787976e-46,0.7367312678778087,0.7367312678778087,False
FRMD3,0.0,5.765481360718382e-10,7.721626822390689e-10,0.26268204269504125,0.26268204269504125,False
MKRN3,0.0,5.6625861603139424e-08,7.27838838086625e-08,1.47880095470102,1.47880095470102,False
MEF2C-AS2,0.0,4.046629220370605e-119,1.2287335689384428e-118,0.33410767022385873,0.33410767022385873,False
ST8SIA6,0.0,3.630545431717178e-07,4.58595212427433e-07,0.04178988024417445,0.04178988024417445,False
MCAM,0.0,5.861074688275384e-32,1.0076346168954814e-31,0.8510701390080702,0.8510701390080702,False
WASHC4,0.0,7.583399785397942e-104,2.1143307951852998e-103,1.171496446189508,1.171496446189508,False
LRCH3,0.0,0.0,0.0,2.4132980666086787,2.4132980666086787,False
SLC23A2,0.0,0.0,0.0,1.3667178264101096,1.3667178264101096,False
APBA1,0.0,3.0483080597982396e-12,4.21037024834011e-12,1.860250522419506,1.860250522419506,False
NLRP1,0.0,3.0880532055178356e-174,1.1726784324751275e-173,0.19225628147301202,0.19225628147301202,False
LINC01250,0.0,0.0007055613501169154,0.0008197846825525741,0.06759242854009703,0.06759242854009703,False
STXBP3,0.0,4.352643584889164e-33,7.55230234509398e-33,1.7853699843302007,1.7853699843302007,False
SMURF2,0.0,5.638769050384067e-159,2.0307691658045862e-158,0.993424820425818,0.993424820425818,False
EIF1,0.0,1.5272683124199495e-51,3.0729744716699184e-51,0.9220667831089033,0.9220667831089033,False
TCF7L1,0.0,4.6067788496754066e-07,5.811747918009343e-07,0.2155947408729016,0.2155947408729016,False
AC007402.1,0.0,0.031123418136926612,0.03420155839222705,0.21607736301381222,0.21607736301381222,False
NDE1,0.0,3.396512542625966e-68,7.615498974497682e-68,1.1494277437136182,1.1494277437136182,False
CLDN5,0.0,2.3624248053450098e-05,2.862388697913986e-05,0.029819441553328073,0.029819441553328073,False
SPART,0.0,2.2816083391276756e-12,3.154297243033653e-12,1.93120808571482,1.93120808571482,False
RPL32,0.0,0.0,0.0,0.4571042272087891,0.4571042272087891,False
GRIK3,0.0,1.090512534487461e-24,1.7466831839094408e-24,0.17087544075948521,0.17087544075948521,False
MEIS1,0.0,0.0,0.0,1.3366833850108344,1.3366833850108344,False
YAP1,0.0,0.7945172530649159,0.8027144462308373,0.17799151955433687,0.17799151955433687,False
SPIRE1,0.0,0.0,0.0,1.1973609422551386,1.1973609422551386,False
SAMHD1,0.0,2.7618215303503336e-134,8.928302361046337e-134,0.38613192348019904,0.38613192348019904,False
ZNF148,0.0,0.17304557101309925,0.1837001815425682,1.910480696240201,1.910480696240201,False
MTMR2,0.0,2.440270732702478e-35,4.3088947605105556e-35,1.5460916123734867,1.5460916123734867,False
RANBP17,0.0,0.0,0.0,0.48793318072972014,0.48793318072972014,False
PCDH10,0.0,3.224564531592075e-43,6.114850565598119e-43,1.143750039844916,1.143750039844916,False
IFNGR2,0.0,3.3410604350913226e-172,1.2544657453409221e-171,0.7353837149076823,0.7353837149076823,False
C1GALT1,0.0,4.2287315776061774e-194,1.7402187562165338e-193,1.3709307961953165,1.3709307961953165,False
AL022068.1,0.0,0.04645414178236211,0.050658824190144065,0.22264614826108864,0.22264614826108864,False
TTC17,0.0,3.4732301590000463e-84,8.668627684692295e-84,2.3812778914168913,2.3812778914168913,False
SNX13,0.0,0.002837061061347218,0.003239887013339039,1.3063016141072579,1.3063016141072579,False
AL034397.3,0.0,2.0967967682310092e-17,3.089582664387538e-17,0.15186214366084258,0.15186214366084258,False
AC069228.1,0.0,4.540929617215227e-145,1.551570484242105e-144,1.1475711484153626,1.1475711484153626,False
STK10,0.0,0.3934908090937299,0.40719987143193853,0.2787590692795825,0.2787590692795825,False
FAM135A,0.0,2.4028459488204743e-97,6.476673716497235e-97,1.6984459899764812,1.6984459899764812,False
ANKRD18A,0.0,1.821639491185789e-270,9.278299615547312e-270,0.2687226200322964,0.2687226200322964,False
LCORL,0.0,0.0,0.0,1.85369034457266,1.85369034457266,False
RNF152,0.0,2.370365375848987e-20,3.6042048289645016e-20,0.11582411065653683,0.11582411065653683,False
KAT6A,0.0,3.064971592360168e-11,4.179506716854774e-11,2.0482451562694988,2.0482451562694988,False
UBE2E1,0.0,5.197500781908759e-29,8.740191897828631e-29,1.2895245804640458,1.2895245804640458,False
ITFG1,0.0,2.8237707555009726e-16,4.0963792391213336e-16,3.440070773376023,3.440070773376023,False
ANKRD36C,0.0,2.2582868687343916e-20,3.4355276907724013e-20,1.9975147376769182,1.9975147376769182,False
ADRA1A,0.0,5.862828868095505e-26,9.49702300447436e-26,0.223190666715578,0.223190666715578,False
ETS2,0.0,2.678068002845262e-09,3.5486766822154534e-09,0.14376197331533233,0.14376197331533233,False
SCAF11,0.0,5.712258236840356e-11,7.757706976243128e-11,1.937603813708938,1.937603813708938,False
OSBPL11,0.0,7.329593003197284e-102,2.021027482499251e-101,0.5543572767299602,0.5543572767299602,False
NETO1,0.0,0.0688836493465792,0.07465713440741965,0.14426188940741497,0.14426188940741497,False
GAPDH,0.0,0.0,0.0,0.7012599578442318,0.7012599578442318,False
NF1,0.0,0.0001802428582471463,0.00021263412298129728,3.9276432516171402,3.9276432516171402,False
JARID2,0.0,1.7914790266760676e-177,6.908016812375581e-177,1.81197133980244,1.81197133980244,False
PLEKHH2,0.0,3.798964316863892e-08,4.891370365060805e-08,0.5136425739602287,0.5136425739602287,False
PTPRB,0.0,1.4019996749932882e-24,2.2408092834202795e-24,0.12245493255054603,0.12245493255054603,False
DPH6,0.0,0.04010041055319606,0.043873534522096344,1.8965383862414904,1.8965383862414904,False
PHIP,0.0,0.8521121100646601,0.8575432171063336,3.4827012236509445,3.4827012236509445,False
AP002075.1,0.0,3.0739945503703986e-225,1.397270250168363e-224,0.7105635391267768,0.7105635391267768,False
TUBB4A,0.0,0.0,0.0,0.8879894906840299,0.8879894906840299,False
LINC00862,0.0,0.0,0.0,1.0599968582814103,1.0599968582814103,False
PDXDC1,0.0,1.752099436544502e-48,3.4444943051333595e-48,1.3568415615306273,1.3568415615306273,False
RNF180,0.0,0.0010202860810548382,0.0011808866678875442,0.3860836490468697,0.3860836490468697,False
