gene,log_fold_change_female,pvalue_female,padj_female,log_fold_change_male,pvalue_male,padj_male,interaction_effect,abs_interaction_effect,interaction_pvalue,interaction_padj,significant
MEF2C,-1.7169893,0.00014504891192052547,0.0003296566180011943,-1.0820719,0.020348431736746702,0.04999614677333342,0.6349174,0.6349174,0.020348431736746702,0.04999614677333342,False
RASGRF2,-0.3366933,0.00284082684777242,0.005309956724808261,0.2955475,0.00921304759864848,0.026782115112350235,0.6322408,0.6322408,0.00921304759864848,0.026782115112350235,False
CACHD1,-0.35670182,0.0027352280486357713,0.005122149903812306,0.2747121,0.01211666981425072,0.03319635565548143,0.63141394,0.63141394,0.01211666981425072,0.03319635565548143,False
APBB1IP,-1.4259444,0.0005265172093627151,0.001099200854619447,-0.7960881,0.03571508962452528,0.07663040484211822,0.62985635,0.62985635,0.03571508962452528,0.07663040484211822,False
KCNIP1,0.3182509,0.012776962746755053,0.021401947649505954,-0.31124592,0.007436077913582405,0.022602060527606094,-0.6294968,0.6294968,0.012776962746755053,0.022602060527606094,False
LPAR1,-1.5128798,4.448275145641993e-09,1.9509978708956108e-08,-0.88467026,0.007215365505118154,0.022065337936141145,0.6282096,0.6282096,0.007215365505118154,0.022065337936141145,False
TJP1,0.8702955,0.00035317353721989474,0.0007546443102989203,0.24353504,0.33925188094836767,0.4316970075270651,-0.6267605,0.6267605,0.33925188094836767,0.4316970075270651,False
KCNMA1,-0.3853866,0.04130892497897138,0.06128920620025427,0.2404201,0.29499994871304713,0.392287165841818,0.6258067,0.6258067,0.29499994871304713,0.392287165841818,False
DTNA,0.022370815,0.9790610805063829,0.9810231267599027,0.64475965,0.22986206668674172,0.324687495032708,0.62238884,0.62238884,0.9790610805063829,0.9810231267599027,False
NT5DC1,-0.9029496,7.378133757122622e-25,1.03917376860882e-23,-0.28148937,0.006338537908568174,0.019807930964275543,0.6214602,0.6214602,0.006338537908568174,0.019807930964275543,False
LINC00639,-0.8031125,8.123062122393829e-05,0.00019386783108338494,-0.1817913,0.4020222826695641,0.49131373879297835,0.6213212,0.6213212,0.4020222826695641,0.49131373879297835,False
IFI16,0.4180289,2.07709568663883e-06,6.5317474422604715e-06,-0.19916159,0.006669472773034409,0.020777173747770744,-0.6171905,0.6171905,0.006669472773034409,0.020777173747770744,False
AL359091.1,0.65937436,9.407477669413408e-12,5.255574116990731e-11,1.2717903,6.114399342865383e-27,4.367428102046702e-25,0.6124159,0.6124159,9.407477669413408e-12,5.255574116990731e-11,False
KIAA1324L,0.3861289,2.297696674949953e-05,6.0946861404508035e-05,-0.2211976,0.01687418267277876,0.043715499152276585,-0.6073265,0.6073265,0.01687418267277876,0.043715499152276585,False
SLC2A5,0.5159546,0.0008544218084590562,0.0017020354750180403,-0.087312974,0.017432832406756967,0.04469957027373581,-0.6032676,0.6032676,0.017432832406756967,0.04469957027373581,False
A2M,-0.663913,3.8687766763177526e-10,1.8872081347891477e-09,-0.061701357,0.5052169035322791,0.586141952326091,0.60221165,0.60221165,0.5052169035322791,0.586141952326091,False
AC002460.2,-0.19054174,0.0015171079215617234,0.0029401316309335722,0.4110129,8.31612377844306e-05,0.00045196324882842715,0.60155463,0.60155463,0.0015171079215617234,0.0029401316309335722,False
SORBS1,-0.15689921,0.6726773717966403,0.7295850019486337,0.4439913,0.1283187757458465,0.2100143629228257,0.6008905,0.6008905,0.6726773717966403,0.7295850019486337,False
SAMD12,0.5834489,0.009394007761287603,0.016140906806336088,-0.017039299,0.9381295766136888,0.9504858932256219,-0.6004882,0.6004882,0.9381295766136888,0.9504858932256219,False
AQP4,-0.26835993,0.014499987425540022,0.024086357849734258,0.33022514,0.008812183175753182,0.025994640636440063,0.59858507,0.59858507,0.014499987425540022,0.025994640636440063,False
ADAMTS18,0.51595724,2.1620220033386144e-05,5.7808074955577924e-05,-0.08205593,0.1297582838271215,0.21158968399571368,-0.59801316,0.59801316,0.1297582838271215,0.21158968399571368,False
SEPTIN7,-0.07651329,0.8333309704136102,0.8653488789341747,0.520668,0.1944510792507575,0.28553756130801394,0.5971813,0.5971813,0.8333309704136102,0.8653488789341747,False
LMO3,-0.33404544,1.444843404095538e-07,5.197278431998338e-07,0.26182172,0.007727529339268012,0.023136315387029975,0.59586716,0.59586716,0.007727529339268012,0.023136315387029975,False
LHFPL6,-0.41966677,0.0038665783642088036,0.007068699020491414,0.17587936,0.07184911591950575,0.13330077165028897,0.5955461,0.5955461,0.07184911591950575,0.13330077165028897,False
DNAH7,-0.32688797,2.9233885629096828e-08,1.1419486573865949e-07,0.26544476,0.04569616714333472,0.0921293692405942,0.5923327,0.5923327,0.04569616714333472,0.0921293692405942,False
KLHL4,-0.7360437,2.131912689795776e-14,1.4404815471593082e-13,-0.14698625,0.1838740756290716,0.27608720064425163,0.58905745,0.58905745,0.1838740756290716,0.27608720064425163,False
LINC01374,-0.861517,1.7515954521893064e-09,7.890069604456335e-09,-0.27287257,0.09814301296428857,0.1697976002842363,0.58864444,0.58864444,0.09814301296428857,0.1697976002842363,False
TPD52L1,-0.27373675,0.003050473173933532,0.005659504960915643,0.31310862,0.019496410202954007,0.048360839976719264,0.5868454,0.5868454,0.019496410202954007,0.048360839976719264,False
KIF13B,-0.13756132,0.2416173661906434,0.3062324032834517,-0.7238045,7.491153963866496e-08,7.13443234653952e-07,-0.58624315,0.58624315,0.2416173661906434,0.3062324032834517,False
GPHN,-0.10809708,0.3762426238447233,0.44899157618007807,-0.6899533,2.873990429819228e-10,4.490610046592544e-09,-0.58185625,0.58185625,0.3762426238447233,0.44899157618007807,False
DISC1,0.3648703,0.06226577276742343,0.08832024506017508,-0.21582365,0.2748052729454112,0.3718609918070517,-0.58069396,0.58069396,0.2748052729454112,0.3718609918070517,False
CADM1,-0.8453646,0.00023458554860521043,0.0005167082568396706,-0.2663126,0.20997531163233377,0.302558085925553,0.579052,0.579052,0.20997531163233377,0.302558085925553,False
RANBP3L,-0.29421213,9.511596141524039e-07,3.128814520238171e-06,0.28388193,0.011899235400202173,0.032870816022657935,0.57809407,0.57809407,0.011899235400202173,0.032870816022657935,False
ABHD2,0.4213791,0.0005260119458840657,0.001099200854619447,-0.15458822,0.14466402772205578,0.22745916308499337,-0.5759673,0.5759673,0.14466402772205578,0.22745916308499337,False
ANK3,-1.8608017,0.03024859422088765,0.04653629880136561,-1.2922688,0.20526992586943413,0.29663284085178343,0.56853294,0.56853294,0.20526992586943413,0.29663284085178343,False
ADAMTS17,-0.17256474,0.059162792390978505,0.08451827484425502,0.39509666,0.0004099587730398164,0.001906784990882867,0.5676614,0.5676614,0.059162792390978505,0.08451827484425502,False
ATP13A4,-0.32685584,2.6511226253001927e-05,6.868193329793246e-05,0.23983413,0.015907137331851822,0.04164172076401001,0.56668997,0.56668997,0.015907137331851822,0.04164172076401001,False
ZNF98,-0.6633785,4.4954561179370114e-05,0.00011380901564397497,-0.09676087,0.6005231495610173,0.6777913651930217,0.5666176,0.5666176,0.6005231495610173,0.6777913651930217,False
DDAH1,-0.32187232,4.6936421359512534e-05,0.00011793070693344857,0.24286962,0.019537779350594583,0.048360839976719264,0.56474197,0.56474197,0.019537779350594583,0.048360839976719264,False
AL033523.1,-0.5931153,0.029932603073355765,0.046252130675934165,-1.1552846,1.132741196997303e-08,1.332636702349768e-07,-0.5621693,0.5621693,0.029932603073355765,0.046252130675934165,False
PRKCA,0.23487043,0.44199849243522993,0.5145500494007333,-0.32645464,0.14148442177322562,0.2245784472590883,-0.5613251,0.5613251,0.44199849243522993,0.5145500494007333,False
MSI2,-0.08449793,0.7870576734131127,0.8241441606420029,0.47596455,0.19055555732213664,0.2817531517275967,0.5604625,0.5604625,0.7870576734131127,0.8241441606420029,False
LHFPL3,-0.10787296,0.8765722881490355,0.8990485006656775,0.451818,0.5573579660845291,0.6377093433461432,0.55969095,0.55969095,0.8765722881490355,0.8990485006656775,False
CALN1,-0.9581335,7.90976259315733e-12,4.45132145852918e-11,-0.400191,3.461461179120522e-08,3.5685166795056926e-07,0.5579425,0.5579425,3.461461179120522e-08,3.5685166795056926e-07,False
ANKRD44,-1.4653044,9.326885811706156e-13,5.551717745063188e-12,-0.9077153,8.020348406731377e-05,0.00043827040473941954,0.55758905,0.55758905,8.020348406731377e-05,0.00043827040473941954,False
STON2,-0.25449833,0.0025557085404666075,0.004803963421929713,0.29775637,0.008178577058886227,0.0243410031514471,0.5522547,0.5522547,0.008178577058886227,0.0243410031514471,False
NOVA1,0.18694735,0.3347639381462698,0.404793153743978,0.7387202,0.0006340158804437377,0.0028053800019634412,0.55177283,0.55177283,0.3347639381462698,0.404793153743978,False
GNG7,0.23135018,0.05745653999129253,0.08243406024575686,-0.31728935,0.010258472707431226,0.029143388373384167,-0.54863954,0.54863954,0.05745653999129253,0.08243406024575686,False
CYFIP1,-0.90571713,8.441837037732658e-05,0.00019867696791824223,-0.36048973,0.13679987158601914,0.21958245840452512,0.5452274,0.5452274,0.13679987158601914,0.21958245840452512,False
MYO1D,0.12039232,0.5724266370116646,0.6431759966423198,0.6637621,0.003018697858381262,0.011017145468544752,0.54336977,0.54336977,0.5724266370116646,0.6431759966423198,False
CACNB2,-0.30719012,0.008069777681919391,0.014034395968555463,0.23549515,0.11177700120457396,0.1891319817336277,0.5426853,0.5426853,0.11177700120457396,0.1891319817336277,False
ZFYVE28,0.5150378,0.00018576931916168362,0.00041745914418355866,-0.026807785,0.2687378819048681,0.36813408480118914,-0.54184556,0.54184556,0.2687378819048681,0.36813408480118914,False
EIF4G3,-0.51575375,7.106403300644631e-08,2.641785613622539e-07,-1.0526018,6.610088664403138e-34,7.344542960447932e-32,-0.53684807,0.53684807,7.106403300644631e-08,2.641785613622539e-07,False
DLGAP1,-0.1892438,0.5635726669756438,0.6341169175709244,0.34711182,0.25718287795681494,0.35473500407836545,0.5363556,0.5363556,0.5635726669756438,0.6341169175709244,False
MGST1,-0.19260553,0.03241827129775729,0.049493543966041664,0.3424554,0.0009460321837454968,0.0040602239645729475,0.5350609,0.5350609,0.03241827129775729,0.049493543966041664,False
SILC1,0.17746878,0.09587988958567935,0.13243078672055159,-0.35699415,0.0009942052579276991,0.004230660672032763,-0.5344629,0.5344629,0.09587988958567935,0.13243078672055159,False
TGFBR1,0.37283158,0.044525175970813576,0.06547819995707878,-0.1611363,0.03514868130662586,0.07558856194973303,-0.53396785,0.53396785,0.044525175970813576,0.07558856194973303,False
GRIN2A,-0.087017775,0.47885350027360407,0.551674539485719,-0.61574423,3.110358335628157e-11,5.868600633260673e-10,-0.52872646,0.52872646,0.47885350027360407,0.551674539485719,False
GPC6,-0.48787558,0.0006436064416763376,0.001313482534033342,0.0392884,0.8228137314964261,0.8624881881513901,0.527164,0.527164,0.8228137314964261,0.8624881881513901,False
FLRT2,-0.27203017,0.003994329454312781,0.0072889223618846375,0.2535696,0.02395412124149198,0.05730651014711,0.5255998,0.5255998,0.02395412124149198,0.05730651014711,False
KCNMB2,-0.2520095,0.29276943478865114,0.3592263003541732,0.27351618,0.3792319849216931,0.47051114754552487,0.5255257,0.5255257,0.3792319849216931,0.47051114754552487,False
FHIT,-0.90894794,1.6396423969634477e-07,5.814334741005134e-07,-1.4326525,7.248049061255673e-20,3.4514519339312726e-18,-0.5237045,0.5237045,1.6396423969634477e-07,5.814334741005134e-07,False
CELF2,-0.7106198,0.015014817597633665,0.024776926728768425,-0.18734646,0.5612422248446909,0.6414196855367896,0.52327335,0.52327335,0.5612422248446909,0.6414196855367896,False
NFIA,-0.7112503,0.00219931109662452,0.004189163993570514,-0.1885891,0.412657931078411,0.5026284178786979,0.5226612,0.5226612,0.412657931078411,0.5026284178786979,False
RDX,-0.34323096,5.7066445434240124e-05,0.00014090480354133364,0.17901993,0.026551497048621354,0.0611785646281598,0.5222509,0.5222509,0.026551497048621354,0.0611785646281598,False
ALDH1A1,-0.5983995,4.66884222899704e-06,1.3978569547895329e-05,-0.079616874,0.26968775409864176,0.3683625788517442,0.5187826,0.5187826,0.26968775409864176,0.3683625788517442,False
MACROD2,-0.5001805,0.03324899420454023,0.05053038632908849,0.016138315,0.9558327093452055,0.9655525946090118,0.5163188,0.5163188,0.9558327093452055,0.9655525946090118,False
ENOX1,-0.63428116,0.00076717270705286,0.0015436070564443865,-0.118540764,0.576614966195508,0.6572079977880491,0.5157404,0.5157404,0.576614966195508,0.6572079977880491,False
MYRF,0.51036096,1.8149963218412078e-06,5.743659246332936e-06,-0.004732847,0.9579524400550683,0.966652310852743,-0.5150938,0.5150938,0.9579524400550683,0.966652310852743,False
OPCML,-0.038665533,0.9515678484690875,0.9588012373305178,0.47626805,0.5032778328731884,0.5852067824106841,0.5149336,0.5149336,0.9515678484690875,0.9588012373305178,False
NAIP,0.37039423,0.0023028025285207784,0.00434491043117128,-0.1404264,0.08467411509938831,0.1501314097506885,-0.5108206,0.5108206,0.08467411509938831,0.1501314097506885,False
LINC02712,-0.8725396,1.062724589392921e-09,5.060593282823433e-09,-0.3634536,0.0044744415496702295,0.015116356586723749,0.509086,0.509086,0.0044744415496702295,0.015116356586723749,False
NAV2,0.16979456,0.6494871499158973,0.7090471068950843,0.67639756,0.009650006529892214,0.027809817089026558,0.506603,0.506603,0.6494871499158973,0.7090471068950843,False
ZDHHC14,0.070388675,0.5556019189770296,0.626383223198455,-0.4353497,6.578842268403335e-09,8.223552835504169e-08,-0.5057384,0.5057384,0.5556019189770296,0.626383223198455,False
RNF144A,-0.45520568,1.0562235128138721e-07,3.8408127738686256e-07,0.049794912,0.5841280360750901,0.6630284177923838,0.5050006,0.5050006,0.5841280360750901,0.6630284177923838,False
SLC25A13,-0.37370133,1.645492606502663e-05,4.558151264550313e-05,0.12963533,0.16098982543588675,0.24578599303188814,0.50333667,0.50333667,0.16098982543588675,0.24578599303188814,False
COL4A5,-0.17802334,0.4075832938976631,0.48120813919440747,0.3253088,0.03394612113443006,0.07395669092468422,0.50333214,0.50333214,0.4075832938976631,0.48120813919440747,False
ANKS1A,0.2934171,0.026647514360610264,0.04176726388810386,-0.20958972,0.0018245518791452189,0.007211667506502841,-0.5030068,0.5030068,0.026647514360610264,0.04176726388810386,False
NEDD4L,0.15522861,0.16403502496756145,0.21611992749349335,-0.34755564,0.00021686362896537476,0.001073582321610766,-0.50278425,0.50278425,0.16403502496756145,0.21611992749349335,False
GLI3,-0.29740533,0.0003403705136208888,0.0007288447829141087,0.20493388,0.08176657238676714,0.1457514659300662,0.50233924,0.50233924,0.08176657238676714,0.1457514659300662,False
CNTN2,0.2942953,0.011196402293933077,0.018849162110998446,-0.20555139,0.06280164737106558,0.11939476686514369,-0.4998467,0.4998467,0.06280164737106558,0.11939476686514369,False
SMOC1,0.40420777,0.0002504603515075413,0.0005480532855744886,-0.093542874,0.3227711545620774,0.4159422094872131,-0.49775064,0.49775064,0.3227711545620774,0.4159422094872131,False
KCNQ3,-1.5550382,0.00479007067819228,0.008630757978724828,-1.0579071,0.048057408421286814,0.09524133486976606,0.4971311,0.4971311,0.048057408421286814,0.09524133486976606,False
GSN,0.95659614,2.3722507911085467e-16,1.928659179763046e-15,0.4599669,4.954600443595979e-06,3.393561947668479e-05,-0.49662924,0.49662924,4.954600443595979e-06,3.393561947668479e-05,False
EPB41L2,-1.4371357,7.549735615588916e-06,2.227060653566052e-05,-0.9420183,0.000565775027924711,0.0025371077485413047,0.49511743,0.49511743,0.000565775027924711,0.0025371077485413047,False
CHD7,-0.067481995,0.48218086143302075,0.554868655273902,-0.55905104,3.260627844150884e-08,3.3964873376571705e-07,-0.49156904,0.49156904,0.48218086143302075,0.554868655273902,False
PHYHIPL,0.33566093,0.004925418808493478,0.008858666921750859,-0.15450239,0.15758386658872575,0.2420200537647263,-0.49016333,0.49016333,0.15758386658872575,0.2420200537647263,False
MGAT5,0.70640063,1.1244201326686473e-05,3.2218341910276434e-05,0.22014928,0.006100115719678239,0.019427120126363818,-0.48625135,0.48625135,0.006100115719678239,0.019427120126363818,False
TMEM178B,-0.2395559,0.003422654994657843,0.006291645210768093,0.24587142,0.005873763836233877,0.019008944453831316,0.48542732,0.48542732,0.005873763836233877,0.019008944453831316,False
MTRNR2L12,-0.44821268,1.7321485089281459e-10,8.748224792566393e-10,-0.93254864,2.818526711825286e-09,3.758035615767048e-08,-0.48433596,0.48433596,2.818526711825286e-09,3.758035615767048e-08,False
CD44,0.4104433,0.02357369036903064,0.03724121701268664,-0.07388076,0.05359436758702607,0.10488134557147959,-0.48432407,0.48432407,0.05359436758702607,0.10488134557147959,False
AL078590.2,0.96928644,2.3953272078176353e-23,3.0240565847784455e-22,0.4868616,1.4370808907872932e-15,4.226708502315568e-14,-0.48242486,0.48242486,1.4370808907872932e-15,4.226708502315568e-14,False
NEO1,0.28997564,0.02827073859461332,0.043968993879012395,-0.19072485,0.13469201342315554,0.21794824178504132,-0.4807005,0.4807005,0.13469201342315554,0.21794824178504132,False
DANT2,-0.107613444,0.2670583688645435,0.3329904848685081,0.3730091,0.0002728377559636606,0.0013054438084385675,0.48062253,0.48062253,0.2670583688645435,0.3329904848685081,False
FUT9,-0.054356575,0.6624377504370498,0.7208245380163762,0.4258361,0.005615854736985704,0.018352466460737595,0.48019266,0.48019266,0.6624377504370498,0.7208245380163762,False
PTGDS,0.49290466,0.010255111696025419,0.01738154524750071,0.97202206,1.0922222518485026e-07,1.0020387631637639e-06,0.4791174,0.4791174,0.010255111696025419,0.01738154524750071,False
ATG4C,-0.68184495,7.495814113294878e-13,4.515550670659565e-12,-0.20836806,0.06034868226367463,0.11516924096121113,0.4734769,0.4734769,0.06034868226367463,0.11516924096121113,False
MAP2,-0.262967,0.01998065598459384,0.03212324113278753,0.21049505,0.12656280702677936,0.20748001151931042,0.47346205,0.47346205,0.12656280702677936,0.20748001151931042,False
AATK,0.5554352,2.268824773789481e-06,7.067989949499941e-06,0.08245993,0.4259364173409508,0.5119428093040274,-0.47297525,0.47297525,0.4259364173409508,0.5119428093040274,False
ZHX3,-0.25785637,0.0007942678864215333,0.0015917192112655978,0.21354675,0.046596615184846216,0.09337999035039322,0.47140312,0.47140312,0.046596615184846216,0.09337999035039322,False
TOX,-0.2650201,0.00023675893372333191,0.0005203493048864437,0.20635802,0.07159398712711283,0.1330743255150796,0.47137812,0.47137812,0.07159398712711283,0.1330743255150796,False
DGKI,0.4501114,4.80169324395876e-07,1.6167317319726464e-06,-0.014960885,0.8835366375272119,0.9106081332812077,-0.46507227,0.46507227,0.8835366375272119,0.9106081332812077,False
PDE8A,-0.5971241,0.07860904732043912,0.10978917223525017,-1.0592766,0.004359848564937916,0.014982297474013459,-0.46215248,0.46215248,0.07860904732043912,0.10978917223525017,False
FNBP1,-0.43682003,0.006055424789042696,0.01067976153270317,0.02350521,0.883855703739842,0.9106081332812077,0.46032524,0.46032524,0.883855703739842,0.9106081332812077,False
ABCA2,0.5058594,4.728727615532121e-06,1.4115604822483944e-05,0.05015111,0.614636532496968,0.6898277581335219,-0.45570827,0.45570827,0.614636532496968,0.6898277581335219,False
PPP3CA,-0.7028043,3.468455131253406e-07,1.212746549389303e-06,-0.24828362,0.03419907601250222,0.07418454666486382,0.4545207,0.4545207,0.03419907601250222,0.07418454666486382,False
RBM47,0.3120329,0.018940042986736596,0.03074682303041655,-0.14238542,0.06895009296460015,0.12936227573095713,-0.45441833,0.45441833,0.06895009296460015,0.12936227573095713,False
NEGR1,-0.54649186,8.903080380789723e-06,2.6108740119617955e-05,-0.09324217,0.46815978669843905,0.5514249548862651,0.4532497,0.4532497,0.46815978669843905,0.5514249548862651,False
ZFHX3,-0.4914497,0.002259059493673711,0.004270433825470153,-0.038467526,0.8330285365409895,0.8713687620721648,0.4529822,0.4529822,0.8330285365409895,0.8713687620721648,False
IGF1R,-0.9488801,1.3767073904570697e-14,9.494533727290137e-14,-0.49697185,2.0101039741618334e-05,0.00012182448328253536,0.45190823,0.45190823,2.0101039741618334e-05,0.00012182448328253536,False
EPHB1,-0.35227638,1.2756881871233772e-05,3.5833937840544306e-05,0.09906316,0.41565930520225747,0.5050538337816008,0.45133954,0.45133954,0.41565930520225747,0.5050538337816008,False
RGS1,0.4595374,9.014980297002486e-05,0.00021161925579818043,0.009157525,0.21688384175689399,0.3107218363279284,-0.45037985,0.45037985,0.21688384175689399,0.3107218363279284,False
RGS20,-0.32003766,0.0033707145248685925,0.00621903048868744,0.13027784,0.12176939821758112,0.20127173259104317,0.4503155,0.4503155,0.12176939821758112,0.20127173259104317,False
IQCA1,-0.48423818,1.5696768693955029e-07,5.614001754873386e-07,-0.03411734,0.810000767796854,0.8544311896591288,0.45012084,0.45012084,0.810000767796854,0.8544311896591288,False
NLGN4X,-0.3231787,0.0020136634556748166,0.0038428691902191157,0.12651706,0.18750031019098615,0.27965635008493744,0.44969577,0.44969577,0.18750031019098615,0.27965635008493744,False
LPAR6,-0.66703737,1.9002482874697562e-05,5.1358061823506924e-05,-0.22206199,0.0585749160332289,0.11267702919297017,0.44497538,0.44497538,0.0585749160332289,0.11267702919297017,False
RYBP,0.050092697,0.7148232827890197,0.7653354205449889,-0.39439678,0.01715164217284743,0.044091625123001105,-0.44448948,0.44448948,0.7148232827890197,0.7653354205449889,False
MT-ND1,-0.22716773,0.004182877327405761,0.007605231504374111,0.21412265,0.057526728329972215,0.11159486951341974,0.44129038,0.44129038,0.057526728329972215,0.11159486951341974,False
SEMA6A,0.31920838,0.0031858471702706334,0.005899716981982654,-0.12124276,0.2626920907621723,0.36084078401397296,-0.44045115,0.44045115,0.2626920907621723,0.36084078401397296,False
SOCS6,-0.5658865,5.880764526885995e-09,2.5457855094744565e-08,-0.12882817,0.13625641987562523,0.21958245840452512,0.43705833,0.43705833,0.13625641987562523,0.21958245840452512,False
ZEB1,-0.22403944,0.23856455055211362,0.30274689156359597,0.21072042,0.2691914619064314,0.3682509738802071,0.43475986,0.43475986,0.2691914619064314,0.3682509738802071,False
TRIO,0.5355787,0.03034993328054831,0.0466204812297209,0.100869894,0.4544966423706981,0.5391419245204011,-0.43470883,0.43470883,0.4544966423706981,0.5391419245204011,False
SAMD4A,0.5455221,0.049070617893583184,0.07163593853077836,0.111052275,0.29864870249472264,0.39509944329129143,-0.43446982,0.43446982,0.29864870249472264,0.39509944329129143,False
MVB12B,0.059295177,0.6414367070142972,0.7017907078931042,-0.37325668,0.0016133893503890585,0.006585262654649218,-0.43255186,0.43255186,0.6414367070142972,0.7017907078931042,False
PDZRN4,-0.28473917,0.0007266876591690631,0.0014650960870344015,0.14742154,0.15906917193373818,0.24359750678979813,0.4321607,0.4321607,0.15906917193373818,0.24359750678979813,False
GRB2,0.25991207,0.013591056927343276,0.022689577508085604,-0.17137039,0.004341520412230119,0.014970760042172824,-0.43128246,0.43128246,0.013591056927343276,0.022689577508085604,False
AC120193.1,-0.35375866,0.03289024436522218,0.05013756762991185,0.07666089,0.13659745509010188,0.21958245840452512,0.43041956,0.43041956,0.13659745509010188,0.21958245840452512,False
DBNDD2,-0.27746034,0.01643171583900996,0.026893151946006486,0.1522634,0.07024262312397837,0.1309110752929791,0.42972374,0.42972374,0.07024262312397837,0.1309110752929791,False
MMD2,-0.4098373,6.217517557121029e-08,2.3510920855664623e-07,0.019042194,0.8936529964092834,0.9169203901026115,0.4288795,0.4288795,0.8936529964092834,0.9169203901026115,False
CAMTA1,0.35573125,0.002952939237328016,0.005488734641873635,-0.072915554,0.36794859269724667,0.46166699209190293,-0.4286468,0.4286468,0.36794859269724667,0.46166699209190293,False
AC004852.2,-0.1577917,0.24367555835043458,0.3079444844037263,0.27082837,0.05276623064827638,0.10346319734956153,0.42862007,0.42862007,0.24367555835043458,0.3079444844037263,False
ABCA8,-0.72520876,5.919829880530709e-10,2.8460720579474563e-09,-1.1536956,7.211176923184063e-19,2.7735295858400244e-17,-0.42848682,0.42848682,5.919829880530709e-10,2.8460720579474563e-09,False
RUNX2,0.2718891,0.030986030380725577,0.04745180762745111,-0.15639096,0.05407367768326623,0.10561265172512935,-0.42828006,0.42828006,0.05407367768326623,0.10561265172512935,False
TIAM1,0.011620045,0.925935044652911,0.9400355783278285,-0.41635227,0.00011959792304952752,0.0006327932436482938,-0.42797232,0.42797232,0.925935044652911,0.9400355783278285,False
ALCAM,-1.186266,1.0530026319072724e-10,5.427848618078723e-10,-0.75874424,8.017990315246748e-05,0.00043827040473941954,0.4275217,0.4275217,8.017990315246748e-05,0.00043827040473941954,False
SIPA1L2,0.30151486,0.025325399143443797,0.03988251833613196,-0.12388319,0.12151315793925827,0.20118072506499712,-0.42539805,0.42539805,0.12151315793925827,0.20118072506499712,False
PPFIBP1,-0.48657978,4.613038496360812e-07,1.5637418631731567e-06,-0.0611912,0.3762936016662305,0.4691637102764959,0.42538857,0.42538857,0.3762936016662305,0.4691637102764959,False
AC105402.3,-0.6701535,1.3057403085898804e-09,6.101590227055516e-09,-0.24490654,0.015111917664913786,0.03987313368051131,0.42524695,0.42524695,0.015111917664913786,0.03987313368051131,False
AL139294.1,0.2473073,0.026317792914358235,0.041315216506056886,0.67210823,2.278350632814815e-19,9.493127636728395e-18,0.42480093,0.42480093,0.026317792914358235,0.041315216506056886,False
IL1RAP,0.44254795,0.00014139057909055025,0.0003242903190150235,0.018892646,0.7311395716554455,0.7870178381651728,-0.4236553,0.4236553,0.7311395716554455,0.7870178381651728,False
CHL1,-0.1818412,0.15024127884920646,0.19978893463990222,0.2403304,0.10397450130907501,0.1789578335784424,0.4221716,0.4221716,0.15024127884920646,0.19978893463990222,False
SOX2-OT,0.15371132,0.6813908731019634,0.7374360098506098,-0.26706123,0.4370818766886476,0.522825211350057,-0.42077255,0.42077255,0.6813908731019634,0.7374360098506098,False
KCTD8,-0.7686267,9.163457446024863e-14,5.874011183349271e-13,-0.348284,0.0008205975858424524,0.003537058559665743,0.42034268,0.42034268,0.0008205975858424524,0.003537058559665743,False
LINC00511,-0.10370982,0.5506235159961204,0.6214712370159372,0.31613994,0.063754735488952,0.12046624104437065,0.41984975,0.41984975,0.5506235159961204,0.6214712370159372,False
IMMP2L,-0.8806386,1.5026934459437765e-16,1.2418954098708897e-15,-0.4637785,1.968362433724558e-07,1.726633713793472e-06,0.4168601,0.4168601,1.968362433724558e-07,1.726633713793472e-06,False
RAB3IP,0.21790719,0.05036882556689253,0.073423943975062,-0.19685066,5.4938616342955414e-05,0.0003121512292213376,-0.41475785,0.41475785,0.05036882556689253,0.073423943975062,False
HIF1A-AS3,0.5377182,0.0001015357770149966,0.0002361297139883642,0.123797454,2.0923779988850953e-07,1.8194591294653002e-06,-0.41392073,0.41392073,0.0001015357770149966,0.0002361297139883642,False
C1orf21,-0.09998745,0.2515726781787985,0.31644362035068996,0.31174743,0.003815881651172596,0.013295754882134482,0.41173488,0.41173488,0.2515726781787985,0.31644362035068996,False
KCNN3,-0.23114967,0.0063603673860139695,0.011197829904954174,0.18037707,0.13411622797689202,0.21736827873078124,0.41152674,0.41152674,0.13411622797689202,0.21736827873078124,False
MEF2C-AS1,-0.43329087,5.070123748375211e-09,2.2140278377184328e-08,-0.023399651,0.8050860151501977,0.8517319255764004,0.40989122,0.40989122,0.8050860151501977,0.8517319255764004,False
AC008050.1,-0.30988672,2.1340365175199e-06,6.689769647397805e-06,0.099319756,0.35045934687514335,0.4441816817175454,0.40920648,0.40920648,0.35045934687514335,0.4441816817175454,False
MT-CO2,-0.9051416,8.17706889620876e-05,0.00019469211657639906,-0.4962709,0.09140838870356961,0.16008474378908866,0.4088707,0.4088707,0.09140838870356961,0.16008474378908866,False
UTRN,-0.41779962,0.0002198917777887183,0.00048541231299937816,-0.010758817,0.9192385816996238,0.9370423870536431,0.4070408,0.4070408,0.9192385816996238,0.9370423870536431,False
