gene,coefficient,abs_coefficient,z_score,pvalue,padj,significant
CAMKMT,-0.028461683854044337,0.028461683854044337,11.701047703766967,0.0,0.0,True
ANKRD44,-0.022960965192964523,0.022960965192964523,9.43961539398639,0.0,0.0,True
LINC00882,0.026534604386516135,0.026534604386516135,10.908794901925337,0.0,0.0,True
ESRRG,-0.02725779529360139,0.02725779529360139,11.206110104572161,0.0,0.0,True
DPYSL5,-0.022003518573954266,0.022003518573954266,9.045993968764302,0.0,0.0,True
AC079352.1,0.04381575332982249,0.04381575332982249,18.013348139129416,0.0,0.0,True
CTNNA2,0.020458414266300986,0.020458414266300986,8.410777187358804,0.0,0.0,True
GLUL,-0.0194812323363112,0.0194812323363112,8.00904226412991,1.1102230246251565e-15,4.163336342344337e-13,True
PDE1A,0.019362257375381418,0.019362257375381418,7.960129778820458,1.7763568394002505e-15,5.921189464667501e-13,True
PLCL1,-0.018881941346355118,0.018881941346355118,7.762664274061785,8.215650382226158e-15,2.4646951146678475e-12,True
PDE4B,-0.01836998143885462,0.01836998143885462,7.552189471137283,4.285460875053104e-14,1.1687620568326649e-11,True
LRRTM4,0.017004837956552873,0.017004837956552873,6.990957427003342,2.730260462158185e-12,6.825651155395462e-10,True
RNF220,-0.016500326588140574,0.016500326588140574,6.783544836126495,1.1726175586090903e-11,2.7060405198671318e-09,True
ST6GALNAC3,0.015563919148020241,0.015563919148020241,6.398572949600063,1.5683587761827766e-10,3.3607688061059494e-08,True
FAM171B,-0.014956520421422976,0.014956520421422976,6.148861740960101,7.804097368335761e-10,1.560819473667152e-07,True
FIGN,0.014749649652026702,0.014749649652026702,6.063813900725701,1.3293095513233766e-09,2.492455408731331e-07,True
CLIC4,0.014630734244727207,0.014630734244727207,6.01492589885414,1.7996899526195875e-09,3.175923445799272e-07,True
AC061958.1,0.01373882308378246,0.01373882308378246,5.648247135389003,1.6209204867223548e-08,2.701534144537258e-06,True
LRP1B,0.013419298340543884,0.013419298340543884,5.516885467458832,3.450601493426575e-08,5.448318147515645e-06,True
