gene,coefficient,abs_coefficient,z_score,pvalue,padj,significant
AC006059.1,0.022379679903982628,0.022379679903982628,10.005040777871576,0.0,0.0,True
MTRNR2L12,0.019920693410459458,0.019920693410459458,8.905728354928629,0.0,0.0,True
AC012494.1,0.033994478850954205,0.033994478850954205,15.1975429758387,0.0,0.0,True
PLD5,-0.021182085492793996,0.021182085492793996,9.469645232863755,0.0,0.0,True
PDE4B,-0.01905058477152198,0.01905058477152198,8.516738322403695,0.0,0.0,True
DPP10,0.02902867884175261,0.02902867884175261,12.977536621861514,0.0,0.0,True
ST6GALNAC3,-0.0323610033900116,0.0323610033900116,14.467282817226021,0.0,0.0,True
LINC00882,0.018189871366231732,0.018189871366231732,8.131948515090269,4.440892098500626e-16,1.6653345369377348e-13,True
ANKRD44,0.017856148055946233,0.017856148055946233,7.982754454127022,1.3322676295501878e-15,4.440892098500626e-13,True
AC073050.1,-0.016119824126903017,0.016119824126903017,7.206514946314398,5.739853037312059e-13,1.7219559111936178e-10,True
LINC01473,0.014608037349077738,0.014608037349077738,6.5306568274993335,6.548184217081143e-11,1.785868422840312e-08,True
SMYD3,0.013611625444851227,0.013611625444851227,6.085201763972315,1.1634471164256865e-09,2.9086177910642164e-07,True
LMCD1-AS1,-0.012490772952651248,0.012490772952651248,5.584114396389184,2.3489405975851696e-08,5.420632148273468e-06,True
LIMS1,-0.012283983680779414,0.012283983680779414,5.491667359327859,3.9815677421728424e-08,8.531930876084662e-06,True
HIVEP3,-0.011958858682340864,0.011958858682340864,5.346317252389812,8.976182019893031e-08,1.7952364039786062e-05,True
LRRC7,-0.011767226672253352,0.011767226672253352,5.260646407967688,1.4354984978481866e-07,2.69155968346535e-05,True
CNTNAP5,-0.01158640466041158,0.01158640466041158,5.179808272222423,2.2211407046945908e-07,3.919660067108101e-05,True
SEMA3B,0.011433698026682615,0.011433698026682615,5.111539373647251,3.1954420487423363e-07,5.325736747903894e-05,True
KCND3,-0.011328532435136348,0.011328532435136348,5.064524133198609,4.0942177159664084e-07,6.464554288368014e-05,True
GULP1,-0.01125055926742943,0.01125055926742943,5.029665514762842,4.913362068315053e-07,7.370043102472579e-05,True
NECTIN3,0.011195419685784216,0.011195419685784216,5.005014860008081,5.585772180349835e-07,7.979674543356907e-05,True
SYT14,-0.01084490745857746,0.01084490745857746,4.848315160039535,1.2451447388706072e-06,0.00016899848752300497,True
RPL37A,0.010827245528739506,0.010827245528739506,4.84041923261775,1.2956550710097048e-06,0.00016899848752300497,True
KAZN,0.010317470562314796,0.010317470562314796,4.612519667096721,3.978168902074586e-06,0.0004972711127593232,True
PARD3B,-0.009825816944322361,0.009825816944322361,4.392721416285857,1.1194052975671553e-05,0.0012916214971928717,True
F3,-0.009829553119032422,0.009829553119032422,4.3943917073931384,1.1108336107845673e-05,0.0012916214971928717,True
CADPS,-0.00975160455742418,0.00975160455742418,4.359544089339043,1.303336937485966e-05,0.0014481521527621845,True
ARHGEF4,0.00954364460421726,0.00954364460421726,4.2665736884697605,1.984979504721096e-05,0.002126763755058317,True
CHI3L1,-0.009185261172386501,0.009185261172386501,4.106355094416402,4.019514187936224e-05,0.004158118125451266,True
VRK2,0.008936682529560576,0.008936682529560576,3.995225736505488,6.463264019607173e-05,0.006463264019607173,True
CACNA2D3,0.008604693515225617,0.008604693515225617,3.8468070084237005,0.00011966715595868038,0.011580692512130359,True
AC011246.1,0.008460027207078613,0.008460027207078613,3.7821326110058298,0.00015549048408591837,0.014577232883054847,True
GLUL,-0.008319201967763383,0.008319201967763383,3.719175398572614,0.00019987422630185492,0.018170384209259538,True
RBMS3,-0.008210613580080873,0.008210613580080873,3.6706299657769685,0.00024195340499999496,0.02073886328571385,True
ARPP21,0.00821231562736414,0.00821231562736414,3.671390881596498,0.00024123406926523927,0.02073886328571385,True
TET3,0.008169045245568711,0.008169045245568711,3.652046461292243,0.0002601588003534605,0.02167990002945504,True
NEGR1,-0.007926726491961529,0.007926726491961529,3.543715644163289,0.00039453051630222724,0.03198896078126167,True
RARB,0.007905390451874248,0.007905390451874248,3.5341771721195685,0.0004090467862054581,0.03229316733200985,True
BMPR2,-0.00784472159990696,0.00784472159990696,3.507054606449121,0.00045309615822342053,0.03485355063257081,True
MEIS1,0.007787338897157217,0.007787338897157217,3.4814011438697254,0.0004987978633443912,0.03701362096110637,True
AC007364.1,0.007764459408065724,0.007764459408065724,3.4711726588190293,0.0005181906934554892,0.03701362096110637,True
RBMS1,0.007764871874321208,0.007764871874321208,3.4713570556345026,0.0005178349484744604,0.03701362096110637,True
PDK1,0.007681196159685211,0.007681196159685211,3.4339490613896113,0.0005948559717565693,0.04150157942487693,True
RPS27,0.007650232037874328,0.007650232037874328,3.4201062672702127,0.000625966777872522,0.042679553036762866,True
SLC4A5,0.007604369007526317,0.007604369007526317,3.3996027796958908,0.0006748381176144846,0.04498920784096565,True
CLIC4,-0.007561831679535922,0.007561831679535922,3.380586077805983,0.0007233141523272923,0.04717266210830168,True
