"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Sex","Dataset"
"AC018832.1",-0.510552140188605,2.48214704083052,-1.37219254519576,0.193424068287973,0.764990275634834,-5.28330264005656,"F","gse225158"
"RPS26",0.198939358589526,3.91451395006615,1.37217867157083,0.193428280181509,0.764990275634834,-5.53924406393819,"F","gse225158"
"CD163",0.597608665951002,0.474288224036384,1.37206459955054,0.193462914162368,0.764990275634834,-5.04548238850157,"F","gse225158"
"CDKL4",0.210521531918918,1.63065786542755,1.37192850142379,0.193504242268813,0.764990275634834,-5.20723632253288,"F","gse225158"
"ZC4H2",0.112469260433766,6.04838873178656,1.37192632219237,0.193504904082044,0.764990275634834,-5.67839320433564,"F","gse225158"
"PKDCC",0.203342711313442,1.10308128192087,1.37190780039636,0.193510529062119,0.764990275634834,-5.11126349783928,"F","gse225158"
"AL162511.1",-0.333900550553221,4.00862530026198,-1.37175791924766,0.193556052187954,0.764990275634834,-5.52721863340605,"F","gse225158"
"CDC42EP1",0.174752221143017,4.20939814370202,1.37174184450392,0.19356093506291,0.764990275634834,-5.57057452081483,"F","gse225158"
"RPP30",0.102071356234734,4.19675087027737,1.37155516599336,0.193617648067794,0.764990275634834,-5.5673279479061,"F","gse225158"
"AP000462.2",-0.61754695284118,-0.119909300441406,-1.37150126488289,0.193634025786966,0.764990275634834,-4.88576142618556,"F","gse225158"
"SOX3",0.336967959267902,-1.52872645677666,1.37144952712041,0.193649747249093,0.764990275634834,-4.76877186380106,"F","gse225158"
"AC024475.1",-0.653757098086513,-2.00665288850252,-1.37142613567809,0.193656855509531,0.764990275634834,-4.70845874129782,"F","gse225158"
"ANO9",-0.392627667041925,-0.896050111119043,-1.37117705459879,0.19373256030136,0.764990275634834,-4.82484100814848,"F","gse225158"
"CD83",0.351534544864509,1.89557608807487,1.37112487481845,0.193748422713531,0.764990275634834,-5.24774667166503,"F","gse225158"
"AC012313.6",-0.187965966378136,1.2942635998899,-1.37096254740966,0.1937977763206,0.764990275634834,-5.12825466643309,"F","gse225158"
"ANKK1",-0.336879242674001,0.836952995490106,-1.37095137024104,0.193801174978263,0.764990275634834,-5.04953765956518,"F","gse225158"
"AC010999.2",-0.393486447444285,-1.24159853123044,-1.37082742318745,0.193838867019306,0.764990275634834,-4.78053436039631,"F","gse225158"
"AC008708.2",-0.534073113057382,1.62365451058776,-1.37069467696583,0.193879241548958,0.764990275634834,-5.16721982350152,"F","gse225158"
"FP475955.3",-0.906396427642781,-2.83830017025097,-1.37067550607501,0.193885072912628,0.764990275634834,-4.65772955567652,"F","gse225158"
"MYO7B",-0.304965556684779,-0.731840046243437,-1.3705891125472,0.193911353713213,0.764990275634834,-4.84037772615787,"F","gse225158"
"C21orf58",0.117035346512585,3.52800770227276,1.37055023687314,0.19392318059834,0.764990275634834,-5.49714547295435,"F","gse225158"
"SRSF5",-0.133223193025047,6.82937821205992,-1.37050354216555,0.193937386998962,0.764990275634834,-5.68469787853868,"F","gse225158"
"AJ006995.1",-0.566515564713699,0.202982071848028,-1.37022343911853,0.194022623516553,0.765054977767258,-4.93369109694778,"F","gse225158"
"AC018953.2",0.304274432627771,2.39237824982831,1.37018333318602,0.194034830436484,0.765054977767258,-5.33681032034484,"F","gse225158"
"VRTN",-0.202642254666843,0.223619062908025,-1.3699669821352,0.194100691426327,0.765054977767258,-4.96841786845018,"F","gse225158"
"LINC01485",0.403910616837785,-1.43002036404214,1.36990395118586,0.194119882588188,0.765054977767258,-4.77918895837107,"F","gse225158"
"ZNF75D",0.125827402159947,5.05765468161054,1.36984009463479,0.194139326712182,0.765054977767258,-5.63805103381728,"F","gse225158"
"RBM4B",-0.194336092076166,4.8273197116274,-1.36973944592478,0.194169977183975,0.765054977767258,-5.6114898377463,"F","gse225158"
"USP53",0.148953478684451,5.53868040006262,1.36967701938759,0.194188989885089,0.765054977767258,-5.66359567907839,"F","gse225158"
"AL078587.1",-0.389340379793214,-1.87321601431304,-1.36962021994639,0.194206290119773,0.765054977767258,-4.72502292709132,"F","gse225158"
"LINC00354",0.256822262434936,2.01956281441925,1.3695611035355,0.194224297412274,0.765054977767258,-5.27147852217692,"F","gse225158"
"ANAPC16",0.09274028938999,6.32592777173546,1.36940724811318,0.194271169332435,0.765121204423303,-5.68620784544149,"F","gse225158"
"CRHR2",-0.308407925480921,0.743292078363957,-1.36917515608982,0.194341893543673,0.765204630876,-5.04310618650731,"F","gse225158"
"ZNF568",-0.110846162820794,5.23449588247552,-1.36906724958828,0.194374782538918,0.765204630876,-5.64297669189118,"F","gse225158"
"PLPP6",0.172761074599343,1.38537682863998,1.36904180394035,0.194382538824712,0.765204630876,-5.16208586294454,"F","gse225158"
