"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Sex","Dataset"
"BASP1-AS1",2.24211307478894,3.92385135062541,28.2337643791703,1.52125373490814e-28,3.44392114013378e-26,55.0474533852891," Male","gse174409"
"KIAA1549L",1.49780837151955,8.43716723368369,28.231037157452,1.52701789583267e-28,3.44392114013378e-26,54.9367612620983," Male","gse174409"
"AACS",1.45933134800193,5.80613663736716,28.1164327515035,1.79058369023517e-28,3.96314046613675e-26,54.811678974389," Male","gse174409"
"SBNO1",0.69470080785164,7.7254001951817,28.111516413549,1.80287974677418e-28,3.96314046613675e-26,54.7663245638168," Male","gse174409"
"FAM13A",1.34325224732457,6.15210095583399,28.0806574791239,1.88205812143073e-28,4.08547766709576e-26,54.7465851322759," Male","gse174409"
"LINC02217",6.424590976703,1.67347331583035,27.8973274092837,2.43170569552702e-28,5.21345692697805e-26,52.9218595069455," Male","gse174409"
"HTR2A",2.74641720545606,6.0407928511432,27.7843754206641,2.84970373055739e-28,6.03511646156824e-26,54.358610625367," Male","gse174409"
"ABCA1",-2.15320870317618,6.78844145137286,-27.7437198197258,3.01756826044985e-28,6.31362535071954e-26,54.2627247157025," Male","gse174409"
"CDK14",1.73195290172341,7.61170321457074,27.7213610709613,3.11416443958584e-28,6.43816424498187e-26,54.2164779735837," Male","gse174409"
"SERPINF1",3.83606464302878,3.59160470252363,27.6903017348642,3.25362571373838e-28,6.64734872291538e-26,54.2063943708815," Male","gse174409"
"SLC35D3",-7.88491576919154,-0.940139100669207,-27.6163770009644,3.61184553285319e-28,7.29340808413122e-26,50.534120730647," Male","gse174409"
"SLC16A7",1.34823745612256,6.28512042438917,27.5937768709142,3.72922720455055e-28,7.44388041772698e-26,54.0515977461403," Male","gse174409"
"TMEM272",-5.14852928589736,3.64384167993091,-27.5824804968999,3.78935463130849e-28,7.47794687810263e-26,53.9387365887314," Male","gse174409"
"MSC-AS1",3.52857871239235,2.03548397057337,27.5621538908414,3.90005752011189e-28,7.60993246002956e-26,53.6209890462459," Male","gse174409"
"STRIP2",-2.93921837175313,6.69667959411057,-27.5109401313566,4.19388624099281e-28,8.09233649567569e-26,53.945247950333," Male","gse174409"
"RGS6",1.75004556597088,4.98477214238955,27.3922125720929,4.96537097277661e-28,9.47567388057566e-26,53.8333303890006," Male","gse174409"
"ZNF599",-1.726816942095,2.58527121937026,-27.34671798758,5.29819942398096e-28,1.00009273040058e-25,53.6866120880954," Male","gse174409"
"DRD1",-2.55145216761292,6.10189139154468,-27.3016674381734,5.6502988208269e-28,1.05508698196215e-25,53.6610015348085," Male","gse174409"
"SLC22A10",2.41297405126575,2.42151606317812,27.284631935584,5.78960148568765e-28,1.06959807872821e-25,53.5214141556102," Male","gse174409"
"FAM162B",2.87649043712816,1.66935415223965,27.1993870573624,6.54132898857761e-28,1.19575493911199e-25,53.0721017737193," Male","gse174409"
"RPSAP35",6.09148929906256,-2.12460566042985,27.1369255624704,7.15497489087062e-28,1.29430514536312e-25,49.828881185363," Male","gse174409"
"FAM81A",1.93305439475084,5.91831628456495,27.0746609276097,7.82541878064041e-28,1.40099198499589e-25,53.3263577267831," Male","gse174409"
"PAK1",1.86581000826626,7.82225464809668,27.0432386320677,8.18783238922085e-28,1.44682223205185e-25,53.2384849325695," Male","gse174409"
"PANK1",0.948374879932478,4.73569400459944,27.0381569061894,8.24803644898846e-28,1.44682223205185e-25,53.3242085700657," Male","gse174409"
"SCN8A",1.14988878651832,8.48766410209667,27.0052621517611,8.64885630759955e-28,1.50196038637774e-25,53.182547132811," Male","gse174409"
"SLC45A4",1.2130163330296,5.56784663095298,26.981849561997,8.94622981114532e-28,1.53822006832029e-25,53.1956212394235," Male","gse174409"
"HERC1",0.747783327615854,9.63444318690638,26.9735791564427,9.05375865547486e-28,1.54144679226447e-25,53.1437982110584," Male","gse174409"
"LMO4",2.15840542225691,7.67188464858238,26.9514778574548,9.34764675023332e-28,1.57603139285973e-25,53.1063116869404," Male","gse174409"
"PTPDC1",-1.25375792352005,6.29263042298929,-26.9357809023628,9.56228620750905e-28,1.59671790653464e-25,53.0990761068619," Male","gse174409"
"STX1A",3.02182994088454,5.78120738771727,26.9191984551454,9.79451560217221e-28,1.61991959949831e-25,53.1348226790168," Male","gse174409"
"LOC124900848",7.10201038120035,-1.80717345463899,26.8989994235968,1.00852064275387e-27,1.6522612718928e-25,49.6669342219269," Male","gse174409"
"WFS1",-2.26766341551924,6.13654225478594,-26.847052586661,1.08740157298604e-27,1.75776288730844e-25,52.9920081782699," Male","gse174409"
"MEIS2",-2.1491022968159,6.60527218522834,-26.8434118475804,1.09316130271399e-27,1.75776288730844e-25,52.9663666148454," Male","gse174409"
"OLFM1",2.80778889808294,7.77970706436297,26.7830012987148,1.19342184562143e-27,1.90137282303318e-25,52.8629354817534," Male","gse174409"
"ENSA",0.760756103179213,7.78021808224564,26.5790202360163,1.60710696352517e-27,2.53718359350709e-25,52.5531654354101," Male","gse174409"
"ZBTB18",1.51098009278541,7.41652615782139,26.5441324630136,1.69137449362023e-27,2.64616301407287e-25,52.5044370066783," Male","gse174409"
"C3orf80",3.96145810441638,3.1111219195948,26.5033841421006,1.79554433404775e-27,2.75951791902337e-25,52.4413111973826," Male","gse174409"
"DPYSL5",-1.55132361014388,6.12562524383531,-26.5033594609384,1.79560937953265e-27,2.75951791902337e-25,52.4718074802301," Male","gse174409"
"RAB15",1.36545800370603,6.30968769156552,26.4629909544586,1.90529150989114e-27,2.90239406673417e-25,52.4022188796486," Male","gse174409"
"KCNH7",1.83295433955867,5.30539970306608,26.4385689668005,1.97495098095174e-27,2.98234771610504e-25,52.4246480699855," Male","gse174409"
"NPM2",1.5951776074333,4.21923530753729,26.4274770307913,2.00744392195713e-27,3.00528199557823e-25,52.4685724353359," Male","gse174409"
"GABRB2",1.73135614417505,8.83579676532859,26.4066628266874,2.06990134406793e-27,3.07229972146014e-25,52.3022052763248," Male","gse174409"
"DPP10",1.80049198709452,6.98239416937998,26.3712555434309,2.18075316180926e-27,3.20940333965928e-25,52.2539265311523," Male","gse174409"
"RASAL2",0.747120539529728,7.55212352767714,26.3555520059635,2.23184366106606e-27,3.25699134605657e-25,52.2208381437018," Male","gse174409"
"LOC124902537",6.86301651744423,-0.0745045483837509,26.343160988561,2.27302027058786e-27,3.28788788283286e-25,49.1481112315024," Male","gse174409"
"ZNF697",1.79923353258025,4.93655609802324,26.3347489590576,2.30141643099517e-27,3.28788788283286e-25,52.2939735727634," Male","gse174409"
"POU6F2",2.76435164286222,2.79497944738216,26.3322815723518,2.30981412936547e-27,3.28788788283286e-25,52.232854864492," Male","gse174409"
"DIRAS2",2.27480063294304,8.23909931949285,26.2825725269942,2.48584076168191e-27,3.50968379409496e-25,52.1159345923415," Male","gse174409"
"MEF2C",3.07768324622465,8.52005890301798,26.2402497111285,2.64650364816034e-27,3.70638567370585e-25,52.0564417600858," Male","gse174409"
"PTPN4",1.04782539384328,8.00622740361988,26.2317101949361,2.68018787826362e-27,3.72353141551408e-25,52.0360607923004," Male","gse174409"
"SCN1B",1.95981996245988,5.43685203783428,26.2122704215834,2.7585135533538e-27,3.80193225139223e-25,52.0822666137774," Male","gse174409"
"PRKCE",1.57492264274745,7.40482764731932,26.1772000301051,2.90579194729949e-27,3.97338448478763e-25,51.9570251629878," Male","gse174409"
"PCSK1",3.86520883759,5.68954804055217,26.0870660536378,3.3223467539961e-27,4.46937202915072e-25,51.9360339708693," Male","gse174409"
"TMOD2",0.811128205998988,10.0730272280322,26.0828241775999,3.34339309247663e-27,4.46937202915072e-25,51.826542018755," Male","gse174409"
"RND1",1.52694357015371,4.67860592161464,26.0823561419803,3.34572361965676e-27,4.46937202915072e-25,51.9285611593562," Male","gse174409"
"HTR1F",2.27040203065429,2.30204706803969,26.0603752688298,3.45706739682054e-27,4.58285743612103e-25,51.7713698330883," Male","gse174409"
"SH3GL2",1.83512613205036,7.5544727465914,26.0211636822076,3.66519741158971e-27,4.82195592800507e-25,51.7223451519661," Male","gse174409"
"DLGAP1",2.00813938155426,7.69277955616299,26.0072377752504,3.74216199076861e-27,4.88188625823957e-25,51.7014721663316," Male","gse174409"
"PRICKLE1",1.79520314740611,5.32590961163702,26.0028106354397,3.76697430959405e-27,4.88188625823957e-25,51.771052147483," Male","gse174409"
"FERRY3",0.768608166164734,5.55466156196336,25.9798121488557,3.89860609615608e-27,4.95619679529616e-25,51.7032622773324," Male","gse174409"
"SPATS2",1.25357509282308,4.9555186754331,25.97845435612,3.90652296234993e-27,4.95619679529616e-25,51.7476446560525," Male","gse174409"
"ZNF365",1.65782678484322,6.98131038206846,25.9778703838615,3.90993297797751e-27,4.95619679529616e-25,51.6616744964261," Male","gse174409"
"CHRM3",2.56078808459717,6.52915680394637,25.9661254815448,3.97916570927476e-27,5.00740519617866e-25,51.6689596802442," Male","gse174409"
"STXBP5L",1.24286705834593,8.39849659912163,25.9351272261824,4.16797704310627e-27,5.20727261371104e-25,51.5904803154124," Male","gse174409"
"RHOBTB1",1.08481911896772,4.61432618876809,25.9230286046788,4.24413451162603e-27,5.26454570920698e-25,51.6853669082557," Male","gse174409"
"DLX6",-2.89876036126133,2.04912490181287,-25.880856012918,4.52090963748896e-27,5.56809338756264e-25,51.3759648219318," Male","gse174409"
"EPHA4",1.96303277686575,7.74720827285533,25.860662713662,4.65990700034779e-27,5.68614922585858e-25,51.4789711882516," Male","gse174409"
"LINC00898",6.09110258957214,-2.63807589745701,25.8574744954612,4.68224887307254e-27,5.68614922585858e-25,48.2550670950216," Male","gse174409"
"ABCG1",-1.17139840957255,5.32708006095371,-25.7946290269374,5.14573149836807e-27,6.20560925004583e-25,51.4435742088686," Male","gse174409"
"RAPGEF2",0.898842390462091,8.38248228129463,25.7678578009073,5.35718029304335e-27,6.41605468751661e-25,51.3358083082214," Male","gse174409"
"GREB1L",-2.07574936811801,4.36267731726001,-25.7295269508497,5.6755132672358e-27,6.75075091772718e-25,51.4282779591746," Male","gse174409"
"MFSD4A",2.24101529153264,6.25523784786727,25.7196898172265,5.76028661823629e-27,6.80497533416948e-25,51.2997251320247," Male","gse174409"
"ROBO1",-1.06750766921918,7.10079276820496,-25.6764797494987,6.14827581253266e-27,7.21425390273258e-25,51.1982728931448," Male","gse174409"
"MAPK8",0.966672600197094,6.76022916658831,25.6655435752214,6.25064608517178e-27,7.28514898759014e-25,51.1851484989532," Male","gse174409"
"SYTL5",-2.39190195376494,5.51965543462247,-25.6136517955807,6.76068455813599e-27,7.82706986910598e-25,51.1857845561359," Male","gse174409"
"STXBP5-AS1",1.82289269813992,5.18179687737031,25.6074935646313,6.8239755802734e-27,7.84802383622701e-25,51.1821513670557," Male","gse174409"
"FAM217B",1.02660786851725,6.77012015315962,25.584791472442,7.06257792825908e-27,8.068995283036e-25,51.0617026147185," Male","gse174409"
"GRIN2A",2.27941122048176,8.47462413174509,25.5619625005996,7.31112619470265e-27,8.29836715668014e-25,51.0241595252598," Male","gse174409"
"LINC02609",1.91617415779317,2.7512602650158,25.5505156793703,7.43910240009555e-27,8.38879560260125e-25,51.1195624754798," Male","gse174409"
"TMTC1",-1.43958791105646,7.75785772006092,-25.5435444504651,7.51816158973751e-27,8.42325123660526e-25,50.9926627495874," Male","gse174409"
"EPS15",1.07525463959461,8.37795349017438,25.5237982031892,7.74679700949117e-27,8.62377415812972e-25,50.9624472020704," Male","gse174409"
"CCDC68",2.67984970876488,2.69650668418449,25.48917710514,8.16497798395278e-27,9.03140176237732e-25,50.9859550766968," Male","gse174409"
"MPPED1",3.24633496808736,5.27763545019772,25.4637523953737,8.4867272501346e-27,9.32788009024288e-25,50.9991704753896," Male","gse174409"
"GPR88",-4.37295733682739,4.8406125964149,-25.4453603363957,8.72753895223142e-27,9.53222902166357e-25,51.0133746593889," Male","gse174409"
"SPIRE1",0.858182506950907,7.29123202898108,25.4285231733705,8.95411853827694e-27,9.71857640848233e-25,50.815167694151," Male","gse174409"
"STXBP5",1.27971281092558,8.15172823463315,25.3879177841779,9.52563322261724e-27,1.02746674872032e-24,50.7525975777746," Male","gse174409"
"IPO5",0.921696772948459,7.83833886041551,25.3709725529435,9.77504473882835e-27,1.04786066008946e-24,50.7252668989424," Male","gse174409"
"PHLDB2",1.55133998084752,4.21987516608502,25.348536165925,1.01155919893403e-26,1.07266858223512e-24,50.8460037525882," Male","gse174409"
"CHST11",-1.07010279658789,5.39983328404571,-25.3476037798132,1.01300038861315e-26,1.07266858223512e-24,50.752727136215," Male","gse174409"
"PART1",5.88229952847553,3.09995177913337,25.3185587966125,1.05896287756388e-26,1.1145423837439e-24,50.468859098766," Male","gse174409"
"THBS4",-1.36897281141347,4.92623645048448,-25.3079530937651,1.07627289032716e-26,1.12593704900129e-24,50.7316201971739," Male","gse174409"
"KCNMB2",2.16235309657365,2.09132965946372,25.2867308934728,1.11178476711896e-26,1.15612300992742e-24,50.5955014612713," Male","gse174409"
"FAM131B",0.872961087640845,7.0454553541285,25.138554489579,1.39556131993556e-26,1.4425784453572e-24,50.367479729073," Male","gse174409"
"GFOD1",1.22181645823707,7.54993502224204,25.1277381820037,1.41897835035585e-26,1.45810520901063e-24,50.3488883384813," Male","gse174409"
"ATP8B1",2.28648843592737,2.9565338795712,25.0535086645414,1.59091058654181e-26,1.62516195564029e-24,50.3811747859862," Male","gse174409"
"GFRA1",-2.07952530965959,6.0132961567566,-25.027106400202,1.65708138530606e-26,1.68263804763996e-24,50.240679832967," Male","gse174409"
"SCG3",1.13421338178902,7.47386310542844,25.0200436473873,1.67525512486275e-26,1.68263804763996e-24,50.1806605223959," Male","gse174409"
"KCNS1",4.97545177218827,3.45245826362874,25.0196619331504,1.67624313164639e-26,1.68263804763996e-24,50.2418997958311," Male","gse174409"
"BCL2L2",0.910668011086098,7.2682082387637,24.9384766605663,1.90053034028023e-26,1.89681666030497e-24,50.0530564542333," Male","gse174409"
"NRXN1",1.07360049907195,9.43952722045649,24.9282539685095,1.93087056542311e-26,1.91608561366501e-24,50.0447434688468," Male","gse174409"
"RXRG",-2.32781549735422,3.6495927371988,-24.9221115673379,1.9493385847977e-26,1.92342124224982e-24,50.2123696946052," Male","gse174409"
"IPCEF1",1.99212625265712,6.80093902603225,24.9156559564243,1.96894310126621e-26,1.93178903370559e-24,50.0321678694897," Male","gse174409"
"RALB",1.07995188972879,5.89270561257913,24.9021166981758,2.01071698097626e-26,1.96169163436144e-24,50.0303266254764," Male","gse174409"
"OPRD1",1.45209765936498,4.91575277754517,24.8974882593225,2.02520451517075e-26,1.96478779946678e-24,50.0952213847141," Male","gse174409"
"LINC02433",5.1614125361172,-2.66601955118179,24.8916721016208,2.04356123384891e-26,1.97158246594557e-24,46.9676204256739," Male","gse174409"
"HCN1",1.53596601430055,6.8091930739863,24.8861838884749,2.06103896225788e-26,1.9774587082083e-24,49.9804201006908," Male","gse174409"
"SGTB",1.49658805840314,7.63155831072297,24.8584383422752,2.1517662900459e-26,2.0531633732383e-24,49.9277673610477," Male","gse174409"
"GALNT17",1.06853693073072,6.61481524981077,24.8261384444438,2.2625496865311e-26,2.14707310690158e-24,49.8859212633504," Male","gse174409"
"GATB",0.794372727708617,5.31419790732077,24.7928946146955,2.38267246306572e-26,2.24877663008692e-24,49.888645943762," Male","gse174409"
"OTOF",-4.91847949455311,3.90027925798467,-24.7585191343163,2.51375622085557e-26,2.35966975845285e-24,49.9097459063393," Male","gse174409"
"UBE2E3",0.65122489879385,5.42132804309344,24.7443202796665,2.57003195358483e-26,2.39952553257818e-24,49.8032042707596," Male","gse174409"
"RASA1",0.933039629212838,6.87714120528851,24.7323525631783,2.61846477766058e-26,2.43167162186383e-24,49.7321882877422," Male","gse174409"
"SLC44A5",2.16004269190091,4.29197740575812,24.678164282282,2.84972399733452e-26,2.63235675200592e-24,49.8138582115213," Male","gse174409"
"PPFIBP1",1.59080469984045,6.81208187758884,24.6673915572209,2.89813358748115e-26,2.66290941165067e-24,49.6356263263654," Male","gse174409"
"LINC01923",5.8903377607957,-2.44701866225543,24.6122647347212,3.15935263104554e-26,2.88764830477563e-24,46.7507716761376," Male","gse174409"
"ISL1-DT",-9.00339163068316,-1.14641537942732,-24.6026407158864,3.20736830723516e-26,2.91618628395004e-24,46.9550435949865," Male","gse174409"
"STX3",1.07632804762866,4.93869638414944,24.5921464988676,3.26057681842015e-26,2.94912380357731e-24,49.6045999476137," Male","gse174409"
"NECTIN3",1.41699326076114,5.8058438987895,24.5859615397344,3.29235820232782e-26,2.96244002806346e-24,49.5412849152485," Male","gse174409"
"IL12A-AS1",4.28285276876032,0.148435880599194,24.5670984046769,3.3912569733788e-26,3.03569941235548e-24,48.1386572433355," Male","gse174409"
"LOC102724934",3.96663594133682,2.11305274498442,24.556474057103,3.44829246125663e-26,3.07092548113757e-24,49.3122151072888," Male","gse174409"
"BEND5",1.41737849612483,3.55938255049798,24.4937864543192,3.80538613186944e-26,3.37164977377779e-24,49.5440613053287," Male","gse174409"
"EFR3A",1.43717419867189,7.78389141032849,24.4077445857022,4.35805576089047e-26,3.84172570272202e-24,49.2120186211107," Male","gse174409"
"B3GALT5",-3.67126897807415,3.81204925047954,-24.3878486009691,4.49714661419567e-26,3.94431556071323e-24,49.3719115047038," Male","gse174409"
