"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Dataset"
"LOC107985020",1.10253779824261,-2.34621853148677,2.70600533505985,0.00833705285898533,0.999997118610791,-4.15348028999452,"gse174409"
"C3orf18",0.151324861442644,4.74913572048797,2.70357454876489,0.00839298599607253,0.999997118610791,-2.62164383649299,"gse174409"
"ZNF516-AS1",-0.858821477396869,-1.77633418982579,-2.68844064183529,0.00874898246948228,0.999997118610791,-4.09891122591352,"gse174409"
"NXPE2",-0.660399583187739,-1.02297472636503,-2.68542285368156,0.00882159368151596,0.999997118610791,-3.96197563076614,"gse174409"
"TNFSF12",-0.315311321081358,1.67307748835575,-2.68298072531721,0.00888075504226356,0.999997118610791,-3.30056382276788,"gse174409"
"SCARNA23",-0.773383563376677,-1.10118191994855,-2.68219217090843,0.00889993502234152,0.999997118610791,-3.97558553198439,"gse174409"
"NNMT",1.05896293935344,0.0061498049337698,2.6808015526998,0.00893385086872892,0.999997118610791,-3.85055192994001,"gse174409"
"RPS3AP23",-0.896934637413462,-1.67020643300354,-2.67939074096996,0.00896837937359679,0.999997118610791,-4.1110914890655,"gse174409"
"PDIA6",0.15056180420573,6.50786821072221,2.66414771686919,0.00934925991938922,0.999997118610791,-2.64657064262412,"gse174409"
"MFSD4A",-0.280609857121476,6.18960557817521,-2.66279555477429,0.00938374693282271,0.999997118610791,-2.66307295011821,"gse174409"
"EIF1AX",0.169779203369741,7.21780137527694,2.66232920538043,0.00939566800762469,0.999997118610791,-2.64788209097894,"gse174409"
"ZMAT5",0.201379190539725,2.57154658134222,2.66204309618584,0.00940298849693401,0.999997118610791,-3.07998611760144,"gse174409"
"CASP3",0.168126976063676,4.44186212296614,2.66018403356795,0.00945068153919409,0.999997118610791,-2.72922046111377,"gse174409"
"SLITRK1",-0.33668527275823,5.79480983915339,-2.65825090290861,0.00950050781867052,0.999997118610791,-2.67490251253144,"gse174409"
"NEDD9",0.48478355160214,4.58677872136654,2.65225590253989,0.00965655022817788,0.999997118610791,-2.73584932507118,"gse174409"
"FCHO1",-0.230593660152645,4.56847946425777,-2.64831754666973,0.0097603240293148,0.999997118610791,-2.73987519437568,"gse174409"
"DCN",0.323005178145076,5.43191070628843,2.64617593072031,0.00981717871248007,0.999997118610791,-2.69835563525616,"gse174409"
"FRZB",0.470735955602148,3.22611749356922,2.64460237123522,0.00985914434597797,0.999997118610791,-2.94857964143805,"gse174409"
"MYOZ3",0.34992981564741,2.54387834084898,2.64369295624852,0.00988347195005334,0.999997118610791,-3.13476774027248,"gse174409"
"LINC01586",-0.68923994368234,-1.29105943491641,-2.64107992185791,0.00995367633632428,0.999997118610791,-4.03641474113534,"gse174409"
"SLC39A8",0.21659263481784,4.20076309568086,2.6380403677928,0.0100359093179859,0.999997118610791,-2.79546755328674,"gse174409"
"RN7SL173P",-0.783858975628647,-1.62704887183004,-2.63775589820837,0.0100436369052331,0.999997118610791,-4.08777639311276,"gse174409"
"OGN",0.698302851809702,2.219146789076,2.63503503400376,0.0101178221705559,0.999997118610791,-3.21210334410746,"gse174409"
"NUDT15",0.259729501804205,3.43940379097646,2.63478490621828,0.0101246668794758,0.999997118610791,-2.92415746106812,"gse174409"
"PART1",-0.951718327530487,2.9633771462975,-2.62675230367315,0.0103467239108956,0.999997118610791,-3.61817981602922,"gse174409"
"MYO7B",-0.89818345826109,-1.55132623922516,-2.62574363965613,0.0103749178034251,0.999997118610791,-4.07795302502535,"gse174409"
"ZNF648",-0.810305814430923,-1.20097513253886,-2.62572199670645,0.0103755235237234,0.999997118610791,-4.01852272979381,"gse174409"
"PTP4A1P3",-0.623466967160395,-0.509273077370727,-2.62313806384653,0.0104480708006687,0.999997118610791,-3.91939517922729,"gse174409"
"LINC00943",-0.820601653390261,0.873171994672412,-2.62167993816585,0.0104892122561327,0.999997118610791,-3.6104521760967,"gse174409"
"MROCKI",0.657423396099422,0.884682141929058,2.61893703024769,0.0105670023968733,0.999997118610791,-3.59020392444281,"gse174409"
"ZNF197",-0.947338475876385,-1.77009519161458,-2.61463355849365,0.0106901049834892,0.999997118610791,-4.10959773253584,"gse174409"
"CDKN2A",0.853355122581878,-1.58174525343831,2.61167421971898,0.0107755105393356,0.999997118610791,-4.08832931342263,"gse174409"
"FITM2",0.158369245880076,4.56299174980686,2.60536660260625,0.0109596123351198,0.999997118610791,-2.8205820484009,"gse174409"
"MFSD2A",0.312130040604203,3.5501477189738,2.60418494924073,0.0109944166116685,0.999997118610791,-2.9500511642006,"gse174409"
"VIM2P",-0.319443903050166,1.9907497768783,-2.5972040932817,0.0112020794925166,0.999997118610791,-3.35491477108399,"gse174409"
"RNF32-AS1",0.488647394008744,1.29014139775503,2.59607257483604,0.0112360716479801,0.999997118610791,-3.49625233978452,"gse174409"
"PABIR3",-0.35407840034455,2.69267997693549,-2.59572975791981,0.0112463886817601,0.999997118610791,-3.16119701797006,"gse174409"
"NDST2",-0.46211044349045,-0.15357708323265,-2.59508720672716,0.0112657492753872,0.999997118610791,-3.84174864253134,"gse174409"
"ZNF625",0.539117639106689,-0.86772099153504,2.58701536365345,0.0115115423829773,0.999997118610791,-3.98309484768233,"gse174409"
"ITIH3",1.05772768442526,-1.41508574419409,2.58563655205597,0.0115540098024965,0.999997118610791,-4.07369597552336,"gse174409"
"DNAJC5G",-1.14980287551833,-0.608711233649559,-2.58455141810424,0.0115875315048194,0.999997118610791,-4.16641908209024,"gse174409"
"COX16",-0.277573299771692,1.45233416359218,-2.58448200799265,0.0115896786948987,0.999997118610791,-3.46415881075314,"gse174409"
"ERMARD",1.46720144647915,-1.19904694378839,2.58441100441312,0.0115918755508528,0.999997118610791,-4.05337481340916,"gse174409"
"ETS1",0.292885940675722,4.56526260493343,2.58244661194485,0.0116528034887814,0.999997118610791,-2.8619621826048,"gse174409"
"PYM1",0.183673984070842,3.02147227549446,2.57898779149616,0.0117607868793177,0.999997118610791,-3.09210685150407,"gse174409"
"DIPK2B",0.368962477427931,2.79492005458858,2.57896957505942,0.011761357977512,0.999997118610791,-3.14481217979965,"gse174409"
"GJA5",0.694172276313048,1.00185994258555,2.57729191453336,0.0118140613928476,0.999997118610791,-3.58718884320774,"gse174409"
"TES",0.505936913979164,1.04812238658591,2.5759836974081,0.0118553068028885,0.999997118610791,-3.5765534680268,"gse174409"
"MIR569",-0.500268452469583,-0.656827844545957,-2.57321164350902,0.0119431342412235,0.999997118610791,-3.95685189629117,"gse174409"
"ZNF229",0.239340789608427,3.90527150802744,2.57219399078202,0.0119755239196969,0.999997118610791,-2.95826287840431,"gse174409"
"PPIAP67",-0.581256511787195,-0.44256193800133,-2.56449032033935,0.0122233002509424,0.999997118610791,-3.9231560730838,"gse174409"
"ARG1",1.05797307357082,-2.08030892761537,2.56259801058075,0.0122848672414876,0.999997118610791,-4.18831806285327,"gse174409"
"CAPN14",-0.425494013784953,0.896737538018166,-2.56141922963308,0.0123233606777903,0.999997118610791,-3.63251874559067,"gse174409"
"ZNF804B",-0.718292824659855,2.33644585875953,-2.56127830917651,0.0123279697548035,0.999997118610791,-3.33930240802614,"gse174409"
"CIBAR1-DT",-0.268988318815858,1.45371987552417,-2.55622180836571,0.0124943854875458,0.999997118610791,-3.49308092196227,"gse174409"
"CPEB1",-0.610762098916632,-0.395168701313416,-2.5557008576061,0.0125116452892556,0.999997118610791,-3.91673686051367,"gse174409"
"IL12RB2",-0.570280612174863,1.96899181125043,-2.55306328068819,0.0125993623953517,0.999997118610791,-3.56567047914369,"gse174409"
"SUPT4H1",0.33560387508695,0.349392810201266,2.55273803971583,0.0126102171716825,0.999997118610791,-3.76197952075855,"gse174409"
"RRM2B",0.226710601687549,6.3129173083092,2.55179034093141,0.0126418943271866,0.999997118610791,-2.87068784117479,"gse174409"
"NEURL4",-1.39112374462434,-0.445090231663697,-2.55147293144557,0.0126525198825483,0.999997118610791,-3.92696010295275,"gse174409"
"CTSL",0.215686952373336,5.24665047216208,2.5508966218914,0.0126718329334106,0.999997118610791,-2.88634515805902,"gse174409"
"ABCB10",0.107516038967181,4.76375392175144,2.55080894542892,0.0126747734404483,0.999997118610791,-2.90574270410946,"gse174409"
"MYL12A",0.243420740720019,4.28134117440072,2.55040014393484,0.0126884920157304,0.999997118610791,-2.94214135558917,"gse174409"
"SRSF2P1",-1.05126305131383,-1.74207109543129,-2.54991809763774,0.0127046857479969,0.999997118610791,-4.14449877240877,"gse174409"
"PEX5L",-0.328677138486787,8.08021056492747,-2.54967405214734,0.0127128912509293,0.999997118610791,-2.87271356395983,"gse174409"
"AKAIN1",0.909999918842821,-0.277108536661503,2.54881274829999,0.0127418889489829,0.999997118610791,-3.96592876224944,"gse174409"
"MIR6081",-0.51346469681625,-1.21834133174205,-2.54877895347081,0.0127430279417868,0.999997118610791,-4.0603540045468,"gse174409"
"FOXC1",0.369740926808365,1.86041164064754,2.54295699644432,0.012940622165879,0.999997118610791,-3.40845821952001,"gse174409"
"MIR3167",-0.54601781525963,-0.6740980331247,-2.5395967917451,0.0130559188041604,0.999997118610791,-3.98057396586605,"gse174409"
"EEF2KMT",-0.242535834624936,2.01213486199427,-2.5375812268403,0.0131255210477578,0.999997118610791,-3.39903227534224,"gse174409"
"HDDC3",0.184680742016673,3.33398732241981,2.5371717151165,0.0131397032606609,0.999997118610791,-3.09369915580207,"gse174409"
"TEX12",-0.612273216199447,-0.777171136093544,-2.53380857360225,0.0132566989307801,0.999997118610791,-4.00922632083031,"gse174409"
"RNU6-103P",-1.04684824662652,-1.80960907038182,-2.53237140558117,0.0133069801382932,0.999997118610791,-4.17840808014386,"gse174409"
"LINC02346",-0.763950311512215,0.143848022087197,-2.52588443908908,0.0135360792624228,0.999997118610791,-3.82867725388811,"gse174409"
"SNRNP25",0.21712503891516,4.62981967882493,2.5234612228612,0.0136225665233249,0.999997118610791,-2.96513130997328,"gse174409"
"SSTR1",-0.266751242696054,3.7526636857644,-2.52185579449816,0.0136801396446601,0.999997118610791,-3.08599908147545,"gse174409"
"SMIM11",1.11104838688327,-1.05979336308676,2.5200308892455,0.0137458494195332,0.999997118610791,-4.05162128913789,"gse174409"
"CGAS",0.447388597521523,0.732621623629442,2.51939209287687,0.0137689177308054,0.999997118610791,-3.70374584922496,"gse174409"
"CDKN2B-AS1",0.388841496237329,1.45577067003637,2.51862297440111,0.0137967384718793,0.999997118610791,-3.53641192747365,"gse174409"
"SMPX",-1.01639465222002,-1.51529892054436,-2.51770359473364,0.0138300608594851,0.999997118610791,-4.18643559324074,"gse174409"
"IBTK",-0.982130609034178,1.41121137836071,-2.51711307973482,0.0138515019103416,0.999997118610791,-3.54739532723603,"gse174409"
"C12orf42",-0.612049786541015,-1.03031250660705,-2.51321391997834,0.0139938290257565,0.999997118610791,-4.0765398240128,"gse174409"
"RNU6-577P",-0.764809657654542,-1.33312520174061,-2.51137970457114,0.0140612353713627,0.999997118610791,-4.10223407277576,"gse174409"
"PGAM1P6",-0.614103914494637,-0.828177567913807,-2.50853020161002,0.0141665322240082,0.999997118610791,-4.01927646119214,"gse174409"
"SLC13A4",1.1537878106927,-0.343875749455991,2.50723303517833,0.0142147004436483,0.999997118610791,-3.95268400003903,"gse174409"
"NAXE",0.13964781591559,4.84345312697436,2.50155120257352,0.0144274257747644,0.999997118610791,-2.99141483864926,"gse174409"
"AADAT",-0.172021507410853,3.79026526012624,-2.49812019895532,0.0145572622030558,0.999997118610791,-3.08619638224877,"gse174409"
"COL6A3",0.542922473426171,2.25158421855896,2.49746354910325,0.0145822305676014,0.999997118610791,-3.37420155685087,"gse174409"
"RELN",0.332975806385314,7.32592260254712,2.48887606505073,0.0149123195550285,0.999997118610791,-2.99063121046187,"gse174409"
"CARD6",0.362555143929088,1.7219031828092,2.48780266901154,0.0149540473684753,0.999997118610791,-3.50706741046176,"gse174409"
"LOC105374174",0.811965308316737,-1.58681113279376,2.48746616246056,0.0149671504811259,0.999997118610791,-4.1441417045372,"gse174409"
"NECTIN1",-0.427583602307496,4.90595850929956,-2.48381612678417,0.015109941550882,0.999997118610791,-3.02825239429428,"gse174409"
"KLK5",-0.876261570810408,-0.833537798648439,-2.48238383013669,0.0151663068203607,0.999997118610791,-4.06207156237488,"gse174409"
"LSM14A",-1.2931727215334,-0.615372878255291,-2.48022706364241,0.0152515381894198,0.999997118610791,-4.00268797770439,"gse174409"
"ADGRF5",0.243662675537632,5.72785852025598,2.47850398324051,0.0153199396275665,0.999997118610791,-3.01479636654607,"gse174409"
"LOC283038",-1.02481711548505,-2.4491967959446,-2.47767827333978,0.0153528154143664,0.999997118610791,-4.22463621688214,"gse174409"
"SVIL",0.305248482974519,3.99239297706303,2.47361593469498,0.0155154814447527,0.999997118610791,-3.10275791821875,"gse174409"
"ASS1",0.286831504323684,4.71904604400264,2.47350045797979,0.0155201279228663,0.999997118610791,-3.04774927340911,"gse174409"
