"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Dataset"
"MIR4458HG",0.375967318240873,3.4726365392166,4.01894822144069,0.000131165754691579,0.0370733658905682,-0.353289297724278,"gse174409"
"CD81",-0.162706777703486,7.09371765964833,-3.97370089413158,0.000153791858714075,0.0427785481286578,-0.930348148679643,"gse174409"
"ANGEL1",-0.138380247333509,5.65295819269532,-3.96419345223964,0.000159000476046435,0.0435363178474645,-0.900130051794714,"gse174409"
"LOC339260",-0.514846481213851,1.08186948684965,-3.9449658126102,0.000170055753071781,0.0458470310281522,-0.117102886482265,"gse174409"
"ZNF184",0.227392026478021,5.18082804589879,3.93535559164056,0.000175853750598919,0.0466314499975187,-0.941604680522231,"gse174409"
"PPM1K-DT",-0.864464188096076,0.559250258090113,-3.92715477615106,0.000180950732635283,0.0466314499975187,-0.036664458486805,"gse174409"
"GPR143",-0.317177726890037,2.01724009249037,-3.92535043069679,0.000182091009780702,0.0466314499975187,-0.359136735499455,"gse174409"
"GTPBP6",0.361127788914273,4.02817947543526,3.92296458978078,0.000183609338611549,0.0466314499975187,-0.791846029812054,"gse174409"
"DSCC1",0.621343073019555,1.18396242427087,3.9012799391262,0.000197976388855512,0.0482271495986487,-0.254086196542624,"gse174409"
"MAP4K3-DT",-0.209100482011739,4.90961354840435,-3.90113327391967,0.000198077129668984,0.0482271495986487,-1.02324909744737,"gse174409"
"MTATP6P1",-0.371613294593637,5.39918314329842,-3.90102937346868,0.000198148526084382,0.0482271495986487,-1.08377644035748,"gse174409"
"SH3BP5L",0.169178049740381,4.97107339916688,3.88935098998086,0.000206332350057164,0.0495310698959143,-1.07093107019373,"gse174409"
"LOC105369250",-0.375616147916377,4.46802289819832,-3.87620598050422,0.000215930713616743,0.0499871362464643,-1.03469487211927,"gse174409"
"ENTPD1-AS1",0.166628165207275,5.64059219497048,3.87412409269909,0.000217489532986486,0.0499871362464643,-1.19846301660564,"gse174409"
"TXLNG",-0.116905153174531,5.37539143603077,-3.87225880022254,0.000218895312321782,0.0499871362464643,-1.17947597142211,"gse174409"
"RAB27A",-0.279189433792879,2.90084030729022,-3.86973045147324,0.000220814682727472,0.0499871362464643,-0.727204870373545,"gse174409"
"ELP1",0.128355807401594,7.12165261592792,3.86753462422281,0.000222494671720168,0.0499871362464643,-1.28470666591489,"gse174409"
"ATOSA",-0.15578325676427,6.12600611278971,-3.85780654421127,0.000230085584746572,0.051038225153151,-1.2857949405624,"gse174409"
"AFF1",-0.237588106864897,5.97322495549166,-3.83918795471755,0.000245309645685072,0.0537350778873151,-1.3386684061725,"gse174409"
"FAM242A",1.2315560930508,-1.78257740658321,3.82914289470412,0.000253918304306337,0.0546888995789664,0.0163332601651867,"gse174409"
"FLJ16779",-0.558755313087534,1.78687609795656,-3.82687026889548,0.000255905601773296,0.0546888995789664,-0.711293833345193,"gse174409"
"PACRG-AS1",0.627069007351073,1.46092313576604,3.8209933554241,0.000261113786272592,0.0551296143450711,-0.586485921969945,"gse174409"
"EIF5AL1",-0.266892401995404,1.34608039669789,-3.81092018965841,0.000270277006521314,0.0563849316938036,-0.575142215495747,"gse174409"
"RAB7A",-0.177646237611014,6.31858034369943,-3.80649906577928,0.000274394985600801,0.0565705615019816,-1.4640860436626,"gse174409"
"USP3",-0.158590242313953,4.5904159592194,-3.78794538001625,0.000292338779481333,0.0595691252515219,-1.34731518103051,"gse174409"
"PPID",0.193703804063561,5.13638567735737,3.77741625005078,0.000303014208256178,0.0597717373802156,-1.45923719612069,"gse174409"
"UFSP2",0.236272393795471,4.88576375553283,3.77356541264629,0.000307010635545427,0.0597717373802156,-1.43832775734483,"gse174409"
"OMA1",0.234617351594846,4.50746437641149,3.77160567271823,0.000309063721747057,0.0597717373802156,-1.38338439228705,"gse174409"
"APOL6",-0.482798987328948,4.67149809111913,-3.77147744458015,0.000309198513085023,0.0597717373802156,-1.41134291777907,"gse174409"
"RPS6KA2",-0.218926603895089,6.71730456872513,-3.76283758976995,0.000318410872360453,0.0597717373802156,-1.61831998587743,"gse174409"
"DAP",-0.20521379666561,4.10684903893418,-3.75789196332264,0.000323801390183386,0.0597717373802156,-1.35517608492438,"gse174409"
"RFX4",-0.34542864324837,4.81854802292549,-3.75334843884942,0.000328830223951944,0.0597717373802156,-1.49377329923365,"gse174409"
"NARS2",0.226486153161605,4.22030931675198,3.75143611109703,0.000330969000582823,0.0597717373802156,-1.39464394104501,"gse174409"
"PEX26",-0.105690852909357,6.55082142384975,-3.75106735609753,0.000331382943979353,0.0597717373802156,-1.6523077004222,"gse174409"
"COL4A3",-0.295388495485236,2.83250809354465,-3.75030653025229,0.000332238563814331,0.0597717373802156,-1.09311456524704,"gse174409"
"GNPAT",0.162858856121315,5.49261902220204,3.74930902400415,0.000333363543525706,0.0597717373802156,-1.59185356691459,"gse174409"
"LOC729732",-0.832866824700592,-0.486318510364887,-3.74821064841176,0.000334606482754287,0.0597717373802156,-0.426221287895435,"gse174409"
"PHC2",-0.245963600573123,5.56882411368508,-3.74551632014246,0.00033767416118702,0.0597717373802156,-1.6118054791126,"gse174409"
"FN1",-0.400105632761692,7.31271560526243,-3.73960529668048,0.000344498443661201,0.0602912813892871,-1.70299123674767,"gse174409"
"RNGTT",0.143434173841352,5.86469561847256,3.73704896096927,0.000347490265939169,0.0602912813892871,-1.66283313442683,"gse174409"
"DCPS",0.204499464683086,3.30430785460556,3.73310986830503,0.000352148919608463,0.0605005653648893,-1.25519648063396,"gse174409"
"H4C3",0.263964237984918,5.31441475156072,3.71512427850125,0.000374186447116569,0.0636625563035995,-1.68182506019943,"gse174409"
"NBPF12",-0.270392944345687,5.62401569487543,-3.70979037527048,0.000380970526352271,0.0637950720769113,-1.73033293607698,"gse174409"
"SMG6",-0.243541226256066,5.66758396040545,-3.70879749572052,0.000382246209089003,0.0637950720769113,-1.7387001081128,"gse174409"
"KCNJ2",0.26928896434969,5.42365293845919,3.70364611369583,0.000388930415467165,0.0642982698174207,-1.72283343176784,"gse174409"
"TMEM214",-0.221214067040882,4.00635190177447,-3.69307724258634,0.000402994035027751,0.065316289448041,-1.53950837431912,"gse174409"
"MAF",0.295248221507907,5.01630821317212,3.6898233088627,0.000407420475785703,0.065316289448041,-1.72478027732909,"gse174409"
"TMEM8B",-0.384283565842098,6.55560095445708,-3.68940253790359,0.00040799623188225,0.065316289448041,-1.85010904986455,"gse174409"
"PSPH",0.184130720328345,3.634297365886,3.68634546007221,0.00041220264721244,0.065316289448041,-1.48017031326088,"gse174409"
"EIF1",-0.16867796402044,7.51499429144268,-3.68524673765357,0.000413724499471157,0.065316289448041,-1.88005614770855,"gse174409"
"MMACHC",0.190950384707419,3.57644562125449,3.68085835263824,0.000419856377915836,0.0656925282731884,-1.48305744496159,"gse174409"
"RNU6-701P",-0.402341573669544,-0.726869084729841,-3.66788044915283,0.000438500255634913,0.0680024644225328,-0.642877155557668,"gse174409"
"NID1",-0.320641739869777,3.44428555921746,-3.65492204861496,0.000457899855012448,0.0703880443792819,-1.54700712035745,"gse174409"
"ENDOG",0.316171927869671,2.87382748399481,3.64458629222593,0.000473955211508237,0.0722225315345248,-1.4414448160552,"gse174409"
"USP2",-0.333561882266919,4.33453570116637,-3.63946163426467,0.000482112747762909,0.0728322740672174,-1.77559610387994,"gse174409"
"LOC105376350",1.14852270559262,-1.53095118465381,3.6363794938798,0.000487083017086022,0.0729542118924397,-0.624293153410775,"gse174409"
"SERTAD2",-0.276201342934852,3.91593278554076,-3.63122552711778,0.000495503243788702,0.0735864308826544,-1.71713575952582,"gse174409"
"UBA1",-0.145074209356803,7.32208633376206,-3.62745151636702,0.000501756476353353,0.0738889116942535,-2.06106294891749,"gse174409"
"TPCN2",-0.377886142446224,3.32769950404365,-3.62134998664265,0.000512025018964137,0.0747727202693961,-1.61420080652104,"gse174409"
"UTP18",0.183499360508141,5.32018456519264,3.61719417067354,0.000519132935271412,0.0751841781627787,-1.99474304933723,"gse174409"
"NLGN4X",-0.134055249796583,6.39830343805851,-3.61150340468244,0.000529018255168985,0.0759878352752565,-2.09178475494103,"gse174409"
"MTMR9",0.551943095586374,1.38695477279305,3.60120353281565,0.000547365963898213,0.0773441397970712,-1.25458965333962,"gse174409"
"SLC6A8",-0.263794308036691,5.64891945328259,-3.6010146861938,0.00054770793804214,0.0773441397970712,-2.07871787082277,"gse174409"
"CRHBP",0.496001267141715,2.78564344380458,3.59881757436471,0.000551701522177237,0.0773441397970712,-1.57913879004349,"gse174409"
"DENND3",-0.349337010991237,5.93826351318998,-3.59513883029247,0.000558450126022379,0.0776688889556838,-2.11409180017368,"gse174409"
"MB21D2",0.262169078074055,3.88363983461257,3.59110952064718,0.000565931684481048,0.0778777796055252,-1.84625686300796,"gse174409"
"HAUS7",-0.488110488900447,0.11961215456438,-3.58955671790544,0.000568840207116368,0.0778777796055252,-1.03794484068968,"gse174409"
"CDC37L1",0.204353420496485,5.75950602987515,3.58313858658353,0.000581012977288598,0.0787848725597612,-2.14272711860492,"gse174409"
"TES",-0.520840805840711,1.04812238658591,-3.57945940813993,0.000588101969074164,0.0787848725597612,-1.25238836232221,"gse174409"
"RPS18P14",-0.871584837783167,-1.79246618580776,-3.57664176152021,0.000593586351220467,0.0787848725597612,-0.770175317356166,"gse174409"
"PSMG3",0.23311925860262,3.59663063201932,3.57569406033064,0.000595441869073375,0.0787848725597612,-1.84265614957163,"gse174409"
"IFT80",0.18948898427932,5.65958405944448,3.57442002313386,0.000597944992607181,0.0787848725597612,-2.16190228385315,"gse174409"
"MTCO1P12",-1.16294419687018,4.48656486171886,-3.56968378670296,0.000607338120961708,0.0794253226248729,-2.00391842036531,"gse174409"
"TRIM59",0.477353660137988,3.35273503809183,3.56692042004699,0.00061288300030209,0.0795567533132876,-1.79705797831167,"gse174409"
"SCARNA21",0.199958549805102,5.24800958703453,3.55360535027688,0.000640279871191865,0.0818129042796693,-2.18392736638287,"gse174409"
"ASNSD1",0.221501417769365,4.49649697227782,3.55336850662552,0.000640777543497058,0.0818129042796693,-2.07454739585269,"gse174409"
"RAB11FIP5",-0.218157656342578,5.85030077793139,-3.55138580219963,0.000644958140004358,0.0818129042796693,-2.24790819121865,"gse174409"
"CDH26",-0.282467746450537,2.58224691194861,-3.54418763301028,0.000660353946889025,0.0818129042796693,-1.69138708068342,"gse174409"
"CNTNAP4",0.3436824302137,4.99347885086464,3.54324845448036,0.000662388194793394,0.0818129042796693,-2.18273268966166,"gse174409"
"SCYL2P1",-0.296855060301536,2.5071467877587,-3.5409063938789,0.000667486953592476,0.0818129042796693,-1.67974575439555,"gse174409"
"RAD54L2",-0.161991760161723,5.83289815287548,-3.53910951084715,0.000671424015447235,0.0818129042796693,-2.28665247753881,"gse174409"
"ZNF415",0.13858272290933,5.00580483456783,3.53887158216123,0.000671946975096536,0.0818129042796693,-2.20017940045147,"gse174409"
"PRMT6",0.208817647847172,4.05843620035559,3.53802183486032,0.000673817843244394,0.0818129042796693,-2.0365983894131,"gse174409"
"L2HGDH",-0.116591837424371,4.89932802529084,-3.53551933544402,0.000679356232845993,0.0818129042796693,-2.19591954837669,"gse174409"
"ING4",0.13891477589981,4.69381561671119,3.53418262103536,0.00068233220803099,0.0818129042796693,-2.16772459016965,"gse174409"
"DUSP6",0.47107085374077,4.88606019359249,3.53241467990741,0.000686287202072095,0.0818129042796693,-2.19673989625715,"gse174409"
"FAIM2",-0.213119324427283,8.69746183925135,-3.52988395740683,0.000691986374711705,0.0819349272327562,-2.36833247355332,"gse174409"
"EPAS1",-0.290167633297169,6.51726960565181,-3.52458166959252,0.000704072708995086,0.0828065110901335,-2.36637406766015,"gse174409"
"RIOK1",0.184553758933835,3.97431412096464,3.52003319591904,0.0007145997260108,0.0829982255237861,-2.07487645005422,"gse174409"
"GTPBP10",0.166415530097477,5.62329176690998,3.51978633408893,0.000715175305529086,0.0829982255237861,-2.32704514071565,"gse174409"
"PIR",-0.249270236718691,3.46515726540416,-3.51733493615852,0.000720914811624406,0.0831138892033295,-1.97487118107598,"gse174409"
"DOK5",0.179604062341556,4.04164063473795,3.51208869318506,0.00073334474194877,0.0839943350190212,-2.11656261775912,"gse174409"
"SETD5",-0.182489483144028,7.18321509307845,-3.50598411013486,0.000748063577804556,0.0844626106780327,-2.43835242255282,"gse174409"
"B4GALT1",-0.36622220409146,2.12906886342104,-3.50283913677293,0.000755755110571107,0.0844626106780327,-1.71413387841234,"gse174409"
"ZDHHC24",-0.201672771293572,3.74042526322673,-3.50250351963917,0.000756580318763393,0.0844626106780327,-2.07934314382395,"gse174409"
"MAGEH1",0.256786458366129,5.85723918215584,3.49975291808866,0.000763375627160873,0.0844626106780327,-2.40808658048031,"gse174409"
"IGSF9B",-0.563406295217368,6.2355620814769,-3.49841101881604,0.000766711675373296,0.0844626106780327,-2.43440019977819,"gse174409"
"GPRC5D-AS1",0.930661677126119,-1.72915999845536,3.49350235610692,0.000779032768920705,0.0844626106780327,-1.03313378177255,"gse174409"
"PRCC",-0.171630925207461,4.3684593008552,-3.49306992561691,0.000780127127775388,0.0844626106780327,-2.23800947628689,"gse174409"
"ADO",0.171359648783826,5.55180960944067,3.49198663213739,0.000782875021813883,0.0844626106780327,-2.405855747715,"gse174409"
"ZNF727",-0.350520837938036,5.65589504759803,-3.49064884399127,0.000786281100200611,0.0844626106780327,-2.420664415184,"gse174409"
"KLHL23",0.123309726059738,5.86201998037659,3.48882803854474,0.000790939483977476,0.0844626106780327,-2.44289834135811,"gse174409"
"CCDC28B",0.255598824413516,2.20908288265294,3.48817547835621,0.000792615349046066,0.0844626106780327,-1.7751619790925,"gse174409"
"RCBTB2",0.182152481929874,4.47435027161931,3.48714402984645,0.000795271100312452,0.0844626106780327,-2.27443638513371,"gse174409"
"PARVB",-0.127035493844849,5.2974689607126,-3.48252734732719,0.000807261462910034,0.0852195775664785,-2.41122343824207,"gse174409"
"FOXO3",-0.130453053521561,7.00244225581221,-3.4736185180452,0.000830883927909976,0.0868353750932293,-2.53395979154928,"gse174409"
"IGF2BP3",-0.498376810092668,-0.433476849635647,-3.47302602471669,0.000832477916894688,0.0868353750932293,-1.29534437597851,"gse174409"
"ARL4D",0.290625515021178,2.88182206119472,3.4684695398677,0.000844833171873428,0.0872794001485564,-1.99502008957473,"gse174409"
"MTND2P28",-0.844234748268899,4.06256866210939,-3.46778807305411,0.000846695847138472,0.0872794001485564,-2.24433941330837,"gse174409"
"C1orf162",-0.337568851192063,1.88999255662083,-3.46095105217748,0.00086559966452726,0.0875120116825041,-1.78921624345457,"gse174409"
"MFAP1",0.158578704622522,4.97345738873013,3.46067646089238,0.000866367152591465,0.0875120116825041,-2.43551808767634,"gse174409"
"MOSPD2",0.239466040193156,5.14339964487677,3.45748340284977,0.000875339134474126,0.0875120116825041,-2.46694245810967,"gse174409"
"AFAP1-AS1",-0.710542603931332,-0.166254181531721,-3.45525778118505,0.000881644595129443,0.0875120116825041,-1.39398799717441,"gse174409"
"H6PD",-0.220439381848529,4.97768084165637,-3.45478700243977,0.000882983854260252,0.0875120116825041,-2.45348740417318,"gse174409"
"CLK4",0.137052438135283,6.21555430770157,3.45430442775463,0.000884358663998768,0.0875120116825041,-2.56859930588082,"gse174409"
"ATP5F1E",0.244102461767546,6.43714569110209,3.45319876418141,0.000887516220372437,0.0875120116825041,-2.58193201947476,"gse174409"
"SERPINB8",-0.447650015991335,1.54618374612989,-3.45129698309109,0.000892972248091115,0.0875120116825041,-1.7454521466134,"gse174409"
"PRKAB1",-0.15911776071723,4.21105656942463,-3.45097575323534,0.000893896946540073,0.0875120116825041,-2.33699850678316,"gse174409"
"NEAT1",-0.525100512207834,9.37640375290908,-3.44700043633305,0.000905415452005777,0.0877543570272022,-2.61772873496925,"gse174409"
"LNCBRM",0.376521318891128,1.34508125840569,3.44507643465993,0.000911040446301493,0.0877543570272022,-2.2354979283547,"gse174409"
"IRAG1",-0.368296197398036,6.50346862015585,-3.4449554011742,0.000911395399392308,0.0877543570272022,-2.60634276102854,"gse174409"
"MRPL15",0.185139054533848,5.11038374821578,3.44078566456351,0.000923703949620073,0.0884534864106129,-2.51411686410719,"gse174409"
"HAPLN1",0.404818721412769,2.83650803703579,3.43750202199489,0.00093350711252106,0.0889064056511905,-2.07374061741233,"gse174409"
"NLRP2B",-0.412116655165528,-0.325886102343218,-3.43066822421483,0.000954224779871143,0.0903882975268211,-1.45290626868004,"gse174409"
"HEATR3",0.15158958378791,4.7703256980896,3.42302345096104,0.00097791490242371,0.0921343051079199,-2.51952530258488,"gse174409"
"TRUB2",0.147834710789995,5.27511603426907,3.41913346647202,0.000990181364086632,0.0927911134986852,-2.59990780053994,"gse174409"
"FAHD2A",-0.161298057673604,4.66559949802252,-3.41705333149827,0.000996800151182914,0.0929144991985606,-2.52160393562817,"gse174409"
"SEC14L1",-0.246521243578613,6.89546423115164,-3.41149821259691,0.00101468108684393,0.0932984788855904,-2.72121481196,"gse174409"
"PACRG-AS3",0.54772486933977,3.08219547847471,3.40930971306662,0.00102180817394325,0.0932984788855904,-2.24678271105595,"gse174409"
"SNRPD3",0.153941440560246,5.68928785087155,3.40733908319028,0.00102826610395877,0.0932984788855904,-2.67621381252743,"gse174409"
"CCT6B",-0.276870453655694,2.75448540173654,-3.40663378158855,0.00103058677608548,0.0932984788855904,-2.14698658940409,"gse174409"
"GLG1",-0.111156495588121,8.22721332454532,-3.40464024308143,0.00103717289709715,0.0932984788855904,-2.75144993881208,"gse174409"
"C21orf91",0.34034329594813,5.20093205398909,3.40338637231294,0.00104133565651914,0.0932984788855904,-2.63516572217035,"gse174409"
"UBE2R2",-0.128024705763329,5.74242892643198,-3.403265175158,0.00104173885584436,0.0932984788855904,-2.69421708161465,"gse174409"
"FER1L4",-0.528648602359647,1.39399177233952,-3.39934074946263,0.00105487446508238,0.0932984788855904,-1.87252568259891,"gse174409"
"TCAF1",-0.572328979200425,1.92289286322359,-3.39927337244346,0.00105510134268969,0.0932984788855904,-1.9905941611626,"gse174409"
"SLC9A8",-0.173446816962289,4.60132615248345,-3.39484923360054,0.00107009973623744,0.0932984788855904,-2.57764735588353,"gse174409"
"YPEL2",0.159244425325171,6.78218384023135,3.39239297278192,0.00107851327817905,0.0932984788855904,-2.77599592502026,"gse174409"
"NDUFB11",0.21117024086132,4.6517815126641,3.39209611108894,0.00107953434342371,0.0932984788855904,-2.59299428899379,"gse174409"
"SLC31A1",-0.14238740580035,4.85274969586476,-3.3919731113768,0.00107995767166642,0.0932984788855904,-2.62655290826948,"gse174409"
"PLAGL2",-0.453929112258076,2.79418095423182,-3.39185500558672,0.00108036430368896,0.0932984788855904,-2.19980226393858,"gse174409"
"CDC42EP4",-0.239424948005629,5.69143208402451,-3.39173426906175,0.00108078014230626,0.0932984788855904,-2.7245917942809,"gse174409"
"LCMT2",0.175350714552334,3.51223369955954,3.39011624881236,0.001086367471786,0.0933210959587146,-2.36727453681853,"gse174409"
"MT-CO2",-0.257764929593785,9.91717431113992,-3.38414201324625,0.00110723426854807,0.0940718556473857,-2.80181498539091,"gse174409"
"UBAP2L",-0.156268067482923,6.29242634932327,-3.38371205624373,0.00110875049373722,0.0940718556473857,-2.7865865808499,"gse174409"
"PRKX",-0.432484329447924,3.6282729940017,-3.38267906283543,0.00111240129896763,0.0940718556473857,-2.4177846497912,"gse174409"
"TMEM127",-0.156678756787437,5.63096240012282,-3.38070298844506,0.00111941670937086,0.0940718556473857,-2.75197236148614,"gse174409"
