"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Sex","Dataset"
"PREP",1.51778187319402,5.19438799883154,40.7723471695449,7.7311803967498e-35,6.64180491865326e-32,69.5173361918841," Female","gse174409"
"ENC1",2.49435668307942,9.44059792091866,40.7302378804675,8.05811446598408e-35,6.64180491865326e-32,69.4728448319017," Female","gse174409"
"KHDRBS3",2.45572027999949,6.293349401615,40.5915976838185,9.23806819095385e-35,7.26826010532819e-32,69.3429444519629," Female","gse174409"
"ATRNL1",2.49817462190546,9.73649498512396,40.1276884238396,1.46413174105986e-34,1.10185462200022e-31,68.8742162706187," Female","gse174409"
"HECW1",1.96529140470318,6.78406477302285,39.3832515741657,3.09857894082505e-34,2.2347209536142e-31,68.1263037956193," Female","gse174409"
"PRKCE",1.67830182332272,7.33823395142136,38.8018673119668,5.61725596347056e-34,3.87813481221006e-31,67.525129694561," Female","gse174409"
"PIK3R1",1.6053495938431,8.74829844609259,38.7531955323915,5.90635814498404e-34,3.87813481221006e-31,67.4722201832559," Female","gse174409"
"LOC124903925",6.05706832795835,-2.72002874388531,38.7300029985072,6.04943323875854e-34,3.87813481221006e-31,62.1316079460601," Female","gse174409"
"LY86-AS1",4.22806102559795,3.48759089018996,38.6293396242975,6.71275161983536e-34,4.14967920670465e-31,66.8876545638028," Female","gse174409"
"ADCY1",2.57989025051768,8.13739044345315,38.3700879505305,8.78596555186993e-34,5.24400957714885e-31,67.0747344553987," Female","gse174409"
"GFOD1",1.27538024363983,7.56028599191751,37.9154522151011,1.41445359842865e-33,8.16092577840051e-31,66.5956197622067," Female","gse174409"
"MEF2C",3.29402886188791,8.31216399534749,37.7986200843579,1.59996603622216e-33,8.93348778095789e-31,66.4734564506267," Female","gse174409"
"MLIP",3.00248319819166,4.57928953362972,37.1272288232446,3.2714960164292e-33,1.76957264213666e-30,65.7435360765168," Female","gse174409"
"SV2B",3.08900617602215,8.6158435177913,36.8597668033138,4.3648909722863e-33,2.28945144967587e-30,65.4630167988197," Female","gse174409"
"CHML",1.8580603156088,6.13234862662617,36.7768210729007,4.77510672092487e-33,2.43095065389672e-30,65.3886542572476," Female","gse174409"
"TCF4",1.25448744439879,8.38902034572699,36.5385940130963,6.18706832127733e-33,3.05977044494255e-30,65.1093203201578," Female","gse174409"
"NREP",2.21315966414316,5.67494838391766,35.8603808459048,1.30494122340494e-32,6.2742298988656e-30,64.3913676295269," Female","gse174409"
"RAPGEF2",0.981362338259632,8.32220685783981,35.8178300173943,1.36809701984913e-32,6.40010576123474e-30,64.3100241977188," Female","gse174409"
"HTR3B",6.26105733257987,0.897089115614068,35.6406556324892,1.66659629468883e-32,7.59134612230763e-30,61.0343777606781," Female","gse174409"
"RORB",2.50669812007399,7.04805051723881,35.5296558152582,1.88683548867865e-32,8.37416294193302e-30,63.9971348087527," Female","gse174409"
"SYTL2",2.68465223142708,6.44908795220161,35.1607052618172,2.85789247022009e-32,1.23668151917599e-29,63.5917631698503," Female","gse174409"
"ARHGEF25",1.72940802516762,4.43122269715604,34.7232593873523,4.70050286606651e-32,1.98441473435964e-29,63.1181752270246," Female","gse174409"
"MPPED1",3.89461484773461,4.94378744514793,34.5275700369665,5.88357164202815e-32,2.42473194171108e-29,62.8798521196511," Female","gse174409"
"SPTSSB",2.71204957263511,3.35913094145532,34.3804424904331,6.9708234873274e-32,2.80599962191046e-29,62.5880158660505," Female","gse174409"
"SPATS2",1.30603234419598,5.01779829602217,34.280069581686,7.82877491972438e-32,3.05094875825604e-29,62.602103082196," Female","gse174409"
"DCBLD1",2.43973858925207,3.31769718229862,34.2687738082624,7.93186747481206e-32,3.05094875825604e-29,62.4768680348817," Female","gse174409"
"LINC01923",6.06566471208264,-2.63068125104727,34.0223699452775,1.0562114353732e-31,3.97433994236406e-29,58.3099033806957," Female","gse174409"
"TNFAIP8L1",2.48980286935467,3.42714025639468,33.8890816745672,1.23418591767651e-31,4.43284399911144e-29,62.059501912988," Female","gse174409"
"CBLN2",5.75333508616861,3.99890198818064,33.8889419470745,1.23438778012618e-31,4.43284399911144e-29,61.8159546862357," Female","gse174409"
"POLR3A",0.878341512205099,6.31737998073311,33.8748691982702,1.25489257586493e-31,4.43284399911144e-29,62.0903320319459," Female","gse174409"
"TMTC1",-1.43294270142151,7.80731062807276,-33.676111625167,1.58473601434488e-31,5.48603913445911e-29,61.8419477543512," Female","gse174409"
"OXR1",2.56941752531774,7.84831495729938,33.6159656321322,1.70112581474669e-31,5.77348759361775e-29,61.7734696097023," Female","gse174409"
"EHD3",1.81254618066414,6.55679905800786,33.4585099957411,2.04907283564624e-31,6.82065417542321e-29,61.5975558912069," Female","gse174409"
"FAM217B",1.10678427351041,6.71238392674126,33.3193835596525,2.41693683840507e-31,7.89335089357611e-29,61.4239824556453," Female","gse174409"
"PARD3",-1.6835639180882,5.77176626352996,-33.1877915005476,2.82713596148607e-31,8.96802712015128e-29,61.2931811396813," Female","gse174409"
"NRXN1",1.18675658524871,9.35014615912458,33.1811535016892,2.84962442433601e-31,8.96802712015128e-29,61.2491847816882," Female","gse174409"
"KCNS1",5.18441984344037,3.46449950563651,33.1090781449347,3.10592152200903e-31,9.60007064722398e-29,60.8499746350759," Female","gse174409"
"FMN1",3.2937819748046,5.02739075863336,32.8471792876696,4.25344205323435e-31,1.2916285701655e-28,60.9210451236186," Female","gse174409"
"ADAM11",2.58680145060088,5.21296647384765,32.6680395401469,5.28110385472655e-31,1.57604528657693e-28,60.6964395043072," Female","gse174409"
"LMO4",2.29429917699604,7.48353752916729,32.6026790640363,5.71655839212748e-31,1.67708320693787e-28,60.5520225439741," Female","gse174409"
"PAK1",1.94886444810277,7.69987067981662,32.5832118611215,5.85323271622174e-31,1.68856008475137e-28,60.5250095818236," Female","gse174409"
"PP12613",6.60896444135894,-2.05621918974245,32.5481434664117,6.10793867326443e-31,1.73315263107433e-28,56.9982375392496," Female","gse174409"
"AACS",1.5783556387901,5.85722492678589,32.4442236760391,6.93141582164934e-31,1.93509478156336e-28,60.3854874791186," Female","gse174409"
"STRIP2",-3.00813162763719,6.66199338599584,-32.3914533089869,7.39224627874626e-31,2.02419738636874e-28,60.3154590748395," Female","gse174409"
"LOC124900989",7.55738023082634,-1.43321814921318,32.3808648914974,7.48842695786348e-31,2.02419738636874e-28,56.8148742591043," Female","gse174409"
"RAB15",1.42927818310066,6.22924520980378,32.368602928631,7.601411411056e-31,2.02419738636874e-28,60.280065663033," Female","gse174409"
"BMAL2",1.70912758453733,5.10310242437673,32.2647724223698,8.63091246853611e-31,2.26352218057411e-28,60.1948794343265," Female","gse174409"
"NUDT4",1.87567117753344,6.30795016052057,32.1752546630859,9.63268371987136e-31,2.4885391418993e-28,60.0434639916252," Female","gse174409"
"SCG3",1.25886630770894,7.43198804443073,31.9999729054722,1.19532316737976e-30,3.04262480943769e-28,59.8036534493798," Female","gse174409"
"ATXN7L3",1.18300724119586,6.8376544390843,31.9323577180434,1.2994868787492e-30,3.2235505577814e-28,59.7249228034016," Female","gse174409"
"ALS2",0.851964532805729,6.86150380061753,31.9297727804479,1.303648616585e-30,3.2235505577814e-28,59.7200823858836," Female","gse174409"
"UBE2QL1",2.31501037766298,5.43370077416739,31.8794075795929,1.38751568404982e-30,3.38260689791809e-28,59.7144481500576," Female","gse174409"
"PPFIBP1",1.73531216508054,6.80134832909586,31.4111231338339,2.48831875373491e-30,5.98198740394411e-28,59.0727612956493," Female","gse174409"
"SPATA13",-2.09129123679042,5.90616826015322,-31.3646068108258,2.63811634981494e-30,6.25522683547217e-28,59.0448730204678," Female","gse174409"
"BASP1",1.7352905778887,6.80698772870816,31.26860296855,2.97715442942186e-30,6.9637251376842e-28,58.8915304607388," Female","gse174409"
"MIR124-2HG",1.45899807372332,6.24380211741993,31.1313503238999,3.54101317199286e-30,8.17218626586992e-28,58.7269836608871," Female","gse174409"
"PRICKLE1",1.81727973165415,5.28329156040587,31.0798762754259,3.77968923302901e-30,8.60824222822356e-28,58.7039037177653," Female","gse174409"
"ZNF697",1.93602648555054,4.94299762931153,31.0264843495805,4.04469525808413e-30,9.09215976911405e-28,58.6529632164868," Female","gse174409"
"PRDM8",3.74269749167742,3.07611671642445,31.0105907520532,4.12719874770739e-30,9.15867732359837e-28,58.4581932737017," Female","gse174409"
"SLC26A4",2.60544818050098,3.16228654724322,30.9846528462867,4.26555918954981e-30,9.27572162275809e-28,58.5405063713296," Female","gse174409"
"KALRN",1.39459349250254,8.8321966591736,30.9723840367323,4.33264946381691e-30,9.27572162275809e-28,58.4990627656491," Female","gse174409"
"SMYD2",2.31120776766282,4.95689029824924,30.9709231484939,4.34070975471376e-30,9.27572162275809e-28,58.5879516442088," Female","gse174409"
"MEIS2",-2.08807811517031,6.55906614105686,-30.9344051604108,4.54725856939462e-30,9.59859738751847e-28,58.4729355381189," Female","gse174409"
"FAM81A",2.16343842199639,5.67991104675758,30.9119002845425,4.67953121944814e-30,9.75879588884673e-28,58.4772901742764," Female","gse174409"
"DLGAP1",2.11298206762742,7.7592042524305,30.872296911687,4.92194181341675e-30,1.01421298629084e-27,58.3739708754412," Female","gse174409"
"DLGAP1-AS4",6.48503513929793,1.18616296611241,30.6978731942213,6.15246292839233e-30,1.25285859797109e-27,56.2585263113441," Female","gse174409"
"MSC-AS1",3.75859431606174,2.31373151716219,30.6592621849805,6.46502574965746e-30,1.30119919419559e-27,57.7994519365072," Female","gse174409"
"NRCAM",1.19593608719032,9.44067881315166,30.6341714603751,6.67680719682913e-30,1.32837765252776e-27,58.0628938912829," Female","gse174409"
"MIR600HG",1.32872166919001,6.1048798494954,30.6076282924017,6.90858683836092e-30,1.35887192710442e-27,58.0549427526106," Female","gse174409"
"COL26A1",2.27663938036337,3.68162634633567,30.4577962715139,8.38049889102179e-30,1.62986578994041e-27,57.93429360127," Female","gse174409"
"DRD1",-2.57636666354907,6.01233665166174,-30.3194969729218,1.00237623682318e-29,1.92779225368583e-27,57.7030430624009," Female","gse174409"
"MAS1",7.74829615196114,1.27030394578537,29.9586936777848,1.6048636925899e-29,3.05259183022403e-27,54.91183025929," Female","gse174409"
"SATB2-AS1",6.04702953006856,1.18560138622265,29.9245393032591,1.67843426975581e-29,3.15782812773949e-27,55.5763344873772," Female","gse174409"
"SLC44A5",2.1360030535924,4.27906275660022,29.8018555155173,1.97240249886583e-29,3.63303689585114e-27,57.089706853098," Female","gse174409"
"CADPS2",2.82538978366053,6.35588007296829,29.8016281537937,1.97299363458321e-29,3.63303689585114e-27,57.0092364949151," Female","gse174409"
"GRID2",-1.51076257765519,5.44234337189404,-29.7561102503686,2.09506767257922e-29,3.81721329943934e-27,56.9657434771902," Female","gse174409"
"FAM13A",1.47072440767919,6.12419727460808,29.7145326384158,2.21332562597936e-29,3.99067221459132e-27,56.8797836069932," Female","gse174409"
"R3HDM1",1.76202912986765,7.4353500659601,29.6622503420263,2.37178675237805e-29,4.23229452545481e-27,56.7849702964446," Female","gse174409"
"KCNH7",1.83267737419417,5.24894785393788,29.6419284296247,2.4364715687693e-29,4.30335575345181e-27,56.8293304065338," Female","gse174409"
"GPR88",-4.54432327893076,4.78581598087262,-29.5762275381939,2.6582231457468e-29,4.64759438684155e-27,56.7890107797955," Female","gse174409"
"SV2C",-3.37174320843309,6.93150075391354,-29.5539501852827,2.73801600308298e-29,4.71950143864436e-27,56.6668147331506," Female","gse174409"
"LOC124902537",7.09448984874404,-0.358847651769313,29.5495994782477,2.75388321279728e-29,4.71950143864436e-27,53.8665219156751," Female","gse174409"
"SH3GL2",1.8099687237113,7.47222504203244,29.3953009457591,3.3819351594478e-29,5.7390113406747e-27,56.4258475817147," Female","gse174409"
"KCNV1",3.27682561932614,5.56441757294465,29.3502859703686,3.59148996835644e-29,5.99864215669048e-27,56.4563782447375," Female","gse174409"
"PTPN3",3.89706991768182,3.75373049732887,29.34751398753,3.60482049133951e-29,5.99864215669048e-27,56.4388729094568," Female","gse174409"
"GFRA2",3.50725027391613,3.55414138702759,29.340474550073,3.63890130251603e-29,5.99864215669048e-27,56.430868385," Female","gse174409"
"RGS9",-3.62054595914225,4.30845133475234,-29.332997355167,3.6754627144977e-29,5.99900862945677e-27,56.466101310003," Female","gse174409"
"RSPO2",4.19788411610059,3.3854143858705,29.3260947447339,3.70954821832398e-29,5.99900862945677e-27,56.3409253242147," Female","gse174409"
"DPH6",-1.78238577211444,4.83967798411186,-29.3193635952257,3.74309857288885e-29,5.99900862945677e-27,56.419470171853," Female","gse174409"
"BRINP2",1.25114621292253,6.02504316056683,29.1760923604593,4.53580697432643e-29,7.20277824941432e-27,56.1555299402412," Female","gse174409"
"C1QL3",4.59866772161959,3.89503480873197,29.080918598505,5.15558892500506e-29,8.1125535184466e-27,56.06461346281," Female","gse174409"
"CDH10",1.77795095621126,5.72145844610226,28.9999783769597,5.75060783411784e-29,8.9673217117789e-27,55.9372181910203," Female","gse174409"
"SCN9A",-2.0029146189207,5.17458341215307,-28.9637436780968,6.03932386275341e-29,9.33345149467846e-27,55.9234441457407," Female","gse174409"
"SYNGR1",1.20315490121564,8.24879593565967,28.905256555667,6.53700923931365e-29,1.00131940640071e-26,55.7531655323939," Female","gse174409"
"PIP4K2C",1.21481796344905,5.6466106988772,28.8725627327567,6.83330529440884e-29,1.03752352053441e-26,55.7569199787014," Female","gse174409"
"HTR2A",2.86206668619816,5.74713235156662,28.8631672473975,6.92097069038476e-29,1.04169636243365e-26,55.774474267306," Female","gse174409"
"CA10",3.00451928043041,4.9840355210284,28.8395150814264,7.14679027208526e-29,1.06641200706486e-26,55.788742960869," Female","gse174409"
"GNAL",-2.50258525652286,7.89411501209061,-28.8129188487253,7.40974287207334e-29,1.09619862711724e-26,55.6317954786221," Female","gse174409"
"CLSTN2",2.99299376950712,7.35248836676817,28.7962509772548,7.57956165477102e-29,1.11181892103756e-26,55.6199134127354," Female","gse174409"
"EFR3A",1.45557385144674,7.69072885092538,28.7095393252431,8.52949815888641e-29,1.24064776161483e-26,55.4864584600268," Female","gse174409"
"SERPINF1",3.70567018712002,3.53201028197114,28.697260889295,8.67353306641435e-29,1.25108486538805e-26,55.5612374521657," Female","gse174409"
"CAMK2A",1.60774678377937,9.93523928268442,28.4692109882072,1.18518532534102e-28,1.69540271044031e-26,55.1549541625554," Female","gse174409"
"TMOD2",0.837062962713513,10.0182067002453,28.4179003619597,1.27183075174979e-28,1.79446893050208e-26,55.0831378229632," Female","gse174409"
"CDK14",1.76308738419457,7.49539245960431,28.4159935020463,1.2751729068794e-28,1.79446893050208e-26,55.0820253518822," Female","gse174409"
"CREG2",2.45248319075248,7.9739808729629,28.3466153561542,1.40308659352611e-28,1.95855047155995e-26,54.9844549707628," Female","gse174409"
"BASP1-AS1",2.62267965986862,3.85979787482979,28.3283444080069,1.43890785643336e-28,1.99248448696041e-26,55.1087405009575," Female","gse174409"
"RPSAP35",6.35787642050131,-2.40827411341154,28.2690514309375,1.56173453416897e-28,2.14540182951832e-26,52.4940807159876," Female","gse174409"
"ABCA1",-2.20099012724128,6.75827713503826,-28.2254533956531,1.65885330555075e-28,2.26087337525811e-26,54.8325956923088," Female","gse174409"
"OSBPL3",2.40194852148403,4.83436797354581,28.1813842670378,1.76331167474457e-28,2.38446576391826e-26,54.8744887901714," Female","gse174409"
"TRIM54",6.99031158822516,-1.02726594579771,28.1629046484411,1.80909512344289e-28,2.42741298385062e-26,52.3617191549543," Female","gse174409"
"CHRM3",2.86216993348874,6.324664930664,28.1446929733664,1.85540521578908e-28,2.47040068308409e-26,54.7475343505599," Female","gse174409"
"HTR2C",-4.25511419593074,5.61384924772544,-28.1266985147565,1.90235480781365e-28,2.51357705102645e-26,54.8043302187471," Female","gse174409"
"ROBO1",-1.0607016238238,7.03132278957924,-28.1138553871179,1.93660592053387e-28,2.53944786958491e-26,54.661046189278," Female","gse174409"
"DIRAS2",2.4782584704389,8.05497545861867,28.0897180256312,2.0026947504744e-28,2.6063641681174e-26,54.6236967804173," Female","gse174409"
"EXTL1",2.16277786928733,4.6820547880664,28.0013751506584,2.26490773499233e-28,2.91583144984769e-26,54.6253228226822," Female","gse174409"
"LL22NC03-13G6.2",7.63623481388011,-0.524453545549037,27.9984470955687,2.27417670419688e-28,2.91583144984769e-26,52.1217465875686," Female","gse174409"
"RAP1GAP2",1.50953272173473,6.72107710733178,27.9861077747244,2.3136661029903e-28,2.94465048357788e-26,54.4891505898962," Female","gse174409"
"RB1CC1",0.802496569055613,8.20219617928112,27.9518976996301,2.42685803260432e-28,3.06616683841957e-26,54.4244685403387," Female","gse174409"
"MADD",0.96723412273852,7.68109513742714,27.8954559890441,2.62614449545146e-28,3.27196448818074e-26,54.3464782243506," Female","gse174409"
"SORL1",1.12442682117617,9.34537745745857,27.8950729970505,2.62755250942933e-28,3.27196448818074e-26,54.3454349615461," Female","gse174409"
"ISL1",-8.33352230550601,-1.48253580327477,-27.8431664676142,2.82570828576478e-28,3.4935846227359e-26,51.978853688302," Female","gse174409"
"RASA1",1.00647592940674,6.76622179535644,27.8164179001047,2.9337278342611e-28,3.60141099881031e-26,54.244321097014," Female","gse174409"
"CNTNAP2",1.42248553461814,6.9486785420082,27.7977028547927,3.01180963376312e-28,3.67122626414125e-26,54.216970776706," Female","gse174409"
"STXBP5",1.33356426099949,8.05605694082381,27.7682672532963,3.13894649871161e-28,3.79944230393002e-26,54.1648522393874," Female","gse174409"
"SNAP91",1.31635053623981,8.06067171296897,27.7253236501524,3.3343508701353e-28,4.00793605633138e-26,54.1036262916611," Female","gse174409"
"CHRD",2.22500714678831,4.22803669465994,27.7148441094247,3.38389696973191e-28,4.03943949304066e-26,54.2458644654825," Female","gse174409"
"NPM2",1.44672315100772,4.25918717489141,27.6600318424852,3.65559308098809e-28,4.33388086567279e-26,54.1537171703945," Female","gse174409"
"LINC00343",7.70699659075315,-1.23733817509778,27.6460257127751,3.72853375134417e-28,4.35091779225835e-26,51.7486058671285," Female","gse174409"
"LRRC4",1.41311677419175,5.85842571177924,27.642285368852,3.74826334860516e-28,4.35091779225835e-26,54.0295059527385," Female","gse174409"
"SRPK1",0.963866918761552,6.03190295238692,27.640238669437,3.75910447708168e-28,4.35091779225835e-26,54.0131938965351," Female","gse174409"
"LINC00507",9.56192150850833,0.827535216215765,27.6380918253418,3.77051053693889e-28,4.35091779225835e-26,51.5693752077315," Female","gse174409"
"SLC30A3",8.48614344805301,0.953779298525425,27.5482516618005,4.28099043542206e-28,4.90726247991526e-26,51.6120013840137," Female","gse174409"
"STXBP5-AS1",1.86394429843347,5.17078966843554,27.4131592155646,5.18524961838741e-28,5.90470300293866e-26,53.7511297630439," Female","gse174409"
"STRBP",1.15862836894834,7.22231193306239,27.3904629693371,5.35535356099544e-28,6.05854998609608e-26,53.6288472913753," Female","gse174409"
"RGS6",1.75385865058879,5.07063564665159,27.2983319784394,6.10661916607959e-28,6.86360202244621e-26,53.5899756150988," Female","gse174409"
"LRRC8B",1.16704278329004,7.73555885213492,27.1947225225813,7.08147073836534e-28,7.90794690389456e-26,53.3416019889086," Female","gse174409"
"NRG3",1.14819996244355,5.80597057444235,27.1226795127006,7.85197359351418e-28,8.71216736731647e-26,53.2796084782942," Female","gse174409"
"ZBTB18",1.48732352950878,7.32153255873811,27.1156183723867,7.93196851091655e-28,8.74486897805443e-26,53.2312065800151," Female","gse174409"
"DIRAS1",1.70385826336047,6.19995588044473,27.0787126726813,8.36384489079368e-28,9.12583439638244e-26,53.2068685399397," Female","gse174409"
"LOC124900848",6.52987620035627,-1.69825191191538,27.0771240386456,8.38296648578663e-28,9.12583439638244e-26,51.1035355580888," Female","gse174409"
"KIAA1549L",1.47759290655369,8.46325332649037,26.942987416229,1.01701144407204e-27,1.10021569284019e-25,52.9731533395102," Female","gse174409"
"ERC1",-0.997072244852163,7.44120725475524,-26.9205394202107,1.05052865540739e-27,1.12484167793399e-25,52.9435307977835," Female","gse174409"
"PDZRN3",1.98598435262111,4.69283163547472,26.9190630359207,1.05277226775265e-27,1.12484167793399e-25,53.0741583830382," Female","gse174409"
"DLX6",-2.99016197682347,2.1365415497625,-26.9135289342447,1.06122597564578e-27,1.1269178167149e-25,52.9425944238788," Female","gse174409"
"SNAP25",1.64780230880856,10.4535701676278,26.8082950263669,1.23588786286233e-27,1.30438920843195e-25,52.7833717366407," Female","gse174409"
"DCAF6",1.36789437945881,7.0858838816053,26.7522629643685,1.34062390324437e-27,1.40635509947011e-25,52.7018126950495," Female","gse174409"
"ST8SIA5",3.05253899467453,5.96983210710488,26.6124792824425,1.6433457505514e-27,1.7135344335117e-25,52.5673617491594," Female","gse174409"
"CLSTN1",1.26779803098761,8.992840201847,26.6055880348504,1.65996456957367e-27,1.7204986068713e-25,52.476707792772," Female","gse174409"
"AMPH",1.90915035282736,6.53175857398501,26.5837514737322,1.71376977945144e-27,1.76569292336458e-25,52.4710841452685," Female","gse174409"
"ZDHHC21",0.745445206141882,7.70036137176138,26.5142411138452,1.89722718111347e-27,1.94314232413568e-25,52.3420940943977," Female","gse174409"
"CCK",3.39093544209106,5.21484889294538,26.457244360299,2.06258674526428e-27,2.10007729257526e-25,52.4038848752264," Female","gse174409"
"OVOL2",5.20612808395453,-2.51022184176961,26.4299361121604,2.14696796461754e-27,2.17320868418509e-25,50.2405274146436," Female","gse174409"
"OPN3",2.69024593727878,4.21750000401889,26.4217107886324,2.17306970578829e-27,2.18684090334241e-25,52.3905300406102," Female","gse174409"
"HLF",1.39482236454476,7.58873838204219,26.3422954901382,2.44241198409781e-27,2.42989246352439e-25,52.0883904139863," Female","gse174409"
"TSPAN5",0.959717920431829,6.83130842197945,26.3422245320455,2.44266733290915e-27,2.42989246352439e-25,52.0956858379379," Female","gse174409"
"GABBR2",3.11627699955588,6.8062867003676,26.3280024879958,2.49440187708743e-27,2.46717726231464e-25,52.1020009268341," Female","gse174409"
"GPR162",1.28221179985083,5.70194600358711,26.2811130281129,2.67304771100807e-27,2.62885129714993e-25,52.047285800784," Female","gse174409"
"PTPDC1",-1.34812135663805,6.34468423044451,-26.2326792500373,2.87135267082558e-27,2.80792335476384e-25,51.9475888609569," Female","gse174409"
"PYGO1",-1.00823947269067,5.2453923801838,-26.1201019928245,3.39253896058416e-27,3.29895825105344e-25,51.8299944975152," Female","gse174409"
"RAB6B",1.31285576520249,8.67172641351881,26.1132991229093,3.42697606854222e-27,3.31382842292722e-25,51.7413835327291," Female","gse174409"
"LINC02217",7.01104217591166,1.52271307033049,26.0898452652977,3.548468930848e-27,3.412247151336e-25,50.7058570121623," Female","gse174409"
"EPHA4",2.00175770512787,7.56703002838375,26.0726458213476,3.64035675696262e-27,3.48126713294287e-25,51.6866745588548," Female","gse174409"
"C3orf80",4.44079699234784,2.73630913498036,26.0490739594741,3.77025844510867e-27,3.58568150694428e-25,51.6919648876042," Female","gse174409"
"DCLK3",-2.66330734060579,4.23738569365362,-26.0429290366918,3.80489511088097e-27,3.59884860514966e-25,51.8280671407416," Female","gse174409"
"CDKL1",1.78405742498307,4.16924472386103,26.0373652603665,3.83653681900144e-27,3.60905520652695e-25,51.8031333989773," Female","gse174409"
"ZNF599",-1.80182603490357,2.62041261110045,-26.0200209599513,3.93691383434672e-27,3.68346170587607e-25,51.7868875280568," Female","gse174409"
"DNAJC5G",7.23356542919229,-0.781569886200613,25.9787443851689,4.1867416245987e-27,3.89614574086984e-25,49.6960154477901," Female","gse174409"
"IL12RB2",3.61841423454288,1.88456476954963,25.9311394035488,4.49510605606616e-27,4.16073747189568e-25,51.4201412555725," Female","gse174409"
"SCN1B",1.81913825378638,5.52217082709849,25.8849371622069,4.81662041452362e-27,4.43462142313773e-25,51.473757517205," Female","gse174409"
"DNM1",1.37069890960876,8.76043685500568,25.8528253211158,5.05385740186721e-27,4.62842422057775e-25,51.347616016515," Female","gse174409"
"LNCBRM",6.39838884407833,1.2301130585486,25.8253140659308,5.26660013346687e-27,4.79787272158832e-25,50.3817979664814," Female","gse174409"
"GREB1L",-2.20943661543321,4.3667435566786,-25.8139187609512,5.35738212222279e-27,4.85502236406044e-25,51.4663424874981," Female","gse174409"
"EFHD2",2.51603281383262,4.51662331819677,25.8056138658337,5.42455115559242e-27,4.89028937250777e-25,51.4512985662465," Female","gse174409"
"INSYN2A",-2.40520922576441,3.56346453562957,-25.7995075273563,5.47448758457324e-27,4.90973604152219e-25,51.4799402257346," Female","gse174409"
"FHL2",2.67249004717429,3.15180447766384,25.7738964325123,5.68910593773895e-27,5.07591415857338e-25,51.4344153888147," Female","gse174409"
"LAMP5",-2.79848095513678,6.4902072979983,-25.6894703753334,6.45953304015727e-27,5.69269620337819e-25,51.146191383221," Female","gse174409"
"SLC22A10",2.78300182060162,2.30564628913163,25.6883208547037,6.47072934374329e-27,5.69269620337819e-25,51.228898637563," Female","gse174409"
"OTOF",-5.02745412660023,4.15990199565873,-25.6874664797551,6.47906379378071e-27,5.69269620337819e-25,51.2984877234283," Female","gse174409"
"SBNO1",0.689109824590074,7.7074548666558,25.6830960673822,6.52186935207503e-27,5.70136548560943e-25,51.0899422895153," Female","gse174409"
