"sample_id","n_cells","median_val","mad_val","q25","q75","iqr","lower_thresh_mad","upper_thresh_mad","lower_thresh_iqr","upper_thresh_iqr"
"D1",12283,9.63455149501661,6.17194053576685,6.03643033314026,15.1936998578947,9.15726952475439,-8.88127011228394,12,-7.69947395399132,12
"D2",13118,8.12562333050366,4.79610726960882,5.41001444482684,12.5331260458856,7.12311160105872,-6.26269847832281,12,-5.27465295676125,12
"D3",15464,7.74299748881518,4.49500919642916,5.1575362864693,11.8483598631595,6.69082357669024,-5.74203010047229,12,-4.87869907856606,12
"N1",11471,8.45771144278607,5.77574947778698,5.1993750836615,14.4090434373299,9.20966835366842,-8.86953699057487,12,-8.61512744684114,12
"N2",15580,7.9471258922776,4.64980606054395,5.34351145038168,12.5408551251606,7.19734367477888,-6.00229228935425,12,-5.45250406178663,12
"N3",14405,8.29377966525106,4.64281790869237,5.6424724288279,12.5337837837838,6.89131135495588,-5.63467406082606,12,-4.69449460360591,12
"W1",10268,11.4087792612161,8.40408772151863,6.30726330428232,18.2088671706411,11.9016038663587,-13.8034839033398,12,-11.5451424952558,12
"W2",14115,9.09090909090909,4.97760846236394,6.2376963283465,13.5227857263818,7.28508939803531,-5.84191629618274,12,-4.68993776870646,12
"W3",15000,11.1683365009346,6.36170104906172,7.25376058367862,16.1129697819924,8.85920919831379,-7.91676664625051,12,-6.03505321379207,12
