ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
TRAVAGLINI_LUNG_BRONCHIAL_VESSEL_2_CELL,TRAVAGLINI_LUNG_BRONCHIAL_VESSEL_2_CELL,27/118,131/7529,0.20610687022900764,13.150666321645751,17.701944757773376,1.7048257614389827e-23,7.530840110415622e-21,4.9771924393867815e-21,PLAUR/CP/YBX3/GADD45B/SRGN/CDKN1A/IRF1/ZFP36/RNF122/EMP1/LRRC32/RAB20/IFITM3/ADM/ADAMTS1/ADAMTS9/TM4SF1/THBD/APOLD1/SOCS3/MAFF/IFITM2/IFITM1/C11orf96/COL4A1/PLSCR1/CEBPD,27
AIZARANI_LIVER_C20_LSECS_3,AIZARANI_LIVER_C20_LSECS_3,28/118,148/7529,0.1891891891891892,12.071232249198351,17.16372780813116,2.8743664543571076e-23,7.530840110415622e-21,4.9771924393867815e-21,TFPI/PLAUR/GPRC5A/YBX3/IL4R/TIMP1/FLT1/PDLIM1/IL1R1/TNFRSF10B/CDKN1A/CD93/EMP1/LRRC32/OSMR/ADM/ADAMTS1/ADAMTS9/ANGPTL4/TM4SF1/TNFRSF10D/HIC1/THBD/APOLD1/CDH5/SOCS3/C11orf96/COL4A1,28
AIZARANI_LIVER_C29_MVECS_2,AIZARANI_LIVER_C29_MVECS_2,28/118,168/7529,0.16666666666666666,10.634180790960452,15.934682923006964,1.1140931201738573e-21,1.9459493165703374e-19,1.286093461534032e-19,TFPI/SELE/GPRC5A/YBX3/EDN1/TIMP1/FLT1/PDLIM1/VWF/MGP/IL1R1/CDKN1A/CD93/EMP1/IL6/LRRC32/IFITM3/ADAMTS1/ADAMTS9/TM4SF1/THBD/APOLD1/CDH5/ANXA2/SOCS3/MAFF/IFITM2/C11orf96,28
MANNO_MIDBRAIN_NEUROTYPES_HENDO,MANNO_MIDBRAIN_NEUROTYPES_HENDO,41/118,471/7529,0.0870488322717622,5.554158120119472,12.880126666322575,9.209916915234031e-21,1.206499115895658e-18,7.97384911871578e-19,SELE/PLAUR/YBX3/IL4R/EDN1/CXCL2/GADD45B/TIMP1/FLT1/FOXF1/CSF3/VWF/CLEC2B/SRGN/CDKN1A/IRF1/CD93/ZFP36/EMP1/SLC16A3/IFITM3/OSMR/ADM/ADAMTS1/ANGPTL4/TM4SF1/HIC1/GPR4/ZNF366/THBD/APOLD1/CDH5/SRARP/SOCS3/MAFF/IFITM2/MT1X/GJA4/PLSCR1/CASP4/ACSL5,41
TRAVAGLINI_LUNG_OLR1_CLASSICAL_MONOCYTE_CELL,TRAVAGLINI_LUNG_OLR1_CLASSICAL_MONOCYTE_CELL,34/118,334/7529,0.10179640718562874,6.49512838729321,12.962180959585183,3.184894618156738e-19,3.3377695598282614e-17,2.2059585881548776e-17,PLAUR/SLC11A1/YBX3/IL4R/CXCL2/GADD45B/TIMP1/FLT1/HAMP/CCL2/IL1R1/SRGN/CDKN1A/IL1B/CD93/STEAP4/EMP1/IL6/MYO1G/THBS1/RAB20/SLC16A3/IFITM3/ADM/GBP2/ANGPTL4/FPR2/FPR1/THBD/ANXA2/SOCS3/PLSCR1/CASP4/ACSL5,34
DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS,DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS,33/118,321/7529,0.102803738317757,6.5594012355457,12.84445107119508,8.845105106064397e-19,7.724725125962906e-17,5.105332596307345e-17,SELE/EDN1/TIMP1/FLT1/MEDAG/FOXF1/PDLIM1/VWF/CLEC2B/IL1R1/CD93/LRRC32/IFITM3/OSMR/ADM/KCNE4/DEPP1/ANGPTL4/TM4SF1/HIC1/GPR4/ZNF366/THBD/CDH5/SRARP/IFITM2/IFITM1/MT1X/COL4A1/GJA4/S1PR3/KIAA0040/FENDRR,33
FAN_OVARY_CL9_PUTATIVE_APOPTOTIC_ENDOTHELIAL_CELL,FAN_OVARY_CL9_PUTATIVE_APOPTOTIC_ENDOTHELIAL_CELL,24/118,146/7529,0.1643835616438356,10.48850708149524,14.608320279489861,1.7625807539008335e-18,1.3194175929200526e-16,8.720136361404125e-17,TFPI/SELE/YBX3/PDLIM1/VWF/CLEC2B/MGP/ARRDC3/CDKN1A/IRF1/EMP1/THBS1/IFITM3/GBP2/DEPP1/TM4SF1/ANXA2/SOCS3/MAFF/IFITM2/IFITM1/PLSCR1/HLA-DRB5/CEBPD,24
MANNO_MIDBRAIN_NEUROTYPES_HPERIC,MANNO_MIDBRAIN_NEUROTYPES_HPERIC,36/118,424/7529,0.08490566037735849,5.417412855772305,11.814389376077308,9.339003186838975e-18,6.117047087379528e-16,4.0428053269342405e-16,TFPI/PLAUR/YBX3/CXCL2/GADD45B/TIMP1/CRISPLD2/PDLIM1/CCL2/MGP/CISH/IL1R1/CDKN1A/IRF1/ZFP36/LRRC32/IFITM3/OSMR/KCNE4/ADAMTS1/ANGPTL4/HIC1/GPR4/APOLD1/ANXA2/SOCS3/MAFF/IFITM2/IFITM1/C11orf96/COL4A1/GJA4/PLSCR1/CASP4/S1PR3/CEBPD,36
AIZARANI_LIVER_C10_MVECS_1,AIZARANI_LIVER_C10_MVECS_1,22/118,142/7529,0.15492957746478872,9.885294819766052,13.487279806741451,2.034575244381538e-16,1.1845749200621398e-14,7.828950355573404e-15,YBX3/EDN1/FLT1/PDLIM1/VWF/MGP/CDKN1A/CD93/EMP1/LRRC32/IFITM3/ADAMTS1/ADAMTS9/TM4SF1/THBD/APOLD1/CDH5/ANXA2/SOCS3/C11orf96/COL4A1/HLA-DRB5,22
TRAVAGLINI_LUNG_EREG_DENDRITIC_CELL,TRAVAGLINI_LUNG_EREG_DENDRITIC_CELL,28/118,270/7529,0.1037037037037037,6.61682360326428,11.859781044490333,4.947126579293328e-16,2.592294327549704e-14,1.713268046934216e-14,PLAUR/SLC11A1/YBX3/CXCL2/GADD45B/TIMP1/CCL2/IL1R1/SRGN/CDKN1A/IL1B/CD93/EMP1/THBS1/RAB20/SLC16A3/IFITM3/ANGPTL4/FPR2/FPR1/THBD/ANXA2/SOCS3/MT1X/PLSCR1/HLA-DRB5/MT1A/CEBPD,28
