pathway1,pathway2,similarity
hsa05410,hsa05412,0.7333333333333333
hsa05410,hsa05414,0.896551724137931
hsa05412,hsa05410,0.7333333333333333
hsa05414,hsa05410,0.896551724137931
hsa00350,hsa00360,0.75
hsa00982,hsa00980,0.7777777777777778
hsa00592,hsa00591,0.75
hsa00071,hsa00061,0.75
hsa00980,hsa00982,0.7777777777777778
hsa00591,hsa00592,0.75
hsa00360,hsa00350,0.75
hsa00061,hsa00071,0.75
