ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,fold_enrichment,ci_lower,ci_upper
BIOCARTA_TID_PATHWAY,BIOCARTA_TID_PATHWAY,1/1,19/1430,0.05263157894736842,75.26315789473684,8.617607434476048,0.013286713286713159,0.0220279720279718,NA,HSPA1A,1,1026.578947368421,61.920946077917684,17019.51281322371
BIOCARTA_P53HYPOXIA_PATHWAY,BIOCARTA_P53HYPOXIA_PATHWAY,1/1,21/1430,0.047619047619047616,68.09523809523809,8.191168298554127,0.014685314685314532,0.0220279720279718,NA,HSPA1A,1,928.8095238095237,56.216245906390895,15345.86875395035
BIOCARTA_PPARA_PATHWAY,BIOCARTA_PPARA_PATHWAY,1/1,49/1430,0.02040816326530612,29.183673469387752,5.308829764589156,0.034265734265734094,0.034265734265734094,NA,HSPA1A,1,398.06122448979596,24.547392885820415,6454.972191113809
