baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Htra1	2082.77011100167	1.45116204045632	0.0895804417941046	16.1995410090936	5.08048535335246e-59	1.27917095287377e-56
Tmod2	26377.0660469608	1.17909662713031	0.0729084498357331	16.1722904517499	7.91019953399625e-59	1.96099931216639e-56
Inpp5j	1143.72613689529	1.59059240436232	0.098584331507793	16.134332708201	1.4638110465746e-58	3.57391684916714e-56
B3galt5	4171.78702507176	1.40298407846086	0.0871449856072524	16.0994240653601	2.5749015384615e-58	6.19283035683113e-56
Ank1	338.059774368015	2.52752636410537	0.157089448773507	16.089727119417	3.01161794812254e-58	7.13664876706568e-56
Fam49a	250.085914123901	2.48654105976663	0.154704971887768	16.0727934559887	3.95838899625782e-58	9.24427250517369e-56
Stxbp3a	1907.18356057199	1.26099431066779	0.0785254104486674	16.0584236804736	4.99073880044852e-58	1.14886807186325e-55
Sox2ot	5034.09388971873	-1.01623005470543	0.0643980372921062	-15.780450731687	4.24148382875327e-56	9.62637611500425e-54
X9130023H24Rik	479.110882419762	2.04687944191267	0.129757706474526	15.7746271687879	4.65136560551801e-56	1.04100146343496e-53
Tgfb1i1	237.872125989815	2.48360325148916	0.158410127918984	15.6783110026863	2.128388024912e-55	4.69819789499067e-53
Ehbp1	1024.89460706356	1.46678397084235	0.0938368241777889	15.6312192329025	4.46183258242494e-55	9.7159419234048e-53
C2cd2	889.606782654532	1.44229594014492	0.0923823293430558	15.6122491216805	6.00810983868951e-55	1.29086242587524e-52
Mxd4	1948.85883390512	1.36319824267254	0.0879794921338215	15.4945000205166	3.77889003328198e-54	8.0122413153034e-52
Usp2	1046.1448471754	1.37586979037375	0.0892974154112225	15.4077224300138	1.45241200045942e-53	3.0395022045978e-51
Epb4.1l4a	594.226183437426	1.7211287478051	0.111718854810523	15.4058932194047	1.4941024622533e-53	3.08666244573713e-51
Prickle1	3014.98177271986	-0.957792990951776	0.0624887742192089	-15.3274408550864	5.01352893246595e-53	1.02263297743995e-50
Mkl2	2681.6010609137	1.29675565805931	0.084668864624098	15.3156141140723	6.01411523407977e-53	1.21139316102452e-50
Rcan2	8354.21716010383	0.953822039422229	0.0622990266965814	15.3103842868635	6.51776979265112e-53	1.29663385726889e-50
Fbn2	329.37568802403	-2.04625085268904	0.134377086190354	-15.2276769105589	2.31678353142701e-52	4.55276217383107e-50
Sox10	4954.19608441007	-0.909982952885639	0.0598290158764684	-15.209726243275	3.0481510843304e-52	5.9178200690241e-50
Sh3bp2	826.875476140931	1.55281321124023	0.102403156658853	15.1637240677383	6.14821006133809e-52	1.17943163010002e-49
Vav2	311.992268518219	2.02153191937642	0.133999425243109	15.0861238076869	1.99842757174305e-51	3.78854845777264e-49
Wnt3	650.745114097904	1.59367511479548	0.106677298800963	14.939215116132	1.83119350396345e-50	3.43114559568221e-48
Dicer1	4013.02947827509	0.966173264348424	0.0648927719154454	14.8887655100839	3.89902230328441e-50	7.22170636725575e-48
S100pbp	2426.68283339961	1.32184269287328	0.0890065218212197	14.8510768180377	6.8460089433239e-50	1.25359759219002e-47
Plin4	2505.0897833556	2.99877801403674	0.20377856045874	14.7158661209795	5.09891883306832e-49	9.23190764899584e-47
Nav1	8020.35963095315	1.00448536188338	0.0686011283585442	14.6424029154948	1.50648467618811e-48	2.69727711912169e-46
Lrrtm3	540.982878172959	1.58815220270077	0.108791272959581	14.5981581012551	2.88535831914396e-48	5.10930373128416e-46
Slc6a8	4539.47846549654	1.00723633439109	0.0690189411810014	14.5936219413975	3.08381144893387e-48	5.401362792187e-46
Ocrl	926.323042331282	1.3422742173609	0.092153247399017	14.5656746261904	4.64377488539357e-48	8.04621381755182e-46
Fsd1l	1274.39417529118	1.14589639605506	0.0801666708004483	14.2939252012527	2.38763557514346e-46	4.09301698487891e-44
Camsap2	2591.48034718597	1.00781634687476	0.0708375908947353	14.2271403381345	6.21726155448658e-46	1.05457844935786e-43
Arhgap21	6917.77725568381	1.00011684052834	0.0704941842040486	14.1872248302563	1.09923416022712e-45	1.84511033936457e-43
Erlin2	2250.72370627978	1.12215340084368	0.0792133956698851	14.1662075126807	1.48295747888195e-45	2.46354400151584e-43
Trappc13	858.432672814312	1.4546573709154	0.102820196796502	14.1475839984473	1.93284350399823e-45	3.17814696157423e-43
Lrrc8a	1053.32126327138	1.73810697563278	0.123140653509294	14.1148103903931	3.0784281523639e-45	5.01068598456484e-43
Gpd1	2583.21128316802	1.30240368166815	0.0926351066541451	14.0595043143924	6.73563381843575e-45	1.08538003350274e-42
Mat2a	6185.72009223274	1.25459402378325	0.0893147763502288	14.0468808751603	8.05023209821871e-45	1.28437069337323e-42
Kcna1	25331.478408201	0.758143503765495	0.0540105468226043	14.0369529354256	9.26096498659232e-45	1.46305088033283e-42
Tef	2769.88014452867	1.06074227477707	0.0761128348972995	13.93644417802	3.80426668917518e-44	5.9516459640164e-42
Ypel2	10103.434325273	-0.994446670354406	0.0714146219055142	-13.9249728391774	4.46711286608366e-44	6.92144776193e-42
Ankrd13a	1870.39558859964	1.03010550087999	0.0739986596547205	13.9205967471098	4.74922214649903e-44	7.28847292082717e-42
X2700046A07Rik	268.902598309628	2.03031760054459	0.145974221743565	13.9087407097897	5.60577405933405e-44	8.52183426340649e-42
Endod1	5307.02122797471	0.989778407036368	0.0712241219230093	13.8966740524549	6.6353773138587e-44	9.99275420892702e-42
Kndc1	18443.5649945534	0.956164655339646	0.0689375268214493	13.8700168025486	9.625424714754e-44	1.43614901716246e-41
Mecp2	2883.96424121509	1.03144118443704	0.0745238326095158	13.8404205516577	1.45353693714072e-43	2.1488343307418e-41
Ankrd10	711.074976397955	1.39024154771407	0.100768920593352	13.7963326343875	2.68151317496386e-43	3.92817302739706e-41
Bcl2l1	5672.36123086604	1.30114905069135	0.0943946066207662	13.7841461209618	3.17501017569967e-43	4.60919945686707e-41
Sytl2	4573.8983653395	-0.879021962647163	0.0639591617591663	-13.7434878517805	5.57252023914201e-43	8.01746349406557e-41
Arl4d	182.650670307677	2.57157438316228	0.18744283411472	13.7192461654117	7.7870810659549e-43	1.11045154244953e-40
Fbxo18	726.155129009601	1.4606218000365	0.106554887474034	13.7076940782508	9.13139932364094e-43	1.29073130439605e-40
Unc5c	3597.85889173015	0.953793165668098	0.069604079273383	13.7031216506995	9.72515759841456e-43	1.36270599600741e-40
Atl1	938.447851406437	1.16285159811453	0.0851285198598409	13.6599532099124	1.76096865536292e-42	2.44622835452743e-40
Phf15	1144.13281988914	1.56531755454782	0.114602334727851	13.6586881782559	1.79182588781381e-42	2.46781900480613e-40
Mink1	6295.91013066465	0.79730009183463	0.0586281442959619	13.5992721824822	4.04438052697775e-42	5.52297862811182e-40
Slc22a23	2989.23662957207	-0.900987801961159	0.0667142292742094	-13.5051819044167	1.45753303438311e-41	1.97367120302937e-39
Mpzl1	777.500850210289	-1.23655768490916	0.0916330732348208	-13.4946656404324	1.6811611746115e-41	2.25751926397414e-39
March1	978.524086097162	1.20812175401376	0.0896614668083329	13.4742581960691	2.21702306620442e-41	2.95248840403455e-39
Shcbp1l	401.994828159051	1.61756760955075	0.120243158583471	13.452471047888	2.97753127968229e-41	3.9327818885902e-39
Lancl3	107.579505059636	3.19329634992141	0.238219894685707	13.404826469823	5.66556437016452e-41	7.42234993990497e-39
Emilin2	1027.25767277592	1.25639170269582	0.0937982496329809	13.3946177845739	6.50098470217859e-41	8.44813447507305e-39
Dmrta1	141.610156185833	2.73502556045924	0.204627819281054	13.3658540176432	9.57299386892304e-41	1.23407378563061e-38
Ikzf2	1262.4114634511	1.3544025384316	0.101826804319656	13.3010413857224	2.28266689051093e-40	2.91927732330898e-38
Dtnb	468.103751910864	1.46179409649062	0.109965139117706	13.2932500992512	2.53330762106864e-40	3.21430858314173e-38
Ppp2r3a	5673.57840098571	0.925521418986468	0.0697140200956725	13.2759725764821	3.19100914374435e-40	4.0171813548669e-38
Synm	1080.52820932347	1.12506139339474	0.0847519644701514	13.2747529857077	3.24338837245555e-40	4.05146978556192e-38
Dennd5b	2274.40132779234	1.32130425692332	0.0995935286330275	13.2669689994812	3.59843433649236e-40	4.46039776140291e-38
Mgat3	1510.44974728108	0.998973813833723	0.0754132810030348	13.2466562990877	4.71757923096174e-40	5.80298257463492e-38
Hspa1b	84.0869477896665	-3.28992155464869	0.249452912842297	-13.1885473581484	1.02134351779547e-39	1.24681283679972e-37
Ptpn11	4304.74182421503	0.919223859083787	0.0700519984430896	13.1220219196254	2.46275376367728e-39	2.98382061262374e-37
Arrdc3	10592.3509023741	0.743492369991798	0.056767686727812	13.0971052873208	3.42056403755771e-39	4.11335588814962e-37
Zbtb16	5826.49481363503	2.51069798674819	0.19214444012788	13.0667220195246	5.10169534714221e-39	6.08953472769256e-37
Adam15	715.329481062912	1.29963460086372	0.0996311058015273	13.0444662879954	6.83338360202156e-39	8.09655465904232e-37
Sulf2	8957.24305305294	0.867622527710938	0.0667936999611547	12.9895862666018	1.40182815532934e-38	1.64883641569175e-36
Mast3	9015.77672797405	0.906790403813818	0.069994296388931	12.955204218	2.19551036869977e-38	2.56365609284261e-36
Tmem229b	577.407310158505	1.52571930672319	0.118164494876732	12.9118252340926	3.86040580574916e-38	4.47529346430518e-36
Tnik	1825.46810277098	0.934914879764246	0.0724608757899094	12.9023403260389	4.36632238168278e-38	5.02563706131688e-36
Prox1	7494.58636636526	-0.785442394758168	0.0611477715461195	-12.8449880494134	9.17660995666134e-38	1.04873682866412e-35
Zcchc2	1340.88443439855	1.19172722245448	0.0928683465520753	12.8324371726187	1.07915240365905e-37	1.22460998820859e-35
Ada	715.122017153265	2.85786915653083	0.223709336984303	12.7749212216893	2.26376793180752e-37	2.55093401770255e-35
Rasgrp3	2098.14251367565	-1.15245690674149	0.0902562207327371	-12.7687254948786	2.45135446709601e-37	2.74313374186008e-35
Aire	96.4200292780049	3.26616081503433	0.256011300519226	12.7578775171647	2.81774390912106e-37	3.13138795528116e-35
Klf15	365.209368189336	1.69280897510402	0.132988486249777	12.7289889737117	4.08089202444335e-37	4.50407493711507e-35
Sbf2	2135.10763945808	0.899988505456635	0.0711996922889357	12.6403426268247	1.26501502142634e-36	1.38669741872545e-34
E130308A19Rik	2941.42461699315	0.869007233437325	0.0688063307218959	12.6297569470709	1.44724566519722e-36	1.57573761141811e-34
Apbb2	6349.59409075006	0.77708525738812	0.0615918917621122	12.6166811110377	1.7087200743297e-36	1.8479406226677e-34
Gm15417	394.755028728215	1.61563014812852	0.128478895927791	12.5750625148316	2.89571150245531e-36	3.11076634337099e-34
Fam83d	595.079658082782	1.44386517067	0.115025687588354	12.5525454439116	3.84933772121564e-36	4.10782967150125e-34
Map6d1	2996.85851326818	-0.79472691914973	0.0634007725064908	-12.5349721735389	4.80530093003359e-36	5.09425126227377e-34
Ncbp1	1646.42717053843	1.0045483590397	0.0801629621707714	12.531327833167	5.03131770986558e-36	5.29899696580222e-34
Scrg1	358.65946662677	1.96093193876584	0.157438100032075	12.455256626994	1.30929651642615e-35	1.37000026400591e-33
Rnf220	2628.90290628665	-0.797950874301517	0.0642519192077387	-12.4190978906263	2.05869745314275e-35	2.1402484361253e-33
Snx24	304.398847373751	1.67155187006212	0.136711317975058	12.2268726161142	2.2337411674762e-34	2.30734007517382e-32
Apcdd1	261.418349182942	1.80957270498728	0.149795990078977	12.0802479694764	1.34314061256535e-33	1.37855846056548e-31
Sycp2	338.921180561689	1.53976792602791	0.127591660163125	12.0679355065944	1.55998877909816e-33	1.59099108774606e-31
Gli2	251.019195107581	1.90875449640106	0.158589700499474	12.0358036517472	2.30379595068246e-33	2.33480301567906e-31
Plekhf1	335.108686545153	1.58156163298075	0.13164526962493	12.0138128585005	3.00656301657961e-33	3.02798477807274e-31
Plekhg1	3984.28296998685	-0.75049069583475	0.06253389183058	-12.0013431735229	3.49576711746161e-33	3.49880691495505e-31
X6330416G13Rik	520.370565299849	1.37335159292358	0.114904499353084	11.9521132823832	6.32949798275517e-33	6.29589694408129e-31
Prosc	1216.88647527733	1.03991215246236	0.087182017064059	11.9280579583088	8.45223500752755e-33	8.35578619087723e-31
Ell	717.603152768704	1.1425959338765	0.0958532072216812	11.9202681578927	9.28093365916646e-33	9.11908323072002e-31
Hdgfrp2	585.416869011193	1.24192112897672	0.104218006870786	11.9165695666826	9.70217040393945e-33	9.47519841752002e-31
Erbb3	2197.15250494663	-0.86096448799786	0.0722529963661703	-11.9159693202838	9.77230141396395e-33	9.48619668582019e-31
Xk	164.653376893303	2.0708232701305	0.173879275057992	11.9095462609896	1.05550052434853e-32	1.01846320056002e-30
X9330159F19Rik	1895.70721080318	0.945241077502879	0.0793752596394032	11.9085100546071	1.06869803766612e-32	1.02505953446142e-30
B3galnt1	153.120719621424	2.21041931662672	0.185851440161674	11.8934742432119	1.27970343611369e-32	1.21713900247918e-30
Gab1	6773.74590717383	-0.777425853707388	0.0653673092312146	-11.8931903860003	1.28406125370151e-32	1.21713900247918e-30
Zfp462	1965.5158269541	-0.905833208112828	0.0762934681586491	-11.8730112809813	1.6347553211086e-32	1.54049399089731e-30
Slc39a14	313.717328131361	1.63809182715228	0.137982864459313	11.8717047480581	1.66049094485806e-32	1.55564831892109e-30
Nde1	1500.73285421911	1.06277241381952	0.0902762309295738	11.7724499890631	5.41292952280528e-32	5.04184660869851e-30
Lipe	473.409941305438	1.36475098786968	0.116312889132328	11.7334458635708	8.58894726666565e-32	7.9541549571868e-30
Klf13	6152.52666534806	0.877301772108316	0.0751403750569094	11.6755043003694	1.70054244320072e-31	1.56585948169923e-29
Smad3	464.311133974931	1.41938797409425	0.12276400936772	11.561922597711	6.42538547623774e-31	5.85173760139759e-29
Zfp276	942.282525817857	1.02813644283108	0.0889245857633456	11.5618918435814	6.4276874484757e-31	5.85173760139759e-29
Mtmr2	4328.50497776507	0.723333917503095	0.0629245869899524	11.4952509361499	1.39375399290357e-30	1.26173886750832e-28
Gpt2	1112.25610002225	1.02815080758797	0.0895689520947496	11.4788750291546	1.68458064965612e-30	1.51649902729379e-28
Sipa1l1	252.446837410574	1.64974331417887	0.143885372231389	11.4656777724829	1.9621734181399e-30	1.75658124777257e-28
Plat	819.428721023009	1.01353618825151	0.0890274795641228	11.3845319806173	4.99356204994399e-30	4.44564966148052e-28
Mt1	1578.34628889109	1.01690322886301	0.0896206774974068	11.3467478405576	7.69726645066329e-30	6.81504129593342e-28
Fam13c	590.222003019267	-1.16892939024995	0.103176661519651	-11.3293972981217	9.38482785643424e-30	8.26377683489515e-28
Slc15a2	388.923660526709	-1.66919478853521	0.147467657771011	-11.3190567597348	1.05602014007798e-29	9.24821116153073e-28
Fyn	1208.97905332643	0.98236361890345	0.0872027107925169	11.2652876266749	1.94715102052616e-29	1.69602116458154e-27
Tenc1	880.569635540243	1.12557550569069	0.100242930822287	11.2284776238848	2.95526452684596e-29	2.56027594546214e-27
Chdh	1073.63346145453	-0.971925063813774	0.0865670878073252	-11.2274201250366	2.99084050897365e-29	2.57724085356157e-27
Hspa4l	1532.01749847516	-0.961225921210732	0.0858876511749405	-11.1916661832195	4.47936166466153e-29	3.83938478001893e-27
Mrgpra6	71.7537846406726	2.81071323515519	0.25122037956423	11.1882373557061	4.65597190295197e-29	3.96964715577609e-27
Tmeff2	12008.6350773832	-0.616612662768366	0.055417824832538	-11.1266125047609	9.3106898247779e-29	7.8964450440248e-27
Trim59	1296.19160433513	-1.09524487166974	0.098473724478916	-11.1222041967575	9.78248083031344e-29	8.25313592144873e-27
X8430427H17Rik	2260.30061556697	-0.841595135077165	0.0757239207997558	-11.1139931238198	1.07253668991836e-28	9.00148761528356e-27
Sult1a1	142.500252670183	1.98745957779495	0.179323458165994	11.0830986538037	1.51535610016245e-28	1.26520456984548e-26
Zfp281	2377.17475101436	0.769232464279134	0.0695853785548961	11.0545128912719	2.08465366476626e-28	1.73155201824967e-26
Arc	818.405880085047	-1.17203396351797	0.106538418691583	-11.001045237126	3.77727944687479e-28	3.12138876958668e-26
Ldlrad4	1140.20747118388	0.857388682653741	0.0783505260358045	10.9429856573258	7.17958644072325e-28	5.90264570948033e-26
Sall1	1667.334923863	-0.847159379028186	0.0779796711737599	-10.863849081134	1.71370301802577e-27	1.40175687474453e-25
Amer2	783.778826277403	1.02408794876788	0.0942888337797444	10.8611795025497	1.76455164673592e-27	1.43605986037892e-25
Gpsm1	281.75762118837	1.57647689961911	0.145367224325864	10.8447891670902	2.11122064416835e-27	1.70955826432808e-25
Muc1	552.710872256757	1.15615320181284	0.107251095203771	10.7798731529614	4.28476219389009e-27	3.45223289961724e-25
Nt5dc3	366.380859963329	1.26855671761045	0.118297690851022	10.7234275536959	7.90196311242866e-27	6.33493699471022e-25
Fam53b	2424.60343219133	-0.704278507172126	0.0658988311228838	-10.6872685777815	1.1675898717758e-26	9.31413029395801e-25
Mgp	156.270536572247	2.285046350135	0.214125383100056	10.6715342060462	1.38323356816607e-26	1.09800126686838e-24
Otud7a	300.627892765942	1.37126652211747	0.128512605580413	10.6702880695967	1.40191077765734e-26	1.10737207211619e-24
Zfp740	979.828064351802	0.929444019331855	0.0871675410830817	10.6627307342073	1.52065795556734e-26	1.19531133151279e-24
Pgbd5	828.770069802173	1.08948771142678	0.102209022110102	10.6594084253458	1.57596667470666e-26	1.23277315515646e-24
Gm10863	326.724340463303	-1.40045197872152	0.131738316387436	-10.6305592566013	2.14820380018491e-26	1.67227806938066e-24
Zbtb7b	1036.32108601397	1.0176552717469	0.0957358958448298	10.6298192832115	2.16531649560532e-26	1.67749567356654e-24
Actn4	2470.00884324358	0.796942974473483	0.0751423000131347	10.6057836176718	2.80105936873503e-26	2.15963017549265e-24
Phyhd1	92.1633113374692	2.3138680079933	0.218437186065106	10.5928301388374	3.21715313340295e-26	2.45861537501913e-24
Ubxn7	1398.25566173447	0.802142078608036	0.0757254605284181	10.5927659338171	3.21936107812483e-26	2.45861537501913e-24
Frmd4b	4452.38147277534	-0.650100725241182	0.0614526678888966	-10.5788853043212	3.73373721028882e-26	2.83799251917897e-24
Stip1	1149.16007617263	-0.904906649420396	0.0857259657656981	-10.5558058324317	4.77524358768708e-26	3.61259507849717e-24
Dbndd2	1939.13508663324	1.06001717753024	0.100762815472734	10.5199241660439	6.99298450595911e-26	5.26565197799183e-24
Pik3c2b	4117.42937740598	-0.676723009897903	0.0643576486176615	-10.5150362767013	7.36524567077407e-26	5.52016598785365e-24
Csrnp1	354.969906910284	1.37732109711244	0.131272493123237	10.4920769335844	9.39403665229834e-26	7.00812530625627e-24
Cdh10	1248.82541691715	-0.86866001908361	0.0828213757662368	-10.4883553436181	9.77144119256984e-26	7.25608310493412e-24
Nav2	5715.94124773707	0.743953152724384	0.071399359260029	10.4196054479282	2.01788553782595e-25	1.49156915396914e-23
Daam2	11963.3981731636	0.726441646553041	0.0698127350406641	10.4055749445987	2.33840191897688e-25	1.72059399645632e-23
Csnk1g3	971.105820355768	0.919673889794785	0.088553865933983	10.385474198048	2.88730899012452e-25	2.11482259394848e-23
Rhou	6198.09211674758	0.873337464560889	0.0841891993123085	10.3735095676721	3.27279367941542e-25	2.38632567195023e-23
Cstb	587.962531847021	1.25748751261976	0.121267882261969	10.3695017111231	3.41299778442839e-25	2.47734442785041e-23
Mobp	79872.6728986198	0.607862691691113	0.0586912528353291	10.3569554631352	3.89151968127135e-25	2.81201561183885e-23
Rtn4	18855.0174044088	-0.680907664597113	0.0659791550159952	-10.3200422077555	5.71980079313152e-25	4.11468169555899e-23
Dmxl2	1956.18180266722	0.715405199855226	0.0693858971147676	10.3105274933883	6.31537276529529e-25	4.52292963288748e-23
Adipor2	5253.03486688509	0.960107715388145	0.0931404115192413	10.3081755784362	6.47182105867178e-25	4.61446568758571e-23
Kcna2	1108.16659599432	0.823183106220122	0.0804118219326249	10.2370905973235	1.352421781546e-24	9.60040730741506e-23
X8430429K09Rik	291.815470152392	1.3888105016292	0.137314901429447	10.1140552640077	4.78612098367124e-24	3.38261199696835e-22
Hs3st1	1269.54047187116	-0.801969226895944	0.0794610227533345	-10.0926114352372	5.95634588393153e-24	4.19129072374117e-22
Tppp	12710.6755417171	-0.64246422498899	0.0638496638045924	-10.0621395118885	8.1213888691806e-24	5.6899156625207e-22
