"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING",51,0.623761558615754,2.23239153822702,2.5879828394003e-06,0.000116459227773014,0.000106243506038539,549,"tags=47%, list=16%, signal=40%","928/5033/2597/5163/586/6515/10135/6533/5230/3939/4199/3992/54541/2632/7832/3099/23645/5860/5352/1026/7494/8140/116496/7037"
"HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1",13,0.856965594561312,2.16367179199965,1.88225800241435e-05,0.000423508050543229,0.000386358221548209,274,"tags=69%, list=8%, signal=64%","6141/6194/6187/6193/5230/9045/6164/3939/6128"
"HALLMARK_HYPOXIA","HALLMARK_HYPOXIA",66,0.499453324362076,1.85372564746439,0.0001928422575722,0.002892633863583,0.002638894050988,536,"tags=41%, list=15%, signal=35%","5033/2597/5163/7422/6515/6533/5230/55818/7538/3939/1028/5209/2353/54541/2632/3099/4502/23645/4282/5165/5066/1026/1316/2355/10397/2152/1843"
