"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING",48,0.558923350572631,2.01129560957895,3.43151397046673e-05,0.00154418128671003,0.00130036318880845,661,"tags=50%, list=19%, signal=41%","928/586/5033/5163/79602/10135/60481/6515/7832/5230/2597/10622/5860/3099/6533/3939/1026/7494/54541/10797/3309/116496/23645/8140"
"HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1",13,0.754155597472628,1.97851089408071,0.00055029423431353,0.0123816202720544,0.0104266275975195,494,"tags=77%, list=14%, signal=66%","6194/5230/6141/9045/6164/3939/7324/6193/1933/6128"
"HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_ESTROGEN_RESPONSE_LATE",48,0.458517043142549,1.64998172798632,0.00244181035379003,0.0366271553068505,0.0308439202584004,349,"tags=23%, list=10%, signal=21%","2289/928/7869/6446/11145/60481/493/7538/1152/2353/5121"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_TNFA_SIGNALING_VIA_NFKB",73,0.401890548929633,1.58503532618947,0.00431052170397895,0.0484933691697632,0.0408365214061164,677,"tags=38%, list=20%, signal=32%","604/6446/10135/5209/6515/7832/687/7422/7538/80176/4616/2353/9021/9945/1052/1026/8848/9334/7097/3726/3553/1316/467/2355/597/23645/5329/1843"
