"gene","effect_size","pval","adj_pval"
"MGAT4C",-0.0679283336686491,0.15112443436882,0.9988234108663
"LINC00511",-0.0314870518769735,0.505772213211501,0.9988234108663
"PARD3B",-0.0323875217123349,0.493681378805471,0.9988234108663
"ADCY2",-0.0617835249120803,0.191651517322924,0.9988234108663
"FRY",-0.0342861941843557,0.468702901186122,0.9988234108663
"VCAN",-0.0505275929752891,0.285596952493588,0.9988234108663
"SGCD",-0.250687798140161,1.17117263139956e-07,0.000234234526279911
"SPARCL1",-0.0892848295789764,0.0591723022955292,0.802011599017262
"PTPRM",0.0307785042854223,0.515394502838908,0.9988234108663
"ABLIM1",-0.0586860884161714,0.214883297109805,0.9988234108663
"DISC1",0.04980149811388,0.292576837728332,0.9988234108663
"RAPGEF5",0.0634949973976748,0.179635344891719,0.9988234108663
"RAD51B",-0.069101899431585,0.144187659293986,0.9988234108663
"KCNMB2",-0.0274407766318788,0.561966725643407,0.9988234108663
"MT-CO1",-0.130453860410245,0.00583412568129243,0.231054482427423
"GPC6",-0.0947627374345363,0.0452117603297855,0.714810439996609
"OPHN1",-0.0788675941038334,0.0955627041591856,0.965544244568593
"C10orf90",0.108618029987195,0.0217049831101549,0.530486992773973
"CA10",-0.0253959010452263,0.591469934344863,0.9988234108663
"KIF6",-0.107834274215531,0.0226713615605157,0.534106623967532
"CERCAM",0.199526492514548,2.47886375030617e-05,0.00510321458287756
"GRM5",-0.0433374333642433,0.359731668347615,0.9988234108663
"AC233296.1",-0.0218148073716527,0.64478018174986,0.9988234108663
"AL445250.1",-0.0585321866704319,0.216088369398279,0.9988234108663
"PLEKHH1",0.120417818490064,0.0109320470171655,0.361389984038528
"HDAC9",-0.0744849579751232,0.115455961442796,0.9988234108663
"GRM7",-0.00525593929407785,0.911555300875594,0.9988234108663
"BRINP3",-0.0710765807325292,0.133070021354162,0.9988234108663
"TMEM132C",-0.0777067120480257,0.100543690652743,0.977978855429855
"SHROOM4",0.0350524551533368,0.458823815365328,0.9988234108663
"BCAS1",0.10697218482042,0.0237773032716857,0.541119701279664
"OPALIN",0.0669633630566954,0.15701638762761,0.9988234108663
"FAM107B",0.0624871243194949,0.186641894690268,0.9988234108663
"NXPH1",-0.0238482018186467,0.614262326521447,0.9988234108663
"CDH20",-0.1174263002601,0.0130778631626345,0.408683223832327
"MT-CYB",-0.156052683401965,0.000973910847627604,0.0671662653536279
"TRPM3",-0.0732694319873277,0.121514529632503,0.9988234108663
"FRMD4B",0.0483034512420222,0.307336691305133,0.9988234108663
"PCSK6",0.0640791645776424,0.175664856122858,0.9988234108663
"LURAP1L-AS1",-0.0323405005551131,0.494308891951201,0.9988234108663
"SYNDIG1",-0.0961844415320704,0.0420803457686388,0.687135011838258
"MT-ND2",-0.12570628209705,0.00789265251394389,0.295052430427809
"CACNA1A",-0.115090617890585,0.015004083240475,0.451250623773683
"VRK2",-0.0322917088167027,0.494960484818334,0.9988234108663
"POLR2F",0.150032162476067,0.00152060832981488,0.0937371094386423
"RIMS2",-0.061090332684776,0.196683081032925,0.9988234108663
"LINC00882",0.0216855349500842,0.646741459848771,0.9988234108663
"GLDN",0.0189135656219615,0.689368681277234,0.9988234108663
"CAMKMT",-0.0469299995612096,0.321294897142859,0.9988234108663
"AC007364.1",0.01825267902196,0.699685502496836,0.9988234108663
"AC002429.2",-0.0572224137393614,0.226541350689957,0.9988234108663
"PIEZO2",0.0957757727781299,0.0429610940303436,0.687377504485498
"NECAB1",0.149272007207529,0.00160687054590852,0.0945217968181481
"DIAPH2",-0.082058450908215,0.0828841144016564,0.90175725459953
"RUNX1",0.0120284120951491,0.799338117717928,0.9988234108663
"HS6ST3",-0.0458048369385105,0.333033552089676,0.9988234108663
"DNAJC6",0.123794233394452,0.00889094285388311,0.319776045006487
"MAPK10",-0.104076098745709,0.0278421114511987,0.574064153632963
"KHDRBS3",0.0308140370125727,0.514909704247735,0.9988234108663
"SLC4A4",-0.0655759873748232,0.165790424622534,0.9988234108663
"CRADD",-0.0774443104668033,0.101697763125359,0.979069026836108
"PLPPR1",-0.0428743345643594,0.364888450826661,0.9988234108663
"PTPRE",-0.0934720333007125,0.0482225797263723,0.733423265800339
"IQCJ-SCHIP1",0.0347327434753262,0.462931471404765,0.9988234108663
"ARPP21",-0.0349574550207181,0.460042239433311,0.9988234108663
"SLCO1A2",-0.0185876037109664,0.69445006193308,0.9988234108663
"PCDH9-AS2",0.0490307624587523,0.300110190386529,0.9988234108663
"PLXDC2",-0.107811866644892,0.0226995315186201,0.534106623967532
"ABR",-0.0783722305734982,0.0976634431211451,0.977978855429855
"SLC1A3",-0.118147961767217,0.0125286681922521,0.400810674477524
"ARL15",-0.0540122216135953,0.253672997929159,0.9988234108663
"DMD",0.0624759174323642,0.186720922065732,0.9988234108663
"AC006148.1",-0.0190663477151725,0.686991776757424,0.9988234108663
"DLEU1",0.0245209379927544,0.604307576708777,0.9988234108663
"PDE7B",-0.0997975947421637,0.0349373605640956,0.622632108944736
"SEMA5A",0.00682135415071744,0.885374242190482,0.9988234108663
"AC108721.2",0.0620679544615379,0.189614599297699,0.9988234108663
"SORL1",-0.181789934367136,0.000122096536851274,0.0135662818723637
"NLGN4Y",0.0506875533229441,0.284074523982326,0.9988234108663
"CHL1",-0.0649235767060802,0.170041743294507,0.9988234108663
"DAB1",-0.102346363665662,0.0305451517051246,0.585418732713029
"MAST4",-0.0932264317506292,0.048814164189417,0.738090072834883
"FOLH1",-0.0250040338377264,0.59720400484444,0.9988234108663
"C1orf61",-0.0428922147274886,0.364688495304743,0.9988234108663
"KCNMB2-AS1",-0.0466782432678429,0.323897678227836,0.9988234108663
"LINC01473",0.00543448065099685,0.908563853238883,0.9988234108663
"LIMCH1",0.0443822529986457,0.348266342454678,0.9988234108663
"EPHA6",-0.0383864274525445,0.41722563610152,0.9988234108663
"SYNE1",-0.0878593207590055,0.0633417753073008,0.819958256405189
"RYR2",-0.0438297175538394,0.354300355232176,0.9988234108663
"IFNG-AS1",-0.0159922495072125,0.73538278167968,0.9988234108663
"EXT1",-0.0266715786997359,0.57298091544779,0.9988234108663
"MED12L",-0.100330582492738,0.0339767403946463,0.615322472634724
"PTPRD",0.0399305206852374,0.398738623116562,0.9988234108663
"LRRC7",-0.0536345304004785,0.2570079650723,0.9988234108663
"LINC01099",0.0140279465514437,0.766877907257546,0.9988234108663
"AL078590.2",0.182853207464381,0.0001113859719669,0.0129756576409697
"GREB1L",0.103691860296339,0.0284240475423149,0.577138021163754
"CLDN11",0.163801196595314,0.000536753258729846,0.0438165925493751
"AC087564.1",-0.112743256329428,0.0171874887055304,0.490866709208112
"PLD1",0.0260798578767646,0.58152289936662,0.9988234108663
"MEIS2",0.100233285828683,0.0341503972312272,0.615322472634724
"LINC00299",-0.0550088141093063,0.245018238757121,0.9988234108663
"RASGRF2",-0.00498075790102357,0.916168386415716,0.9988234108663
"DGKG",-0.0535943489197412,0.257364545378025,0.9988234108663
"RPS6KA2",-0.00769556251431509,0.870805801236826,0.9988234108663
"SLAIN1",0.225786313487624,1.82695252649563e-06,0.000834656116732972
"IPCEF1",-0.0332677856719192,0.482013073518848,0.9988234108663
"MEGF11",-0.0150486332592599,0.750460679258486,0.9988234108663
"FIGN",0.103437004584656,0.0288157852012791,0.578951024931509
"TRIO",-0.0263806682928672,0.577173008936092,0.9988234108663
"AL392023.2",0.00133140789627124,0.977552518606381,0.9988234108663
"CPE",-0.0809372417527885,0.0871741408783028,0.92038180737692
"ADAM28",-0.0285457499231393,0.546325888530449,0.9988234108663
"MAP2",-0.0833223219059691,0.078255052603769,0.886500647938473
"CSMD2",0.18682326231102,7.87244466450747e-05,0.0108585443648379
"LRRTM3",0.0369885871214166,0.434389458070558,0.9988234108663
"PRKD1",-0.069529102171627,0.141724034162782,0.9988234108663
"RYR3",-0.0684531909162005,0.147991278729763,0.9988234108663
"LINC00877",0.0527268351019503,0.26514686801793,0.9988234108663
"ETV6",0.059728923276046,0.206845208614523,0.9988234108663
"NHSL1",-0.0763414818110141,0.10666387085673,0.9988234108663
"SRGAP2",-0.0360926373469334,0.445601887302904,0.9988234108663
"LHFPL6",-0.0832046564625763,0.0786769325045395,0.886500647938473
"HIVEP3",-0.0642409302735789,0.174577020993761,0.9988234108663
"AL049828.1",-0.050539952835301,0.28547912083038,0.9988234108663
"DCLK2",-0.0831288287939437,0.0789497857127184,0.887076243963128
"MEG3",-0.0315701240175904,0.504650293792809,0.9988234108663
"UGT8",-0.00556704669479411,0.906343554773925,0.9988234108663
"MT-ND1",-0.0758487982329474,0.108943687040149,0.9988234108663
"TF",0.0552807781588713,0.24269282087945,0.9988234108663
"PLD5",-0.122312784654204,0.00974041487837965,0.338797039247988
"LINC00320",0.0812282300845686,0.0860438879868246,0.92038180737692
"CABLES1",-0.0510783635467779,0.280378114864574,0.9988234108663
"CDH19",0.173159721451214,0.000252717309022204,0.02411427961533
"PIP4K2A",0.144697280059487,0.00222837271752739,0.122102614659035
"ADAMTS17",-0.0229844145211784,0.627148893719555,0.9988234108663
"CAMK1D",-0.0805235251531433,0.0888016892520802,0.927432785922508
"SH3RF3",-0.0345877435244963,0.46480116779097,0.9988234108663
"ROBO2",-0.0584950462795242,0.216379911284177,0.9988234108663
"CACNA2D3",-0.0299780462549245,0.5263781934739,0.9988234108663
"MSI2",0.016055576944146,0.734374450012119,0.9988234108663
"TTC28",-0.0546036551830073,0.248511454588052,0.9988234108663
"CARMIL1",-0.0514908991781999,0.276511814519224,0.9988234108663
"SYNJ2",0.0638208965115103,0.177412114049411,0.9988234108663
"QDPR",0.044295934114962,0.349204666098765,0.9988234108663
"INPP5D",-0.0459051299684463,0.331976107842576,0.9988234108663
"TENM3",-0.00885442831638516,0.851561800628154,0.9988234108663
"HULC",-0.0788613683058757,0.0955888802122907,0.965544244568593
"PLEKHA5",-0.0688281279982022,0.145783641762611,0.9988234108663
"KCNIP1",-0.0148183814970849,0.754154602959376,0.9988234108663
"PREX2",-0.200966047468431,2.16518111795748e-05,0.00508671936154516
"DGKB",-0.0854396485608033,0.0709732776082204,0.85530559647039
"AGBL4",-0.0556436283593766,0.239614512073532,0.9988234108663
"GRIN2A",-0.0457694199529725,0.33340749164796,0.9988234108663
"STXBP5L",-0.0535986578689533,0.257326290283002,0.9988234108663
"RCAN2",-0.0227638705926636,0.63045764264907,0.9988234108663
"PDE10A",-0.0309741550343502,0.512728041472447,0.9988234108663
"FBXL7",-0.050395599900846,0.286857347246067,0.9988234108663
"GMDS-DT",-0.104767684492043,0.0268205516774373,0.564643193209205
"PPM1H",0.0187144010728197,0.692471785723572,0.9988234108663
"CALN1",-0.21264491725697,6.99123371840185e-06,0.00233041123946728
"SGCZ",-0.0477391688190015,0.313022077068972,0.9988234108663
"AKAP13",-0.0489946936979152,0.300465874557455,0.9988234108663
"ADGRB3",0.0110708271095887,0.815010934172314,0.9988234108663
"DSCAML1",0.0380701364273922,0.421073921425233,0.9988234108663
"TMEM178B",-0.0560323645013137,0.236347254566401,0.9988234108663
"ERC2",0.130529969892346,0.0058054912000985,0.231054482427423
"ZFHX3",-0.0399106799577981,0.398972998400952,0.9988234108663
"TENM2",-0.0736849131911552,0.119416272613556,0.9988234108663
"MLLT3",-0.0386254079959967,0.414331780250293,0.9988234108663
"FAT3",-0.0528469907605064,0.264059403389278,0.9988234108663
"TBXAS1",-0.0380690936455045,0.421086643215861,0.9988234108663
"TENM4",-0.0802607443983727,0.0898481152529622,0.933486911719088
"CNTNAP5",-0.0322478932496265,0.495546013948705,0.9988234108663
"FYB1",-0.0346145470987501,0.464455233989487,0.9988234108663
"MOG",0.143504296767593,0.00242324905641264,0.127539424021718
"EFCAB11",0.0503599969187118,0.287197960334189,0.9988234108663
"BMP2K",-0.0926139257398965,0.0503161098262917,0.745423849278396
"AC011346.1",-0.0572608692642586,0.226229394938422,0.9988234108663
"TRPS1",-0.00386461834693021,0.934906474799878,0.9988234108663
"NLGN4X",-0.102038619830758,0.0310489636844304,0.585418732713029
"AOAH",-0.016474994769542,0.727707897798539,0.9988234108663
"NAALADL2",-0.0817272730875128,0.0841330982331102,0.908053441561444
"FMN1",0.183677328086557,0.000103700885522415,0.0129626106903019
"SLC35F3",-0.0407879078533628,0.388689814306717,0.9988234108663
"AC073475.1",-0.0599775688307005,0.204961312775451,0.9988234108663
"PID1",-0.0569844369251321,0.228478672987716,0.9988234108663
"PLCL2",-0.0437287527319172,0.355410044869619,0.9988234108663
"AHCYL2",-0.103108835808297,0.029327051574384,0.578951024931509
"NEDD4L",-0.0249002004227923,0.598727593064162,0.9988234108663
"GRIK1",-0.0078698981754628,0.867905618526483,0.9988234108663
"COL4A5",0.0476310108278761,0.314119673677552,0.9988234108663
"BMPR1B",-0.0374989487790459,0.428076045465323,0.9988234108663
"ATP8B4",-0.0367599775812927,0.43723481720325,0.9988234108663
"DANT2",-0.052647293894051,0.265868447971856,0.9988234108663
"OXR1",-0.0773387901788256,0.10216481662785,0.979069026836108
"ADAMTS18",-0.0138919907088929,0.769072789115343,0.9988234108663
"AL158077.2",-0.0385142425574639,0.415676421839598,0.9988234108663
"FBXL17",-0.13101847418591,0.00562469964859056,0.230439868906019
"AC073050.1",-0.0711094487563818,0.132890751471494,0.9988234108663
"MSRA",-0.067334418248257,0.154730507534478,0.9988234108663
"TMEM132D",0.00474723417765258,0.920085352985278,0.9988234108663
"SAMMSON",0.00579579009376393,0.90251414856658,0.9988234108663
"EDA",0.0138117279436322,0.770369428129319,0.9988234108663
"PBX1",-0.139203158882558,0.00326241511022487,0.163120755511244
"MOB3B",-0.0222833332856735,0.63769263474459,0.9988234108663
"FKBP5",0.240416810067739,3.75699043082058e-07,0.000398899466686208
"CYFIP1",-0.0343426806420921,0.467970648624876,0.9988234108663
"ENTPD1-AS1",-0.00637939441692796,0.892754471093418,0.9988234108663
"DGKI",0.0086517415966546,0.854921559934133,0.9988234108663
"RFX4",-0.0352188419795375,0.456694185738192,0.9988234108663
"SHISA9",-0.0305234565264767,0.518881245269069,0.9988234108663
"LINC02798",-0.033571519346787,0.478022023997182,0.9988234108663
"FGD4",-0.0573356791128627,0.22562340706141,0.9988234108663
"PKP4",0.0758141381009107,0.109105511414496,0.9988234108663
"ATP1A2",-0.0715365400404165,0.130578261781809,0.9988234108663
"SPP1",0.0359950945903449,0.446832469242882,0.9988234108663
"ARHGAP15",-0.0379982829878594,0.4219510507572,0.9988234108663
"LSAMP",-0.0776547350912024,0.100771458466832,0.977978855429855
"AL163541.1",-0.0593537029770982,0.209711859958343,0.9988234108663
"TMEM132B",-0.0690433994984524,0.144527561304404,0.9988234108663
"ARHGAP22",-0.000619892909494405,0.989547551376382,0.9988234108663
"KLHL32",0.10829471880207,0.0220991968178547,0.530486992773973
"TSPAN5",-0.0821886810486217,0.0823971067633009,0.90175725459953
"ZNF98",-0.0318971697676126,0.500246203644453,0.9988234108663
"BAALC",0.13842303332677,0.00344037265359041,0.166039062875983
"HECW2",0.00366048897660109,0.938337674277596,0.9988234108663
"SDK1",-0.0462549541207959,0.328304724018765,0.9988234108663
"FAM189A2",-0.0345177027676026,0.46570580794995,0.9988234108663
"XKR4",-0.0479657311306755,0.310731098012662,0.9988234108663
