"gene","effect_size","pval","adj_pval"
"DPP6",-0.142486568580928,0.000697827176337583,0.0536790135644295
"PTPRZ1",-0.0772840748676799,0.0659218400441334,0.861723399269717
"SLC7A14-AS1",0.0799213992406049,0.0572091797838479,0.811477727430467
"NKAIN2",-0.0662344347257413,0.115018565541986,0.999766669822232
"LINC01608",-0.105435153714326,0.0121141204416855,0.364334449374001
"CSMD1",-0.000329802760536243,0.993738607571635,0.999766669822232
"TTLL7",-0.0219107989638484,0.602114723619636,0.999766669822232
"ITPR2",0.0807543981105821,0.054664896894368,0.803333407854854
"CELF2",-0.0269356494520166,0.521570191881473,0.999766669822232
"CHST11",-0.0609970255136052,0.146666117632515,0.999766669822232
"MOBP",-0.0817197702902862,0.0518350650921717,0.788366009006414
"ZNF536",0.0223860670130656,0.594261531390555,0.999766669822232
"PEX5L",-0.110729144457606,0.0084193909216674,0.298031537050173
"LINC01170",-0.0330632847631798,0.431438538654308,0.999766669822232
"OPCML",-0.0164317845444457,0.695804550897608,0.999766669822232
"FAM155A",-0.028768870061806,0.493629257649592,0.999766669822232
"PWRN1",-0.0874470151087417,0.037454109685255,0.65137582061313
"NAV3",-0.130832438177249,0.00185118003173774,0.104291832773957
"NKAIN3",-0.0444186532255946,0.290543319222598,0.999766669822232
"MDGA2",-0.0399705178743159,0.341559587535251,0.999766669822232
"PLCB1",-0.000857005760146048,0.983730480120831,0.999766669822232
"AC079352.1",-0.0805218591481926,0.0553654762664991,0.805316018421805
"KCNQ3",-0.0431742262504596,0.304269971110961,0.999766669822232
"MT-ATP6",0.1459878550331,0.000513251211309246,0.0456223298941552
"MT-ND3",0.0756100913693491,0.0719992650350347,0.894354633588808
"FRMD4A",0.0649022463439516,0.122507845504069,0.999766669822232
"DCC",-0.0973138584811324,0.0205823961301148,0.48429167364976
"ADGRV1",0.000377854492972885,0.99282635577133,0.999766669822232
"PITPNC1",-0.000565087985580806,0.989271868649014,0.999766669822232
"TMEFF2",-0.0183761335147833,0.661926144119735,0.999766669822232
"SH3GL3",0.0251779497016738,0.549104292621208,0.999766669822232
"ANO4",0.000705387070129959,0.986608531674838,0.999766669822232
"PDE1C",-0.000955426997444226,0.981862342575183,0.999766669822232
"CNTNAP4",-0.0755590044095588,0.0721917224193013,0.894354633588808
"AL033523.1",-0.327434931147738,6.63598316150669e-15,1.32719663230134e-11
"TMEM144",0.0466856515678494,0.266622967576279,0.999766669822232
"SLC5A11",0.00944156509923807,0.822244077999983,0.999766669822232
"LRP1B",0.202750430647974,1.40429184590184e-06,0.000424080095235668
"DTNA",-0.0345547027905668,0.410951526962546,0.999766669822232
"KCNMA1",-0.057940597305648,0.167992923622879,0.999766669822232
"FGF14",0.00340529146491454,0.935419654689337,0.999766669822232
"PLCL1",-0.0238241021738938,0.570790000403802,0.999766669822232
"NAV2",0.0705671686904905,0.0931271586046226,0.999766669822232
"LRRC4C",-0.0522989555484678,0.213337577299714,0.999766669822232
"TNR",-0.0601712864508391,0.152212419328277,0.999766669822232
"EDIL3",-0.00889940733010481,0.832294964644585,0.999766669822232
"NRCAM",-0.014291206928882,0.733814651589755,0.999766669822232
"MACROD2",-0.0355501546509916,0.397604726175331,0.999766669822232
"ST6GAL1",-0.0436973989229743,0.298447507631998,0.999766669822232
"AL589740.1",-0.0858711530248866,0.0410245217506987,0.689487760515945
"MT-CO2",0.0997510382737337,0.0176179883805353,0.448865946000898
"NTM",0.0681067986903408,0.105106923069129,0.999766669822232
"SPOCK3",-0.0440805082828609,0.29423132532839,0.999766669822232
"TMTC2",0.0240399241981481,0.567305825351119,0.999766669822232
"MT-CO3",0.119986053035505,0.00430317620462925,0.185082847510935
"GABRB1",-0.0615287162601175,0.143177544093024,0.999766669822232
"PRUNE2",-0.00725786714055074,0.862887959697158,0.999766669822232
"SOX6",-0.0412046089644993,0.326862502458218,0.999766669822232
"DPYD",0.0169994818833345,0.685846315661582,0.999766669822232
"PDE4D",-0.133164222169367,0.00153170538352924,0.0901003166781908
"MEF2C",-0.0575067945022501,0.171199592656468,0.999766669822232
"OBI1-AS1",-0.00313704093349197,0.940497101235025,0.999766669822232
"CNDP1",0.0381078435814405,0.364530354593129,0.999766669822232
"SLC35F1",-0.0346444004717493,0.409738083922474,0.999766669822232
"HS3ST5",0.032946793635958,0.433063279848029,0.999766669822232
"SLCO3A1",0.00118667962742301,0.977473336428242,0.999766669822232
"IMMP2L",-0.0948901606562919,0.0239527013451986,0.509631943514864
"KCND2",-0.0311957296358235,0.457908987121137,0.999766669822232
"NEBL",0.00204225794153135,0.961242051074085,0.999766669822232
"RBFOX1",-0.0357374394995632,0.395123179437134,0.999766669822232
"CSMD3",-0.0345776414253335,0.410641006932586,0.999766669822232
"PCDH15",-0.0367895058933109,0.381358003422374,0.999766669822232
"MAML3",-0.0601275598256168,0.152510512608945,0.999766669822232
"RBMS3",-0.0334338150334927,0.426294182699691,0.999766669822232
"ST6GALNAC3",-0.120124471345021,0.00425875865782421,0.185082847510935
"KCNH8",0.0251917050814949,0.548886064011536,0.999766669822232
"GALNT13",-0.0617622065234608,0.141665816447477,0.999766669822232
"APBB1IP",-0.0408607434203772,0.330915785871332,0.999766669822232
"DOCK8",-0.039038036362002,0.352940874466122,0.999766669822232
"SNTG1",9.78510343290538e-05,0.998142254905601,0.999766669822232
"KAZN",0.00364736756448559,0.93083988570659,0.999766669822232
"ARHGAP26",-0.0150240292101955,0.720722820921007,0.999766669822232
"CLMN",0.0542939972437273,0.196387706317193,0.999766669822232
"DLGAP1",0.00680637356759062,0.871340569902105,0.999766669822232
"PPP2R2B",0.0298228045860707,0.477936095151655,0.999766669822232
"MAP7",0.0453912793249341,0.280109289757116,0.999766669822232
"MT-ND4",0.0919318107838111,0.0287064890487123,0.568445327697274
"HHIP",-0.0489408242195583,0.244207521312495,0.999766669822232
"AK5",-0.0988956980790819,0.0186127301794168,0.462428078991721
"ENPP2",-0.0112217815420119,0.789454211133484,0.999766669822232
"SFMBT2",-0.139381163894228,0.000911398373565569,0.0636381843323323
"ADGRB3",-0.0437034378383308,0.298380736963381,0.999766669822232
"FGF12",-0.0332456813640746,0.42890170249121,0.999766669822232
"SMYD3",-0.0373771043340727,0.373799630102673,0.999766669822232
"ESRRG",-0.207212714609445,8.19885778372264e-07,0.000327954311348906
"CSGALNACT1",-0.0930285926098492,0.0268568905901426,0.539836996786785
"LINC00609",-0.135159345729401,0.00129953691474085,0.0812210571713032
"NEGR1",-0.067282453872984,0.109383840060705,0.999766669822232
"MAP3K5",-0.0644497426691211,0.125136675789319,0.999766669822232
"NTRK2",0.0426132595986795,0.310596306244676,0.999766669822232
"RGS7",-0.0148027099283598,0.724668261774171,0.999766669822232
"PHACTR1",0.0562839985362212,0.180484963273905,0.999766669822232
"CNTN1",-0.0345350961410222,0.411217052436365,0.999766669822232
"AC090015.1",-0.0335895524097994,0.424142685324215,0.999766669822232
"PARD3",0.0525527141558653,0.211124851813485,0.999766669822232
"MYO1D",0.0130280837543842,0.756561020722271,0.999766669822232
"SLIT2",0.0334054466509131,0.426686773510704,0.999766669822232
"PCDH7",-0.00787623081507709,0.851336913383249,0.999766669822232
"SVEP1",0.238815214311115,1.32703549198302e-08,1.06162839358642e-05
"ATRNL1",-0.000813116235991852,0.984563578354132,0.999766669822232
"ZEB1",-0.0136263011272396,0.745760622198473,0.999766669822232
"KCTD8",-0.109187396030197,0.00937449803017203,0.31777959424312
"PTPRG",-0.000616397046564484,0.988297838882853,0.999766669822232
"SORBS1",0.0297384429110514,0.479182120062678,0.999766669822232
"LMCD1-AS1",0.0099958997120464,0.811997535470286,0.999766669822232
"ZFPM2",0.0576593369243573,0.170066815258353,0.999766669822232
"SPOCK1",0.0153256788245096,0.715357306178129,0.999766669822232
"UNC5C",0.0274375454975573,0.513840499640076,0.999766669822232
"XYLT1",-0.0908925541475363,0.0305592557086392,0.596278160168569
"DIAPH2",-0.0376179966425068,0.370727971865356,0.999766669822232
"AL354809.1",-0.184089634775368,1.18480298284053e-05,0.00249432206913797
"MT-CYB",0.0493668085110727,0.240126541309198,0.999766669822232
"MT-ND2",0.0704776362599712,0.0935430099000638,0.999766669822232
"LINC01630",0.0193614787093033,0.645012831937906,0.999766669822232
"SLC44A1",-0.0409123982074029,0.330304843186777,0.999766669822232
"PDZD2",-0.0606845142846484,0.148746719190256,0.999766669822232
"SORL1",-0.144766533957023,0.000571730342934075,0.0497156819942674
"KLHL4",-0.0904942274521428,0.0312961330489562,0.604756194182728
"MMP16",-0.0280794872348951,0.504041546701072,0.999766669822232
"GRIK2",-0.0100553650006775,0.810900231812497,0.999766669822232
"ADARB2",0.0617825454927398,0.141534715054718,0.999766669822232
"ROR1",-0.0953184187716682,0.0233244922702403,0.501601984306242
"FRY",0.0643896411217673,0.125489120724093,0.999766669822232
"LPAR1",-0.045531962733258,0.278621426213213,0.999766669822232
"LINC00639",-0.0500933967573701,0.233277109178541,0.999766669822232
"MGAT4C",-0.017572808259911,0.675844416816383,0.999766669822232
"LRRC7",-0.0891367326567552,0.0339230043051267,0.61678189645685
"HDAC2-AS2",-0.0599379619281948,0.153808181537398,0.999766669822232
"LINC01505",-0.134360510454026,0.00138829341985156,0.0841389951425191
"SAMD12",-0.0139129233828546,0.740603358809825,0.999766669822232
"RAPGEF5",0.0176038275267072,0.675304882306348,0.999766669822232
"HDAC9",-0.0777232239140715,0.0643994691964554,0.850132396497469
"KCNMB2",-0.0323268823001873,0.441768724517545,0.999766669822232
"FRMD5",0.015733394210259,0.708127508688476,0.999766669822232
"RUNX1",0.0137190460336278,0.744090580914946,0.999766669822232
"CREB5",0.0217927909312731,0.604071879704088,0.999766669822232
"MT-ND1",0.1221443833611,0.00365620389508347,0.170588199123951
"DISC1",-0.0318476120253033,0.448567268050483,0.999766669822232
"SPARCL1",-0.0402952985028774,0.337651293757243,0.999766669822232
"OPALIN",0.0383127754556429,0.361956848847727,0.999766669822232
"KCNMB4",0.146377858899148,0.000495784558856774,0.045071323532434
"HPSE2",-0.038429156665518,0.360500431299201,0.999766669822232
"SGCD",-0.194437627161808,3.71729044018566e-06,0.000874656574161331
"NTRK3",0.00508401146049419,0.903712618792351,0.999766669822232
"BRINP3",-0.0423694444564726,0.313372820606914,0.999766669822232
"MAPK10",-0.0877480224408849,0.0368030926932135,0.647912555781433
"GRM3",-0.0983558995746318,0.0192654985635016,0.472986737733136
"FRMD4B",-0.0288717961166497,0.492084623881402,0.999766669822232
"SYNDIG1",-0.163341529871445,0.000101628821815241,0.0131133963632568
"VCAN",-0.0369794665020815,0.378904311511997,0.999766669822232
"PARD3B",0.102304793225341,0.0149199490794329,0.395230439190275
"GRM5",-0.0185660294898425,0.658652815977038,0.999766669822232
"OPHN1",-0.0551980771685705,0.189040079232267,0.999766669822232
"MT-CO1",0.055647550866092,0.185463454335102,0.999766669822232
"NECAB1",0.103818649219345,0.013498538200157,0.383418843267582
"CADM2",-0.0960906233938622,0.0222278428071543,0.501601984306242
"SRGAP2",-0.0562591117716342,0.180677751604236,0.999766669822232
"FMN2",-0.0209886111218898,0.617484501093707,0.999766669822232
"DNAJC6",0.0498397947660543,0.235651860744812,0.999766669822232
"INPP5D",-0.0387228256517067,0.356841776867153,0.999766669822232
"SLC4A4",0.00712577701669672,0.865359297937365,0.999766669822232
"DLEU1",-0.000455809218243351,0.991346422560725,0.999766669822232
"ABLIM1",-0.00305111715456813,0.942123988206639,0.999766669822232
"NLGN4Y",0.011994591427942,0.775331402851502,0.999766669822232
"ADAM28",-0.0500233518673085,0.23393131297859,0.999766669822232
"CERCAM",0.0400427465019287,0.340687920305767,0.999766669822232
"UTY",0.0406761409688556,0.333105126093256,0.999766669822232
"LINC00511",-0.00994182422016234,0.812995702765625,0.999766669822232
"PRKG1",0.0106397920614341,0.800135977653649,0.999766669822232
"KHDRBS3",0.00222755673579019,0.957728607623323,0.999766669822232
"CDH20",-0.19774385629527,2.53537147633038e-06,0.000633842869082595
"BCL2",-7.5304224350091e-05,0.99857031552224,0.999766669822232
"ABR",-0.0443483340702078,0.291307688094826,0.999766669822232
"PTPRM",0.112382714456321,0.007492610504115,0.282740019023207
"FYB1",-0.0373061636369958,0.374707200127694,0.999766669822232
"NXPH1",-0.0207869353205184,0.620868522507307,0.999766669822232
"RAD51B",-0.0742367844720953,0.0773211761751098,0.931580435844696
"PTPRE",-0.125083295215795,0.00291725557558275,0.149602850029885
"CA10",-0.03195234832761,0.447076511278725,0.999766669822232
"IPCEF1",-0.0465188103987433,0.268335792555778,0.999766669822232
"PIEZO2",-0.0194340700444686,0.643773909022733,0.999766669822232
"BCAS1",0.0295183026355936,0.4824419345397,0.999766669822232
"AC233296.1",-0.0258876519621093,0.5379010891294,0.999766669822232
"GLDN",0.0247515255053982,0.555890650295548,0.999766669822232
"TBXAS1",-0.0417452253403729,0.320555523492257,0.999766669822232
"PLEKHH1",0.0257349425900096,0.540302004229977,0.999766669822232
"GLIS3",0.00398589501032981,0.924439253205859,0.999766669822232
"GRIA4",-0.291079646230053,4.32400235151414e-12,5.76533646868553e-09
"ARL15",-0.0593691633274017,0.15775159032214,0.999766669822232
"ARPP21",-0.0313718155770808,0.455374903266491,0.999766669822232
"SAMD4A",-0.00665802962684357,0.874121041331311,0.999766669822232
"SEMA5A",-0.0183730177496464,0.661979906188539,0.999766669822232
"DOCK5",-0.057311545633424,0.172657738996004,0.999766669822232
"RYR3",0.0217883378847586,0.604145789120197,0.999766669822232
"LIMCH1",-0.0411324134881081,0.327710814349062,0.999766669822232
"KIF6",-0.138232558944469,0.00100469628883122,0.0658817238577847
"RIMS2",0.00165566160500111,0.968574634102247,0.999766669822232
"C10orf90",-0.0104078235725799,0.804404063780865,0.999766669822232
"AOAH",0.00445152358762779,0.915643553773508,0.999766669822232
"PLPPR1",-0.0627121963712039,0.135641311419245,0.999766669822232
"GRM7",0.028732672966676,0.494173091625458,0.999766669822232
"PTPRD",-0.00934385461608143,0.824053398269401,0.999766669822232
"ATP8B4",-0.0407942330738226,0.33170350732575,0.999766669822232
"MAN2A1",-0.0662484468374197,0.114941750906243,0.999766669822232
"POLR2F",0.0631979677203329,0.132638163736472,0.999766669822232
"RALYL",-0.0128460098874676,0.759857809963302,0.999766669822232
"DSCAML1",-0.0661690476573576,0.115377552572983,0.999766669822232
"LINC00882",-0.0319273990038741,0.447431369815388,0.999766669822232
"CAMKMT",-0.0234396663743006,0.577021354272303,0.999766669822232
"PDE7B",-0.022850465318816,0.586633500951726,0.999766669822232
"CLDN11",0.139034641414913,0.000938663218901902,0.0636381843323323
"MSI2",0.00157347197860014,0.970133890489727,0.999766669822232
"CACNB2",0.0249692500252587,0.55242054729117,0.999766669822232
"C1orf61",-0.0338760230669329,0.420201744350629,0.999766669822232
"HS6ST3",-0.0167234910664482,0.690680911447342,0.999766669822232
"MAML2",-0.0359595230730263,0.39219271067502,0.999766669822232
"PCSK6",0.00608678903804803,0.884842264143339,0.999766669822232
"CACNA1A",-0.089531621977735,0.0331400879364048,0.616071504261456
"ZFHX3",-0.0182558313490484,0.664003203426095,0.999766669822232
"TRPM3",-0.0370594753785526,0.377873763530359,0.999766669822232
"VRK2",-0.113277425137986,0.00703026342253712,0.274572916144897
"CHL1",-0.0387899979402104,0.356008214327123,0.999766669822232
"GREB1L",0.041697732492997,0.321106379972085,0.999766669822232
"SYNE1",-0.00810577326426469,0.847057022504851,0.999766669822232
"FAM107B",0.0146089869050784,0.728127761729366,0.999766669822232
"MAST4",-0.0428887727607225,0.307478419985011,0.999766669822232
"RASGRF2",-0.0730784741129509,0.082055244777712,0.952783971852911
"LINC02798",-0.039425507867459,0.348182816932083,0.999766669822232
"QDPR",0.0244454188944515,0.560787311694084,0.999766669822232
"CPE",-0.0253273228625557,0.546736786913361,0.999766669822232
"FOLH1",-0.0894209412323289,0.0333579506165324,0.616071504261456
"AL163541.1",-0.0672442827817496,0.109585166636316,0.999766669822232
"PRKCA",-0.0538222698224233,0.200303584871398,0.999766669822232
"CYFIP1",-0.0437767121411479,0.29757135755073,0.999766669822232
"LURAP1L-AS1",0.0895767849027787,0.0330515402318406,0.616071504261456
"PRKD1",-0.0306829914673531,0.465332776603249,0.999766669822232
"DMD",0.142628613086993,0.000689271669490623,0.0536790135644295
"AC002429.2",-0.0415315015873331,0.323039313481171,0.999766669822232
"GPC6",-0.0451904683284347,0.282242397990607,0.999766669822232
"NHSL1",-0.0488600649715971,0.244986663992,0.999766669822232
"LHFPL6",-0.0373043445812311,0.374730489865269,0.999766669822232
"IQCJ-SCHIP1",0.0349205231909796,0.406016054294102,0.999766669822232
"SHROOM4",-0.0381330309514864,0.364213440216006,0.999766669822232
"MEIS2",0.0436182760619889,0.299323269649987,0.999766669822232
"LRRTM3",-0.00538203755315603,0.898098163185831,0.999766669822232
"LINC01473",0.00499629300472856,0.905366060036738,0.999766669822232
"CRADD",-0.109588689080267,0.00911701701395111,0.315924295129382
"ARHGAP22",-0.067464475338061,0.108427819554964,0.999766669822232
"SLCO1A2",-0.0408975046237113,0.330480920851688,0.999766669822232
"SH3RF3",-0.0239655323807477,0.568505636532606,0.999766669822232
"ARHGAP15",-0.0297934519819217,0.478369433073078,0.999766669822232
"AC108721.2",-0.00120607416149985,0.977105271475087,0.999766669822232
"TMEM132C",-0.0490697096196055,0.242967678222957,0.999766669822232
"LSAMP",-0.0486984331071012,0.246551278180533,0.999766669822232
"AKAP13",-0.0270212752612189,0.52024725040973,0.999766669822232
"SGCZ",-0.00726547635923754,0.862745635757396,0.999766669822232
"RASGEF1C",-0.0252912035676244,0.547308799847242,0.999766669822232
"AL445250.1",-0.0469163455973836,0.264267030888817,0.999766669822232
"DAB1",-0.0636534355616742,0.129869375802418,0.999766669822232
"LINC00299",-0.0134850157293378,0.748307018752483,0.999766669822232
"HIVEP3",-0.0975187222205928,0.0203174647659717,0.483462322353785
"RCAN2",-0.0556536868700206,0.18541497660381,0.999766669822232
"TRIO",-0.0251116422347816,0.550156858329516,0.999766669822232
"AC008691.1",-0.0974342958043872,0.0204262831194474,0.483462322353785
"P2RY12",-0.0757406818760367,0.071509207420456,0.894354633588808
"EXT1",-0.0202940267954343,0.629173012749646,0.999766669822232
"TTC28",-0.0239874026408883,0.56815278124553,0.999766669822232
"AL049828.1",-0.00274187762580785,0.94798110168243,0.999766669822232
"EPHA6",0.030693992314601,0.465172799369598,0.999766669822232
"PREX2",-0.179804430771438,1.88241213358896e-05,0.00327376023232862
"AC114971.1",-0.00111497185890043,0.978834230805392,0.999766669822232
"AC007364.1",0.0245860166391644,0.558535635570413,0.999766669822232
"LNCAROD",-0.0396834764003553,0.345037743823707,0.999766669822232
"SLCO2B1",-0.0338867100967775,0.420055141646324,0.999766669822232
"MAP2",-0.0297784455038352,0.478591059398937,0.999766669822232
"FGD4",-0.0519474117009455,0.216430555317311,0.999766669822232
"AC006148.1",-0.038163396424885,0.363831602594505,0.999766669822232
"BMP2K",-0.0357660388307697,0.394745060617937,0.999766669822232
"IFNG-AS1",-0.00166765005026101,0.968347205810017,0.999766669822232
"SLC1A3",-0.0719846965123694,0.0867387748441402,0.977338308102988
"PTPRC",-0.0214288942378097,0.610124990964327,0.999766669822232
"MED12L",-0.0645347172136806,0.124639689004991,0.999766669822232
"CARMIL1",-0.0109908221280018,0.7936886006389,0.999766669822232
"CABLES1",-0.0499140071292744,0.234955165932923,0.999766669822232
"PLCL2",-0.0164413389066056,0.695636512906218,0.999766669822232
"ADCY2",-0.0180137900062161,0.668189948884358,0.999766669822232
"ATP1A2",-0.0497280210550049,0.2367039327228,0.999766669822232
"AHCYL2",-0.0701274647117216,0.0951837778186103,0.999766669822232
"RYR2",0.0127123762423223,0.762280281118175,0.999766669822232
"SLAIN1",0.121092339692331,0.003959615879133,0.175982927961467
"PPM1H",-0.00603623689093311,0.885792088671115,0.999766669822232
"LHFPL2",-0.0900932215658407,0.0320533142457635,0.610539318966924
"ERC2",0.177071793634446,2.51579540221874e-05,0.00387045446495191
"UGT8",-0.0543805683314363,0.195675198970192,0.999766669822232
"MOG",0.0967332211521313,0.0213497139568889,0.48780163346415
"OXR1",-0.0292135084316923,0.486975120737801,0.999766669822232
"DGKG",-0.0477358542115239,0.256014147512469,0.999766669822232
"TF",-0.0126070521596501,0.764191208716898,0.999766669822232
"SYNJ2",-0.0432473648332832,0.303451496598984,0.999766669822232
"MLLT3",-0.0278025979547515,0.508256009167849,0.999766669822232
"SRGAP2B",-0.04417851363992,0.293159206063352,0.999766669822232
"PCDH9-AS2",-0.0527494102106425,0.209421153916605,0.999766669822232
"MEG3",0.0129574212712818,0.757839975343479,0.999766669822232
"ETV6",0.0679349288978818,0.105987500057291,0.999766669822232
"GRIN2A",-0.0132878262898625,0.751865566723526,0.999766669822232
"AC073050.1",-0.0103077765269033,0.806246680747664,0.999766669822232
"PLD5",-0.113802589873677,0.00677097127551819,0.2699465208593
"MTRNR2L12",-0.0752120204545088,0.0735100730645229,0.904739360794129
"HECW2",-0.0518562681197313,0.217237704225168,0.999766669822232
"DOCK2",-0.0280502178062949,0.504486176129645,0.999766669822232
"CAMK1D",-0.0404707813109243,0.335551601552239,0.999766669822232
"GMDS-DT",-0.0618989302515601,0.140786311774302,0.999766669822232
"MOB3B",-0.0682961802546191,0.104143359309326,0.999766669822232
"TTTY14",0.033652827201689,0.423270367128733,0.999766669822232
"PKP4",0.02280714119888,0.587343204060136,0.999766669822232
"HS3ST4",-0.0578004058436392,0.169024248350596,0.999766669822232
"CSMD2",0.210934321587944,5.19065174881283e-07,0.00023069563328057
"TRPS1",0.0493781685106996,0.240018373100615,0.999766669822232
"AL392023.2",-0.0448734780719662,0.28563198245971,0.999766669822232
"AC087564.1",-0.123506446752235,0.0032948108536112,0.158786065234275
"LINC01099",-0.0490536890169404,0.24312155085613,0.999766669822232
"FBXL17",-0.0773149674618006,0.0658137854474411,0.861723399269717
"AC073475.1",-0.0313389901923605,0.455846699659292,0.999766669822232
"NFIB",-0.0513006835891158,0.222204694285295,0.999766669822232
"RASAL2",-0.0634863692895108,0.130879714310349,0.999766669822232
"FUT9",0.0756962692996016,0.0716755636720476,0.894354633588808
"FIGN",0.0951693021836626,0.0235415880769223,0.50356338132454
"TMEM132D",0.0623035376893909,0.138208176178517,0.999766669822232
"LUZP2",-0.0053776375368206,0.898181017854322,0.999766669822232
"LINC00877",-0.0151730251942173,0.718070855343853,0.999766669822232
"PLD1",-0.0817627455887613,0.0517119939517538,0.788366009006414
"FOXP2",-0.0422583618425816,0.31464320603129,0.999766669822232
"KCNMB2-AS1",-0.0518685597547085,0.217128725892141,0.999766669822232
"LINC00320",0.0212073297504653,0.613823667451366,0.999766669822232
"C3",-0.0451979433746487,0.282162797704106,0.999766669822232
"PLXDC2",-0.102572154388872,0.014659713913964,0.393549366817825
"FBXL7",-0.0728260011304761,0.0831177037409058,0.952783971852911
"PDE10A",0.00674577625453949,0.872476180170707,0.999766669822232
"EDA",-0.0259733486403254,0.536556105820676,0.999766669822232
"FAT3",-0.0024709440352923,0.95311500842882,0.999766669822232
"ABCC4",-0.0438587386684066,0.296667044321999,0.999766669822232
"HULC",-0.055806539166548,0.184210383911025,0.999766669822232
"ABCA8",-0.17641984022215,2.69443281824636e-05,0.00399175232332794
"ADAMTS18",0.0355366092980516,0.397784567335635,0.999766669822232
"TENM3",0.0371301295141284,0.376965145798072,0.999766669822232
"DGKI",0.0515277997615606,0.220164509522848,0.999766669822232
"SDK1",-0.0459428273333424,0.274306959875117,0.999766669822232
"CNP",0.0859968734508287,0.0407294622732759,0.687417084781028
"TMEM178B",-0.029337079941983,0.485134480555509,0.999766669822232
"PBX1",-0.156658113277152,0.000193281449036063,0.0198262889743051
"SLC35F3",0.0463277991394765,0.270306014525847,0.999766669822232
"CACNB4",-0.0620738840850238,0.139667014221554,0.999766669822232
"MEGF11",-0.0265116106640648,0.528147118564879,0.999766669822232
"TMEM132B",-0.0828401952615787,0.0487054376308038,0.756738326078292
"MERTK",-0.0466802829357674,0.266677965636044,0.999766669822232
"AC011346.1",-0.0709955674431678,0.0911578661105098,0.996084782644204
"NLGN4X",-0.0522256880252518,0.213979558801229,0.999766669822232
"CSF1R",-0.0488838412459604,0.244757096177167,0.999766669822232
"RPS6KA2",0.0433546303523862,0.302253765453106,0.999766669822232
"ADGRL3",-0.036234387322005,0.388584092038183,0.999766669822232
"DGKB",-0.0027887047330861,0.947093990097753,0.999766669822232
"PID1",-0.0365899806205877,0.383945715574489,0.999766669822232
"ABTB2",-0.205870752270081,9.65013791802675e-07,0.000350914106110064
"KCNIP1",-0.0208348044046932,0.620064572604989,0.999766669822232
"CNTNAP5",-0.0114486346712336,0.785301149726304,0.999766669822232
"PDE3B",-0.0365029221085951,0.385078167019301,0.999766669822232
"STXBP5L",0.000797425494215906,0.984861419601128,0.999766669822232
"LPAR6",-0.0575957187321032,0.170538558073252,0.999766669822232
"ELMO1",-0.0472485045935893,0.260900171098091,0.999766669822232
"ADAMTS17",-0.0165741923802997,0.693301495400857,0.999766669822232
"SHISA9",-0.0102711603574155,0.806921328768573,0.999766669822232
"CDH19",0.0995263664485745,0.0178746580243787,0.449148691638055
"DANT2",0.0348717302419154,0.406672292109485,0.999766669822232
"CACNA2D3",0.0162340978649945,0.699284719834711,0.999766669822232
