"gene_id","mean_count","median_count","min_count","max_count","var_count","cv_count","zero_samples","pct_zeros","log_mean"
"ENSMUSG00000000204",0.418181818181818,0,0,8,1.87744107744108,3.27655914177721,46,83.6363636363636,0.151731913196237
"ENSMUSG00000000214",291.672727272727,352,17,710,53721.0760942761,0.79465117380436,0,0,2.4663822545595
"ENSMUSG00000000215",1.27272727272727,0,0,13,7.60942760942761,2.16740786205873,38,69.0909090909091,0.356547323513813
"ENSMUSG00000000216",4.87272727272727,1,0,25,48.3353535353535,1.42679094741089,18,32.7272727272727,0.768839832836859
"ENSMUSG00000000223",2089.89090909091,2050,1321,4064,263015.58047138,0.245395797582236,0,0,3.32033137436919
"ENSMUSG00000000244",5.18181818181818,5,0,19,26.2255892255892,0.98828102444903,14,25.4545454545455,0.791116227548011
"ENSMUSG00000000247",1715.96363636364,1253,127,4005,1298851.62828283,0.664158432832025,0,0,3.23476109731942
"ENSMUSG00000000248",0,0,0,0,0,NA,55,100,0
"ENSMUSG00000000253",1617.89090909091,1402,1019,3111,244263.765656566,0.305478246709072,0,0,3.20921758428388
"ENSMUSG00000000263",48.5818181818182,15,0,359,5771.39595959596,1.56374765427262,6,10.9090909090909,1.69532244844739
"ENSMUSG00000000266",1287.6,1316,374,2188,251002.8,0.389097387701122,0,0,3.11011812701033
"ENSMUSG00000000275",234.909090909091,213,143,468,5280.38047138047,0.309337651439902,0,0,2.37274467702625
"ENSMUSG00000000276",2686.47272727273,2690,1567,4270,238534.661279461,0.181799762464277,0,0,3.42934406568457
"ENSMUSG00000000278",506.945454545455,510,274,814,13591.0154882155,0.229966576701822,0,0,2.70581707830404
"ENSMUSG00000000282",1852.10909090909,1680,954,3192,375962.987878788,0.331059445083439,0,0,3.26790098660723
"ENSMUSG00000000290",235.6,224,87,476,4849.28148148148,0.295572082056536,0,0,2.37401474029191
"ENSMUSG00000000295",265.981818181818,281,90,490,12583.5367003367,0.421744482516075,0,0,2.42648168633771
"ENSMUSG00000000296",777.072727272727,690,178,1739,157682.920538721,0.511011484594706,0,0,2.89102019284707
"ENSMUSG00000000301",44.7636363636364,46,12,80,250.702356902357,0.353715302971144,0,0,1.66052052605412
"ENSMUSG00000000303",42.7090909090909,21,0,151,2212.61750841751,1.1013689916625,3,5.45454545454545,1.64057177383646
"ENSMUSG00000000305",1422.6,1791,290,3322,897534.133333334,0.665951624341247,0,0,3.15338797933181
"ENSMUSG00000000308",8086.58181818182,7921,4813,15222,3081874.47003367,0.217091334130414,0,0,3.90781868724772
"ENSMUSG00000000317",70.5090909090909,50,9,226,2201.92121212121,0.665511818603451,0,0,1.8543612569155
"ENSMUSG00000000318",12.7272727272727,12,0,50,132.720538720539,0.905177431732371,6,10.9090909090909,1.13758426213494
"ENSMUSG00000000320",19.9090909090909,16,1,55,189.491582491583,0.691422537559551,0,0,1.32033515085937
"ENSMUSG00000000325",1132.69090909091,1086,797,1710,42460.8471380471,0.181921032567909,0,0,3.05449466410383
"ENSMUSG00000000326",2515.6,2382,1372,4304,517338.466666667,0.285920832527588,0,0,3.40081419226756
"ENSMUSG00000000339",1404.29090909091,1387,857,2143,63408.2841750842,0.179314709227232,0,0,3.14776623679283
"ENSMUSG00000000340",643.545454545455,635,321,1058,31092.5488215488,0.273998973182341,0,0,2.80925355002484
"ENSMUSG00000000346",3698.94545454545,3791,2374,5046,373012.2006734,0.165113883210031,0,0,3.56819532164415
"ENSMUSG00000000355",757.909090909091,744,418,1140,33136.3063973064,0.240178944714655,0,0,2.88018975523519
"ENSMUSG00000000359",12.5090909090909,12,1,29,51.1063973063973,0.571494275705393,0,0,1.13062612426633
"ENSMUSG00000000365",13.6545454545455,12,0,61,155.63771043771,0.913650653433094,4,7.27272727272727,1.16597235231085
"ENSMUSG00000000374",3330,3337,2415,4705,275223.333333333,0.157542738993279,0,0,3.52257463269118
"ENSMUSG00000000378",1871.30909090909,1718,1154,3815,319378.773063973,0.302000385034696,0,0,3.27237754600218
"ENSMUSG00000000381",0,0,0,0,0,NA,55,100,0
"ENSMUSG00000000384",951.2,951,600,1397,31064.6444444444,0.185293998000939,0,0,2.97872817713849
"ENSMUSG00000000385",0.363636363636364,0,0,8,2.30976430976431,4.17942491170646,49,89.0909090909091,0.134698573897456
"ENSMUSG00000000386",5.12727272727273,3,0,24,29.9279461279461,1.06696958076428,9,16.3636363636364,0.787267211377095
"ENSMUSG00000000392",29.2181818181818,13,0,199,1203.72929292929,1.18743877762019,1,1.81818181818182,1.48026832995385
"ENSMUSG00000000394",0.0909090909090909,0,0,4,0.306397306397308,6.08884833725346,53,96.3636363636364,0.0377885608893998
"ENSMUSG00000000399",3896.90909090909,4004,2532,5297,457315.195286195,0.17353518436623,0,0,3.59083170605484
"ENSMUSG00000000402",96.5454545454545,87,22,217,2000.3265993266,0.46325340849017,0,0,1.98920703680773
"ENSMUSG00000000409",60.2545454545455,53,9,128,1008.30437710438,0.526994413786575,0,0,1.78713832148688
"ENSMUSG00000000411",3.2,1,0,15,15.8666666666667,1.24478077052414,17,30.9090909090909,0.6232492903979
"ENSMUSG00000000416",2877.36363636364,2565,1142,6620,1462707.45791246,0.420323805169807,0,0,3.45914565940254
"ENSMUSG00000000420",1737.85454545455,1752,1219,2542,105545.608080808,0.186941902862577,0,0,3.24026325494782
"ENSMUSG00000000435",0,0,0,0,0,NA,55,100,0
"ENSMUSG00000000439",1024.21818181818,1044,665,1350,20633.6552188552,0.14024765343645,0,0,3.01081629961257
"ENSMUSG00000000440",47.7454545454545,21,0,185,2491.74882154882,1.04549051833691,1,1.81818181818182,1.68793412448864
"ENSMUSG00000000441",1964.54545454545,1964,1447,2647,93145.5117845118,0.155352728364729,0,0,3.29348309162088
"ENSMUSG00000000486",26.3272727272727,25,3,64,179.63164983165,0.509079439156961,0,0,1.43659629109266
"ENSMUSG00000000489",880.6,755,343,1829,150555.577777778,0.440625618362342,0,0,2.94527158150771
"ENSMUSG00000000530",541.872727272727,520,232,1053,51366.7797979798,0.418257634517579,0,0,2.73469802420776
"ENSMUSG00000000531",1825.81818181818,1785,274,3258,487241.04040404,0.382308895643334,0,0,3.26169532536983
"ENSMUSG00000000532",4928.30909090909,4829,3214,7789,752822.513804714,0.176054999106733,0,0,3.69278605131916
"ENSMUSG00000000538",11680.9090909091,11379,6019,21694,11306832.3804714,0.287868293328796,0,0,4.06751382221953
"ENSMUSG00000000544",0.2,0,0,6,0.94074074074074,4.84958952062115,52,94.5454545454545,0.0791812460476248
"ENSMUSG00000000552",2987.8,2879,988,5811,1117682.82962963,0.353840684618808,0,0,3.47549685455
"ENSMUSG00000000555",158.963636363636,116,28,554,14433.331986532,0.755762800532921,0,0,2.2040212681466
"ENSMUSG00000000560",2786.96363636364,2416,868,7936,3050334.81346801,0.626675120929327,0,0,3.44528710492468
"ENSMUSG00000000561",824.163636363636,797,466,1259,29495.0653198653,0.208382494428977,0,0,2.9165400810624
"ENSMUSG00000000562",24.5090909090909,23,5,61,149.847138047138,0.499455757274281,0,0,1.40669498153412
"ENSMUSG00000000563",6169.90909090909,6195,3731,8292,1626262.86195286,0.206688639754588,0,0,3.79034914848741
"ENSMUSG00000000567",759.363636363636,743,442,1115,22567.569023569,0.197830201556765,0,0,2.88102133898741
"ENSMUSG00000000568",6496.90909090909,6621,3823,8596,1748036.71380471,0.203501907808788,0,0,3.81277363104825
"ENSMUSG00000000579",16.5636363636364,13,0,59,162.287542087542,0.769107247574556,2,3.63636363636364,1.24461443692125
"ENSMUSG00000000581",1146.56363636364,1139,355,1916,168629.102356902,0.358152593379569,0,0,3.05977677800475
"ENSMUSG00000000594",1957.45454545455,1973,1169,2650,137988.585858586,0.189771021782924,0,0,3.29191349628861
"ENSMUSG00000000600",1001.49090909091,1021,466,1624,88251.8101010101,0.29662981404838,0,0,3.00108044298842
"ENSMUSG00000000605",6416.47272727273,6591,4098,10092,1269355.58720539,0.175588187875825,0,0,3.80736403169952
"ENSMUSG00000000606",0,0,0,0,0,NA,55,100,0
"ENSMUSG00000000617",0.272727272727273,0,0,10,2.09090909090909,5.30199124019562,52,94.5454545454545,0.104735350520013
"ENSMUSG00000000627",1680.85454545455,1642,993,2462,100114.385858586,0.188242685903503,0,0,3.22578843329424
"ENSMUSG00000000628",129.490909090909,124,57,240,2000.5138047138,0.345407287711866,0,0,2.11558025673807
"ENSMUSG00000000631",8195.43636363636,8139,5674,12375,2681704.95420875,0.199817451102193,0,0,3.91362507140738
"ENSMUSG00000000632",10086.7454545455,7319,3198,26094,36571991.8599327,0.599547016206666,0,0,4.00379411509149
"ENSMUSG00000000673",4.89090909090909,4,0,16,17.6175084175084,0.858188426445217,9,16.3636363636364,0.770182320712368
"ENSMUSG00000000682",33.8181818181818,34,7,79,249.855218855219,0.467405650042685,0,0,1.5418060888104
"ENSMUSG00000000686",41.6545454545455,40,17,82,227.193265993266,0.361855624674772,0,0,1.62996531828527
"ENSMUSG00000000690",0.145454545454545,0,0,6,0.682154882154882,5.67824593090612,52,94.5454545454545,0.0589778599593379
"ENSMUSG00000000693",128.345454545455,129,65,263,1306.89696969697,0.281669733634107,0,0,2.11175117135552
"ENSMUSG00000000701",0,0,0,0,0,NA,55,100,0
"ENSMUSG00000000706",4.49090909090909,2,0,20,25.9212121212121,1.13368758120786,15,27.2727272727273,0.739644253462907
"ENSMUSG00000000708",879.654545454545,826,379,1590,69700.7488215488,0.300128039116294,0,0,2.94480558102845
"ENSMUSG00000000711",3641.92727272727,3657,2621,4566,229913.587205387,0.131659150882057,0,0,3.56145050108861
"ENSMUSG00000000724",0.0727272727272727,0,0,4,0.290909090909091,7.41619848709567,54,98.1818181818182,0.0304893221479004
"ENSMUSG00000000730",1.58181818181818,0,0,10,6.61818181818182,1.62634539363899,32,58.1818181818182,0.411925654888813
"ENSMUSG00000000731",1.65454545454545,0,0,12,9.67474747474747,1.87992756642557,35,63.6363636363636,0.423990166290193
"ENSMUSG00000000732",172.036363636364,157,61,384,4252.48013468014,0.379053832945784,0,0,2.23813737981722
"ENSMUSG00000000738",1692.52727272727,1688,904,2628,154012.55016835,0.231868835321018,0,0,3.22879219495738
"ENSMUSG00000000739",3.8,1,0,28,32.2,1.49329062727485,25,45.4545454545455,0.681241237375587
"ENSMUSG00000000740",3584.90909090909,3732,1479,5200,893862.713804714,0.263728620990142,0,0,3.55459927523816
"ENSMUSG00000000743",2990.89090909091,2970,1951,3934,273880.098989899,0.174976475891022,0,0,3.47594575415112
"ENSMUSG00000000751",1835.18181818182,1818,1261,2644,97180.707070707,0.16986774808284,0,0,3.26391568270592
"ENSMUSG00000000753",278.8,267,53,636,13777.5703703704,0.421011103221718,0,0,2.44684771015581
"ENSMUSG00000000759",1189.56363636364,1156,686,1783,74893.3986531986,0.230056278317968,0,0,3.0757526136703
"ENSMUSG00000000766",93.9454545454546,90,0,237,6236.20067340067,0.840590096193052,1,1.81818181818182,1.97747417799268
"ENSMUSG00000000776",658.109090909091,670,399,906,16467.6545454545,0.194992534344352,0,0,2.81895730178495
"ENSMUSG00000000782",193.6,165,45,523,10751.4296296296,0.53558419846958,0,0,2.28914283593233
"ENSMUSG00000000787",8587.05454545455,8560,5664,13970,3669352.38585859,0.22307478804923,0,0,3.93389479411478
"ENSMUSG00000000791",31.1090909090909,27,10,68,194.358249158249,0.44814047384259,0,0,1.50662800974731
"ENSMUSG00000000792",742.836363636364,801,192,1277,71920.2875420875,0.36102107260529,0,0,2.87147740572581
"ENSMUSG00000000794",1272.41818181818,1355,240,3286,663671.581144781,0.640245809216515,0,0,3.1049710464128
"ENSMUSG00000000804",4878.92727272727,4820,3160,7706,848867.55016835,0.18884070870098,0,0,3.68841334960751
"ENSMUSG00000000805",525.545454545455,328,116,1373,127525.400673401,0.679497814364677,0,0,2.72143586803087
"ENSMUSG00000000811",170.236363636364,168,57,327,3795.03569023569,0.361872514691584,0,0,2.23359599661246
"ENSMUSG00000000817",0.836363636363636,0,0,5,1.99124579124579,1.68720282246658,32,58.1818181818182,0.263958684288399
"ENSMUSG00000000823",1808.58181818182,1688,1172,3172,198795.877441077,0.246527587878445,0,0,3.25757822401873
"ENSMUSG00000000826",14231.6181818182,14250,9002,21963,5695426.64781145,0.167690649886732,0,0,4.15328479870164
"ENSMUSG00000000827",1340.12727272727,1314,670,2027,102276.705723906,0.238639494306233,0,0,3.12746999427243
"ENSMUSG00000000838",1756.83636363636,1769,1195,2855,124786.102356902,0.201072092677242,0,0,3.24497844430008
"ENSMUSG00000000861",3105.56363636364,2937,956,5891,1288911.13939394,0.365570426739667,0,0,3.49228025434009
"ENSMUSG00000000869",0.836363636363636,0,0,8,2.50976430976431,1.894180351669,34,61.8181818181818,0.263958684288399
"ENSMUSG00000000876",419.272727272727,409,224,585,6052.90572390572,0.185560417666722,0,0,2.62353120827986
"ENSMUSG00000000881",6358.56363636364,6325,4124,9818,1536122.65791246,0.194918888174575,0,0,3.80342731740614
"ENSMUSG00000000884",113.072727272727,111,59,211,1007.69831649832,0.280742006267329,0,0,2.05718182486748
"ENSMUSG00000000889",2.94545454545455,1,0,22,22.6080808080808,1.61428244287732,20,36.3636363636364,0.596097044354286
"ENSMUSG00000000901",53.3818181818182,53,13,115,517.647811447811,0.426210190558216,0,0,1.73545372353707
"ENSMUSG00000000902",2026.63636363636,1932,1460,2767,119911.643097643,0.170865682684519,0,0,3.30699007125969
"ENSMUSG00000000903",0.363636363636364,0,0,6,1.1986531986532,3.01078308996427,47,85.4545454545455,0.134698573897456
"ENSMUSG00000000915",3579.87272727273,3492,2089,5731,482822.77979798,0.194100336952423,0,0,3.55398888542815
"ENSMUSG00000000916",230.6,227,142,320,2000.98518518519,0.193982536422861,0,0,2.3647385550554
"ENSMUSG00000000934",495.563636363636,484,297,872,17774.5468013468,0.269029458253739,0,0,2.69597491275208
"ENSMUSG00000000938",0,0,0,0,0,NA,55,100,0
"ENSMUSG00000000942",0.0909090909090909,0,0,4,0.306397306397307,6.08884833725345,53,96.3636363636364,0.0377885608893998
"ENSMUSG00000000948",259.618181818182,243,96,457,6771.49966329966,0.316962093375638,0,0,2.41600471063928
"ENSMUSG00000000957",319.127272727273,304,156,502,6350.55757575758,0.249713492163087,0,0,2.50532267473899
"ENSMUSG00000000958",54.3090909090909,52,18,112,385.06936026936,0.361324115826616,0,0,1.74279652022274
"ENSMUSG00000000959",1509.38181818182,1497,977,1917,52577.4626262626,0.151915013807426,0,0,3.17908674899396
"ENSMUSG00000000976",549.218181818182,555,245,942,23361.3589225589,0.27829419340107,0,0,2.74053493744014
"ENSMUSG00000000982",3.16363636363636,1,0,28,25.4727272727273,1.5953323214969,20,36.3636363636364,0.619472792845644
"ENSMUSG00000000983",16.8545454545455,14,0,57,162.793265993266,0.757009227681026,3,5.45454545454545,1.25174879829271
"ENSMUSG00000001014",18.8727272727273,15,0,54,160.113131313131,0.670469168308911,1,1.81818181818182,1.29825747245546
"ENSMUSG00000001016",2418.05454545455,2454,1583,3228,174081.608080808,0.17254816762062,0,0,3.38364566105425
"ENSMUSG00000001017",5204.07272727273,5069,3082,6964,842235.587205387,0.176349176788928,0,0,3.71642680201804
"ENSMUSG00000001018",1400.2,1438,913,1933,67477.3111111111,0.185519177744901,0,0,3.14650012864565
"ENSMUSG00000001020",2.65454545454545,2,0,10,7.82289562289562,1.05364327984319,15,27.2727272727273,0.562833367926245
"ENSMUSG00000001021",10.1272727272727,9,0,43,85.2242424242424,0.911567995511975,3,5.45454545454545,1.04638873265132
"ENSMUSG00000001023",0.872727272727273,0,0,14,6.48350168350168,2.91760346507607,42,76.3636363636364,0.272474535210928
"ENSMUSG00000001025",185.363636363636,179,68,328,3915.53198653199,0.33757544392543,0,0,2.27036117589753
"ENSMUSG00000001027",0.818181818181818,0,0,10,4.26262626262626,2.52341571805864,42,76.3636363636364,0.259637310505756
"ENSMUSG00000001029",66.7090909090909,64,18,158,747.321212121212,0.409796865791261,0,0,1.83064698281506
"ENSMUSG00000001034",471.363636363636,464,272,765,13270.494949495,0.244392281071603,0,0,2.67427645724277
"ENSMUSG00000001036",3991.92727272727,3805,2645,6246,609300.624242424,0.195538910507712,0,0,3.60129140001631
"ENSMUSG00000001039",239.963636363636,237,59,435,10612.6282828283,0.429305094217147,0,0,2.38195150847456
"ENSMUSG00000001052",1735.50909090909,1664,1033,2450,102414.550841751,0.184397037479639,0,0,3.23967706125537
"ENSMUSG00000001053",519.254545454545,520,246,860,15578.7488215488,0.240373164315692,0,0,2.71621588332327
"ENSMUSG00000001054",1404.01818181818,1376,795,2178,108950.166329966,0.235093822226509,0,0,3.14768194432097
"ENSMUSG00000001056",891.2,826,492,1589,75371.5333333333,0.308055166874793,0,0,2.9504622189056
"ENSMUSG00000001062",1468.45454545455,1374,835,2564,195910.252525252,0.301417229935456,0,0,3.16715615661239
"ENSMUSG00000001065",619.563636363636,628,333,885,20772.5097643098,0.232626167521913,0,0,2.79278632331178
"ENSMUSG00000001076",1.29090909090909,0,0,16,13.173063973064,2.81156249400764,40,72.7272727272727,0.360007855623319
"ENSMUSG00000001082",325.127272727273,319,144,545,6795.07609427609,0.253538409283498,0,0,2.51338711864557
"ENSMUSG00000001089",3445.05454545455,3183,1457,7743,1782994.97845118,0.387595706449235,0,0,3.53732214734371
"ENSMUSG00000001095",0.0727272727272727,0,0,4,0.290909090909091,7.41619848709567,54,98.1818181818182,0.0304893221479004
"ENSMUSG00000001098",1952.70909090909,1904,1362,2799,106643.395286195,0.167235869934841,0,0,3.29085989734665
"ENSMUSG00000001100",2815.38181818182,2822,1549,3916,274459.758922559,0.18608100251855,0,0,3.44969153196464
"ENSMUSG00000001103",34.0727272727273,12,0,120,1387.73535353535,1.09331782605047,7,12.7272727272727,1.54496953814964
"ENSMUSG00000001105",1010.4,997,531,1419,58391.1333333333,0.239155357790628,0,0,3.00492294929653
"ENSMUSG00000001119",2014.89090909091,898,194,6949,3727591.65454545,0.958214256261766,0,0,3.30446702635397
"ENSMUSG00000001120",1688.89090909091,1613,1106,3036,155349.061952862,0.233374134112901,0,0,3.22785866963791
"ENSMUSG00000001123",189.436363636364,190,79,329,4213.80606060606,0.342668294607654,0,0,2.27974988007122
"ENSMUSG00000001127",4837.52727272727,4467,1861,8095,3494747.92053872,0.386442160163916,0,0,3.6847131933269
"ENSMUSG00000001128",91.3454545454545,79,26,178,1246.89696969697,0.386570174634788,0,0,1.96541552333435
"ENSMUSG00000001131",4.70909090909091,4,0,18,25.6915824915825,1.07636199086976,12,21.8181818181818,0.756566958578971
"ENSMUSG00000001134",80.6545454545455,78,36,147,698.674747474748,0.327724323259879,0,0,1.91198036556847
"ENSMUSG00000001138",1022.98181818182,1013,694,1447,30666.3144781145,0.171183884668997,0,0,3.01029224537672
"ENSMUSG00000001143",1393.49090909091,1352,799,2146,133323.921212121,0.262029325762241,0,0,3.14441568737616
"ENSMUSG00000001150",2111.14545454545,1964,1219,3783,350104.422895623,0.280272599838573,0,0,3.32472382292015
"ENSMUSG00000001151",1508.50909090909,1401,1048,2508,135381.661952862,0.24391133815506,0,0,3.17883573287403
"ENSMUSG00000001155",1.45454545454545,0,0,8,4.54882154882155,1.46629769664457,28,50.9090909090909,0.389971079000762
"ENSMUSG00000001156",989.672727272727,926,570,1791,75812.0760942761,0.278213110933006,0,0,2.99593020724611
"ENSMUSG00000001157",804.818181818182,779,501,1171,30947.9663299663,0.218583954536557,0,0,2.90623706222613
"ENSMUSG00000001158",784.054545454545,737,332,1239,64608.3488215488,0.324188827786617,0,0,2.89489983249934
"ENSMUSG00000001166",36.2363636363636,33,6,95,344.591245791246,0.512280129782829,0,0,1.57096726280955
"ENSMUSG00000001168",0.109090909090909,0,0,4,0.321212121212122,5.19526137366936,52,94.5454545454545,0.0449671455165232
"ENSMUSG00000001173",2195.45454545455,2148,1153,3687,317796.437710438,0.256773418155261,0,0,3.34172222018384
"ENSMUSG00000001175",80641.4909090909,80561,47336,131509,385682689.995286,0.243532274710447,0,0,4.90656393392493
"ENSMUSG00000001211",10083.4181818182,10207,5496,16483,4641753.84040404,0.213664944320206,0,0,4.00365084675157
"ENSMUSG00000001225",2.09090909090909,1,0,16,11.9360269360269,1.65232222404079,27,49.0909090909091,0.49008623188403
"ENSMUSG00000001227",5539.36363636364,5421,3327,8671,1300934.75420875,0.205905469138866,0,0,3.74353827015865
"ENSMUSG00000001228",23.6909090909091,20,2,131,431.180471380471,0.876491714931597,0,0,1.39253708045024
"ENSMUSG00000001229",2221.69090909091,2198,1428,3490,174216.995286195,0.187871810940068,0,0,3.3468790732211
"ENSMUSG00000001240",415.727272727273,372,189,903,31879.9797979798,0.42948747437581,0,0,2.61985192380111
"ENSMUSG00000001247",205.163636363636,202,54,454,10884.8060606061,0.508522249801092,0,0,2.31421206580058
"ENSMUSG00000001248",2585.89090909091,2550,1615,3586,207581.950841751,0.176191354867548,0,0,3.41277811461573
"ENSMUSG00000001249",12.3454545454545,11,1,44,72.6006734006734,0.690181381851819,0,0,1.12533337042183
"ENSMUSG00000001260",1880.65454545455,1766,385,5469,1725843.97104377,0.698540735100712,0,0,3.2745398939191
"ENSMUSG00000001270",46548.7454545455,45921,28376,78621,99933508.8228956,0.214757128053818,0,0,4.66791731049484
"ENSMUSG00000001280",702.109090909091,699,382,1103,18945.136026936,0.196039807605429,0,0,2.84702271321928
"ENSMUSG00000001281",18.5090909090909,17,0,50,146.773063973064,0.654542862949618,1,1.81818181818182,1.29023703247171
"ENSMUSG00000001285",775.272727272727,770,447,1097,27806.4242424242,0.215088933286602,0,0,2.89001432839835
"ENSMUSG00000001288",346.163636363636,334,201,574,7969.65791245791,0.257892312077223,0,0,2.54053422873464
"ENSMUSG00000001289",2986.65454545455,3102,964,4696,918530.304377105,0.320894114821351,0,0,3.47533037973097
"ENSMUSG00000001300",2403.43636363636,2084,1003,5365,937112.398653199,0.402775656568612,0,0,3.38101328742468
"ENSMUSG00000001305",230.545454545455,232,125,368,3153.25252525253,0.243569448091713,0,0,2.36463625980539
"ENSMUSG00000001313",4475.23636363636,4209,1606,8092,3697707.03569024,0.429685078028456,0,0,3.65091301099142
"ENSMUSG00000001323",2592.69090909091,2556,1499,4012,344551.18047138,0.226399845531703,0,0,3.4139182198304
"ENSMUSG00000001333",41.1636363636364,40,7,100,334.620875420876,0.444388470201002,0,0,1.62493805914374
"ENSMUSG00000001334",3052.2,3046,986,5152,884500.348148148,0.308131441797735,0,0,3.48475525370956
"ENSMUSG00000001348",4.18181818181818,4,0,14,15.5589225589226,0.943245220074603,13,23.6363636363636,0.714482170514266
"ENSMUSG00000001349",11.2,7,0,78,180.385185185185,1.19917457123864,3,5.45454545454545,1.08635983067475
"ENSMUSG00000001366",2617.81818181818,2586,1314,3915,291699.855218855,0.206313965718911,0,0,3.41810534746147
"ENSMUSG00000001376",2123.18181818182,2128,1354,2853,135241.632996633,0.173208027745013,0,0,3.32719168719926
"ENSMUSG00000001380",3321.01818181818,3337,1989,4532,330911.721885522,0.173214730499658,0,0,3.52140200506953
"ENSMUSG00000001383",4922.92727272727,4850,3100,8770,1165893.29090909,0.219334011484743,0,0,3.69231162970069
"ENSMUSG00000001403",6.90909090909091,4,0,36,67.6026936026936,1.19003872276946,10,18.1818181818182,0.898126567460394
"ENSMUSG00000001415",2961.49090909091,2889,1995,5057,495788.847138047,0.237759551409934,0,0,3.47165702631345
"ENSMUSG00000001416",4215.72727272727,3938,2541,6118,978689.794612795,0.23466591994182,0,0,3.6249755128527
"ENSMUSG00000001418",1077.12727272727,1069,640,1970,59669.927946128,0.226783124454577,0,0,3.03267003226119
"ENSMUSG00000001419",8774.45454545455,8450,4950,14777,5520864.99326599,0.267783266561233,0,0,3.94326962103188
"ENSMUSG00000001420",28.8909090909091,29,9,66,166.247138047138,0.446288690169165,0,0,1.47553912370979
"ENSMUSG00000001424",3172.05454545455,3165,2097,4444,391195.867340067,0.197177103412263,0,0,3.50147753777527
