TF,Activity_Score,P_value,FDR,Significant
NFKB1,-4.399641926054724,1.0842964392027376e-5,0.002721584062398871,TRUE
SPI1,-3.194290368192019,0.0014017504864499014,0.1260683513566651,FALSE
MEIS2,3.1733720415482627,0.001506793044103567,0.1260683513566651,FALSE
FOXP1,-3.038032355149965,0.002381283856140742,0.14942556197283158,FALSE
MEF2A,2.921321806961422,0.0034854959837397137,0.17497189838373364,FALSE
NANOG,2.8217634709306387,0.004776038819703035,0.19903802336699705,FALSE
HOXB13,2.7731963789698386,0.005550861209438165,0.19903802336699705,FALSE
CDX2,-2.69768599233936,0.006982326783795793,0.2013242408220636,FALSE
IRF1,-2.686578539402653,0.007218797479675587,0.2013242408220636,FALSE
STAT2,-2.618586402621207,0.008829492814705402,0.21173325098191567,FALSE
TBX21,-2.536413109254123,0.011199453170700965,0.21173325098191567,FALSE
THAP11,-2.5243109538722197,0.011592533683713269,0.21173325098191567,FALSE
NCOA2,2.516610710573252,0.011848966748047826,0.21173325098191567,FALSE
HNF4A,-2.496867877919617,0.012529563039076807,0.21173325098191567,FALSE
USF1,-2.4933786857080587,0.012653381532783805,0.21173325098191567,FALSE
MAFK,2.4387103804272203,0.014739776166268235,0.23123023860833294,FALSE
JUN,-2.3286033449488697,0.019880088702042335,0.281335258378695,FALSE
MBD2,-2.3176348435279204,0.020469174866208577,0.281335258378695,FALSE
SIX2,2.2942533708587964,0.021775949274699394,0.281335258378695,FALSE
HNF1A,2.2832244252832035,0.022417152062047408,0.281335258378695,FALSE
GABPA,2.248214399146106,0.024562521948725734,0.29358061948238856,FALSE
ZEB1,2.170332664850077,0.02998165377735726,0.32897141353062737,FALSE
REL,-2.168182669350822,0.030144790881292547,0.32897141353062737,FALSE
ZBTB7A,2.1225434783608637,0.03379212562935181,0.3534093138736377,FALSE
EHF,1.9774815740081912,0.047987221279636234,0.44296292651114494,FALSE
NR2F6,-1.973212109143793,0.04847140143198929,0.44296292651114494,FALSE
RELA,-1.9719202073765758,0.04861871609650252,0.44296292651114494,FALSE
ZBTB11,1.9650004021043728,0.04941419100522733,0.44296292651114494,FALSE
CUX1,1.9474981985633704,0.05147503551542453,0.44552530739212265,FALSE
REST,-1.896384828957032,0.05790917648777258,0.4845067766143639,FALSE
CEBPG,1.8596599706049133,0.06293364880312298,0.5095595435349636,FALSE
BACH2,1.8368407385492322,0.06623340989581447,0.5118560775614067,FALSE
FOS,-1.8257259155972378,0.06789155748450602,0.5118560775614067,FALSE
ATF1,-1.816230076642676,0.06933508620353716,0.5118560775614067,FALSE
NFYB,1.7901074580746272,0.07343663807528547,0.5254763355667921,FALSE
STAT1,-1.764815062475114,0.07759485233052257,0.5254763355667921,FALSE
MYB,-1.7503649735940456,0.08005535595058433,0.5254763355667921,FALSE
RELB,-1.738614130202454,0.08210265936689902,0.5254763355667921,FALSE
NCOA1,1.7180405749824506,0.08578921465804412,0.5254763355667921,FALSE
MEF2C,1.7104312663674393,0.08718615342019255,0.5254763355667921,FALSE
FOXK2,1.6914522071476676,0.09075046842126491,0.5254763355667921,FALSE
ARNT,1.690851903425874,0.09086509122481701,0.5254763355667921,FALSE
TCF12,1.6857873946281516,0.09183675655877785,0.5254763355667921,FALSE
SP3,-1.6843431354790461,0.09211537356549344,0.5254763355667921,FALSE
FOXL2,-1.6678857459504495,0.09533840979789318,0.5317764635393597,FALSE
SREBF2,1.6491618391487297,0.09911448355445092,0.5408203341775474,FALSE
HBP1,-1.6339319744459146,0.10227313501957593,0.5461820614875225,FALSE
RARA,-1.6115375086394523,0.10706261873005278,0.5598482771092343,FALSE
TEAD1,1.5826927982226793,0.11349150057739694,0.5782036996182108,FALSE
TEAD2,-1.5753311828744743,0.11518001984426511,0.5782036996182108,FALSE
MYOD1,1.5437115707162405,0.12265822196911103,0.6036708571420955,FALSE
ZNF639,-1.520101520610066,0.12848546250526768,0.611712566692609,FALSE
KLF4,-1.5052515069739965,0.13225942741662827,0.611712566692609,FALSE
KLF3,1.4897448507457194,0.1362913368305556,0.611712566692609,FALSE
MITF,1.4863111997389862,0.13719682566768143,0.611712566692609,FALSE
POU5F1,1.4769210753843514,0.1396967948013286,0.611712566692609,FALSE
