TF,Activity_Score,P_value,FDR,Significant
ZNF263,10.099799559670943,5.535521450757347e-24,1.3838803626893369e-21,TRUE
ZBTB7A,8.211601278574891,2.1825800217884443e-16,2.7282250272355553e-14,TRUE
PRDM14,-6.290387573764728,3.166743270092041e-10,2.6389527250767007e-8,TRUE
NR2F1,-5.906623064817898,3.491914672265773e-9,2.182446670166108e-7,TRUE
MAZ,-5.573841238621466,2.4918283800833718e-8,1.245914190041686e-6,TRUE
SIX5,-5.489569614598975,4.029142958561872e-8,1.6788095660674466e-6,TRUE
CTCFL,-4.942573052326492,7.709820149318746e-7,2.7535071961852665e-5,TRUE
IRF3,-4.866121807066343,1.1380939072757524e-6,3.556543460236726e-5,TRUE
RELA,4.78848302523893,1.6804677502329925e-6,4.667965972869424e-5,TRUE
REL,4.731566450247696,2.2279385984478783e-6,5.077544477080656e-5,TRUE
MBD2,-4.731004146863025,2.2341195699154885e-6,5.077544477080656e-5,TRUE
NFKB1,4.66758916701675,3.0475450437406406e-6,6.349052174459668e-5,TRUE
SNAI2,4.492079500810421,7.0531083178525275e-6,1.356366984202409e-4,TRUE
THAP1,-4.307397283327862,1.6518676249467746e-5,2.9497636159763835e-4,TRUE
ETS2,4.26245382060714,2.021942917368747e-5,3.3699048622812456e-4,TRUE
RARA,3.560249473633985,3.705026382677596e-4,0.005371057149529689,TRUE
SNAPC4,-3.5550818516390614,0.00037786143942798787,0.005371057149529689,TRUE
CEBPB,3.5489870388335585,3.867161147661376e-4,0.005371057149529689,TRUE
KLF5,-3.52110667130938,4.297497003000706e-4,0.0056546013197377705,TRUE
BATF,3.4679166948028635,5.245098583739914e-4,0.006556373229674893,TRUE
NEUROD1,-3.312371083377796,9.250875057531092e-4,0.011012946497060824,TRUE
ZNF740,-3.1220634846951003,0.0017958820777370555,0.02040775088337563,TRUE
STAT1,3.090175105635593,0.0020003852327351054,0.02174331774712071,TRUE
MBD1,3.027522810279657,0.002465671044981627,0.02568407338522528,TRUE
ZKSCAN1,-3.0065589803009414,0.00264222790524592,0.0264222790524592,TRUE
STAT3,2.9366573070524398,0.0033177050626854707,0.030567458142167013,TRUE
REST,2.9364942657816804,0.0033194495720413717,0.030567458142167013,TRUE
SPI1,2.9269030979615924,0.0034235553119227055,0.030567458142167013,TRUE
JUN,2.8972766888936055,0.0037641761183030815,0.03244979412330243,TRUE
NR2F6,2.787959375493892,0.005304119468923684,0.044200995574364035,TRUE
RFX1,-2.6878865197153585,0.007190582889187895,0.057988571686999155,FALSE
FOXL2,2.5658697987067947,0.01029174518220407,0.078584625398143,FALSE
TFAP2C,-2.5631350008740332,0.010373170552554874,0.078584625398143,FALSE
EPAS1,2.490855148291955,0.012743606266455767,0.09370298725335122,FALSE
SOX10,-2.4180576243602645,0.01560360556963585,0.11145432549739893,FALSE
