TF,Activity_Score,P_value,FDR,Significant
ZNF263,7.331302291091492,2.279268894359082e-13,5.720964924841296e-11,TRUE
MNT,4.507162096306251,6.570044185839809e-6,7.174419939360887e-4,TRUE
BHLHE40,4.450300950501099,8.575003911586717e-6,7.174419939360887e-4,TRUE
PRDM14,-4.079712814469961,4.5091372830148894e-5,0.002829483645091843,TRUE
KLF9,-3.8871553814731064,1.0142583378461893e-4,0.00509157685598787,TRUE
FOXK2,-3.7011156446627993,2.1465361299915088e-4,0.008979676143797813,TRUE
BATF,-3.60535518660679,3.117262824284858e-4,0.011177613841364275,TRUE
ZBTB7A,3.4180151345277903,6.307959919474029e-4,0.019791224247349765,TRUE
ARID3A,-3.3284721808953375,8.732372563633955e-4,0.024353616816356918,TRUE
CEBPA,-3.119187677879719,0.001813504079024942,0.04172101162962878,TRUE
CEBPB,-3.1031736792059315,0.0019145724588513992,0.04172101162962878,TRUE
BCL6,3.0731813303098647,0.0021178975273134556,0.04172101162962878,TRUE
ZNF740,-3.0557788153733427,0.002244767849529086,0.04172101162962878,TRUE
TFDP1,3.0449657126333967,0.0023270683777482193,0.04172101162962878,TRUE
NFE2,-2.99280802561102,0.0027642356634170386,0.046254876767845114,TRUE
ETS2,-2.8975965743245786,0.003760339458806363,0.05899032526002482,FALSE
BCL11A,-2.859875859373299,0.004238068726101937,0.061884866097405664,FALSE
FOS,-2.837515074259694,0.004546619983106611,0.061884866097405664,FALSE
TEAD4,-2.827963701742889,0.00468451177629764,0.061884866097405664,FALSE
ASCL1,-2.738098255700333,0.006179561030514926,0.0749660910072175,FALSE
STAT3,-2.7332083973353516,0.006272063391042102,0.0749660910072175,FALSE
KLF13,2.7095196913701813,0.00673807053145767,0.07687525924526704,FALSE
AHR,-2.6308196846575624,0.008517921613670813,0.09295644891440757,FALSE
SMAD3,-2.5731611719478678,0.010077426661391059,0.10539308716704816,FALSE
SNAI2,2.536713528106914,0.011189847922758034,0.11234607314449066,FALSE
IRF9,2.50914217631474,0.012102476180382819,0.11683544312600336,FALSE
NR1H2,-2.4744835305421056,0.013342897259422507,0.11785298880420546,FALSE
MEF2A,-2.4733110313579747,0.013386757922757087,0.11785298880420546,FALSE
ELF1,-2.4672248934687664,0.013616480778175132,0.11785298880420546,FALSE
CLOCK,-2.443466558995137,0.01454691768431344,0.12170921129208913,FALSE
CUX1,-2.375415749887415,0.017529193617343567,0.1419299225146205,FALSE
MAFB,-2.324519157509853,0.02009768601377265,0.1576412246705292,FALSE
TP63,-2.2721415897229402,0.023077959833768636,0.1755323611598766,FALSE
CREB1,2.2212034527623046,0.02633718445377517,0.19443039111463437,FALSE
NFKB1,-2.1508531453571744,0.03148779277538117,0.21683344953747152,FALSE
IRF4,-2.1270617908943072,0.03341494945325741,0.21683344953747152,FALSE
ATF3,2.1265104863962243,0.03346077704441781,0.21683344953747152,FALSE
HHEX,-2.122252918987717,0.03381650481060655,0.21683344953747152,FALSE
KLF6,-2.113815128717336,0.03453106030461356,0.21683344953747152,FALSE
ZNF384,-2.1135334935041197,0.03455513140039387,0.21683344953747152,FALSE
ONECUT1,2.0598399776093284,0.039413841344920965,0.2412896140871991,FALSE
FOXO1,-2.048501573187765,0.04051087810578487,0.2421007239179048,FALSE
NFKB2,2.0271847290893046,0.0426435242882097,0.24891917665908453,FALSE
EPAS1,-2.0123235330758016,0.044185843292810605,0.2508710436994117,FALSE
MBD1,1.996142883055328,0.045918372425274016,0.2508710436994117,FALSE
RUNX3,1.9956102168098835,0.04597636657439418,0.2508710436994117,FALSE
FOXP2,1.9705973554360625,0.048769949371468474,0.26045228281358695,FALSE
KLF1,-1.9315958395101762,0.05340940977624737,0.27559591694822383,FALSE
STAT1,-1.925440726376032,0.054174244662227984,0.27559591694822383,FALSE
THAP11,-1.919670086207871,0.05489958504944698,0.27559591694822383,FALSE
AR,-1.8960760135990316,0.05794999384053322,0.28520487164654584,FALSE
RELA,-1.8723880255513725,0.061152940463786463,0.29218001270487104,FALSE
ZKSCAN1,-1.8684786654157999,0.06169538116875763,0.29218001270487104,FALSE
MAZ,-1.8355971334506171,0.06641726143649074,0.3042380433070637,FALSE
TEAD2,-1.8272401472159325,0.0676636699709923,0.3042380433070637,FALSE
FOXP1,1.8197767469630375,0.06879301023375782,0.3042380433070637,FALSE
ESRRA,-1.815616157275828,0.0694292733662399,0.3042380433070637,FALSE
MAFF,-1.804363405896686,0.07117435583896056,0.3042380433070637,FALSE
SMAD4,-1.7827619611237515,0.07462506028570513,0.3042380433070637,FALSE
JUNB,-1.7806511741650328,0.07496945417439398,0.3042380433070637,FALSE
ZNF143,-1.7762880810050743,0.07568544673739293,0.3042380433070637,FALSE
TEAD1,-1.761485223130656,0.07815631188783594,0.3042380433070637,FALSE
THAP1,-1.7572723659809624,0.07887139564586976,0.3042380433070637,FALSE
TFAP4,-1.7509225144566323,0.07995925802674067,0.3042380433070637,FALSE
CREM,-1.7501322576367393,0.08009549469996001,0.3042380433070637,FALSE
GFI1B,-1.7455307598729832,0.08089252293043209,0.3042380433070637,FALSE
POU2F1,-1.731673674683406,0.08333168035896803,0.3042380433070637,FALSE
NR5A2,-1.7293541140074338,0.0837457370950815,0.3042380433070637,FALSE
LEF1,1.717372472083699,0.08591113806489256,0.3042380433070637,FALSE
TBX21,-1.71148636783168,0.08699136559002724,0.3042380433070637,FALSE
STAT5B,-1.7082981859549184,0.08758102774341657,0.3042380433070637,FALSE
PPARA,-1.7058957449266696,0.08802749214861287,0.3042380433070637,FALSE
EBF1,-1.69987990973962,0.08915351657935627,0.3042380433070637,FALSE
FOXO4,-1.6970051964173416,0.08969567810646499,0.3042380433070637,FALSE
NEUROD1,-1.684811036413196,0.09202503492519144,0.307977116882974,FALSE
LYL1,-1.6707807333038658,0.09476499545873676,0.31179001958584984,FALSE
NFATC1,-1.6663248434657667,0.09564873110800971,0.31179001958584984,FALSE
RARA,-1.6388742026014889,0.10123946138333122,0.3257833949643094,FALSE
KLF5,-1.629916737682733,0.10311909563694144,0.3276315570237,FALSE
CTCFL,-1.6193628746122715,0.10536920982877436,0.32970879127599556,FALSE
E2F6,1.6145875276948245,0.10640004818069977,0.32970879127599556,FALSE
REL,-1.559390382708765,0.11890401116412325,0.363962278075548,FALSE
FOXJ2,1.5431788073431445,0.12278739780054002,0.3713209258787415,FALSE
MAFK,-1.530526221636755,0.12588652803926895,0.3761609349744822,FALSE
ZNF592,-1.5173025533440367,0.12919031385548407,0.3814913973850177,FALSE
MXI1,1.5020499818674622,0.1330842010594293,0.38262104050965023,FALSE
IKZF1,-1.4992692360352833,0.13380379988888816,0.38262104050965023,FALSE
ESR1,-1.4979508444698084,0.13414602217071403,0.38262104050965023,FALSE
NR2C2,1.467131017196471,0.14234041791250254,0.401431965124024,FALSE
STAT5A,-1.4411045446596773,0.14955514982283533,0.4136779469584137,FALSE
