TF,Activity_Score,P_value,FDR,Significant
MYCN,0.3046535424874272,0.7606300361988676,0.8963292914831725,FALSE
CUX1,-0.2922746572708366,0.7700766338323349,0.90104366829668,FALSE
GABPA,0.2900077436627669,0.77181031348122,0.90104366829668,FALSE
TAL1,0.27104294512417426,0.7863580026155721,0.9137771234097619,FALSE
BACH2,0.26220479008867353,0.7931635606008578,0.9138970935106656,FALSE
MITF,-0.25467696164998804,0.7989726115691417,0.9138970935106656,FALSE
ONECUT1,-0.2523356784980156,0.8007816127172832,0.9138970935106656,FALSE
ELK4,-0.24861694126547934,0.8036571026566678,0.9138970935106656,FALSE
TP73,-0.24449767762952193,0.8068454003890376,0.9138970935106656,FALSE
MEF2B,-0.24261018622085329,0.8083073894795528,0.9138970935106656,FALSE
CEBPG,0.23489260182955526,0.8142920918314431,0.9158522426985792,FALSE
PAX6,-0.23097493778877473,0.8173342723684532,0.9158522426985792,FALSE
LEF1,-0.22533778032334215,0.8217165108956398,0.9166704188213582,FALSE
NR1H2,0.21627822109473907,0.8287708843759161,0.9204490795502431,FALSE
NCOA2,0.19186391740654501,0.847848802035485,0.9374892040128049,FALSE
ZNF143,-0.18207734395384717,0.8555220284309972,0.9418246891937733,FALSE
NANOG,-0.164873687765791,0.869043403065818,0.9525322889498703,FALSE
CREM,0.14624003839312036,0.8837318992336535,0.9642374190033373,FALSE
ELF5,-0.14158761249125995,0.8874057521504818,0.9642374190033373,FALSE
ZFX,-0.12307083147889972,0.9020510087655069,0.9652136551612027,FALSE
MEIS2,-0.12057520559535849,0.9040275086012487,0.9652136551612027,FALSE
SMAD5,0.1163558044886587,0.9073705603202409,0.9652136551612027,FALSE
NFE2,-0.11443750453353532,0.90889098494752385,0.9652136551612027,FALSE
LHX2,-0.1126089022701628,0.9103406269563438,0.9652136551612027,FALSE
MEF2C,0.11130178882347536,0.91137703694504,0.9652136551612027,FALSE
FOS,0.06520748789758878,0.9480087993395815,0.9918364842899093,FALSE
ETV4,-0.0625978716871138,0.9500867242431985,0.9918364842899093,FALSE
SREBF1,0.06109255780297649,0.9512854960943753,0.9918364842899093,FALSE
TGIF2,-0.059792264601314135,0.9523210865094348,0.9918364842899093,FALSE
ESR1,0.04598647776755527,0.9633210276859346,0.9991470163188826,FALSE
RUNX2,-0.03214189010590926,0.9743588971807235,0.999398437781917,FALSE
ESR2,-0.02416923465396425,0.9807176181481327,0.999398437781917,FALSE
ZNF24,0.018560141652417077,0.9851919997079416,0.999398437781917,FALSE
TFDP1,0.012517398499670753,0.9900128218036541,0.999398437781917,FALSE
NR1H3,0.011464505524472144,0.990852848421029,0.999398437781917,FALSE
NFYA,0.0049213968868765945,0.9960733092572224,0.999398437781917,FALSE
NR5A2,-0.0029764405377527663,0.9976251475553279,0.999398437781917,FALSE
SPIB,-0.001783669353756674,0.9985768385156861,0.999398437781917,FALSE
SREBF2,7.539465038265969e-4,0.999398437781917,0.999398437781917,FALSE
